1 7 7 2 NUM nummod
2 acontecimentos acontecimento 39 NOUN nsubj
3 e e 4 CCONJ cc
4 descobertas descobertas 2 NOUN conj
5 que que 6 PRON nsubj
6 fizeram fazer 2 VERB acl:relcl
7 de de 8 ADP case
8 2017 2017 6 NUM nmod
9 um um 10 NUM nummod
10 ano ano 6 NOUN obj
11 incrivel incrivel 10 ADJ amod
12 para para 14 ADP case
13 a o 14 DET det
14 ciencia ciencia 10 NOUN nmod
15 de de 18 ADP case
16 a o 18 DET det
17 1 1 18 NUM nummod
18 observacao observacao 10 NOUN nmod
19 de de 21 ADP case
20 uma um 21 DET det
21 explosao explosao 18 NOUN nmod
22 de de 23 ADP case
23 estrelas estrela 21 NOUN nmod
24 de de 25 ADP case
25 neutrons neutron 23 NOUN nmod
26 a o 27 DET det
27 tecnica tecnica 18 NOUN appos
28 de de 29 ADP mark
29 editar editar 27 VERB nmod
30 doencas doenca 29 NOUN obj
31 geneticas genetico 30 ADJ amod
32 de de 34 ADP case
33 o o 34 DET det
34 dna dna 30 NOUN nmod
35 descobertas descobertas 27 VERB acl
36 em em 38 ADP case
37 o o 38 DET det
38 ano ano 35 NOUN nmod
39 abriram abrir 0 VERB root
40 novas novo 41 ADJ amod
41 frentes frente 39 NOUN obj
42 de de 43 ADP case
43 pesquisa pesquisa 41 NOUN nmod
44 em em 46 ADP case
45 diferentes diferentes 46 DET det
46 campos campo 39 NOUN nmod
47 o o 48 DET det
48 ano ano 39 NOUN nsubj
49 que que 50 PRON nsubj
50 termina terminar 48 VERB acl:relcl
51 foi foi 52 AUX aux:pass
52 marcado marcar 39 VERB parataxis
53 por por 54 ADP case
54 descobertas descobertas 52 NOUN nmod
55 incriveis incrivel 54 ADJ amod
56 em em 58 ADP case
57 o o 58 DET det
58 mundo mundo 54 NOUN nmod
59 de de 61 ADP case
60 a o 61 DET det
61 ciencia ciencia 58 NOUN nmod
62 algumas algumas 52 PRON nsubj:pass
63 delas delas 62 X nmod
64 consagrando consagrar 62 VERB acl
65 tecnicas tecnicas 64 NOUN obj
66 revolucionarias revolucionario 65 ADJ amod
67 para para 68 ADP mark
68 salvar salvar 200 VERB advcl
69 vidas vida 68 NOUN obj
70 ou ou 71 CCONJ cc
71 observar observar 68 VERB conj
72 fenomenos fenomeno 71 NOUN obj
73 em em 75 ADP case
74 o o 75 DET det
75 espaco espaco 71 NOUN nmod
76 e e 199 CCONJ cc
77 nesse nesse 78 ADP case
78 caso caso 199 NOUN nmod
79 a a 80 ADP mark
80 ajudar ajudar 312 VERB nmod
81 a a 82 ADP mark
82 entender entender 80 VERB nmod
83 melhor melhor 82 ADV advmod
84 o o 85 DET det
85 universo universo 82 NOUN obj
86 foi foi 88 AUX cop
87 o o 88 DET det
88 ano ano 39 NOUN conj
89 de de 91 ADP case
90 o o 91 DET det
91 sacrificio sacrificio 88 NOUN nmod
92 de de 94 ADP case
93 a o 94 DET det
94 cassini cassini 91 NOUN nmod
95 a o 96 DET det
96 sonda sonda 91 NOUN appos
97 que que 98 PRON nsubj
98 desvendou desvendar 96 VERB acl:relcl
99 segredos segredo 98 NOUN obj
100 de de 101 ADP case
101 saturno saturno 99 NOUN nmod
102 mas mas 88 CCONJ cc
103 tambem tambem 199 ADV advmod
104 o o 105 DET det
105 ano ano 88 NOUN conj
106 de de 108 ADP case
107 a o 108 DET det
108 descoberta descoberta 105 NOUN nmod
109 de de 111 ADP case
110 um um 111 DET det
111 sistema sistema 108 NOUN nmod
112 planetario planetario 111 ADJ amod
113 com com 115 ADP case
114 sete sete 115 NUM nummod
115 planetas planeta 111 NOUN nmod
116 semelhantes semelhante 115 ADJ amod
117 a a 118 ADP case
118 terra terra 116 NOUN nmod
119 orbitando orbitar 115 VERB acl
120 um um 122 DET det
121 mesmo mesmo 122 ADJ amod
122 sol sol 119 NOUN obj
123 alem alem 125 ADV advmod
124 disso disso 123 X nmod
125 foi foi 241 VERB parataxis
126 em em 127 ADP case
127 2017 2017 125 NUM nmod
128 que que 130 CCONJ mark
129 cientistas cientista 130 NOUN nsubj
130 conseguiram conseguir 417 VERB ccomp
131 desativar desativar 130 VERB xcomp
132 genes gene 131 NOUN obj
133 defeituosos defeituoso 132 ADJ amod
134 em em 136 ADP case
135 o o 136 DET det
136 embriao embriao 403 NOUN nmod
137 abrindo abrir 312 VERB acl
138 uma um 140 DET det
139 importante importante 140 ADJ amod
140 frente frente 252 NOUN obj
141 em em 143 ADP case
142 a o 143 DET det
143 luta luta 254 NOUN nmod
144 contra contra 145 ADP case
145 doencas doenca 143 NOUN nmod
146 hereditarias hereditario 145 ADJ amod
147 fatais fatal 145 ADJ amod
148 relembre relembrar 241 VERB parataxis
149 os o 151 DET det
150 principais principal 151 ADJ amod
151 destaques destaque 148 NOUN obj
152 de de 154 ADP case
153 a o 154 DET det
154 ciencia ciencia 151 NOUN nmod
155 em em 157 ADP case
156 o o 157 DET det
157 ano ano 91 NOUN nmod
158 alguns alguns 441 PRON appos
159 de de 161 ADP case
160 os o 161 DET det
161 quais quais 162 PRON nmod
162 prometem prometer 158 VERB acl:relcl
163 muitas muitas 164 DET det
164 novidades novidade 162 NOUN obj
165 em em 166 ADP case
166 2018 2018 162 NUM nmod
167 para para 169 ADP case
168 a o 169 DET det
169 comunidade comunidade 162 NOUN nmod
170 cientifica cientifico 169 ADJ amod
171 2017 2017 172 NUM nsubj
172 entrara entrar 52 VERB parataxis
173 para para 175 ADP case
174 a o 175 DET det
175 historia historia 172 NOUN nmod
176 como como 178 ADP case
