1 eua eua 2 PRON nsubj
2 dizem dizer 0 VERB root
3 que que 5 CCONJ mark
4 assad assad 5 PROPN nsubj
5 prepara preparar 2 VERB ccomp
6 novo novo 7 ADJ amod
7 ataque ataque 5 NOUN obj
8 quimico quimico 7 ADJ amod
9 em em 11 ADP case
10 a o 11 DET det
11 siria siria 5 NOUN nmod
12 governo governo 21 NOUN nsubj
13 americano americano 32 ADJ amod
14 advertiu advertir 2 VERB ccomp
15 que que 26 CCONJ mark
16 se se 19 CCONJ mark
17 o o 18 DET det
18 ataque ataque 19 NOUN nsubj
19 ocorrer ocorrer 26 VERB advcl
20 damasco damasco 19 NOUN nmod
21 pagara pagar 19 VERB advcl
22 um um 23 DET det
23 preco preco 21 NOUN obj
24 alto alto 23 ADJ amod
25 siria siria 26 NOUN nsubj
26 diz dizer 14 VERB ccomp
27 nao nao 28 ADV advmod
28 ter ter 26 VERB xcomp
29 armas arma 28 NOUN obj
30 quimicas quimico 29 ADJ amod
31 o o 32 DET det
32 governo governo 26 NOUN nsubj
33 americano americano 32 ADJ amod
34 denunciou denunciar 14 VERB ccomp
35 que que 42 CCONJ mark
36 o o 37 DET det
37 presidente presidente 42 NOUN nsubj
38 sirio sirio 37 ADJ amod
39 bashar bashar 37 NOUN appos
40 alassad alassad 39 ADJ amod
41 esta esta 42 AUX aux
42 preparando preparar 34 VERB ccomp
43 um um 45 DET det
44 novo novo 45 ADJ amod
45 ataque ataque 42 NOUN obj
46 com com 47 ADP case
47 armas arma 45 NOUN nmod
48 quimicas quimico 47 ADJ amod
49 para para 50 ADP mark
50 provocar provocar 42 VERB advcl
51 o o 52 DET det
52 massacre massacre 50 NOUN obj
53 de de 54 ADP case
54 civis civil 52 NOUN nmod
55 e e 56 CCONJ cc
56 advertiu advertir 159 VERB conj
57 que que 70 CCONJ mark
58 se se 61 CCONJ mark
59 o o 60 DET det
60 ataque ataque 61 NOUN nsubj
61 acontecer acontecer 169 VERB nmod
62 damasco damasco 61 NOUN nmod
63 pagara pagar 56 VERB ccomp
64 um um 65 DET det
65 preco preco 63 NOUN obj
66 alto alto 65 ADJ amod
67 os o 68 DET det
68 estados estado 70 NOUN nsubj
69 unidos unido 68 ADJ amod
70 identificaram identificar 56 VERB ccomp
71 a o 73 DET det
72 possivel possivel 73 ADJ amod
73 preparacao preparacao 70 NOUN obj
74 de de 76 ADP case
75 outro outro 76 DET det
76 ataque ataque 73 NOUN nmod
77 com com 78 ADP case
78 armas arma 76 NOUN nmod
79 quimicas quimico 78 ADJ amod
80 por por 81 ADP case
81 parte parte 76 NOUN nmod
82 de de 84 ADP case
83 o o 84 DET det
84 regime regime 81 NOUN nmod
85 de de 86 ADP case
86 assad assad 84 NOUN nmod
87 que que 89 PRON nsubj
88 poderia poder 89 AUX aux
89 provocar provocar 76 VERB acl:relcl
90 um um 91 DET det
91 massacre massacre 89 NOUN obj
92 de de 93 ADP case
93 civis civil 91 NOUN nmod
94 incluindo incluir 91 VERB acl
95 criancas crianca 94 NOUN obj
96 inocentes inocente 95 ADJ amod
97 disse dizer 128 VERB acl:relcl
98 o o 99 DET det
99 portavoz portavoz 211 NOUN nsubj:pass
100 de de 102 ADP case
101 a o 102 DET det
102 casa casa 99 NOUN nmod
103 branca branco 102 ADJ amod
104 sean sean 99 PROPN appos
105 spicer spicer 104 NOUN flat
106 em em 108 ADP case
107 um um 108 DET det
108 comunicado comunicado 132 NOUN nmod
109 divulgado divulgar 108 VERB acl
110 em em 112 ADP case
111 a o 112 DET det
112 segundafeira segundafeira 109 NOUN nmod
113 26 26 112 NUM appos
114 a o 115 DET det
115 noite noite 112 NOUN appos
116 de de 117 ADP case
117 acordo acordo 109 NOUN nmod
118 com com 120 ADP case
119 a o 120 DET det
120 casa casa 117 NOUN nmod
121 branca branco 120 ADJ amod
122 as o 123 DET det
123 atividades atividade 124 NOUN nsubj
124 sao sao 2 VERB ccomp
125 similares similar 124 ADJ xcomp
126 a a 128 ADP case
127 os o 128 DET det
128 preparativos preparativos 125 NOUN nmod
129 que que 132 PRON obj
130 o o 131 DET det
131 regime regime 132 NOUN nsubj
132 realizou realizar 128 VERB acl:relcl
133 antes antes 136 ADV case
134 de de 133 ADP case
135 o o 133 DET det
136 ataque ataque 132 NOUN nmod
137 com com 138 ADP case
138 armas arma 136 NOUN nmod
139 quimicas quimico 138 ADJ amod
140 em em 141 ADP case
141 4 4 132 NUM nmod
142 de de 143 ADP case
143 abril abril 141 PROPN nmod
