1 7 7 2 NUM nummod
2 perguntas pergunta 16 NOUN nsubj
3 sobre sobre 7 ADP mark
4 como como 7 ADV advmod
5 a o 6 DET det
6 ciencia ciencia 7 NOUN nsubj
7 ve ver 2 VERB nmod
8 a o 10 DET det
9 chamada chamado 10 ADJ amod
10 cura cura 7 NOUN obj
11 gay gay 10 ADJ amod
12 associacao associacao 7 NOUN nsubj
13 americana americano 12 ADJ amod
14 de de 15 ADP case
15 psiquiatria psiquiatria 12 NOUN nmod
16 tirou tirar 0 VERB root
17 homossexualidade homossexualidade 16 NOUN obj
18 de de 20 ADP case
19 a o 20 DET det
20 lista lista 16 NOUN nmod
21 de de 22 ADP case
22 doencas doenca 20 NOUN nmod
23 em em 24 ADP case
24 1973 1973 30 NUM nmod
25 organizacao organizacao 16 NOUN nsubj
26 mundial mundial 25 ADJ amod
27 de de 29 ADP case
28 a o 29 DET det
29 saude saude 25 NOUN nmod
30 oficializou oficializar 16 VERB parataxis
31 medida medida 30 NOUN obj
32 em em 34 ADP case
33 1990 1990 30 NUM nmod
34 decadas decada 30 NOUN nmod
35 apos apos 37 ADP case
36 a o 37 DET det
37 determinacao determinacao 30 NOUN nmod
38 de de 40 ADP case
39 a o 40 DET det
40 organizacao organizacao 37 NOUN nmod
41 mundial mundial 40 ADJ amod
42 de de 44 ADP case
43 a o 44 DET det
44 saude saude 40 NOUN nmod
45 oms oms 30 PRON appos
46 de de 53 ADP mark
47 que que 53 CCONJ mark
48 a o 49 DET det
49 homossexualidade homossexualidade 53 NOUN nsubj
50 nao nao 53 ADV advmod
51 e e 53 AUX cop
52 uma um 53 DET det
53 doenca doenca 45 NOUN nmod
54 uma um 55 DET det
55 decisao decisao 64 NOUN nsubj
56 de de 58 ADP case
57 o o 58 DET det
58 juiz juiz 55 NOUN nmod
59 federal federal 58 ADJ amod
60 waldemar waldemar 58 NOUN appos
61 claudio claudio 60 NOUN flat
62 de de 63 ADP case
63 carvalho carvalho 60 NOUN nmod
64 autorizou autorizar 16 VERB parataxis
65 psicologos psicologo 64 NOUN obj
66 a a 67 ADP mark
67 oferecer oferecer 64 VERB nmod
68 supostos suposto 69 ADJ amod
69 tratamentos tratamento 67 NOUN obj
70 contra contra 72 ADP case
71 a o 72 DET det
72 homossexualidade homossexualidade 69 NOUN nmod
73 conhecidos conhecer 69 VERB acl
74 popularmente popularmente 76 ADV advmod
75 como como 76 ADP case
76 cura cura 73 NOUN nmod
