1 questionado questionar 71 VERB acl
2 em em 5 ADP case
3 o o 5 DET det
4 12 12 5 NUM nummod
5 congresso congresso 1 NOUN nmod
6 de de 8 ADP case
7 a o 8 DET det
8 associacao associacao 5 NOUN nmod
9 brasileira brasileiro 8 ADJ amod
10 de de 11 ADP case
11 jornalismo jornalismo 8 NOUN nmod
12 investigativo investigativo 11 ADJ amod
13 sobre sobre 15 ADP case
14 a o 15 DET det
15 generosidade generosidade 1 NOUN nmod
16 com com 17 ADP case
17 que que 20 PRON nmod
18 o o 19 DET det
19 mpf mpf 20 NOUN nsubj
20 livrou livrar 15 VERB acl:relcl
21 joesley joesley 20 NOUN obj
22 batista batista 21 ADJ flat
23 de de 26 ADP mark
24 ter ter 26 AUX aux
25 de de 26 ADP mark
26 cumprir cumprir 15 VERB nmod
27 penas penas 26 NOUN obj
28 que que 29 PRON nsubj
29 somavam somar 27 VERB acl:relcl
30 mais mais 33 ADV advmod
31 de de 30 ADP case
32 2 2 33 NUM nummod
33 mil mil 34 NUM nummod
34 anos ano 29 NOUN obj
35 segundo segundo 36 ADP case
36 reportagem reportagem 29 NOUN nmod
37 de de 38 ADP case
38 marcelo marcelo 36 NOUN nmod
39 godoy godoy 38 NOUN flat
40 de de 42 ADP case
41 o o 42 DET det
42 estadao estadao 38 NOUN nmod
43 em em 44 ADP case
44 troca troca 29 NOUN nmod
45 de de 46 ADP mark
46 delatar delatar 44 VERB nmod
47 o o 48 DET det
48 presidente presidente 46 NOUN obj
49 e e 51 CCONJ cc
50 outros outros 51 DET det
51 acusados acusado 48 NOUN conj
52 de de 53 ADP case
53 cumplicidade cumplicidade 51 NOUN nmod
54 em em 56 ADP case
55 o o 56 DET det
56 crime crime 53 NOUN nmod
57 de de 58 ADP case
58 corrupcao corrupcao 56 NOUN nmod
59 passiva passivo 58 ADJ amod
60 e e 63 CCONJ cc
61 de de 63 ADP case
62 uma um 63 DET det
63 acao acao 125 NOUN conj
64 programada programar 63 VERB acl
65 em em 66 ADP case
66 combinacao combinacao 64 NOUN nmod
67 com com 69 ADP case
68 a o 69 DET det
69 pf pf 66 NOUN nmod
70 o o 71 DET det
71 procuradorgeral procuradorgeral 77 NOUN nsubj
72 de de 74 ADP case
73 a o 74 DET det
74 republica republica 71 NOUN nmod
75 rodrigo rodrigo 71 PROPN appos
76 janot janot 75 NOUN flat
77 disse dizer 0 VERB root
78 que que 88 CCONJ mark
79 enquanto enquanto 80 CCONJ mark
80 houver haver 233 VERB advcl
81 bambu bambu 80 NOUN obj
82 la la 84 PRON nsubj
83 vai ir 84 AUX cop
84 flecha flecha 80 NOUN ccomp
85 e e 88 CCONJ cc
86 apenas apenas 88 ADV advmod
87 uma um 88 DET det
88 frase frase 77 NOUN conj
89 de de 90 ADP case
90 efeito efeito 88 NOUN nmod
91 que que 93 PRON nsubj
92 nao nao 93 ADV advmod
93 justifica justificar 88 VERB acl:relcl
94 a o 95 DET det
95 benemerencia benemerencia 93 NOUN obj
96 de de 98 ADP case
97 o o 98 DET det
98 acordo acordo 95 NOUN nmod
99 nem nem 101 CCONJ cc
100 a o 101 DET det
101 omissao omissao 95 NOUN conj
102 de de 104 ADP case
103 o o 104 DET det
104 enriquecimento enriquecimento 101 NOUN nmod
105 pra pra 106 ADP case
106 la la 104 PRON nmod
107 de de 108 ADP case
108 suspeito suspeito 36 NOUN nmod
109 de de 111 ADP case
110 o o 111 DET det
111 bamba bamba 108 NOUN nmod
112 de de 114 ADP case
113 o o 114 DET det
114 abate abate 111 NOUN nmod
115 de de 116 ADP case
116 anapolis anapolis 114 NOUN nmod
117 que que 120 PRON nsubj
118 virou virar 120 AUX cop
119 big big 120 ADJ amod
120 shot shot 197 NOUN acl:relcl
121 mundial mundial 120 ADJ amod
122 comentario comentario 186 NOUN obj
123 em em 125 ADP case
124 o o 125 DET det
125 jornal jornal 190 NOUN nmod
126 eldorado eldorado 125 ADJ amod
127 de de 129 ADP case
128 a o 129 DET det
129 radio radio 125 NOUN nmod
130 eldorado eldorado 129 ADJ amod
131 fm fm 129 NOUN appos
132 1073 1073 131 NUM appos
133 em em 135 ADP case
134 a o 135 DET det
135 segundafeira segundafeira 46 NOUN nmod
136 3 3 135 NUM nmod
137 de de 138 ADP case
138 julho julho 136 PROPN nmod
139 de de 140 ADP case
140 2017 2017 138 NUM nmod
141 as o 142 DET det
142 7h30m 7h30m 219 NUM nsubj
143 para para 144 ADP mark
144 ouvir ouvir 1 VERB advcl
145 clique clique 144 NOUN obj
146 aqui aqui 145 ADV advmod
147 e e 161 CCONJ cc
148 em em 149 ADP case
149 seguida seguida 161 NOUN nmod
150 em em 152 ADP case
151 o o 152 DET det
152 play play 149 NOUN nmod
153 para para 154 ADP mark
154 ouvir ouvir 152 VERB nmod
155 saia sair 154 VERB obj
156 de de 158 ADP case
157 meu meu 158 DET det:poss
158 caminho caminho 155 NOUN nmod
159 com com 160 ADP case
160 belchior belchior 161 NOUN nmod
161 clique clicar 93 VERB conj
162 aqui aqui 161 ADV advmod
163 abaixo abaixo 161 ADV advmod
164 a o 165 DET det
165 degravacao degravacao 161 NOUN nsubj
166 de de 168 ADP case
167 a o 168 DET det
168 integra integra 165 NOUN nmod
169 de de 171 ADP case
170 o o 171 DET det
171 comentario comentario 165 NOUN nmod
172 eldorado eldorado 171 NOUN appos
173 3 3 172 NUM appos
174 de de 175 ADP case
175 julho julho 173 PROPN nmod
176 de de 266 ADP case
177 2017 2017 175 NUM nmod
178 segundafeira segundafeira 253 NOUN nsubj
179 o o 180 DET det
180 procuradorgeral procuradorgeral 186 NOUN nsubj
181 de de 183 ADP case
182 a o 183 DET det
183 republica republica 180 NOUN nmod
184 rodrigo rodrigo 180 PROPN appos
185 janot janot 184 PROPN flat
186 afirmou afirmar 77 VERB parataxis
187 sabado sabado 186 PROPN obj
188 que que 190 CCONJ mark
189 vai ir 190 AUX aux
190 continuar continuar 186 VERB ccomp
191 em em 194 ADP case
192 o o 194 DET det
193 mesmo mesmo 194 ADJ amod
194 ritmo ritmo 190 NOUN nmod
195 ate ate 197 ADP case
196 o o 197 DET det
197 dia dia 190 NOUN nmod
198 17 17 197 NUM nmod
199 de de 200 ADP case
200 setembro setembro 198 PROPN nmod
201 quando quando 203 ADV advmod
202 entao entao 203 ADV advmod
203 passara passar 197 VERB acl:relcl
204 a o 205 DET det
205 chefia chefia 203 NOUN nsubj
206 de de 208 ADP case
207 o o 208 DET det
208 ministerio ministerio 205 NOUN nmod
209 publico publico 208 ADJ amod
210 federal federal 208 ADJ amod
211 mpf mpf 208 NOUN appos
212 para para 215 ADP case
213 a o 215 DET det
214 sua sua 215 DET det:poss
215 sucessora sucessor 205 NOUN nmod
216 raquel raquel 215 NOUN appos
217 dodge dodge 216 NOUN flat
218 enquanto enquanto 219 CCONJ mark
219 houver haver 203 VERB advcl
220 bambu bambu 219 NOUN obj
221 la la 220 PRON appos
222 vai ir 220 VERB acl:relcl
223 flecha flecho 220 ADJ amod
224 e e 225 CCONJ cc
225 disse dizer 203 VERB conj
226 mais mais 225 ADV advmod
227 ate ate 228 ADP case
228 17 17 225 NUM nmod
229 de de 230 ADP case
230 setembro setembro 228 PROPN nmod
231 a o 232 DET det
232 caneta caneta 233 NOUN nsubj
233 esta esta 225 VERB ccomp
234 em em 237 ADP case
235 a o 237 DET det
236 minha minha 237 DET det:poss
237 mao mao 233 NOUN nmod
238 em em 240 ADP case
239 o o 240 DET det
240 dia dia 233 NOUN nmod
241 18 18 240 NUM nmod
242 nao nao 243 ADV advmod
243 esta esta 248 VERB nsubj
244 mais mais 248 ADV advmod
245 ainda ainda 248 ADV advmod
246 bem bem 161 ADV advmod
247 vou ir 248 AUX aux
248 continuar continuar 77 VERB ccomp
249 nesse nesse 250 ADP case
250 ritmo ritmo 248 NOUN nmod
251 que que 253 PRON mark
252 estou estar 253 AUX aux
253 disse dizer 248 VERB parataxis
254 janot janot 253 NOUN nsubj
255 em em 256 ADP case
256 palestra palestra 253 NOUN nmod
257 em em 260 ADP case
258 o o 260 DET det
259 12 12 260 NUM nummod
260 congresso congresso 253 NOUN nmod
261 de de 263 ADP case
262 a o 263 DET det
263 associacao associacao 260 NOUN nmod
264 brasileira brasileiro 263 ADJ amod
265 de de 266 ADP case
266 jornalismo jornalismo 263 NOUN nmod
