1 retrospectiva retrospectiva 36 NOUN parataxis
2 2017 2017 1 NUM appos
3 os o 5 DET det
4 principais principal 5 ADJ amod
5 fatos fato 36 NOUN nsubj
6 de de 8 ADP case
7 o o 8 DET det
8 ano ano 5 NOUN nmod
9 em em 11 ADP case
10 o o 11 DET det
11 centrooeste centrooeste 5 NOUN nmod
12 de de 13 ADP case
13 minas mina 11 NOUN nmod
14 explosoes explosoe 5 NOUN appos
15 de de 16 ADP case
16 caixas caixa 14 NOUN nmod
17 eletronicos eletronico 16 ADJ amod
18 morte morte 5 NOUN appos
19 de de 20 ADP case
20 policiais policial 18 NOUN nmod
21 bilhete bilhete 20 NOUN appos
22 premiado premiar 20 VERB acl
23 de de 25 ADP case
24 a o 25 DET det
25 megasena megasena 22 NOUN nmod
26 pedido pedido 22 NOUN nmod
27 de de 28 ADP case
28 desculpas desculpa 26 NOUN nmod
29 de de 30 ADP case
30 eduardo eduardo 26 NOUN nmod
31 costa costa 30 NOUN flat
32 historias historia 30 NOUN appos
33 de de 34 ADP case
34 sobrevivencia sobrevivencia 32 NOUN nmod
35 g1 g1 32 PROPN appos
36 destaca destacar 0 VERB root
37 as o 38 DET det
38 historias historia 36 NOUN obj
39 que que 41 PRON nsubj
40 mais mais 41 ADV advmod
41 chamaram chamar 38 VERB acl:relcl
42 a o 43 DET det
43 atencao atencao 41 NOUN obj
44 de de 46 ADP case
45 o o 46 DET det
46 internauta internauta 43 NOUN nmod
47 em em 48 ADP case
48 2017 2017 41 NUM nmod
49 o o 50 DET det
50 ano ano 53 NOUN nsubj
51 de de 52 ADP case
52 2017 2017 50 NUM nmod
53 terminou terminar 38 VERB acl:relcl
54 com com 56 ADP case
55 uma um 56 DET det
56 mistura mistura 53 NOUN nmod
57 de de 58 ADP case
58 preocupacao preocupacao 56 NOUN nmod
59 e e 60 CCONJ cc
60 emocao emocao 58 NOUN conj
61 em em 63 ADP case
62 as o 63 DET det
63 cidades cidade 56 NOUN nmod
64 de de 66 ADP case
65 o o 66 DET det
66 centrooeste centrooeste 63 NOUN nmod
67 de de 68 ADP case
68 minas mina 66 NOUN nmod
69 teve ter 36 VERB parataxis
70 ate ate 71 ADV advmod
71 vencedor vencedor 69 NOUN obj
72 de de 74 ADP case
73 a o 74 DET det
74 megasena megasena 71 NOUN nmod
75 e e 76 CCONJ cc
76 vazamento vazamento 71 NOUN conj
77 de de 78 ADP case
78 audio audio 76 NOUN nmod
79 que que 80 PRON nsubj
80 deixou deixar 76 VERB acl:relcl
81 um um 82 DET det
82 cantor cantor 80 NOUN obj
83 sertanejo sertanejo 82 ADJ amod
84 constrangido constrangido 82 VERB acl
85 de de 87 ADP case
86 a o 87 DET det
87 serie serie 84 NOUN nmod
88 de de 89 ADP case
89 ataques ataque 87 NOUN nmod
90 a a 91 ADP case
91 bancos banco 89 NOUN nmod
92 que que 93 PRON nsubj
93 levou levar 87 VERB acl:relcl
94 familias familia 93 NOUN obj
95 a a 96 ADP mark
96 perderem perder 93 VERB nmod
97 pessoas pessoa 96 NOUN obj
98 queridas querido 97 ADJ amod
99 a a 101 ADP case
100 o o 101 DET det
101 final final 206 NOUN nmod
102 feliz feliz 101 ADJ amod
103 de de 105 ADP case
104 uma um 105 DET det
105 menina menino 101 NOUN nmod
106 de de 108 ADP case
107 2 2 108 NUM nummod
108 anos ano 105 NOUN nmod
109 que que 110 PRON nsubj
110 sobreviveu sobreviver 105 VERB acl:relcl
111 apos apos 113 ADP mark
112 se se 113 PRON obj
113 afogar afogar 110 VERB advcl
114 em em 116 ADP case
115 a o 116 DET det
116 piscina piscina 113 NOUN nmod
117 de de 118 ADP case
118 casa casa 116 NOUN nmod
119 o o 120 DET det
120 g1 g1 121 NOUN nsubj
121 acompanhou acompanhar 36 VERB advcl
122 cada cada 123 DET det
123 historia historia 121 NOUN obj
124 e e 125 CCONJ cc
125 listou listar 218 VERB conj
126 os o 127 DET det
127 fatos fato 125 NOUN obj
128 mais mais 129 ADV advmod
129 marcantes marcante 127 ADJ amod
130 de de 131 ADP case
131 janeiro janeiro 222 PROPN nmod
132 a a 133 ADP case
133 dezembro dezembro 131 PROPN nmod
134 veja ver 36 VERB parataxis
135 abaixo abaixo 134 ADV advmod
136 o o 239 PRON obj
137 que que 139 PRON nsubj
138 mais mais 139 ADV advmod
139 chamou chamar 136 VERB acl:relcl
140 a o 141 DET det
141 atencao atencao 139 NOUN obj
142 de de 144 ADP case
143 os o 144 DET det
144 internautas internauta 43 NOUN nmod
145 em em 146 ADP case
146 2017 2017 139 NUM nmod
147 em em 149 ADP case
148 a o 149 DET det
149 regiao regiao 41 NOUN nmod
150 os o 151 DET det
151 ataques ataque 53 NOUN nsubj
152 a a 153 ADP case
153 banco banco 151 NOUN nmod
154 assustaram assustar 38 VERB acl:relcl
155 moradores morador 154 NOUN obj
156 de de 157 ADP case
157 cidades cidade 155 NOUN nmod
158 de de 160 ADP case
159 o o 160 DET det
160 centrooeste centrooeste 155 NOUN nmod
161 de de 162 ADP case
162 minas mina 160 NOUN nmod
163 segundo segundo 165 ADP case
164 a o 165 DET det
165 policia policia 154 NOUN nmod
166 militar militar 165 ADJ amod
167 por por 169 ADP case
168 o o 169 DET det
169 menos menos 170 ADV advmod
170 12 12 171 NUM nummod
171 explosoes explosoe 69 NOUN nsubj
172 de de 173 ADP case
173 caixas caixa 171 NOUN nmod
174 eletronicos eletronico 173 ADJ amod
175 foram foram 176 AUX aux:pass
176 registradas registrar 36 VERB parataxis
177 durante durante 179 ADP case
178 o o 179 DET det
179 ano ano 176 NOUN nmod
180 de de 181 ADP case
181 2017 2017 179 NUM nmod
182 as o 183 DET det
183 autoridades autoridade 189 NOUN nsubj
184 em em 185 ADP case
185 seguranca seguranca 183 NOUN nmod
186 publica publico 185 ADJ amod
187 chegaram chegar 189 AUX aux
188 a a 189 ADP mark
189 anunciar anunciar 69 VERB parataxis
190 reforco reforco 189 NOUN obj
191 em em 193 ADP case
192 a o 193 DET det
193 fiscalizacao fiscalizacao 190 NOUN nmod
194 e e 197 CCONJ cc
195 em em 197 ADP case
196 a o 197 DET det
197 procura procura 193 NOUN conj
198 por por 199 ADP case
199 quadrilhas quadrilha 197 NOUN nmod
200 em em 201 ADP case
201 dezembro dezembro 189 PROPN nmod
202 dois dois 203 NUM nummod
203 ataques ataque 206 NOUN nsubj
204 em em 205 ADP mark
205 particular particular 203 ADJ nmod
206 marcaram marcar 189 VERB parataxis
207 a o 208 DET det
208 vida vida 206 NOUN obj
209 de de 211 ADP case
210 os o 211 DET det
211 moradores morador 208 NOUN nmod
212 de de 214 ADP case
213 a o 214 DET det
214 regiao regiao 211 NOUN nmod
215 em em 216 ADP case
216 pompeu pompeu 218 NOUN nmod
217 criminosos criminoso 218 NOUN nsubj
218 cercaram cercar 206 VERB parataxis
219 um um 220 DET det
220 banco banco 218 NOUN obj
221 e e 222 CCONJ cc
222 atacaram atacar 218 VERB conj
223 o o 224 DET det
224 quartel quartel 222 NOUN obj
225 de de 226 ADP case
226 pompeu pompeu 224 NOUN nmod
227 um um 228 DET det
228 policial policial 239 NOUN nsubj:pass
229 e e 231 CCONJ cc
230 um um 231 DET det
231 morador morador 228 NOUN conj
232 de de 234 ADP case
233 a o 234 DET det
234 cidade cidade 231 NOUN nmod
235 de de 237 ADP case
236 22 22 237 NUM nummod
237 anos ano 231 NOUN nmod
238 foram foram 239 AUX aux:pass
239 mortos mortos 69 VERB conj
240 em em 56 ADP case
241 o o 101 DET det
