1 como como 5 ADP mark
2 e e 1 CCONJ fixed
3 panmunjom panmunjom 53 NOUN advcl
4 o o 5 DET det
5 lugar lugar 53 NOUN nsubj
6 mais mais 7 ADV advmod
7 tenso tenso 5 ADJ amod
8 de de 10 ADP case
9 o o 10 DET det
10 mundo mundo 5 NOUN nmod
11 onde onde 16 ADV advmod
12 as o 14 DET det
13 duas duas 14 NUM nummod
14 coreias coreia 16 NOUN nsubj
15 estao estao 16 AUX aux
16 conversando conversar 5 VERB acl:relcl
17 o o 19 DET det
18 primeiro primeiro 19 ADJ amod
19 dialogo dialogo 16 NOUN obj
20 em em 22 ADP case
21 dois dois 22 NUM nummod
22 anos ano 19 NOUN nmod
23 entre entre 25 ADP case
24 a o 25 DET det
25 coreia coreia 19 NOUN nmod
26 de de 28 ADP case
27 o o 28 DET det
28 norte norte 25 NOUN nmod
29 e e 170 CCONJ cc
30 a o 25 DET det
31 de de 33 ADP case
32 o o 33 DET det
33 sul sul 25 NOUN nmod
34 que que 35 PRON nsubj
35 resultou resultar 5 VERB acl:relcl
36 em em 38 ADP case
37 um um 38 DET det
38 acordo acordo 35 NOUN nmod
39 para para 41 ADP case
40 a o 41 DET det
41 ida ida 38 NOUN nmod
42 de de 43 ADP case
43 atletas atleta 41 NOUN nmod
44 nortecoreanos nortecoreano 43 ADJ amod
45 para para 47 ADP case
46 os o 47 DET det
47 jogos jogo 41 NOUN nmod
48 olimpicos olimpico 47 ADJ amod
49 de de 50 ADP case
50 inverno inverno 47 PROPN nmod
51 de de 52 ADP case
52 pyeongchang pyeongchang 47 NOUN nmod
53 colocou colocar 0 VERB root
54 outra outra 55 DET det
55 vez vez 53 NOUN nmod
56 a o 57 DET det
57 zona zona 53 NOUN obj
58 desmilitarizada desmilitarizado 57 ADJ amod
59 em em 61 ADP case
60 o o 61 DET det
61 radar radar 53 NOUN nmod
62 politico politico 61 ADJ amod
63 antes antes 65 ADV mark
64 de de 63 ADP fixed
65 entrar entrar 53 VERB advcl
66 em em 67 ADP case
67 panmunjom panmunjom 65 NOUN nmod
68 os o 69 DET det
69 visitantes visitantes 71 NOUN nsubj
70 devem devem 71 AUX aux
71 assinar assinar 53 VERB parataxis
72 um um 73 DET det
73 documento documento 71 NOUN obj
74 que que 75 PRON nsubj
75 adverte advertir 73 VERB acl:relcl
76 que que 79 CCONJ mark
77 a o 78 DET det
78 visita visita 79 NOUN nsubj
79 implicara implicar 75 VERB ccomp
80 a o 81 DET det
81 entrada entrada 79 NOUN obj
82 em em 84 ADP case
83 uma um 84 DET det
84 area area 81 NOUN nmod
85 hostil hostil 84 ADJ amod
86 e e 88 CCONJ cc
87 a o 88 DET det
88 possibilidade possibilidade 81 NOUN conj
89 de de 90 ADP case
90 lesoes lesoe 88 NOUN nmod
91 ou ou 93 CCONJ cc
92 de de 93 ADP case
93 morte morte 90 NOUN conj
94 o o 95 DET det
95 local local 201 NOUN nsubj
96 para para 97 ADP case
97 alguns alguns 95 PRON nmod
98 o o 100 DET det
99 mais mais 100 ADV advmod
100 tenso tenso 25 ADJ amod
101 de de 103 ADP case
102 o o 103 DET det
103 mundo mundo 100 NOUN nmod
104 e e 105 CCONJ cc
105 um um 201 PRON conj
106 de de 108 ADP case
107 os o 108 DET det
108 unicos unico 105 NOUN nmod
109 onde onde 129 ADV advmod
110 soldados soldado 129 NOUN nsubj
111 de de 113 ADP case
112 a o 113 DET det
113 coreia coreia 110 NOUN nmod
114 de de 116 ADP case
115 o o 116 DET det
116 norte norte 113 NOUN nmod
117 de de 119 ADP case
118 a o 119 DET det
119 coreia coreia 113 NOUN nmod
120 de de 122 ADP case
121 o o 122 DET det
122 sul sul 119 NOUN nmod
123 e e 126 CCONJ cc
124 de de 126 ADP case
125 os o 126 DET det
126 estados estado 119 NOUN conj
127 unidos unido 126 ADJ amod
128 se se 129 PRON expl:pv
129 veem ver 108 VERB acl:relcl
130 cara cara 129 NOUN nmod
131 a a 132 ADP case
132 cara cara 130 NOUN nmod
133 dia dia 129 NOUN nmod
134 e e 135 CCONJ cc
135 noite noite 133 NOUN conj
136 la la 133 PRON appos
137 onde onde 139 ADV advmod
138 foi foi 139 AUX aux:pass
139 assinado assinar 136 VERB acl:relcl
140 o o 141 DET det
141 armisticio armisticio 139 NOUN nsubj:pass
142 que que 143 PRON nsubj
143 colocou colocar 141 VERB acl:relcl
144 fim fim 143 NOUN obj
145 a o 146 DET det
146 guerra guerra 143 NOUN obj
147 de de 149 ADP case
148 a o 149 DET det
149 coreia coreia 146 NOUN nmod
150 em em 151 ADP case
151 1953 1953 143 NUM nmod
152 os o 154 DET det
153 dois dois 154 NUM nummod
154 lados lado 278 NOUN nsubj
155 de de 157 ADP case
156 a o 157 DET det
157 fronteira fronteira 154 NOUN nmod
158 retomaram retomar 108 VERB acl:relcl
159 nesta nesta 160 ADP case
160 terca terca 158 PROPN nmod
161 9 9 160 NUM nmod
162 as o 163 DET det
163 conversas conversas 158 NOUN obj
164 apos apos 166 ADP case
165 dois dois 166 NUM nummod
166 anos ano 278 NOUN nmod
167 de de 168 ADP case
168 ameacas ameaca 166 NOUN nmod
169 e e 170 CCONJ cc
170 tensoes tensoe 168 NOUN conj
171 nucleares nuclear 170 ADJ amod
172 esse esse 174 DET det
173 novo novo 174 ADJ amod
174 dialogo dialogo 71 NOUN nsubj
175 que que 176 PRON nsubj
176 viabilizou viabilizar 174 VERB acl:relcl
177 a o 178 DET det
178 participacao participacao 176 NOUN obj
179 de de 181 ADP case
180 a o 181 DET det
181 coreia coreia 178 NOUN nmod
182 de de 184 ADP case
183 o o 184 DET det
184 norte norte 181 NOUN nmod
185 em em 187 ADP case
186 os o 187 DET det
187 jogos jogo 178 NOUN nmod
188 olimpicos olimpico 187 ADJ amod
189 de de 190 ADP case
190 inverno inverno 187 PROPN nmod
191 de de 192 ADP case
192 pyeongchang pyeongchang 187 NOUN nmod
193 em em 195 ADP case
194 a o 195 DET det
195 coreia coreia 88 NOUN nmod
196 de de 198 ADP case
197 o o 198 DET det
198 sul sul 195 NOUN nmod
199 em em 200 ADP case
200 fevereiro fevereiro 201 PROPN nmod
201 colocou colocar 71 VERB conj
202 novamente novamente 201 ADV advmod
203 panmunjom panmunjom 201 NOUN obj
204 em em 206 ADP case
205 o o 206 DET det
206 radar radar 201 NOUN nmod
207 politico politico 206 ADJ amod
208 panmunjom panmunjom 201 PROPN nsubj
209 esta esta 53 PRON parataxis
210 localizada localizado 209 ADJ xcomp
211 em em 214 ADP case
212 a o 214 DET det
213 chamada chamado 214 ADJ amod
214 zona zona 210 NOUN nmod
215 desmilitarizada desmilitarizado 214 ADJ amod
216 uma um 217 DET det
