1 veja ver 0 VERB root
2 detalhes detalhe 1 NOUN obj
3 de de 5 ADP case
4 a o 5 DET det
5 operacao operacao 2 NOUN nmod
6 que que 7 PRON nsubj
7 encontrou encontrar 5 VERB acl:relcl
8 digitais digital 7 NOUN obj
9 de de 10 ADP case
10 geddel geddel 8 NOUN nmod
11 em em 12 ADP case
12 dinheiro dinheiro 7 NOUN nmod
13 apontado apontar 5 VERB acl
14 por por 16 ADP case
15 a o 16 DET det
16 pgr pgr 13 NOUN nmod
17 como como 18 ADP case
18 propina propina 13 NOUN nmod
19 exministro exministro 18 NOUN flat
20 e e 25 CCONJ cc
21 mais mais 22 ADV advmod
22 5 5 23 NUM nummod
23 pessoas pessoa 25 NOUN nsubj:pass
24 foram foram 25 AUX aux:pass
25 denunciados denunciar 1 VERB conj
26 em em 28 ADP case
27 o o 28 DET det
28 caso caso 25 NOUN nmod
29 de de 31 ADP case
30 os o 31 DET det
31 r r 28 NOUN nmod
32 51 51 33 NUM nummod
33 milhoes milhoes 31 NUM appos
34 encontrados encontrar 31 VERB acl
35 em em 36 ADP case
36 apartamento apartamento 34 NOUN nmod
37 em em 39 ADP case
38 a o 39 DET det
39 bahia bahia 36 NOUN nmod
40 eles eles 42 PRON nsubj:pass
41 sao ser 42 AUX aux:pass
42 acusados acusar 1 VERB parataxis
43 de de 44 ADP case
44 lavagem lavagem 42 NOUN nmod
45 de de 46 ADP case
46 dinheiro dinheiro 44 NOUN nmod
47 e e 48 CCONJ cc
48 associacao associacao 42 NOUN conj
49 criminosa criminoso 48 ADJ amod
50 considerada considerar 48 VERB acl
51 por por 53 ADP case
52 a o 53 DET det
53 policia policia 50 NOUN nmod
54 federal federal 53 ADJ amod
55 como como 58 ADP case
56 a o 58 DET det
57 maior maior 58 ADJ amod
58 apreensao apreensao 50 NOUN nmod
59 de de 60 ADP case
60 dinheiro dinheiro 58 NOUN nmod
61 vivo vivo 60 ADJ amod
62 em em 64 ADP case
63 a o 64 DET det
64 historia historia 50 NOUN nmod
65 de de 67 ADP case
66 o o 67 DET det
67 brasil brasil 64 NOUN nmod
68 a o 69 DET det
69 operacao operacao 143 NOUN nsubj:pass
70 que que 71 PRON nsubj
71 encontrou encontrar 69 VERB acl:relcl
72 r r 71 NOUN obj
73 51 51 74 NUM nummod
74 milhoes milhoes 72 NUM nummod
75 em em 77 ADP case
76 um um 77 DET det
77 apartamento apartamento 71 NOUN nmod
78 em em 79 ADP case
79 salvador salvador 77 NOUN nmod
80 levou levar 50 VERB parataxis
81 a a 82 ADP case
82 cadeia cadeia 80 NOUN nmod
83 o o 84 DET det
84 exministro exministro 80 NOUN obj
85 geddel geddel 84 NOUN appos
86 vieira vieira 85 NOUN flat
87 lima lima 85 ADJ flat
88 pmdbba pmdbba 84 PROPN appos
89 o o 90 DET det
90 fantastico fantastico 91 NOUN nsubj
91 teve ter 1 VERB parataxis
92 acesso acesso 91 NOUN obj
93 a a 94 ADP case
94 investigacao investigacao 92 NOUN nmod
95 de de 97 ADP case
96 a o 97 DET det
97 pf pf 94 NOUN nmod
98 que que 99 PRON nsubj
99 rastreou rastrear 94 VERB acl:relcl
100 quem quem 101 PRON nsubj
101 colocou colocar 99 VERB ccomp
102 a o 103 DET det
103 mao mao 101 NOUN obj
104 nesse nesse 105 ADP case
105 dinheiro dinheiro 101 NOUN nmod
106 e e 107 CCONJ cc
107 conseguiu conseguir 143 VERB conj
108 identificar identificar 107 VERB xcomp
109 a o 110 DET det
110 impressao impressao 108 NOUN obj
111 digital digital 110 ADJ amod
112 de de 113 ADP case
113 geddel geddel 110 NOUN nmod
114 e e 117 CCONJ cc
115 de de 117 ADP case
116 dois dois 117 NUM nummod
117 exassessores exassessor 113 NOUN conj
118 de de 120 ADP case
119 o o 120 DET det
120 peemedebista peemedebista 117 NOUN nmod
121 antes antes 124 ADV mark
122 de de 121 ADP fixed
123 ser ser 124 AUX aux:pass
124 preso preso 143 VERB advcl
125 em em 126 ADP case
126 setembro setembro 124 PROPN nmod
127 suspeito suspeito 143 NOUN nsubj:pass
128 de de 131 ADP mark
129 ser ser 131 AUX cop
130 o o 131 DET det
131 dono dono 127 NOUN nmod
132 de de 134 ADP case
133 o o 134 DET det
134 dinheiro dinheiro 131 NOUN nmod
135 encontrado encontrar 134 VERB acl
136 em em 138 ADP case
137 o o 138 DET det
138 apartamento apartamento 135 NOUN nmod
139 geddel geddel 138 NOUN appos
140 ja ja 143 ADV advmod
141 havia haver 143 AUX aux
142 sido ser 143 AUX aux:pass
143 detido deter 1 VERB ccomp
144 por por 146 ADP case
145 a o 146 DET det
146 policia policia 143 NOUN nmod
147 federal federal 146 ADJ amod
148 em em 150 ADP case
149 o o 150 DET det
150 dia dia 143 NOUN nmod
151 3 3 150 NUM nmod
152 de de 153 ADP case
153 julho julho 151 PROPN nmod
154 por por 155 ADP case
155 suspeita suspeita 143 NOUN nmod
156 de de 157 ADP mark
157 atrapalhar atrapalhar 155 VERB nmod
158 investigacoes investigacoe 157 NOUN obj
159 de de 161 ADP case
160 a o 161 DET det
161 operacao operacao 158 NOUN nmod
162 cui cui 161 NOUN appos
163 bono bono 162 NOUN flat
164 que que 165 PRON nsubj
165 apurava apurar 94 VERB acl:relcl
166 desvios desvio 165 NOUN obj
167 em em 169 ADP case
168 a o 169 DET det
169 caixa caixa 165 NOUN nmod
170 em em 172 ADP case
171 a o 172 DET det
172 epoca epoca 165 NOUN nmod
173 em em 174 ADP case
174 que que 177 PRON nmod
175 ele ele 177 PRON nsubj
176 era era 177 AUX cop
177 vicepresidente vicepresidente 172 NOUN acl:relcl
178 de de 179 ADP case
179 pessoa pessoa 177 NOUN nmod
