1 saiba saber 0 VERB root
2 como como 3 ADV mark
3 foi foi 1 VERB advcl
4 a o 5 DET det
5 semana semana 3 NOUN nsubj
6 em em 8 ADP case
7 a o 8 DET det
8 economia economia 5 NOUN nmod
9 reducao reducao 29 NOUN nsubj
10 de de 12 ADP case
11 a o 12 DET det
12 taxa taxa 9 NOUN nmod
13 basica basico 12 ADJ amod
14 de de 15 ADP case
15 juros juro 12 NOUN nmod
16 resultado resultado 29 NOUN nsubj
17 de de 19 ADP case
18 o o 19 DET det
19 pib pib 16 NOUN nmod
20 e e 21 CCONJ cc
21 acordo acordo 16 NOUN conj
22 de de 23 ADP case
23 leniencia leniencia 21 NOUN nmod
24 firmado firmar 21 VERB acl
25 por por 27 ADP case
26 a o 27 DET det
27 jbs jbs 24 NOUN nmod
28 foram foram 29 AUX cop
29 destaques destaque 1 NOUN ccomp
30 conforme conforme 31 CCONJ mark
31 esperado esperar 29 VERB acl
32 por por 34 ADP case
33 os o 34 DET det
34 economistas economista 31 NOUN nmod
35 o o 36 DET det
36 banco banco 38 NOUN nsubj
37 central central 36 ADJ amod
38 reduziu reduzir 29 VERB advcl
39 a a 40 ADP case
40 selic selic 38 NOUN nmod
41 a o 42 DET det
42 taxa taxa 38 NOUN obj
43 basica basico 42 ADJ amod
44 de de 45 ADP case
45 juros juro 42 NOUN nmod
46 em em 48 ADP case
47 1 1 48 NUM nummod
48 ponto ponto 38 NOUN nmod
49 porcentual porcentual 48 ADJ amod
50 outro outro 216 DET det
51 resultado resultado 218 NOUN nsubj
52 esperado esperar 51 VERB acl
53 era era 29 VERB acl:relcl
54 de de 56 ADP case
55 o o 56 DET det
56 produto produto 218 NOUN nmod
57 interno interno 56 ADJ amod
58 bruto bruto 56 ADJ amod
59 pib pib 56 NOUN appos
60 de de 62 ADP case
61 o o 62 DET det
62 brasil brasil 56 NOUN nmod
63 que que 64 PRON nsubj
64 registrou registrar 56 VERB acl:relcl
65 alta alta 64 NOUN obj
66 apos apos 68 VERB case
67 oito oito 68 NUM nummod
68 trimestres trimestre 64 NOUN nmod
69 em em 71 ADP case
70 o o 71 DET det
71 vermelho vermelho 72 NOUN nmod
72 confira conferir 218 VERB advcl
73 a a 74 ADP mark
74 seguir seguir 72 VERB nmod
75 um um 76 DET det
76 resumo resumo 74 NOUN nsubj
77 de de 79 ADP case
78 os o 79 DET det
79 acontecimentos acontecimento 76 NOUN nmod
80 mais mais 81 ADV advmod
81 relevantes relevante 79 ADJ amod
82 de de 85 ADP case
83 os o 85 DET det
84 ultimos ultimo 85 ADJ amod
85 dias dia 79 NOUN nmod
86 pib pib 64 NOUN nsubj
87 sobe subir 158 VERB ccomp
88 1 1 87 NUM nmod
89 em em 92 ADP case
90 o o 92 DET det
91 1 1 92 NUM nummod
92 trimestre trimestre 87 NOUN nmod
93 o o 94 DET det
94 produto produto 250 NOUN nsubj:pass
95 interno interno 94 ADJ amod
96 bruto bruto 94 ADJ amod
97 pib pib 94 NOUN appos
98 brasileiro brasileiro 94 ADJ amod
99 cresceu crescer 218 VERB parataxis
100 1 1 99 NUM obj
101 em em 104 ADP case
102 o o 104 DET det
103 primeiro primeiro 104 ADJ amod
104 trimestre trimestre 99 NOUN nmod
105 deste deste 106 ADP case
106 ano ano 104 NOUN nmod
107 em em 108 ADP case
108 relacao relacao 99 NOUN nmod
109 a a 112 ADP case
110 o o 112 DET det
111 quarto quarto 112 ADJ amod
112 trimestre trimestre 108 NOUN nmod
113 de de 114 ADP case
114 2016 2016 112 NUM nmod
115 interrompendo interromper 99 VERB acl
116 um um 117 DET det
117 ciclo ciclo 115 NOUN obj
118 de de 120 ADP case
119 oito oito 120 NUM nummod
120 quedas queda 117 NOUN nmod
121 trimestrais trimestral 120 ADJ amod
122 consecutivas consecutivo 120 ADJ amod
123 informou informar 158 VERB ccomp
124 o o 125 DET det
125 instituto instituto 123 NOUN nsubj
126 brasileiro brasileiro 125 ADJ amod
127 de de 128 ADP case
128 geografia geografia 125 NOUN nmod
129 e e 130 CCONJ cc
130 estatistica estatistica 128 NOUN conj
131 ibge ibge 279 NOUN parataxis
132 ainda ainda 135 ADV advmod
133 segundo segundo 135 ADP case
134 o o 135 DET det
135 instituto instituto 187 NOUN nmod
136 o o 137 DET det
137 pib pib 187 NOUN nsubj
138 de de 141 ADP case
139 o o 141 DET det
140 primeiro primeiro 141 ADJ amod
141 trimestre trimestre 137 NOUN nmod
142 de de 144 ADP case
143 o o 144 DET det
144 ano ano 141 NOUN nmod
145 totalizou totalizar 1 VERB parataxis
146 r r 218 NOUN obj
147 1594 1594 222 NUM nummod
148 trilhao trilhao 218 NOUN obj
149 em em 151 ADP case
150 a o 151 DET det
151 avaliacao avaliacao 145 NOUN nmod
152 de de 153 ADP case
153 economistas economista 151 NOUN nmod
154 ainda ainda 156 ADV advmod
155 e e 156 CCONJ cc
156 cedo cedo 218 ADV advmod
157 para para 158 ADP mark
158 dizer dizer 218 VERB advcl
159 que que 162 CCONJ mark
160 o o 161 DET det
161 brasil brasil 162 NOUN nsubj
162 saiu sair 158 VERB ccomp
163 de de 165 ADP case
164 a o 165 DET det
165 recessao recessao 162 NOUN nmod
166 pois pois 175 CCONJ mark
167 os o 168 DET det
168 resultados resultado 175 NOUN nsubj
169 de de 172 ADP case
170 os o 172 DET det
171 proximos proximo 172 ADJ amod
172 trimestres trimestre 168 NOUN nmod
173 ainda ainda 175 ADV advmod
174 poderao poder 175 AUX aux
175 ser ser 187 VERB advcl
176 estaveis estavel 175 ADJ xcomp
177 e e 178 CCONJ cc
178 sofrer sofrer 175 VERB conj
179 pequena pequeno 180 ADJ amod
180 variacao variacao 178 NOUN obj
181 leia ler 175 VERB conj
182 mais mais 183 DET det
183 pib pib 187 NOUN nsubj
184 de de 186 ADP case
185 o o 186 DET det
186 brasil brasil 183 NOUN nmod
187 ocupa ocupar 218 VERB conj
188 ultima ultima 189 ADJ amod
189 posicao posicao 187 NOUN obj
190 em em 191 ADP case
191 ranking ranking 187 NOUN nmod
192 com com 194 ADP case
193 39 39 194 NUM nummod
194 paises paise 191 NOUN nmod
195 novo novo 196 ADJ amod
196 corte corte 187 NOUN obj
197 em em 199 ADP case
198 a o 199 DET det
199 taxa taxa 196 NOUN nmod
200 basica basico 199 ADJ amod
201 de de 202 ADP case
202 juros juro 199 NOUN nmod
203 em em 204 ADP case
204 meio meio 38 NOUN nmod
205 as as 206 ADP case
206 duvidas duvida 204 NOUN nmod
207 sobre sobre 209 ADP case
208 o o 209 DET det
209 futuro futuro 206 NOUN nmod
210 de de 212 ADP case
211 o o 212 DET det
212 governo governo 209 NOUN nmod
213 michel michel 212 ADJ appos
214 temer temer 212 NOUN flat
215 o o 216 DET det
216 banco banco 218 NOUN nsubj
217 central central 216 ADJ amod
218 reduziu reduzir 29 VERB conj
219 a a 220 ADP case
