1 delator delator 2 NOUN nsubj
2 diz dizer 0 VERB root
3 que que 5 CCONJ mark
4 pt pt 5 PROPN nsubj
5 comprou comprar 2 VERB ccomp
6 pmdb pmdb 5 NOUN obj
7 e e 12 CCONJ cc
8 que que 12 CCONJ mark
9 dilma dilma 12 NOUN nsubj
10 e e 11 CCONJ cc
11 temer temer 9 NOUN conj
12 tinham ter 5 VERB conj
13 campanha campanha 12 NOUN obj
14 unica unico 13 ADJ amod
15 ricardo ricardo 22 NOUN nsubj
16 saud saud 17 ADJ flat
17 diretor diretor 22 NOUN nsubj
18 de de 20 ADP case
19 o o 20 DET det
20 frigorifico frigorifico 17 NOUN nmod
21 jbs jbs 20 NOUN appos
22 disse dizer 2 VERB parataxis
23 em em 24 ADP case
24 depoimento depoimento 22 NOUN nmod
25 de de 26 ADP case
26 delacao delacao 24 NOUN nmod
27 premiada premiado 26 ADJ amod
28 que que 30 CCONJ mark
29 empresa empresa 30 NOUN nsubj
30 disponibilizou disponibilizar 22 VERB ccomp
31 r r 30 NOUN obj
32 300 300 33 NUM nummod
33 milhoes milhoes 31 NUM nummod
34 para para 36 ADP case
35 o o 36 DET det
36 pt pt 30 NOUN nmod
37 em em 38 ADP case
38 2014 2014 30 NUM nmod
39 e e 42 CCONJ cc
40 que que 42 CCONJ mark
41 dinheiro dinheiro 42 NOUN nsubj
42 veio veio 30 VERB conj
43 de de 45 ADP case
44 o o 45 DET det
45 bndes bndes 42 NOUN nmod
46 o o 47 DET det
47 diretor diretor 42 NOUN nsubj
48 de de 50 ADP case
49 o o 50 DET det
50 frigorifico frigorifico 47 NOUN nmod
51 jbs jbs 50 NOUN appos
52 ricardo ricardo 47 NOUN appos
53 saud saud 52 PROPN flat
54 afirmou afirmar 2 VERB conj
55 a o 56 DET det
56 procuradoriageral procuradoriageral 54 NOUN obj
57 de de 59 ADP case
58 a o 59 DET det
59 republica republica 56 NOUN nmod
60 que que 63 CCONJ mark
61 o o 62 DET det
62 pt pt 63 PROPN nsubj
63 usou usar 54 VERB ccomp
64 dinheiro dinheiro 63 NOUN obj
65 de de 66 ADP case
66 propina propina 64 NOUN nmod
67 dada dar 152 VERB acl
68 por por 70 ADP case
69 a o 70 DET det
70 empresa empresa 67 NOUN nmod
71 para para 72 ADP mark
72 comprar comprar 67 VERB advcl
73 o o 74 DET det
74 pmdb pmdb 72 NOUN obj
75 em em 77 ADP case
76 as o 77 DET det
77 eleicoes eleicoe 72 NOUN nmod
78 de de 79 ADP case
79 2014 2014 77 NUM nmod
80 veja ver 2 VERB parataxis
81 em em 83 ADP case
82 o o 83 DET det
83 video video 80 NOUN nmod
84 acima acima 83 ADV advmod
85 a a 86 ADP mark
86 partir partir 176 VERB nmod
87 de de 88 ADP case
88 19mn50 19mn50 86 NUM nmod
89 eles eles 91 PRON nsubj
90 pt pt 89 PROPN appos
91 compraram comprar 83 VERB acl:relcl
92 o o 93 DET det
93 pmdb pmdb 91 NOUN obj
94 e e 95 CCONJ cc
95 faziam fazer 91 VERB conj
96 o o 95 PRON obj
97 que que 98 PRON obj
98 queriam querer 96 VERB acl:relcl
99 com com 101 ADP case
100 o o 101 DET det
101 pmdb pmdb 98 NOUN nmod
102 o o 103 DET det
103 pmdb pmdb 104 NOUN nsubj
104 pegava pegar 91 VERB conj
105 o o 106 DET det
106 dinheiro dinheiro 104 NOUN obj
107 e e 108 CCONJ cc
108 gastava gastar 91 VERB conj
109 tambem tambem 108 ADV advmod
110 de de 112 ADP case
111 o o 112 DET det
112 jeito jeito 108 NOUN nmod
113 que que 114 PRON obj
114 queria querer 112 VERB acl:relcl
115 disse dizer 112 VERB acl:relcl
116 saud saud 104 NOUN nsubj
117 um um 104 PRON nsubj
118 de de 120 ADP case
119 os o 120 DET det
120 executivos executivo 117 NOUN nmod
121 de de 123 ADP case
122 a o 123 DET det
123 jbs jbs 120 NOUN nmod
124 que que 125 PRON nsubj
125 fecharam fechar 120 VERB acl:relcl
126 acordo acordo 125 NOUN obj
127 de de 128 ADP case
128 delacao delacao 126 NOUN nmod
129 premiada premiado 128 ADJ amod
130 ja ja 131 ADV advmod
131 homologado homologar 128 VERB acl
132 por por 135 ADP case
133 o o 135 DET det
134 supremo supremo 135 ADJ amod
135 tribunal tribunal 131 NOUN nmod
136 federal federal 135 ADJ amod
137 stf stf 135 NOUN appos
138 a o 139 DET det
139 afirmacao afirmacao 30 NOUN nsubj
140 esta esta 2 PRON parataxis
141 em em 143 ADP case
142 um um 143 DET det
143 video video 140 NOUN nmod
144 de de 146 ADP case
145 23 23 146 NUM nummod
146 minutos minuto 143 NOUN nmod
147 que que 148 PRON nsubj
148 faz fazer 143 VERB acl:relcl
149 parte parte 148 NOUN obj
150 de de 152 ADP case
151 o o 152 DET det
152 material material 149 NOUN nmod
153 divulgado divulgar 152 VERB acl
154 a a 155 ADP case
155 imprensa imprensa 153 NOUN nmod
156 nesta nesta 157 ADP case
157 sextafeira sextafeira 153 PROPN nmod
158 19 19 157 NUM appos
159 por por 161 ADP case
160 o o 161 DET det
161 stf stf 153 PROPN nmod
162 e e 164 CCONJ cc
163 que que 164 PRON nsubj
164 baseia basear 63 VERB conj
165 um um 164 PRON obj
166 de de 168 ADP case
167 os o 168 DET det
168 inqueritos inquerito 165 NOUN nmod
169 que que 170 PRON nsubj
170 apuram apurar 168 VERB acl:relcl
171 atos ato 170 NOUN obj
172 ilicitos ilicito 171 ADJ amod
173 de de 174 ADP case
174 politicos politico 171 NOUN nmod
175 stf stf 174 NOUN flat
176 libera liberar 54 VERB ccomp
177 conteudo conteudo 176 NOUN obj
178 de de 180 ADP case
179 a o 180 DET det
180 delacao delacao 177 NOUN nmod
181 de de 183 ADP case
182 os o 183 DET det
183 donos dono 180 NOUN nmod
184 de de 186 ADP case
185 a o 186 DET det
186 jbs jbs 183 NOUN nmod
187 veja ver 80 VERB parataxis
188 principais principal 189 ADJ amod
189 pontos ponto 187 NOUN obj
190 com com 191 ADP case
191 base base 104 NOUN nmod
192 nessas nessas 193 ADP case
193 delacoes delacoe 191 NOUN nmod
194 de de 195 ADP case
195 executivos executivo 193 NOUN nmod
196 de de 198 ADP case
197 a o 198 DET det
198 jbs jbs 195 NOUN nmod
199 o o 200 DET det
200 ministro ministro 187 NOUN nsubj
201 de de 204 ADP case
202 o o 204 DET det
203 supremo supremo 204 ADJ amod
204 tribunal tribunal 200 NOUN nmod
205 federal federal 204 ADJ amod
206 stf stf 204 NOUN appos
207 luiz luiz 200 NOUN appos
208 edson edson 207 NOUN flat
209 fachin fachin 207 NOUN flat
