1 morre morrer 0 VERB root
2 americano americano 1 NOUN nsubj
3 que que 4 PRON nsubj
4 ficou ficar 2 VERB acl:relcl
5 preso preso 4 ADJ xcomp
6 em em 8 ADP case
7 a o 8 DET det
8 coreia coreia 5 NOUN nmod
9 de de 11 ADP case
10 o o 11 DET det
11 norte norte 8 NOUN nmod
12 otto otto 15 DET nsubj:pass
13 warmbier warmbier 12 NOUN flat
14 foi foi 15 AUX aux:pass
15 condenado condenar 1 VERB parataxis
16 a a 18 ADP case
17 15 15 18 NUM nummod
18 anos ano 15 NOUN nmod
19 de de 20 ADP case
20 trabalhos trabalho 18 NOUN nmod
21 forcados forcar 20 VERB acl
22 por por 23 ADP mark
23 roubar roubar 15 VERB advcl
24 um um 25 DET det
25 cartaz cartaz 23 NOUN obj
26 em em 27 ADP case
27 pyongyang pyongyang 23 NOUN nmod
28 ele ele 30 PRON nsubj:pass
29 foi foi 30 AUX aux:pass
30 mandado mandar 1 VERB parataxis
31 de de 32 ADP case
32 volta volta 30 NOUN nmod
33 a a 35 ADP case
34 os o 35 DET det
35 eua eua 32 NOUN nmod
36 em em 37 ADP case
37 coma coma 30 NOUN nmod
38 apos apos 41 ADP mark
39 a o 40 DET det
40 familia familia 41 NOUN nsubj
41 ficar ficar 30 VERB advcl
42 meses mês 41 NOUN nmod
43 sem sem 44 ADP case
44 noticias noticia 41 NOUN nmod
45 otto otto 214 PROPN nsubj
46 warmbier warmbier 45 PROPN flat
47 o o 48 DET det
48 americano americano 61 NOUN nsubj
49 de de 51 ADP case
50 22 22 51 NUM nummod
51 anos ano 48 NOUN nmod
52 que que 53 PRON nsubj
53 ficou ficar 48 VERB acl:relcl
54 preso preso 53 ADJ xcomp
55 em em 57 ADP case
56 a o 57 DET det
57 coreia coreia 53 NOUN nmod
58 de de 60 ADP case
59 o o 60 DET det
60 norte norte 57 NOUN nmod
61 morreu morrer 30 VERB parataxis
62 e e 249 CCONJ cc
63 nossa nossa 65 DET det:poss
64 triste triste 65 ADJ amod
65 tarefa tarefa 61 NOUN conj
66 anunciar anunciar 249 VERB csubj
