1 maior maior 2 ADJ amod
2 parte parte 12 NOUN nsubj
3 de de 5 ADP case
4 o o 5 DET det
5 plano plano 2 NOUN nmod
6 de de 7 ADP case
7 seguranca seguranca 5 NOUN nmod
8 lancado lancar 5 VERB acl
9 ha ha 8 VERB advcl
10 um um 11 NUM nummod
11 ano ano 9 NOUN nmod
12 fica ficar 0 VERB root
13 so so 12 ADJ xcomp
14 em em 16 ADP case
15 o o 16 DET det
16 papel papel 12 NOUN nmod
17 metas meta 12 NOUN nsubj
18 ambiciosas ambicioso 17 ADJ amod
19 como como 20 CCONJ mark
20 reduzir reduzir 28 VERB advcl
21 em em 22 ADP case
22 15 15 20 NUM nmod
23 a o 24 DET det
24 superlotacao superlotacao 28 NOUN nsubj
25 de de 27 ADP case
26 os o 27 DET det
27 presidios presidio 24 NOUN nmod
28 estao estao 12 VERB parataxis
29 longe longe 28 ADV advmod
30 de de 32 ADP mark
31 serem ser 32 AUX aux:pass
32 cumpridas cumprir 29 VERB nmod
33 enquanto enquanto 37 CCONJ mark
34 outros outros 35 DET det
35 objetivos objetivo 37 NOUN nsubj:pass
36 foram foram 37 AUX aux:pass
37 abandonados abandonar 28 VERB advcl
38 ou ou 39 CCONJ cc
39 reformulados reformular 37 VERB conj
40 sao sao 41 ADP case
41 paulo paulo 37 NOUN nmod
42 em em 44 ADP case
43 o o 44 DET det
44 momento momento 97 NOUN nmod
45 em em 46 ADP case
46 que que 50 PRON nmod
47 o o 48 DET det
48 governo governo 50 NOUN nsubj
49 federal federal 48 ADJ amod
50 faz fazer 44 VERB acl:relcl
51 uma um 52 DET det
52 intervencao intervencao 50 NOUN obj
53 em em 55 ADP case
54 o o 55 DET det
55 rio rio 50 NOUN nmod
56 e e 57 CCONJ cc
57 anuncia anunciar 50 VERB conj
58 um um 59 DET det
59 ministerio ministerio 57 NOUN obj
60 de de 62 ADP case
61 a o 62 DET det
62 seguranca seguranca 59 NOUN nmod
63 o o 65 DET det
64 primeiro primeiro 65 ADJ amod
65 plano plano 354 NOUN nsubj
66 para para 68 ADP case
67 a o 68 DET det
68 area area 65 NOUN nmod
69 completa completar 139 VERB ccomp
70 um um 71 NUM nummod
71 ano ano 69 NOUN nmod
72 com com 74 ADP case
73 poucos poucos 74 DET det
74 resultados resultado 219 NOUN nmod
75 visiveis visivel 74 ADJ amod
76 lancado lancar 231 VERB acl
77 em em 78 ADP case
78 janeiro janeiro 76 PROPN nmod
79 de de 80 ADP case
80 2017 2017 78 NUM nmod
81 como como 82 ADP case
82 resposta resposta 219 NOUN nmod
83 a a 85 ADP case
84 uma um 85 DET det
85 serie serie 82 NOUN nmod
86 de de 87 ADP case
87 chacinas chacina 85 NOUN nmod
88 em em 90 ADP case
89 o o 90 DET det
90 sistema sistema 85 NOUN nmod
91 penitenciario penitenciario 90 ADJ amod
92 o o 93 DET det
93 plano plano 192 NOUN nsubj
94 nacional nacional 93 ADJ amod
95 de de 96 ADP case
96 seguranca seguranca 93 NOUN nmod
97 tinha ter 12 VERB parataxis
98 metas meta 97 NOUN obj
99 ambiciosas ambicioso 98 ADJ amod
100 como como 102 ADP case
101 a o 102 DET det
102 reducao reducao 98 NOUN nmod
103 de de 104 ADP case
104 15 15 102 NUM nmod
105 em em 107 ADP case
106 a o 107 DET det
107 superlotacao superlotacao 102 NOUN nmod
108 de de 110 ADP case
109 os o 110 DET det
110 presidios presidio 107 NOUN nmod
111 que que 112 PRON nsubj
112 estao estao 125 VERB acl:relcl
113 longe longe 112 ADV advmod
114 de de 116 ADP mark
115 serem ser 116 AUX aux:pass
116 cumpridas cumprir 113 VERB nmod
117 sobre sobre 118 ADP case
118 outras outras 116 PRON nmod
119 nao nao 120 ADV advmod
120 ha ha 12 VERB advcl
121 dados dado 120 NOUN obj
122 oficiais oficial 121 ADJ amod
123 e e 124 CCONJ cc
124 ha har 120 VERB conj
125 as as 124 PRON obj
126 que que 128 PRON nsubj:pass
127 foram foram 128 AUX aux:pass
128 abandonadas abandonar 125 VERB acl:relcl
129 ou ou 130 CCONJ cc
130 reformuladas reformular 128 VERB conj
131 o o 132 DET det
132 ministerio ministerio 192 NOUN nsubj
133 de de 135 ADP case
134 a o 135 DET det
135 justica justica 132 NOUN nmod
136 ve ve 12 VERB parataxis
137 avancos avanco 194 NOUN obj
138 mas mas 139 CCONJ cc
139 fala fala 136 VERB conj
140 em em 141 ADP case
141 revisao revisao 139 NOUN nmod
142 e e 143 CCONJ cc
143 aperfeicoamento aperfeicoamento 141 NOUN conj
144 analise analise 139 NOUN nsubj
145 implementar implementar 139 VERB xcomp
146 o o 145 PRON obj
147 que que 149 PRON nsubj:pass
148 foi foi 149 AUX aux:pass
149 prometido prometer 146 VERB acl:relcl
150 nao nao 215 ADV advmod
151 e e 153 CCONJ cc
152 a o 153 DET det
153 preocupacao preocupacao 236 NOUN conj
154 federal federal 153 ADJ amod
155 por por 156 ADP case
156 meio meio 354 NOUN nmod
157 de de 159 ADP case
158 a o 159 DET det
159 lei lei 156 NOUN nmod
160 de de 161 ADP case
161 acesso acesso 159 NOUN nmod
162 a a 163 ADP case
163 informacao informacao 161 NOUN nmod
164 o o 165 DET det
165 estado estado 192 NOUN nsubj
166 acompanhou acompanhar 97 VERB parataxis
167 dez dez 98 NUM nummod
168 de de 172 ADP case
169 as o 172 DET det
170 mais mais 171 ADV advmod
171 importantes importante 172 ADJ amod
172 metas meta 98 NOUN nmod
173 tracadas tracar 172 VERB acl
174 por por 177 ADP case
175 o o 177 DET det
176 entao entao 177 ADJ amod
177 ministro ministro 173 NOUN nmod
178 alexandre alexandre 177 NOUN appos
179 de de 180 ADP case
180 moraes morae 178 NOUN nmod
181 hoje hoje 182 ADV advmod
182 ministro ministro 177 NOUN appos
183 de de 186 ADP case
184 o o 186 DET det
185 supremo supremo 186 ADJ amod
186 tribunal tribunal 182 NOUN nmod
187 federal federal 186 ADJ amod
188 stf stf 182 NOUN appos
189 dessas dessas 192 X nmod
190 o o 191 DET det
191 governo governo 192 NOUN nsubj
192 diz dizer 12 VERB parataxis
193 ter ter 194 AUX aux
194 cumprido cumprir 192 VERB xcomp
195 uma uma 194 PRON obj
196 a a 198 ADP case
197 o o 198 DET det
198 produzir produzir 194 VERB advcl
199 estatistica estatistica 198 NOUN obj
200 nacional nacional 199 ADJ amod
201 para para 202 ADP mark
202 mensurar mensurar 315 VERB advcl
203 a o 204 DET det
204 atividade atividade 202 NOUN obj
205 de de 207 ADP case
206 a o 207 DET det
207 policia policia 204 NOUN nmod
208 judiciaria judiciario 207 ADJ amod
209 mas mas 215 CCONJ cc
210 como como 212 CCONJ mark
211 nao nao 212 ADV advmod
212 ha ha 354 VERB advcl
213 divulgacao divulgacao 212 NOUN obj
214 nao nao 215 ADV advmod
215 foi foi 136 VERB conj
216 possivel possivel 215 ADJ xcomp
217 avaliala avaliala 215 VERB csubj
218 maia maia 338 NOUN nsubj
219 lanca lancar 215 VERB csubj
220 observatorio observatorio 219 NOUN obj
221 de de 222 ADP case
222 acoes acoe 220 NOUN nmod
223 de de 225 ADP case
224 a o 225 DET det
225 intervencao intervencao 222 NOUN nmod
226 de de 228 ADP case
227 o o 228 DET det
228 rio rio 225 NOUN nmod
229 de de 231 ADP case
230 seis seis 231 NUM nummod
231 metas meta 219 NOUN nmod
232 nao nao 233 ADV advmod
233 cumpridas cumprir 231 VERB acl
234 tres tres 236 NUM nsubj
235 sequer sequer 236 ADV advmod
236 sairam sair 231 VERB acl:relcl
237 de de 239 ADP case
238 o o 239 DET det
239 papel papel 236 NOUN nmod
240 ou ou 242 CCONJ cc
241 foram foram 242 AUX aux:pass
242 abandonadas abandonar 236 VERB conj
243 e e 248 CCONJ cc
244 tres tres 248 NUM nsubj:pass
245 comecaram comecar 248 AUX aux
246 a a 248 ADP mark
247 ser ser 248 AUX aux:pass
248 executadas executar 236 VERB conj
249 mas mas 250 CCONJ cc
250 estao estao 236 VERB conj
251 longe longe 250 ADV advmod
252 de de 256 ADP case
253 o o 256 DET det
254 que que 252 CCONJ fixed
255 foi foi 256 AUX aux:pass
256 proposto propor 251 VERB nmod
257 originalmente originalmente 256 ADV advmod
258 sobre sobre 260 ADP case
259 outras outras 260 DET det
260 tres tres 256 NUM nmod
261 nao nao 262 ADV advmod
262 ha ha 192 VERB conj
263 dados dado 262 NOUN obj
264 oficiais oficial 263 ADJ amod
265 que que 266 PRON nsubj
266 permitam permitir 263 VERB acl:relcl
267 o o 268 DET det
268 acompanhamento acompanhamento 266 NOUN obj
269 de de 271 ADP case
270 o o 271 DET det
271 cumprimento cumprimento 268 NOUN nmod
272 em em 276 ADP case
273 por por 275 ADP case
274 o o 275 DET det
275 menos menos 276 ADV advmod
276 uma uma 268 NUM nmod
277 a o 278 DET det
278 reducao reducao 266 NOUN nsubj
279 em em 281 ADP case
280 a o 281 DET det
281 superlotacao superlotacao 278 NOUN nmod
282 a o 283 DET det
283 meta meta 278 NOUN appos
284 e e 285 CCONJ cc
285 considerada considerar 192 VERB conj
286 improvavel improvavel 285 ADJ xcomp
287 de de 290 ADP mark
