1 morre morrer 0 VERB root
2 em em 4 ADP case
3 os o 4 DET det
4 eua eua 1 DET nmod
5 estudante estudante 1 NOUN nsubj
6 americano americano 5 ADJ amod
7 que que 8 PRON nsubj
8 ficou ficar 5 VERB acl:relcl
9 preso preso 8 ADJ xcomp
10 em em 12 ADP case
11 a o 12 DET det
12 coreia coreia 8 NOUN nmod
13 de de 15 ADP case
14 o o 15 DET det
15 norte norte 12 NOUN nmod
16 em em 17 ADP case
17 janeiro janeiro 8 PROPN nmod
18 de de 19 ADP case
19 2016 2016 17 NUM nmod
20 ele ele 22 PRON nsubj:pass
21 foi foi 22 AUX aux:pass
22 preso preso 1 VERB parataxis
23 por por 24 ADP mark
24 furtar furtar 22 VERB advcl
25 um um 26 DET det
26 cartaz cartaz 24 NOUN obj
27 governo governo 26 NOUN appos
28 nortecoreano nortecoreano 26 ADJ amod
29 mandou mandar 26 VERB acl:relcl
30 rapaz rapaz 29 NOUN obj
31 de de 32 ADP case
32 volta volta 29 NOUN nmod
33 a a 35 ADP case
34 os o 35 DET det
35 eua eua 32 NOUN nmod
36 em em 37 ADP case
37 coma coma 8 NOUN nmod
38 morreu morrer 1 VERB conj
39 nesta nesta 40 ADP case
40 segundafeira segundafeira 38 NOUN nmod
41 19 19 40 NUM appos
42 em em 44 ADP case
43 os o 44 DET det
44 estados estado 38 NOUN nmod
45 unidos unido 44 ADJ amod
46 um um 47 DET det
47 estudante estudante 38 NOUN nsubj
48 americano americano 47 ADJ amod
49 que que 50 PRON nsubj
50 passou passar 47 VERB acl:relcl
51 quase quase 52 ADV advmod
52 um um 53 NUM nummod
53 ano ano 50 NOUN nmod
54 e e 55 CCONJ cc
55 meio meio 53 NOUN conj
56 preso preso 179 ADJ xcomp
57 em em 59 ADP case
58 a o 59 DET det
59 coreia coreia 56 NOUN nmod
60 de de 62 ADP case
61 o o 62 DET det
62 norte norte 59 NOUN nmod
63 otto otto 193 PROPN nsubj:pass
64 warmbier warmbier 63 PROPN flat
65 tinha ter 193 VERB parataxis
66 22 22 67 NUM nummod
67 anos ano 65 NOUN obj
68 e e 69 CCONJ cc
69 morreu morrer 193 VERB conj
70 em em 72 ADP case
71 um um 72 DET det
72 hospital hospital 69 NOUN nmod
73 de de 75 ADP case
74 o o 75 DET det
75 estado estado 72 NOUN nmod
76 de de 77 ADP case
77 ohio ohio 75 NOUN nmod
78 otto otto 193 PRON nsubj:pass
79 viajou viajar 193 VERB conj
80 para para 82 ADP case
81 a o 82 DET det
82 coreia coreia 79 NOUN nmod
83 de de 85 ADP case
84 o o 85 DET det
85 norte norte 82 NOUN nmod
86 a a 87 ADP case
87 turismo turismo 79 NOUN nmod
88 e e 89 CCONJ cc
89 passou passar 50 VERB conj
90 alguns alguns 91 DET det
91 dias dia 89 NOUN nmod
92 la la 89 PRON obj
93 em em 94 ADP case
94 janeiro janeiro 89 PROPN nmod
95 de de 96 ADP case
96 2016 2016 94 NUM nmod
97 ele ele 112 PRON nsubj:pass
98 foi foi 99 AUX aux:pass
99 preso preso 193 VERB conj
100 por por 101 ADP mark
101 furtar furtar 99 VERB advcl
102 um um 103 DET det
103 cartaz cartaz 101 NOUN obj
104 com com 105 ADP case
105 propaganda propaganda 103 NOUN nmod
106 de de 108 ADP case
107 a o 108 DET det
108 ditadura ditadura 105 NOUN nmod
109 nortecoreana nortecoreano 108 ADJ amod
110 otto otto 112 NOUN nsubj:pass
111 foi foi 112 AUX aux:pass
112 acusado acusar 1 VERB parataxis
113 de de 114 ADP case
114 ato ato 112 NOUN nmod
115 hostil hostil 114 ADJ amod
116 contra contra 118 ADP case
117 o o 118 DET det
118 regime regime 114 NOUN nmod
119 julgado julgar 118 VERB acl
120 por por 123 ADP case
121 a o 123 DET det
122 suprema supremo 123 ADJ amod
123 corte corte 119 NOUN nmod
124 de de 126 ADP case
125 a o 126 DET det
126 coreia coreia 123 NOUN nmod
127 de de 129 ADP case
128 o o 129 DET det
129 norte norte 126 NOUN nmod
130 e e 131 CCONJ cc
131 condenado condenar 119 VERB conj
132 a a 134 ADP case
133 15 15 134 NUM nummod
134 anos ano 131 NOUN nmod
135 de de 136 ADP case
136 trabalhos trabalho 134 NOUN nmod
137 forcados forcado 136 ADJ amod
138 ja ja 139 ADV advmod
139 fazia fazer 38 VERB conj
140 mais mais 142 ADV advmod
141 de de 140 ADP case
142 um um 143 NUM nummod
143 ano ano 139 NOUN nmod
144 que que 149 CCONJ mark
145 as o 146 DET det
146 autoridades autoridade 149 NOUN nsubj
147 americanas americano 146 ADJ amod
148 nao nao 149 ADV advmod
149 conseguiam conseguir 50 VERB advcl
150 noticia noticia 149 NOUN obj
151 dele dele 150 X det:poss
152 alguns alguns 153 DET det
153 dias dia 182 NOUN nmod
154 atras atras 153 ADV advmod
155 a o 156 DET det
156 familia familia 157 NOUN nsubj
157 recebeu receber 1 VERB conj
158 informacao informacao 157 NOUN obj
159 de de 163 ADP mark
160 que que 163 CCONJ mark
161 otto otto 163 PRON nsubj
162 tinha ter 163 AUX aux
163 contraido contraido 158 VERB nmod
164 botulismo botulismo 163 NOUN obj
165 e e 166 CCONJ cc
166 entrado entrar 163 VERB conj
167 em em 168 ADP case
168 coma coma 166 NOUN nmod
169 depois depois 171 ADV mark
170 de de 169 ADP fixed
171 receber receber 38 VERB advcl
172 um um 173 DET det
173 remedio remedio 171 NOUN obj
174 para para 175 ADP mark
175 dormir dormir 173 VERB nmod
176 e e 179 CCONJ cc
177 que que 179 CCONJ mark
178 ja ja 179 ADV advmod
179 estaria estar 193 VERB conj
180 em em 181 ADP case
181 coma coma 179 NOUN nmod
182 ha ha 179 VERB advcl
183 mais mais 185 ADV advmod
184 de de 183 ADP case
185 um um 186 NUM nummod
186 ano ano 182 NOUN nmod
187 em em 189 ADP case
188 a o 189 DET det
189 semana semana 50 NOUN nmod
190 passada passado 189 ADJ amod
191 otto otto 193 PRON nsubj:pass
192 foi foi 193 AUX aux:pass
193 libertado libertar 1 VERB conj
194 por por 196 ADP case
195 a o 196 DET det
196 coreia coreia 193 NOUN nmod
197 de de 199 ADP case
198 o o 199 DET det
199 norte norte 196 NOUN nmod
200 e e 201 CCONJ cc
201 levado levar 193 VERB conj
202 de de 203 ADP case
203 volta volta 201 NOUN nmod
204 a a 206 ADP case
205 os o 206 DET det
206 estados estado 203 NOUN nmod
207 unidos unido 206 ADJ amod
208 os o 209 DET det
209 medicos medico 193 NOUN nsubj:pass
210 que que 212 PRON nsubj
211 o o 212 PRON obj
212 examinaram examinar 209 VERB acl:relcl
213 em em 215 ADP case
214 os o 215 DET det
215 eua eua 212 NOUN nmod
216 disseram dizer 1 VERB conj
217 que que 219 CCONJ mark
