1 veja ver 0 VERB root
2 avancos avanco 1 NOUN obj
3 de de 5 ADP case
4 a o 5 DET det
5 ciencia ciencia 2 NOUN nmod
6 que que 7 PRON nsubj
7 ganharam ganhar 2 VERB acl:relcl
8 destaque destaque 7 NOUN obj
9 em em 10 ADP case
10 2017 2017 7 NUM nmod
11 e e 12 CCONJ cc
12 desafios desafio 2 NOUN conj
13 que que 14 PRON nsubj
14 ficam ficar 12 VERB acl:relcl
15 para para 18 ADP case
16 o o 18 DET det
17 proximo proximo 18 ADJ amod
18 ano ano 14 NOUN nmod
19 utero utero 14 NOUN nsubj
20 artificial artificial 19 ADJ amod
21 remedio remedio 19 NOUN appos
22 com com 23 ADP case
23 chip chip 21 NOUN nmod
24 rastreavel rastreavel 23 ADJ amod
25 e e 26 CCONJ cc
26 edicao edicao 23 NOUN conj
27 de de 28 ADP case
28 dna dna 26 NOUN nmod
29 estao estao 1 VERB parataxis
30 entre entre 31 ADP case
31 progressos progresso 29 NOUN nmod
32 mas mas 43 CCONJ cc
33 a o 34 DET det
34 chegada chegada 43 NOUN nsubj
35 de de 36 ADP case
36 bacterias bacteria 34 NOUN nmod
37 cada cada 38 DET det
38 vez vez 39 NOUN nmod
39 mais mais 40 ADV advmod
40 resistentes resistente 36 ADJ amod
41 a a 42 ADP case
42 medicamentos medicamento 40 NOUN nmod
43 pede pedir 29 VERB conj
44 urgencia urgencia 43 NOUN obj
45 em em 47 ADP case
46 as o 47 DET det
47 pesquisas pesquisa 43 NOUN nmod
48 a o 49 DET det
49 busca busca 43 NOUN nsubj
50 incessante incessante 49 ADJ amod
51 de de 53 ADP case
52 a o 53 DET det
53 humanidade humanidade 49 NOUN nmod
54 por por 56 ADP case
55 o o 56 DET det
56 conhecimento conhecimento 49 NOUN nmod
57 produziu produzir 1 VERB parataxis
58 tambem tambem 57 ADV advmod
59 em em 60 ADP case
60 2017 2017 57 NUM nmod
61 muitos muitos 62 DET det
62 resultados resultado 57 NOUN obj
63 notaveis notavel 62 ADJ amod
64 varios varios 62 NOUN appos
65 deles deles 64 X nmod
66 registrados registrar 310 VERB acl
67 por por 69 ADP case
68 o o 69 DET det
69 g1 g1 66 NOUN nmod
70 este este 71 DET det
71 ano ano 66 NOUN nmod
72 fica ficar 1 VERB parataxis
73 marcado marcado 72 ADJ xcomp
74 por por 75 ADP case
75 exemplo exemplo 72 NOUN nmod
76 como como 77 ADP case
77 aquele aquele 72 PRON nmod
78 em em 79 ADP case
79 que que 81 PRON nmod
80 cientistas cientista 81 NOUN nsubj
81 conseguiram conseguir 77 VERB acl:relcl
82 mudar mudar 81 VERB xcomp
83 o o 84 DET det
84 dna dna 82 NOUN obj
85 de de 87 ADP case
86 um um 87 DET det
87 embriao embriao 82 NOUN nmod
88 humano humano 87 ADJ amod
89 com com 91 ADP case
90 uma um 91 DET det
91 tecnica tecnica 82 NOUN nmod
92 mais mais 93 ADV advmod
93 barata barato 91 ADJ amod
94 e e 96 CCONJ cc
95 mais mais 96 ADV advmod
96 precisa preciso 93 ADJ conj
97 de de 98 ADP case
98 edicao edicao 91 NOUN nmod
99 de de 100 ADP case
100 material material 98 NOUN nmod
