1 ativista ativista 2 NOUN nsubj
2 responde responder 0 VERB root
3 piada piada 2 NOUN obj
4 considerada considerar 3 VERB acl
5 gordofobica gordofobico 4 ADJ xcomp
6 de de 7 ADP case
7 danilo danilo 3 NOUN nmod
8 gentili gentili 7 PROPN flat
9 nunca nunca 11 ADV advmod
10 foi foi 11 AUX cop
11 motivo motivo 2 NOUN ccomp
12 de de 13 ADP case
13 riso riso 11 NOUN nmod
14 ser ser 15 AUX aux:pass
15 visto visto 11 VERB csubj
16 como como 17 ADP mark
17 doente doente 15 ADJ nmod
18 diz dizer 2 VERB conj
19 alexandra alexandra 18 NOUN nsubj
20 gurgel gurgel 19 ADJ amod
21 de de 23 ADP case
22 o o 23 DET det
23 canal canal 19 NOUN nmod
24 alexandrismos alexandrismo 23 ADJ amod
25 alexandra alexandra 23 NOUN appos
26 gurgel gurgel 25 NOUN flat
27 e e 29 CCONJ cc
28 a o 29 DET det
29 mulher mulher 25 NOUN conj
30 de de 32 ADP case
31 a o 32 DET det
32 foto foto 29 NOUN nmod
33 que que 34 PRON nsubj
34 abre abrir 25 VERB acl:relcl
35 a o 36 DET det
36 reportagem reportagem 34 NOUN obj
37 a o 38 DET det
38 gente gente 40 NOUN nsubj
39 nao nao 40 ADV advmod
40 quer querer 29 VERB acl:relcl
41 mais mais 43 ADV advmod
42 ser ser 43 AUX aux:pass
43 visto visto 40 VERB xcomp
44 como como 45 ADP mark
45 doente doente 43 ADJ nmod
46 a o 47 DET det
47 vida vida 144 NOUN obj
48 de de 49 ADP case
49 quem quem 47 PRON nmod
50 e e 51 CCONJ cc
51 alvo alvo 149 NOUN conj
52 de de 53 ADP case
53 gordofobia gordofobia 51 NOUN nmod
54 de de 56 ADP case
55 a o 56 DET det
56 bbc bbc 47 NOUN nmod
57 brasil brasil 56 ADJ amod
58 e e 61 CCONJ cc
59 tambem tambem 61 ADV advmod
60 foi foi 61 AUX cop
61 alvo alvo 159 NOUN conj
62 de de 63 ADP case
63 piadas piada 61 NOUN nmod
64 consideradas considerar 63 VERB acl
65 gordofobicas gordofobico 64 ADJ xcomp
66 de de 67 ADP case
67 danilo danilo 64 NOUN nmod
68 gentili gentili 67 NOUN flat
69 a o 70 DET det
70 segundafeira segundafeira 64 NOUN nsubj
71 25 25 70 NUM appos
72 um um 73 NUM nummod
73 dia dia 188 NOUN nmod
74 apos apos 76 ADP case
75 a o 76 DET det
76 publicacao publicacao 82 NOUN nmod
77 de de 79 ADP case
78 a o 79 DET det
79 materia materia 76 NOUN nmod
80 a o 81 DET det
81 youtuber youtuber 82 PROPN nsubj
82 usou usar 124 VERB ccomp
83 o o 85 DET det
84 seu seu 85 DET det:poss
85 canal canal 82 NOUN obj
86 o o 87 DET det
87 alexandrismos alexandrismo 85 NOUN appos
88 para para 89 ADP mark
89 responder responder 82 VERB advcl
90 a a 92 ADP case
91 o o 92 DET det
92 apresentador apresentador 89 NOUN iobj
93 hoje hoje 96 ADV advmod
94 em em 95 ADP case
95 dia dia 198 NOUN nmod
96 fazer fazer 206 VERB csubj
97 piada piada 96 NOUN obj
98 com com 99 ADP case
99 gordo gordo 97 NOUN nmod
100 negro negro 99 ADJ amod
101 gay gay 99 ADJ amod
102 mulher mulher 206 NOUN nsubj
103 nao nao 201 ADV advmod
104 e e 106 CCONJ cc
105 mais mais 106 ADV advmod
106 engracado engracado 103 ADJ conj
107 voce voce 109 PRON nsubj
108 nao nao 109 ADV advmod
109 tira tirar 206 VERB csubj
110 mais mais 210 ADV advmod
111 riso riso 109 NOUN obj
112 disso disso 111 X nmod
113 diz dizer 124 VERB parataxis
114 alexandra alexandra 113 NOUN nsubj
115 em em 117 ADP case
116 o o 117 DET det
117 video video 124 NOUN nmod
118 publicado publicar 117 VERB acl
119 nesta nesta 120 ADP case
120 tercafeira tercafeira 118 NOUN nmod
121 26 26 120 NUM appos
122 alexandra alexandra 124 NOUN nsubj
123 tambem tambem 124 ADV advmod
124 afirma afirmar 2 VERB parataxis
125 em em 127 ADP case
126 a o 127 DET det
127 publicacao publicacao 124 NOUN nmod
128 que que 129 CCONJ mark
129 ficou ficar 124 VERB ccomp
130 magoada magoado 129 ADJ xcomp
131 com com 133 ADP case
132 os o 133 DET det
133 tuites tuite 130 NOUN nmod
134 e e 140 CCONJ cc
135 que que 140 CCONJ mark
136 anteriormente anteriormente 140 ADV advmod
137 ja ja 140 ADV advmod
138 chegou chegar 140 AUX aux
139 a a 140 ADP mark
140 tentou tentar 129 VERB conj
141 se se 142 PRON obj
142 matar matar 140 VERB xcomp
143 por por 144 ADP mark
144 sofrer sofrer 142 VERB advcl
145 gordofobia gordofobia 144 NOUN obj
146 o o 147 DET det
147 mundo mundo 144 NOUN nsubj
148 para para 149 ADP case
149 quem quem 34 PRON nmod
150 e e 151 CCONJ cc
151 minoria minoria 149 NOUN conj
152 ja ja 154 ADV advmod
153 e e 154 CCONJ cc
154 chato chato 149 ADJ conj
155 ha ha 40 VERB advcl
156 muito muito 157 DET det
157 tempo tempo 155 NOUN nmod
158 nunca nunca 159 ADV advmod
159 foi foi 40 VERB conj
160 divertido divertido 159 ADJ xcomp
161 sofrer sofrer 159 VERB csubj
162 preconceito preconceito 161 NOUN obj
163 nunca nunca 164 ADV advmod
164 foi foi 47 VERB acl:relcl
165 legal legal 164 ADJ xcomp
166 ser ser 167 AUX aux:pass
167 marginalizado marginalizar 164 VERB xcomp
168 nunca nunca 170 ADV advmod
169 foi foi 170 AUX cop
170 motivo motivo 40 NOUN nsubj
171 de de 172 ADP case
172 riso riso 170 NOUN nmod
173 ser ser 174 AUX aux:pass
174 expulso expulsar 164 VERB csubj
175 de de 176 ADP case
176 casa casa 174 NOUN nmod
177 ser ser 178 AUX aux:pass
178 maltratado maltratar 164 VERB csubj
179 ser ser 180 AUX aux:pass
180 visto visto 178 VERB xcomp
181 como como 182 ADP mark
182 doente doente 180 ADJ nmod
183 ser ser 184 AUX aux:pass
184 visto visto 164 VERB csubj
185 como como 186 ADP mark
186 desprezivel desprezivel 184 ADJ nmod
187 nunca nunca 188 ADV advmod
188 foi foi 82 VERB conj
189 divertido divertido 188 ADJ xcomp
190 para para 192 ADP case
191 a o 192 DET det
192 gente gente 189 NOUN nmod
193 agora agora 206 ADV mark
194 que que 193 CCONJ fixed
195 a o 196 DET det
196 gente gente 198 NOUN nsubj
197 esta esta 198 AUX aux
198 tendo tendo 206 VERB advcl
199 visibilidade visibilidade 198 NOUN obj
200 esta esta 201 AUX aux
201 tendo tendo 198 VERB advcl
202 espaco espaco 201 NOUN obj
203 esta esta 206 PRON nsubj
204 comecando comecar 206 AUX aux
205 a a 206 ADP mark
206 ficar ficar 188 VERB advcl
207 um um 208 DET det
208 pouco pouco 209 NOUN nmod
209 mais mais 210 ADV advmod
210 legal legal 206 ADJ xcomp
211 o o 212 DET det
212 mundo mundo 206 NOUN nsubj
213 porque porque 217 CCONJ mark
214 esses esses 215 DET det
215 assuntos assunto 217 NOUN nsubj
216 estao estao 217 AUX aux
217 vindo vir 206 VERB advcl
218 a a 219 ADP case
219 tona tona 217 NOUN nmod
220 esta esta 223 PRON nsubj
221 comecando comecar 223 AUX aux
222 a a 223 ADP mark
223 ficar ficar 206 VERB advcl
224 chato chato 223 ADJ xcomp
225 para para 226 ADP case
226 voce voce 223 PRON nmod
227 ne ne 228 ADV advmod
228 veja ver 206 VERB conj
229 o o 230 DET det
230 video video 228 NOUN obj
231 em em 233 ADP case
232 a o 233 DET det
233 integra integra 228 NOUN nmod
