1 qual qual 2 DET det
2 objetivo objetivo 36 NOUN nsubj
3 de de 5 ADP case
4 a o 5 DET det
5 otan otan 2 NOUN nmod
6 com com 9 ADP case
7 a o 9 DET det
8 maior maior 9 ADJ amod
9 mobilizacao mobilizacao 2 NOUN nmod
10 militar militar 9 ADJ amod
11 de de 13 ADP case
12 os o 13 DET det
13 eua eua 9 NOUN nmod
14 em em 16 ADP case
15 a o 16 DET det
16 europa europa 9 NOUN nmod
17 desde desde 19 ADP case
18 o o 19 DET det
19 fim fim 2 NOUN nmod
20 de de 22 ADP case
21 a o 22 DET det
22 guerra guerra 19 NOUN nmod
23 fria frio 22 ADJ amod
24 cerca cerca 27 ADV advmod
25 de de 24 ADP case
26 3 3 27 NUM nummod
27 mil mil 28 NUM nummod
28 soldados soldado 2 NOUN appos
29 americanos americano 28 ADJ amod
30 centenas centena 28 NOUN amod
31 de de 32 ADP case
32 tanques tanque 28 NOUN nmod
33 e e 34 CCONJ cc
34 veiculos veiculo 32 NOUN conj
35 blindados blindado 34 ADJ amod
36 vao ir 0 VERB root
37 a o 38 DET det
38 polonia polonia 36 NOUN obj
39 russia russia 41 NOUN nsubj
40 considera considerar 41 AUX cop
41 mobilizacao mobilizacao 36 NOUN parataxis
42 uma um 43 DET det
43 ameaca ameaca 41 NOUN nsubj
44 os o 45 DET det
45 moradores morador 49 NOUN nsubj
46 de de 48 ADP case
47 o o 48 DET det
48 local local 45 NOUN nmod
49 sairam sair 43 VERB acl:relcl
50 as o 51 DET det
51 ruas rua 49 NOUN obj
52 para para 53 ADP mark
53 assistir assistir 49 VERB advcl
54 o o 55 DET det
55 espetaculo espetaculo 53 NOUN obj
56 um um 58 DET det
57 grande grande 58 ADJ amod
58 comboio comboio 49 NOUN nsubj
59 militar militar 58 ADJ amod
60 americano americano 58 ADJ amod
61 passando passar 62 AUX aux
62 cruzando cruzar 58 VERB acl
63 a o 64 DET det
64 fronteira fronteira 62 NOUN obj
65 alema alemo 64 ADJ amod
66 ate ate 68 ADP case
67 a o 68 DET det
68 polonia polonia 62 NOUN nmod
69 o o 70 DET det
70 comboio comboio 71 NOUN nsubj
71 chegou chegar 153 VERB parataxis
72 nesta nesta 73 ADP case
73 semana semana 71 NOUN nmod
74 e e 78 CCONJ cc
75 e e 78 CCONJ cc
76 a o 78 DET det
77 primeira primeiro 78 ADJ amod
78 parte parte 71 NOUN conj
79 de de 81 ADP case
80 uma um 81 DET det
81 operacao operacao 78 NOUN nmod
82 de de 84 ADP case
83 a o 84 DET det
84 otan otan 81 NOUN nmod
85 que que 86 PRON nsubj
86 inclui incluir 81 VERB acl:relcl
87 mais mais 90 ADV advmod
88 de de 87 ADP case
89 3 3 90 NUM nummod
90 mil mil 91 NUM nummod
91 soldados soldado 86 NOUN obj
92 americanos americano 91 ADJ amod
93 centenas centena 91 NOUN amod
94 de de 95 ADP case
95 tanques tanque 93 NOUN nmod
96 e e 97 CCONJ cc
97 veiculos veiculo 95 NOUN conj
98 blindados blindado 97 ADJ amod
99 alem alem 91 ADV advmod
100 de de 101 ADP case
101 armamento armamento 99 NOUN nmod
102 pesado pesado 101 ADJ amod
103 para para 104 ADP mark
104 fortalecer fortalecer 117 VERB advcl
105 os o 106 DET det
106 paises paise 104 NOUN obj
107 aliados aliado 106 ADJ amod
108 em em 110 ADP case
109 a o 110 DET det
110 europa europa 104 NOUN nmod
111 oriental oriental 110 ADJ amod
112 a o 113 DET det
113 viagem viagem 117 NOUN nsubj
114 de de 116 ADP case
115 o o 116 DET det
116 comboio comboio 113 NOUN nmod
117 comecou comecar 81 VERB acl:relcl
118 em em 119 ADP case
119 fort fort 117 NOUN nmod
120 carson carson 119 NOUN flat
121 em em 123 ADP case
122 o o 123 DET det
123 estado estado 119 NOUN nmod
124 americano americano 123 ADJ amod
125 de de 127 ADP case
126 o o 127 DET det
127 colorado colorado 123 NOUN nmod
128 e e 129 CCONJ cc
129 acabou acabar 117 VERB conj
130 em em 132 ADP case
131 uma um 132 DET det
132 base base 129 NOUN nmod
133 de de 134 ADP case
134 zagan zagan 132 NOUN nmod
135 em em 137 ADP case
136 a o 137 DET det
137 polonia polonia 132 NOUN nmod
138 onde onde 142 ADV advmod
139 os o 140 DET det
140 soldados soldado 142 NOUN nsubj:pass
141 foram foram 142 AUX aux:pass
142 recebidos receber 132 VERB acl:relcl
143 por por 145 ADP case
144 os o 145 DET det
145 moradores morador 142 NOUN nmod
146 de de 148 ADP case
147 a o 148 DET det
148 cidade cidade 145 NOUN nmod
149 neste neste 150 ADP case
150 sabado sabado 142 PROPN nmod
151 os o 152 DET det
152 poloneses polonês 153 NOUN nsubj
153 querem querer 49 VERB parataxis
154 a o 155 DET det
155 presenca presenca 153 NOUN obj
156 de de 158 ADP case
157 os o 158 DET det
158 americanos americano 155 NOUN nmod
159 em em 161 ADP case
160 o o 161 DET det
161 pais pais 155 NOUN nmod
162 pois pois 71 CCONJ mark
163 de de 164 ADP case
164 acordo acordo 153 NOUN nmod
165 com com 166 ADP case
166 eles eles 164 PRON nmod
167 vai ir 168 AUX aux
168 enviar enviar 153 VERB advcl
169 uma um 170 DET det
170 mensagem mensagem 168 NOUN obj
171 a a 173 ADP case
172 o o 173 DET det
173 governo governo 168 NOUN iobj
174 de de 176 ADP case
175 a o 176 DET det
176 russia russia 173 NOUN nmod
177 a o 178 DET det
178 presenca presenca 71 NOUN nsubj
179 de de 181 ADP case
180 os o 181 DET det
181 americanos americano 178 NOUN nmod
182 indica indicar 71 VERB parataxis
183 que que 184 CCONJ mark
184 estamos estar 182 VERB ccomp
185 prontos pronto 184 ADJ xcomp
186 para para 188 ADP case
187 qualquer qualquer 188 DET det
188 coisa coisa 185 NOUN nmod
189 e e 191 CCONJ cc
190 uma um 191 DET det
191 operacao operacao 81 NOUN conj
192 militar militar 191 ADJ amod
193 normal normal 191 ADJ amod
194 para para 195 ADP mark
195 defender defender 86 VERB advcl
196 nosso nosso 197 DET det:poss
197 pais pais 195 NOUN obj
198 nossas nossas 199 DET det:poss
199 familias familia 195 NOUN obj
200 e e 202 CCONJ cc
201 para para 202 ADP mark
202 defender defender 195 VERB conj
203 o o 204 DET det
204 mundo mundo 202 NOUN obj
205 disse dizer 71 VERB conj
206 a o 207 DET det
207 bbc bbc 205 NOUN nsubj
208 jaroslaw jaroslaw 207 NOUN appos
209 mica mico 207 ADJ amod
210 general general 207 NOUN appos
211 de de 212 ADP case
212 brigada brigada 210 NOUN nmod
213 de de 215 ADP case
214 o o 215 DET det
215 exercito exercito 210 NOUN nmod
216 polones polone 215 ADJ amod
217 o o 218 DET det
218 contingente contingente 117 NOUN nsubj
219 e e 220 CCONJ cc
220 parte parte 207 NOUN conj
221 de de 223 ADP case
222 a o 223 DET det
223 resposta resposta 220 NOUN nmod
224 de de 226 ADP case
225 o o 226 DET det
226 presidente presidente 223 NOUN nmod
227 americano americano 226 ADJ amod
228 barack barack 226 NOUN appos
229 obama obama 228 NOUN flat
230 a a 232 ADP case
231 os o 232 DET det
232 aliados aliado 223 NOUN nmod
233 de de 235 ADP case
234 o o 235 DET det
235 pais pais 232 NOUN nmod
236 que que 237 PRON nsubj
237 fazem fazer 232 VERB acl:relcl
