1 por por 2 ADP case
2 2018 2018 4 NUM nmod
3 temer temer 4 NOUN nsubj
4 quer querer 0 VERB root
5 agenda agenda 4 NOUN obj
6 social social 5 ADJ amod
7 planalto planalto 5 NOUN appos
8 e e 9 CCONJ cc
9 pmdb pmdb 5 NOUN conj
10 tentam tentar 4 VERB conj
11 viabilizar viabilizar 10 VERB xcomp
12 a o 13 DET det
13 candidatura candidatura 11 NOUN obj
14 de de 16 ADP case
15 o o 16 DET det
16 presidente presidente 13 NOUN nmod
17 a a 18 ADP case
18 reeleicao reeleicao 13 NOUN nmod
19 com com 20 ADP case
20 aumento aumento 11 NOUN nmod
21 em em 23 ADP case
22 o o 23 DET det
23 bolsa bolsa 20 NOUN nmod
24 familia familia 23 NOUN flat
25 e e 26 CCONJ cc
26 financiamento financiamento 23 NOUN conj
27 de de 28 ADP case
28 casa casa 26 NOUN nmod
29 propria proprio 28 ADJ amod
30 brasilia brasilia 28 NOUN appos
31 o o 32 DET det
32 palacio palacio 42 NOUN nsubj
33 de de 35 ADP case
34 o o 35 DET det
35 planalto planalto 32 NOUN nmod
36 e e 38 CCONJ cc
37 a o 38 DET det
38 cupula cupula 32 NOUN conj
39 de de 41 ADP case
40 o o 41 DET det
41 pmdb pmdb 38 PROPN nmod
42 tem ter 4 VERB conj
43 uma um 44 DET det
44 estrategia estrategia 42 NOUN obj
45 pronta pronto 44 ADJ amod
46 para para 47 ADP mark
47 tentar tentar 42 VERB advcl
48 viabilizar viabilizar 47 VERB xcomp
49 a o 50 DET det
50 candidatura candidatura 48 NOUN obj
51 de de 53 ADP case
52 o o 53 DET det
53 presidente presidente 50 NOUN nmod
54 michel michel 53 ADJ appos
55 temer temer 54 PROPN flat
56 a a 57 ADP case
57 reeleicao reeleicao 50 NOUN nmod
58 em em 59 ADP case
59 2018 2018 155 NUM nmod
60 apesar apesar 65 ADV mark
61 de de 60 ADP case
62 a o 60 DET det
63 aprovacao aprovacao 65 NOUN nsubj
64 ainda ainda 65 ADV advmod
65 estar estar 42 VERB advcl
66 em em 68 ADP case
67 a o 68 DET det
68 casa casa 65 NOUN nmod
69 de de 71 ADP case
70 um um 71 DET det
71 digito digito 68 NOUN nmod
72 o o 73 DET det
73 plano plano 177 NOUN nsubj
74 e e 75 CCONJ cc
75 ancorado ancorar 177 VERB conj
76 em em 77 ADP case
77 pilares pilar 75 NOUN nmod
78 que que 79 PRON nsubj
79 incluem incluir 77 VERB acl:relcl
80 nao nao 81 ADV advmod
81 so so 79 ADV advmod
82 a o 83 DET det
83 melhoria melhoria 79 NOUN obj
84 de de 85 ADP case
85 indicadores indicador 83 NOUN nmod
86 economicos economico 85 ADJ amod
87 mas mas 90 CCONJ cc
88 tambem tambem 301 ADV advmod
89 o o 90 DET det
90 reforco reforco 83 NOUN conj
91 de de 93 ADP case
92 a o 93 DET det
93 agenda agenda 90 NOUN nmod
94 social social 93 ADJ amod
95 em em 97 ADP case
96 a o 97 DET det
97 lista lista 187 NOUN nmod
98 de de 100 ADP case
99 as o 100 DET det
100 medidas medida 97 NOUN nmod
101 que que 103 PRON nsubj:pass
102 serao ser 103 AUX aux:pass
103 anunciadas anunciar 100 VERB acl:relcl
104 em em 107 ADP case
105 os o 107 DET det
106 proximos proximo 107 ADJ amod
107 dias dia 103 NOUN nmod
108 esta esta 332 PRON ccomp
109 a o 110 DET det
110 prorrogacao prorrogacao 208 NOUN nsubj
111 de de 113 ADP case
112 o o 113 DET det
113 limite limite 110 NOUN nmod
114 de de 115 ADP case
115 r r 113 NOUN nmod
116 15 15 117 NUM nummod
117 milhao milhao 115 NUM nummod
118 para para 120 ADP case
119 o o 120 DET det
120 financiamento financiamento 110 NOUN nmod
121 de de 123 ADP case
122 a o 123 DET det
123 casa casa 120 NOUN nmod
124 propria proprio 123 ADJ amod
125 com com 126 ADP case
126 recursos recurso 338 NOUN nmod
127 de de 129 ADP case
128 o o 129 DET det
129 fundo fundo 126 NOUN nmod
130 de de 131 ADP case
131 garantia garantia 129 NOUN nmod
132 de de 134 ADP case
133 o o 134 DET det
134 tempo tempo 131 NOUN nmod
135 de de 136 ADP case
136 servico servico 134 NOUN nmod
137 fgts fgts 129 NOUN appos
138 a a 140 ADP case
139 sete sete 140 NUM nummod
140 meses mês 137 NOUN nmod
141 de de 143 ADP case
142 o o 143 DET det
143 prazo prazo 140 NOUN nmod
144 para para 147 ADP mark
145 os o 146 DET det
146 partidos partido 147 NOUN nsubj
147 escolherem escolher 225 VERB nmod
148 os o 149 DET det
149 candidatos candidato 147 NOUN obj
150 temer temer 151 NOUN nsubj
151 faz fazer 332 VERB ccomp
152 de de 153 ADP case
153 tudo tudo 151 PRON nmod
154 para para 155 ADP mark
155 agradar agradar 151 VERB advcl
156 a o 157 DET det
157 classe classe 155 NOUN obj
158 media medio 157 ADJ amod
159 e e 161 CCONJ cc
160 vai ir 161 AUX aux
161 reembalar reembalar 151 VERB conj
162 programas programa 161 NOUN obj
163 sociais social 162 ADJ amod
164 de de 166 ADP case
165 a o 166 DET det
166 era era 162 NOUN nmod
167 petista petista 166 NOUN flat
168 dirigidos dirigir 162 VERB acl
169 as as 170 ADP case
170 camadas camada 168 NOUN nmod
171 mais mais 172 ADV advmod
172 pobres pobre 170 ADJ amod
173 ate ate 174 ADP case
174 abril abril 168 PROPN nmod
175 o o 176 DET det
176 governo governo 177 NOUN nsubj
177 concedera conceder 42 VERB conj
178 novo novo 179 ADJ amod
179 reajuste reajuste 177 NOUN obj
180 a a 182 ADP case
181 o o 182 DET det
182 bolsa bolsa 179 NOUN nmod
183 familia familia 182 NOUN flat
184 a o 185 DET det
185 ideia ideia 177 NOUN obj
186 e e 187 CCONJ cc
187 dar dar 177 VERB conj
188 aumento aumento 187 NOUN obj
189 real real 188 ADJ amod
190 acima acima 187 ADV advmod
191 de de 193 ADP case
192 a o 193 DET det
193 inflacao inflacao 190 NOUN nmod
194 o o 195 DET det
195 pacote pacote 208 NOUN nsubj
196 de de 197 ADP case
197 bondades bondade 195 NOUN nmod
198 a a 200 ADP mark
199 ser ser 200 AUX aux:pass
200 divulgado divulgar 195 VERB nmod
201 antes antes 204 ADV case
202 de de 201 ADP case
203 o o 201 DET det
204 inicio inicio 200 NOUN nmod
205 de de 207 ADP case
206 a o 207 DET det
207 campanha campanha 204 NOUN nmod
208 inclui incluir 42 VERB parataxis
209 mais mais 210 DET det
210 subsidios subsidio 208 NOUN obj
211 para para 212 ADP case
212 beneficiarios beneficiario 210 NOUN nmod
213 de de 216 ADP case
214 o o 216 DET det
215 minha minha 216 DET det:poss
216 casa casa 113 NOUN nmod
217 minha minha 218 DET det:poss
218 vida vida 216 NOUN appos
219 e e 222 CCONJ cc
220 uma um 222 DET det
221 nova novo 222 ADJ amod
222 versao versao 110 NOUN conj
223 de de 225 ADP case
224 o o 225 DET det
225 programa programa 222 NOUN nmod
226 nacional nacional 225 ADJ amod
227 de de 228 ADP case
228 acesso acesso 225 NOUN nmod
229 a a 231 ADP case
230 o o 231 DET det
231 ensino ensino 228 NOUN nmod
232 tecnico tecnico 231 ADJ amod
233 e e 234 CCONJ cc
234 emprego emprego 231 NOUN conj
235 pronatec pronatec 234 NOUN appos
236 para para 237 ADP mark
237 qualificar qualificar 161 VERB advcl
238 quem quem 239 PRON nsubj
239 esta esta 237 VERB ccomp
240 em em 242 ADP case
241 o o 242 DET det
