1 7 7 2 NUM nummod
2 mudancas mudanca 15 NOUN nsubj
3 em em 5 ADP case
4 as o 5 DET det
5 relacoes relacoe 2 NOUN nmod
6 entre entre 8 ADP case
7 o o 8 DET det
8 mundo mundo 5 NOUN nmod
9 e e 11 CCONJ cc
10 os o 11 DET det
11 eua eua 8 NOUN conj
12 sob sob 13 ADP case
13 trump trump 5 NOUN nmod
14 trump trump 13 NOUN flat
15 completa completar 0 VERB root
16 100 100 17 NUM nummod
17 dias dia 15 NOUN obj
18 em em 20 ADP case
19 o o 20 DET det
20 governo governo 169 NOUN nmod
21 bbc bbc 59 NOUN nmod
22 brasil brasil 71 NOUN amod
23 lista listar 15 VERB parataxis
24 o o 59 PRON obj
25 que que 26 PRON nsubj
26 mudou mudar 24 VERB acl:relcl
27 com com 28 ADP case
28 ele ele 26 PRON nmod
29 em em 31 ADP case
30 o o 31 DET det
31 comando comando 26 NOUN nmod
32 o o 33 DET det
33 governo governo 101 NOUN nsubj
34 de de 35 ADP case
35 donald donald 33 NOUN nmod
36 trump trump 35 NOUN flat
37 em em 39 ADP case
38 os o 39 DET det
39 estados estado 33 NOUN nmod
40 unidos unido 39 ADJ amod
41 completa completar 15 VERB parataxis
42 100 100 43 NUM nummod
43 dias dia 41 NOUN obj
44 neste neste 45 ADP case
45 fim fim 41 NOUN nmod
46 de de 47 ADP case
47 semana semana 45 NOUN nmod
48 a o 49 DET det
49 relacao relacao 59 NOUN nsubj
50 de de 52 ADP case
51 o o 52 DET det
52 pais pais 49 NOUN nmod
53 com com 55 ADP case
54 o o 55 DET det
55 resto resto 49 NOUN nmod
56 de de 58 ADP case
57 o o 58 DET det
58 mundo mundo 55 NOUN nmod
59 mudou mudar 15 VERB parataxis
60 de de 61 ADP case
61 maneira maneira 59 NOUN nmod
62 significativa significativo 61 ADJ amod
63 apos apos 65 ADP case
64 a o 65 DET det
65 posse posse 59 NOUN nmod
66 de de 69 ADP case
67 o o 69 DET det
68 novo novo 69 ADJ amod
69 presidente presidente 65 NOUN nmod
70 a o 71 DET det
71 bbc bbc 59 NOUN nsubj
72 brasil brasil 71 ADJ amod
73 lista listar 59 VERB parataxis
74 abaixo abaixo 73 ADV advmod
75 sete sete 73 NUM nsubj
76 dessas dessas 77 ADP case
77 mudancas mudanca 75 NOUN nmod
78 com com 79 ADP case
79 donald donald 77 NOUN nmod
80 trump trump 79 NOUN flat
81 em em 83 ADP case
82 a o 83 DET det
83 presidencia presidencia 26 NOUN nmod
84 as o 85 DET det
85 tensoes tensoe 101 NOUN nsubj
86 em em 87 ADP case
87 relacao relacao 85 NOUN nmod
88 a a 89 ADP case
89 seguranca seguranca 87 NOUN nmod
90 aumentaram aumentar 15 VERB parataxis
91 muito muito 90 ADV advmod
92 em em 94 ADP case
93 a o 94 DET det
94 asia asia 90 NOUN nmod
95 antes antes 98 ADV mark
96 mesmo mesmo 95 ADV fixed
97 de de 95 ADP fixed
98 tomar tomar 101 VERB advcl
99 posse posse 98 NOUN obj
100 ele ele 101 PRON nsubj
101 fez fazer 15 VERB advcl
102 comentarios comentario 101 NOUN obj
103 sobre sobre 105 ADP case
104 o o 105 DET det
105 taiwan taiwan 102 NOUN nmod
106 em em 108 ADP case
107 as o 108 DET det
108 redes rede 105 NOUN nmod
109 sociais social 108 ADJ amod
110 incitando incitar 101 VERB acl
111 uma um 112 DET det
112 reaproximacao reaproximacao 110 NOUN obj
113 o o 114 DET det
114 que que 115 PRON nsubj
115 irritou irritar 202 VERB acl:relcl
116 bastante bastante 115 ADV advmod
117 a o 118 DET det
118 china china 115 NOUN obj
119 depois depois 126 ADV advmod
120 o o 121 DET det
121 secretario secretario 126 NOUN nsubj
122 de de 123 ADP case
123 estado estado 121 NOUN nmod
124 rex rex 121 NOUN appos
125 tillerson tillerson 124 NOUN flat
126 falou falar 293 VERB ccomp
127 sobre sobre 128 ADP mark
128 bloquear bloquear 126 VERB nmod
129 o o 130 DET det
130 acesso acesso 128 NOUN obj
131 de de 133 ADP case
132 a o 133 DET det
133 china china 130 NOUN nmod
134 as as 135 ADP case
135 ilhas ilha 130 NOUN nmod
136 artificiais artificial 135 ADJ amod
137 que que 141 PRON obj
138 ela ela 141 PRON nsubj
139 propria proprio 135 ADJ amod
140 esta esta 141 AUX aux
141 construindo construir 135 VERB acl:relcl
142 em em 144 ADP case
143 o o 144 DET det
144 mar mar 141 NOUN nmod
145 de de 147 ADP case
146 a o 147 DET det
147 china china 144 NOUN nmod
148 meridional meridional 147 ADJ amod
149 gerando gerar 130 VERB acl
150 alertas alerta 149 NOUN obj
151 sobre sobre 154 ADP case
152 um um 154 DET det
153 possivel possivel 154 ADJ amod
154 choque choque 150 NOUN nmod
155 militar militar 154 ADJ amod
156 em em 158 ADP case
157 o o 158 DET det
158 jornal jornal 141 NOUN nmod
159 estatal estatal 158 ADJ amod
160 japao japao 141 NOUN nsubj
161 e e 162 CCONJ cc
162 coreia coreia 160 NOUN conj
163 de de 165 ADP case
164 o o 165 DET det
165 sul sul 162 NOUN nmod
166 tambem tambem 169 ADV advmod
167 foram foram 169 AUX cop
168 o o 169 DET det
169 alvo alvo 15 NOUN parataxis
170 de de 171 ADP case
171 trump trump 169 NOUN nmod
172 por por 173 ADP mark
173 confiarem confiar 169 VERB advcl
174 demais demais 173 ADV advmod
175 em em 177 ADP case
176 os o 177 DET det
177 estados estado 173 NOUN nmod
178 unidos unido 177 ADJ amod
179 ele ele 181 PRON nsubj
180 ate ate 181 ADV advmod
181 disse dizer 15 VERB conj
182 que que 185 CCONJ mark
183 eles eles 185 PRON nsubj
184 se se 185 PRON obj
185 beneficiariam beneficiar 181 VERB ccomp
186 se se 187 CCONJ mark
187 tivessem ter 59 VERB advcl
188 seu seu 190 DET det:poss
189 proprio proprio 190 ADJ amod
190 arsenal arsenal 187 NOUN obj
191 nuclear nuclear 190 ADJ amod
192 e e 193 CCONJ cc
193 ha har 101 VERB conj
194 ainda ainda 193 ADV advmod
195 o o 196 DET det
196 estado estado 193 NOUN obj
197 renegado renegado 196 ADJ amod
198 de de 200 ADP case
199 a o 200 DET det
200 regiao regiao 196 NOUN nmod
201 a o 202 DET det
202 coreia coreia 101 NOUN obj
203 de de 205 ADP case
204 o o 205 DET det
205 norte norte 202 NOUN nmod
206 que que 208 PRON nsubj
207 esta esta 208 AUX aux
208 desenvolvendo desenvolver 202 VERB acl:relcl
209 suas suas 211 DET det:poss
210 proprias proprio 211 ADJ amod
211 armas arma 208 NOUN obj
212 nucleares nuclear 211 ADJ amod
213 e e 216 CCONJ cc
214 que que 216 PRON nsubj
215 vem vir 216 AUX aux
216 protagonizando protagonizar 101 VERB conj
217 um um 218 DET det
218 aumento aumento 216 NOUN obj
219 de de 221 ADP case
220 a o 221 DET det
221 tensao tensao 218 NOUN nmod
222 com com 224 ADP case
223 os o 224 DET det
224 eua eua 218 NOUN nmod
225 desde desde 228 ADP mark
226 que que 225 CCONJ fixed
227 trump trump 228 PROPN nsubj
228 assumiu assumir 216 VERB advcl
229 o o 230 DET det
230 cargo cargo 228 NOUN obj
231 sob sob 233 ADP case
232 o o 233 DET det
233 governo governo 228 NOUN nmod
234 de de 236 ADP case
235 o o 236 DET det
236 presidente presidente 233 NOUN nmod
237 barack barack 236 NOUN appos
238 obama obama 237 PROPN flat
239 a o 240 DET det
240 politica politica 59 NOUN nsubj
241 diante diante 240 ADV advmod
242 de de 244 ADP case
243 o o 244 DET det
244 pais pais 241 NOUN nmod
245 era era 246 AUX cop
246 a a 59 PRON parataxis
247 de de 248 ADP case
248 paciencia paciencia 59 NOUN nmod
249 estrategica estrategico 248 ADJ amod
250 ou ou 252 CCONJ cc
251 seja ser 225 VERB fixed
252 espremer espremer 248 VERB conj
253 a o 254 DET det
254 coreia coreia 252 NOUN obj
255 de de 257 ADP case
256 o o 257 DET det
257 norte norte 254 NOUN nmod
258 com com 259 ADP case
259 sancoes sancoe 193 NOUN nmod
260 convencer convencer 259 VERB acl:inf
261 outros outros 262 DET det
262 governos governo 260 NOUN obj
263 a a 264 ADP mark
264 fazer fazer 260 VERB nmod
265 o o 266 DET det
266 mesmo mesmo 264 PRON obj
267 a o 268 DET det
268 china china 264 NOUN obj
269 em em 270 ADP mark
270 especial especial 268 ADJ nmod
271 e e 272 CCONJ cc
272 esperar esperar 264 VERB conj
273 mas mas 475 CCONJ cc
274 o o 275 DET det
275 vicepresidente vicepresidente 281 NOUN nsubj
276 de de 277 ADP case
277 trump trump 275 NOUN nmod
278 mike mike 275 PROPN appos
279 pence pence 278 NOUN flat
280 ja ja 281 ADV advmod
281 disse dizer 101 VERB conj
282 que que 394 CCONJ mark
283 a o 284 DET det
284 era era 394 NOUN nsubj
285 de de 287 ADP case
286 a o 287 DET det
287 paciencia paciencia 284 NOUN nmod
288 estrategica estrategico 287 ADJ amod
289 acabou acabar 281 VERB ccomp
290 a o 291 DET det
291 administracao administracao 289 NOUN nsubj
292 dele dele 291 X det:poss
293 diz dizer 101 VERB conj
294 que que 299 CCONJ mark
295 todas todas 297 DET det
296 as o 297 DET det
297 opcoes opcoe 299 NOUN nsubj
298 agora agora 299 ADV advmod
299 estao estao 293 VERB ccomp
300 em em 302 ADP case
301 a o 302 DET det
302 mesa mesa 299 NOUN nmod
303 e e 323 CCONJ cc
304 o o 323 DET det
305 anuncio anuncio 323 NOUN nsubj
306 de de 307 ADP case
307 trump trump 305 NOUN nmod
308 de de 312 ADP mark
309 que que 312 CCONJ mark
310 ele ele 312 PRON nsubj
311 estaria estar 312 AUX aux
312 enviando enviar 305 VERB nmod
313 uma um 314 DET det
314 armada armada 312 NOUN obj
315 de de 316 ADP case
316 navios navio 314 NOUN nmod
317 de de 318 ADP case
318 guerra guerra 316 NOUN nmod
319 para para 321 ADP case
320 a o 321 DET det
321 peninsula peninsula 312 NOUN nmod
322 coreana coreano 321 ADJ amod
323 acendeu acender 101 VERB conj
324 ainda ainda 325 ADV advmod
325 mais mais 323 ADV advmod
326 a o 327 DET det
327 preocupacao preocupacao 323 NOUN obj
328 sobre sobre 331 ADP case
329 uma um 331 DET det
330 possivel possivel 331 ADJ amod
331 acao acao 327 NOUN nmod
332 militar militar 331 ADJ amod
333 americana americano 331 ADJ amod
334 em em 336 ADP case
335 a o 336 DET det
336 regiao regiao 331 NOUN nmod
337 em em 338 ADP case
338 resposta resposta 228 NOUN nmod
339 a o 340 DET det
340 coreia coreia 228 NOUN nsubj
341 de de 343 ADP case
342 o o 343 DET det
343 norte norte 340 NOUN nmod
344 optou optar 281 VERB ccomp
345 por por 346 ADP mark
346 desafiar desafiar 344 VERB nmod
347 trump trump 346 NOUN obj
348 e e 349 CCONJ cc
349 ameacou ameacar 101 VERB conj
350 fazer fazer 349 VERB xcomp
351 testes teste 350 NOUN obj
352 de de 353 ADP case
353 misseis missil 351 NOUN nmod
354 semanalmente semanalmente 260 ADV advmod
355 e e 356 CCONJ cc
356 alertou alertar 101 VERB conj
357 que que 358 CCONJ mark
358 estaria estar 281 VERB ccomp
359 pronta pronto 358 ADJ xcomp
360 para para 362 ADP case
361 a o 362 DET det
362 guerra guerra 359 NOUN nmod
363 mas mas 367 CCONJ cc
