# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = exexecutivos confirmam caixa dois da odebrecht nas campanhas de 2014 eles prestaram depoimento ao tse na acao contra a chapa dilmatemer um dos executivos disse que fez doacoes a pedido de aecio neves dois executivos da odebrecht confirmaram o uso de caixa dois na campanha de 2014 em depoimentos que prestaram na quintafeira 2 ao tribunal superior eleitoral no rio de janeiro o tse investiga o abuso de poder economico na chapa dilmatemer um executivo disse que tambem fez doacoes a pedido do senador aecio neves do psdb de minas benedicto junior expresidente da odebrecht infraestrutura era a pessoa que tratava dos compromissos politicos acertados pelo expresidente do grupo marcelo odebrecht preso na lava jato desde 2015 na quintafeira ele foi ouvido por
1	exexecutivos	exexecutivo	NOUN	NOUN	_	2	nsubj	_	TokenRange=0:12
2	confirmam	confirmar	VERB	VERB	_	0	root	_	TokenRange=13:22
3	caixa	caixa	NOUN	NOUN	_	2	obj	_	TokenRange=23:28
4	dois	_	NUM	NUM	NumType=Card	3	appos	_	TokenRange=29:33
5-6	da	_	_	_	_	_	_	_	TokenRange=34:36
5	de	de	ADP	ADP	_	7	case	_	_
6	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	7	det	_	_
7	odebrecht	_	NOUN	NOUN	_	3	nmod	_	TokenRange=37:46
8-9	nas	_	_	_	_	_	_	_	TokenRange=47:50
8	em	em	ADP	ADP	_	10	case	_	_
9	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	10	det	_	_
10	campanhas	campanha	NOUN	NOUN	_	2	nmod	_	TokenRange=51:60
11	de	de	ADP	ADP	_	12	case	_	TokenRange=61:63
12	2014	_	NUM	NUM	NumType=Card	10	nmod	_	TokenRange=64:68
13	eles	_	PRON	PRON	_	14	nsubj	_	TokenRange=69:73
14	prestaram	prestar	VERB	VERB	_	2	parataxis	_	TokenRange=74:83
15	depoimento	depoimento	NOUN	NOUN	_	14	obj	_	TokenRange=84:94
16-17	ao	_	_	_	_	_	_	_	TokenRange=95:97
16	a	a	ADP	ADP	_	18	case	_	_
17	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	18	det	_	_
18	tse	tse	NOUN	NOUN	_	14	iobj	_	TokenRange=98:101
19-20	na	_	_	_	_	_	_	_	TokenRange=102:104
19	em	em	ADP	ADP	_	21	case	_	_
20	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	21	det	_	_
21	acao	acao	NOUN	NOUN	_	14	nmod	_	TokenRange=105:109
22	contra	_	ADP	ADP	_	24	case	_	TokenRange=110:116
23	a	o	DET	DET	_	24	det	_	TokenRange=117:118
24	chapa	chapa	NOUN	NOUN	_	21	nmod	_	TokenRange=119:124
25	dilmatemer	dilmatemer	ADJ	ADJ	_	24	amod	_	TokenRange=125:135
26	um	_	PRON	PRON	_	30	nsubj	_	TokenRange=136:138
27-28	dos	_	_	_	_	_	_	_	TokenRange=139:142
27	de	de	ADP	ADP	_	29	case	_	_
28	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	29	det	_	_
29	executivos	executivo	NOUN	NOUN	_	26	nmod	_	TokenRange=143:153
30	disse	dizer	VERB	VERB	_	2	parataxis	_	TokenRange=154:159
31	que	que	CCONJ	CONJ	_	32	mark	_	TokenRange=160:163
32	fez	fazer	VERB	VERB	_	30	ccomp	_	TokenRange=164:167
33	doacoes	doacoe	NOUN	NOUN	_	32	obj	_	TokenRange=168:175
34	a	_	ADP	ADP	_	35	case	_	TokenRange=176:177
35	pedido	pedido	NOUN	NOUN	_	33	nmod	_	TokenRange=178:184
36	de	de	ADP	ADP	_	37	case	_	TokenRange=185:187
37	aecio	aecio	NOUN	NOUN	_	35	nmod	_	TokenRange=188:193
38	neves	_	NOUN	NOUN	_	37	flat	_	TokenRange=194:199
39	dois	_	NUM	NUM	NumType=Card	40	nummod	_	TokenRange=200:204
40	executivos	executivo	NOUN	NOUN	_	44	nsubj	_	TokenRange=205:215
41-42	da	_	_	_	_	_	_	_	TokenRange=216:218
41	de	de	ADP	ADP	_	43	case	_	_
42	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	43	det	_	_
43	odebrecht	_	PROPN	PNOUN	_	40	nmod	_	TokenRange=219:228
44	confirmaram	confirmar	VERB	VERB	_	30	ccomp	_	TokenRange=229:240
45	o	o	DET	DET	_	46	det	_	TokenRange=241:242
46	uso	uso	NOUN	NOUN	_	44	obj	_	TokenRange=243:246
47	de	de	ADP	ADP	_	48	case	_	TokenRange=247:249
48	caixa	caixa	NOUN	NOUN	_	46	nmod	_	TokenRange=250:255
49	dois	_	NUM	NUM	NumType=Card	48	appos	_	TokenRange=256:260
50-51	na	_	_	_	_	_	_	_	TokenRange=261:263
50	em	em	ADP	ADP	_	52	case	_	_
51	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	52	det	_	_
52	campanha	campanha	NOUN	NOUN	_	46	nmod	_	TokenRange=264:272
53	de	de	ADP	ADP	_	54	case	_	TokenRange=273:275
54	2014	_	NUM	NUM	NumType=Card	52	nmod	_	TokenRange=276:280
55	em	em	ADP	ADP	_	56	case	_	TokenRange=281:283
56	depoimentos	depoimento	NOUN	NOUN	_	44	nmod	_	TokenRange=284:295
57	que	_	PRON	PRON	_	58	nsubj	_	TokenRange=296:299
58	prestaram	prestar	VERB	VERB	_	56	acl:relcl	_	TokenRange=300:309
59-60	na	_	_	_	_	_	_	_	TokenRange=310:312
59	em	em	ADP	ADP	_	61	case	_	_
60	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	61	det	_	_
61	quintafeira	quintafeira	NOUN	NOUN	_	58	nmod	_	TokenRange=313:324
62	2	_	NUM	NUM	NumType=Card	61	appos	_	TokenRange=325:326
63-64	ao	_	_	_	_	_	_	_	TokenRange=327:329
63	a	a	ADP	ADP	_	65	case	_	_
64	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	65	det	_	_
65	tribunal	tribunal	NOUN	NOUN	_	58	nmod	_	TokenRange=330:338
66	superior	superior	ADJ	ADJ	_	65	amod	_	TokenRange=339:347
67	eleitoral	eleitoral	ADJ	ADJ	_	65	amod	_	TokenRange=348:357
68-69	no	_	_	_	_	_	_	_	TokenRange=358:360
68	em	em	ADP	ADP	_	70	case	_	_
69	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	70	det	_	_
70	rio	_	NOUN	NOUN	_	75	nmod	_	TokenRange=361:364
71	de	de	ADP	ADP	_	72	case	_	TokenRange=365:367
72	janeiro	_	PROPN	PNOUN	_	70	nmod	_	TokenRange=368:375
73	o	o	DET	DET	_	74	det	_	TokenRange=376:377
74	tse	_	NOUN	NOUN	_	75	nsubj	_	TokenRange=378:381
75	investiga	investigar	VERB	VERB	_	30	parataxis	_	TokenRange=382:391
76	o	o	DET	DET	_	77	det	_	TokenRange=392:393
77	abuso	abuso	NOUN	NOUN	_	75	obj	_	TokenRange=394:399
78	de	de	ADP	ADP	_	79	case	_	TokenRange=400:402
79	poder	poder	NOUN	NOUN	_	77	nmod	_	TokenRange=403:408
80	economico	economico	ADJ	ADJ	_	79	amod	_	TokenRange=409:418
81-82	na	_	_	_	_	_	_	_	TokenRange=419:421
81	em	em	ADP	ADP	_	83	case	_	_
82	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	83	det	_	_
83	chapa	chapa	NOUN	NOUN	_	77	nmod	_	TokenRange=422:427
84	dilmatemer	dilmatemer	ADJ	ADJ	_	83	flat	_	TokenRange=428:438
85	um	um	DET	DET	_	86	det	_	TokenRange=439:441
86	executivo	executivo	NOUN	NOUN	_	87	nsubj	_	TokenRange=442:451
87	disse	dizer	VERB	VERB	_	2	parataxis	_	TokenRange=452:457
88	que	que	CCONJ	CONJ	_	90	mark	_	TokenRange=458:461
89	tambem	tambem	ADV	ADV	_	90	advmod	_	TokenRange=462:468
90	fez	fazer	VERB	VERB	_	87	ccomp	_	TokenRange=469:472
91	doacoes	doacoe	NOUN	NOUN	_	90	obj	_	TokenRange=473:480
92	a	_	ADP	ADP	_	93	case	_	TokenRange=481:482
93	pedido	pedido	NOUN	NOUN	_	91	nmod	_	TokenRange=483:489
94-95	do	_	_	_	_	_	_	_	TokenRange=490:492
94	de	de	ADP	ADP	_	96	case	_	_
95	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	96	det	_	_
96	senador	senador	NOUN	NOUN	_	93	nmod	_	TokenRange=493:500
97	aecio	_	NOUN	NOUN	_	96	appos	_	TokenRange=501:506
98	neves	neve	ADJ	ADJ	_	97	flat	_	TokenRange=507:512
99-100	do	_	_	_	_	_	_	_	TokenRange=513:515
99	de	de	ADP	ADP	_	101	case	_	_
100	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	101	det	_	_
101	psdb	psdb	NOUN	NOUN	_	96	nmod	_	TokenRange=516:520
102	de	de	ADP	ADP	_	103	case	_	TokenRange=521:523
103	minas	mina	NOUN	NOUN	_	101	nmod	_	TokenRange=524:529
104	benedicto	benedicto	ADJ	ADJ	_	96	appos	_	TokenRange=530:539
105	junior	junior	ADJ	ADJ	_	104	amod	_	TokenRange=540:546
106	expresidente	expresidente	NOUN	NOUN	_	104	appos	_	TokenRange=547:559
107-108	da	_	_	_	_	_	_	_	TokenRange=560:562
107	de	de	ADP	ADP	_	109	case	_	_
108	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	109	det	_	_
109	odebrecht	_	NOUN	NOUN	_	106	nmod	_	TokenRange=563:572
110	infraestrutura	infraestrutura	NOUN	NOUN	_	109	flat	_	TokenRange=573:587
111	era	_	AUX	AUX	_	113	cop	_	TokenRange=588:591
112	a	o	DET	DET	_	113	det	_	TokenRange=592:593
113	pessoa	pessoa	NOUN	NOUN	_	87	ccomp	_	TokenRange=594:600
114	que	_	PRON	PRON	_	115	nsubj	_	TokenRange=601:604
115	tratava	tratar	VERB	VERB	_	113	acl:relcl	_	TokenRange=605:612
116-117	dos	_	_	_	_	_	_	_	TokenRange=613:616
116	de	de	ADP	ADP	_	118	case	_	_
117	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	118	det	_	_
118	compromissos	compromisso	NOUN	NOUN	_	115	nmod	_	TokenRange=617:629
119	politicos	politico	ADJ	ADJ	_	118	amod	_	TokenRange=630:639
120	acertados	acertar	VERB	VERB	_	118	acl	_	TokenRange=640:649
121-122	pelo	_	_	_	_	_	_	_	TokenRange=650:654
121	por	por	ADP	ADP	_	123	case	_	_
122	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	123	det	_	_
123	expresidente	expresidente	NOUN	NOUN	_	120	nmod	_	TokenRange=655:667
124-125	do	_	_	_	_	_	_	_	TokenRange=668:670
124	de	de	ADP	ADP	_	126	case	_	_
125	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	126	det	_	_
126	grupo	grupo	NOUN	NOUN	_	123	nmod	_	TokenRange=671:676
127	marcelo	marcelo	NOUN	NOUN	_	126	appos	_	TokenRange=677:684
128	odebrecht	_	PROPN	PNOUN	_	127	flat	_	TokenRange=685:694
129	preso	_	VERB	VERB	_	118	acl	_	TokenRange=695:700
130-131	na	_	_	_	_	_	_	_	TokenRange=701:703
130	em	em	ADP	ADP	_	132	case	_	_
131	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	132	det	_	_
132	lava	lava	NOUN	NOUN	_	129	nmod	_	TokenRange=704:708
133	jato	jato	NOUN	NOUN	_	132	flat	_	TokenRange=709:713
134	desde	_	ADP	ADP	_	135	case	_	TokenRange=714:719
135	2015	_	NUM	NUM	NumType=Card	141	nmod	_	TokenRange=720:724
136-137	na	_	_	_	_	_	_	_	TokenRange=725:727
136	em	em	ADP	ADP	_	138	case	_	_
137	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	138	det	_	_
138	quintafeira	quintafeira	NOUN	NOUN	_	141	nmod	_	TokenRange=728:739
139	ele	_	PRON	PRON	_	141	nsubj:pass	_	TokenRange=740:743
140	foi	_	AUX	AUX	_	141	aux:pass	_	TokenRange=744:747
141	ouvido	ouvir	VERB	VERB	_	87	parataxis	_	TokenRange=748:754
142	por	por	ADP	ADP	_	135	case	_	SpacesAfter=\s\s|TokenRange=755:758

