# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja dicas sobre compras de natal para aproveitar ofertas e evitar furadas em que caso cabe trocar a nota fiscal e realmente necessaria para destrinchar assunto procuradorgeral do mpdf esclarece questionamentos mais frequentes quais sao as regras para trocas o que fazer se o produto comprado pela internet chega depois do dia 25 posso me arrepender e devolver o g1 tira as duvidas mais frequentes que surgem quando o assunto e compra de
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
2	dicas	dica	NOUN	NOUN	_	1	obj	_	TokenRange=5:10
3	sobre	_	ADP	ADP	_	4	case	_	TokenRange=11:16
4	compras	compra	NOUN	NOUN	_	2	nmod	_	TokenRange=17:24
5	de	de	ADP	ADP	_	6	case	_	TokenRange=25:27
6	natal	_	PROPN	PNOUN	_	4	nmod	_	TokenRange=28:33
7	para	_	ADP	ADP	_	8	mark	_	TokenRange=34:38
8	aproveitar	aproveitar	VERB	VERB	_	1	advcl	_	TokenRange=39:49
9	ofertas	oferta	NOUN	NOUN	_	8	obj	_	TokenRange=50:57
10	e	e	CCONJ	CONJ	_	11	cc	_	TokenRange=58:59
11	evitar	evitar	VERB	VERB	_	8	conj	_	TokenRange=60:66
12	furadas	_	NOUN	NOUN	_	11	obj	_	TokenRange=67:74
13	em	em	ADP	ADP	_	16	mark	_	TokenRange=75:77
14	que	_	DET	DET	_	16	nmod	_	TokenRange=78:81
15	caso	caso	NOUN	NOUN	_	16	nmod	_	TokenRange=82:86
16	cabe	caber	VERB	VERB	_	31	advcl	_	TokenRange=87:91
17	trocar	trocar	VERB	VERB	_	16	xcomp	_	TokenRange=92:98
18	a	o	DET	DET	_	19	det	_	TokenRange=99:100
19	nota	nota	NOUN	NOUN	_	17	obj	_	TokenRange=101:105
20	fiscal	fiscal	ADJ	ADJ	_	19	amod	_	TokenRange=106:112
21	e	e	CCONJ	CONJ	_	23	cc	_	TokenRange=113:114
22	realmente	realmente	ADV	ADV	_	23	advmod	_	TokenRange=115:124
23	necessaria	necessar	ADJ	ADJ	_	19	conj	_	TokenRange=125:135
24	para	_	ADP	ADP	_	25	mark	_	TokenRange=136:140
25	destrinchar	destrinchar	VERB	VERB	_	23	nmod	_	TokenRange=141:152
26	assunto	assunto	NOUN	NOUN	_	25	obj	_	TokenRange=153:160
27	procuradorgeral	procuradorgeral	ADJ	ADJ	_	26	amod	_	TokenRange=161:176
28-29	do	_	_	_	_	_	_	_	TokenRange=177:179
28	de	de	ADP	ADP	_	30	case	_	_
29	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	30	det	_	_
30	mpdf	_	NOUN	NOUN	_	26	nmod	_	TokenRange=180:184
31	esclarece	esclarecer	VERB	VERB	_	1	parataxis	_	TokenRange=185:194
32	questionamentos	questionamento	NOUN	NOUN	_	31	obj	_	TokenRange=195:210
33	mais	mais	ADV	ADV	_	34	advmod	_	TokenRange=211:215
34	frequentes	frequente	ADJ	ADJ	_	32	amod	_	TokenRange=216:226
35	quais	_	PRON	PRON	_	32	acl:relcl	_	TokenRange=227:232
36	sao	_	AUX	AUX	_	35	cop	_	TokenRange=233:236
37	as	o	DET	DET	_	38	det	_	TokenRange=237:239
38	regras	regra	NOUN	NOUN	_	35	nsubj	_	TokenRange=240:246
39	para	para	ADP	ADP	_	40	case	_	TokenRange=247:251
40	trocas	_	NOUN	NOUN	_	38	nmod	_	TokenRange=252:258
41	o	_	PRON	PRON	_	38	appos	_	TokenRange=259:260
42	que	_	PRON	PRON	_	43	obj	_	TokenRange=261:264
43	fazer	fazer	VERB	VERB	_	41	acl:relcl	_	TokenRange=265:270
44	se	_	CCONJ	CONJ	_	51	mark	_	TokenRange=271:273
45	o	o	DET	DET	_	46	det	_	TokenRange=274:275
46	produto	produto	NOUN	NOUN	_	51	nsubj	_	TokenRange=276:283
47	comprado	comprar	VERB	VERB	_	46	acl	_	TokenRange=284:292
48-49	pela	_	_	_	_	_	_	_	TokenRange=293:297
48	por	por	ADP	ADP	_	50	case	_	_
49	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	50	det	_	_
50	internet	_	PROPN	PNOUN	_	47	nmod	_	TokenRange=298:306
51	chega	chegar	VERB	VERB	_	43	advcl	_	TokenRange=307:312
52	depois	depois	ADV	ADV	_	55	case	_	TokenRange=313:319
53-54	do	_	_	_	_	_	_	_	TokenRange=320:322
53	de	de	ADP	ADP	_	52	case	_	_
54	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	52	det	_	_
55	dia	dia	NOUN	NOUN	_	51	nmod	_	TokenRange=323:326
56	25	_	NUM	NUM	NumType=Card	55	nmod	_	TokenRange=327:329
57	posso	_	AUX	AUX	_	59	aux	_	TokenRange=330:335
58	me	_	PRON	PRON	_	59	obj	_	TokenRange=336:338
59	arrepender	arrepender	VERB	VERB	_	35	conj	_	TokenRange=339:349
60	e	e	CCONJ	CONJ	_	61	cc	_	TokenRange=350:351
61	devolver	devolver	VERB	VERB	_	59	conj	_	TokenRange=352:360
62	o	o	DET	DET	_	63	det	_	TokenRange=361:362
63	g1	_	NOUN	NOUN	_	61	obj	_	TokenRange=363:365
64	tira	tirar	VERB	VERB	_	1	conj	_	TokenRange=366:370
65	as	o	DET	DET	_	66	det	_	TokenRange=371:373
66	duvidas	duvida	NOUN	NOUN	_	64	obj	_	TokenRange=374:381
67	mais	mais	ADV	ADV	_	68	advmod	_	TokenRange=382:386
68	frequentes	frequente	ADJ	ADJ	_	66	amod	_	TokenRange=387:397
69	que	_	PRON	PRON	_	70	nsubj	_	TokenRange=398:401
70	surgem	surgir	VERB	VERB	_	66	acl:relcl	_	TokenRange=402:408
71	quando	_	CCONJ	CONJ	_	75	mark	_	TokenRange=409:415
72	o	o	DET	DET	_	73	det	_	TokenRange=416:417
73	assunto	assunto	NOUN	NOUN	_	75	nsubj	_	TokenRange=418:425
74	e	e	CCONJ	CONJ	_	75	cc	_	TokenRange=426:427
75	compra	compra	VERB	NOUN	_	70	advcl	_	TokenRange=428:434
76	de	de	ADP	ADP	_	75	mark	_	SpacesAfter=\s\s|TokenRange=435:437

