# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = nos brasileiros nao podemos chegar as eleicoes cabisbaixos afirmou o juiz federal sergio moro responsavel pelas acoes da operacao lava jato na primeira instancia em entrevista ao ao programa roda viva da tv cultura na noite desta segundafeira 26 as coisas vao mais lentamente no supremo diz moro eu sequer tenho opcao de cumprir ou nao cumprir afirma moro sobre ordem de prisao para lula o magistrado afirmou ao falar da corrida presidencial que nao se pode generalizar quando se fala de politicos mas que ha bons candidatos ao mesmo tempo segundo ele ha outros nao tao bons e ainda existem outros ainda que merecem juizo maior de censura espero que o stf tome a melhor decisao diz moro ao comentar as manifestacoes de 2015 e 2016 moro disse que as pessoas que sairam as ruas fizeram uma grande diferenca o juiz ressaltou que havia
1-2	nos	_	_	_	_	_	_	_	TokenRange=0:3
1	em	em	ADP	ADP	_	3	case	_	_
2	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	3	det	_	_
3	brasileiros	brasileiro	NOUN	NOUN	_	6	nmod	_	TokenRange=4:15
4	nao	nao	ADV	ADV	Polarity=Neg	6	advmod	_	TokenRange=16:19
5	podemos	_	AUX	AUX	_	6	aux	_	TokenRange=20:27
6	chegar	chegar	VERB	VERB	_	10	ccomp	_	TokenRange=28:34
7	as	o	DET	DET	_	8	det	_	TokenRange=35:37
8	eleicoes	eleicoe	NOUN	NOUN	_	6	obj	_	TokenRange=38:46
9	cabisbaixos	cabisbaixo	ADJ	ADJ	_	8	amod	_	TokenRange=47:58
10	afirmou	afirmar	VERB	VERB	_	0	root	_	TokenRange=59:66
11	o	o	DET	DET	_	12	det	_	TokenRange=67:68
12	juiz	juiz	NOUN	NOUN	_	10	nsubj	_	TokenRange=69:73
13	federal	federal	ADJ	ADJ	_	12	amod	_	TokenRange=74:81
14	sergio	sergio	NOUN	NOUN	_	12	appos	_	TokenRange=82:88
15	moro	moro	NOUN	NOUN	_	12	appos	_	TokenRange=89:93
16	responsavel	responsavel	ADJ	ADJ	_	12	amod	_	TokenRange=94:105
17-18	pelas	_	_	_	_	_	_	_	TokenRange=106:111
17	por	por	ADP	ADP	_	19	case	_	_
18	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	19	det	_	_
19	acoes	acoe	NOUN	NOUN	_	16	nmod	_	TokenRange=112:117
20-21	da	_	_	_	_	_	_	_	TokenRange=118:120
20	de	de	ADP	ADP	_	22	case	_	_
21	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	22	det	_	_
22	operacao	operacao	NOUN	NOUN	_	19	nmod	_	TokenRange=121:129
23	lava	lava	NOUN	NOUN	_	22	flat	_	TokenRange=130:134
24	jato	jato	NOUN	NOUN	_	23	flat	_	TokenRange=135:139
25-26	na	_	_	_	_	_	_	_	TokenRange=140:142
25	em	em	ADP	ADP	_	28	case	_	_
26	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	28	det	_	_
27	primeira	primeiro	ADJ	ADJ	_	28	amod	_	TokenRange=143:151
28	instancia	instancia	NOUN	NOUN	_	22	nmod	_	TokenRange=152:161
29	em	em	ADP	ADP	_	30	case	_	TokenRange=162:164
30	entrevista	entrevista	NOUN	NOUN	_	16	nmod	_	TokenRange=165:175
31-32	ao	_	_	_	_	_	_	_	TokenRange=176:178
31	a	a	ADP	ADP	_	35	case	_	_
32	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	35	det	_	_
33-34	ao	_	_	_	_	_	_	_	TokenRange=179:181
33	a	a	ADP	ADP	_	35	case	_	_
34	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	35	det	_	_
35	programa	programa	NOUN	NOUN	_	30	nmod	_	TokenRange=182:190
36	roda	roda	NOUN	NOUN	_	35	appos	_	TokenRange=191:195
37	viva	vivo	ADJ	ADJ	_	36	amod	_	TokenRange=196:200
38-39	da	_	_	_	_	_	_	_	TokenRange=201:203
38	de	de	ADP	ADP	_	40	case	_	_
39	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	40	det	_	_
40	tv	tv	NOUN	NOUN	_	35	nmod	_	TokenRange=204:206
41	cultura	cultura	NOUN	NOUN	_	40	flat	_	TokenRange=207:214
42-43	na	_	_	_	_	_	_	_	TokenRange=215:217
42	em	em	ADP	ADP	_	44	case	_	_
43	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
44	noite	noite	NOUN	NOUN	_	16	nmod	_	TokenRange=218:223
45	desta	_	ADP	ADP	_	46	case	_	TokenRange=224:229
46	segundafeira	_	NOUN	NOUN	_	44	nmod	_	TokenRange=230:242
47	26	_	NUM	NUM	NumType=Card	50	nmod	_	TokenRange=243:245
48	as	o	DET	DET	_	49	det	_	TokenRange=246:248
49	coisas	coisa	NOUN	NOUN	_	50	nsubj	_	TokenRange=249:255
50	vao	_	VERB	VERB	_	10	parataxis	_	TokenRange=256:259
51	mais	mais	ADV	ADV	_	52	advmod	_	TokenRange=260:264
52	lentamente	lentamente	ADV	ADV	_	50	advmod	_	TokenRange=265:275
53-54	no	_	_	_	_	_	_	_	TokenRange=276:278
53	em	em	ADP	ADP	_	55	case	_	_
54	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	55	det	_	_
55	supremo	supremo	NOUN	NOUN	_	50	nmod	_	TokenRange=279:286
56	diz	dizer	VERB	VERB	_	10	parataxis	_	TokenRange=287:290
57	moro	moro	NOUN	NOUN	_	56	obj	_	TokenRange=291:295
58	eu	_	PRON	PRON	_	60	nsubj	_	TokenRange=296:298
59	sequer	sequer	ADV	ADV	_	60	advmod	_	TokenRange=299:305
60	tenho	ter	VERB	VERB	_	56	ccomp	_	TokenRange=306:311
61	opcao	opcao	NOUN	NOUN	_	60	obj	_	TokenRange=312:317
62	de	_	ADP	ADP	_	63	mark	_	TokenRange=318:320
63	cumprir	cumprir	VERB	VERB	_	61	nmod	_	TokenRange=321:328
64	ou	ou	CCONJ	CONJ	_	66	cc	_	TokenRange=329:331
65	nao	nao	ADV	ADV	Polarity=Neg	66	advmod	_	TokenRange=332:335
66	cumprir	cumprir	VERB	VERB	_	63	conj	_	TokenRange=336:343
67	afirma	afirmar	VERB	VERB	_	63	conj	_	TokenRange=344:350
68	moro	moro	NOUN	NOUN	_	158	obj	_	TokenRange=351:355
69	sobre	_	ADP	ADP	_	70	case	_	TokenRange=356:361
70	ordem	ordem	NOUN	NOUN	_	158	nmod	_	TokenRange=362:367
71	de	de	ADP	ADP	_	72	case	_	TokenRange=368:370
72	prisao	prisao	NOUN	NOUN	_	70	nmod	_	TokenRange=371:377
73	para	para	ADP	ADP	_	74	case	_	TokenRange=378:382
74	lula	lula	NOUN	NOUN	_	70	nmod	_	TokenRange=383:387
75	o	o	DET	DET	_	76	det	_	TokenRange=388:389
76	magistrado	magistrado	NOUN	NOUN	_	158	nsubj	_	TokenRange=390:400
77	afirmou	afirmar	VERB	VERB	_	10	parataxis	_	TokenRange=401:408
78-79	ao	_	_	_	_	_	_	_	TokenRange=409:411
78	a	a	ADP	ADP	_	80	case	_	_
79	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	80	det	_	_
80	falar	falar	VERB	VERB	_	77	nmod	_	TokenRange=412:417
81-82	da	_	_	_	_	_	_	_	TokenRange=418:420
81	de	de	ADP	ADP	_	83	case	_	_
82	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	83	det	_	_
83	corrida	corrida	NOUN	NOUN	_	80	nmod	_	TokenRange=421:428
84	presidencial	presidencial	ADJ	ADJ	_	83	amod	_	TokenRange=429:441
85	que	_	PRON	PRON	_	89	nsubj	_	TokenRange=442:445
86	nao	nao	ADV	ADV	Polarity=Neg	89	advmod	_	TokenRange=446:449
87	se	_	PART	PRT	_	89	expl:pv	_	TokenRange=450:452
88	pode	_	AUX	AUX	_	89	aux	_	TokenRange=453:457
89	generalizar	generalizar	VERB	VERB	_	83	acl:relcl	_	TokenRange=458:469
90	quando	_	CCONJ	CONJ	_	92	mark	_	TokenRange=470:476
91	se	_	PART	PRT	_	92	expl:pv	_	TokenRange=477:479
92	fala	_	VERB	VERB	_	89	advcl	_	TokenRange=480:484
93	de	de	ADP	ADP	_	94	case	_	TokenRange=485:487
94	politicos	politico	NOUN	NOUN	_	92	nmod	_	TokenRange=488:497
95	mas	mas	CCONJ	CONJ	_	97	cc	_	TokenRange=498:501
96	que	que	CCONJ	CONJ	_	97	mark	_	TokenRange=502:505
97	ha	har	VERB	VERB	_	89	conj	_	TokenRange=506:508
98	bons	bom	ADJ	ADJ	_	99	amod	_	TokenRange=509:513
99	candidatos	candidato	NOUN	NOUN	_	97	obj	_	TokenRange=514:524
100-101	ao	_	_	_	_	_	_	_	TokenRange=525:527
100	a	a	ADP	ADP	_	103	case	_	_
101	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	103	det	_	_
102	mesmo	mesmo	ADJ	ADJ	_	103	amod	_	TokenRange=528:533
103	tempo	tempo	NOUN	NOUN	_	97	nmod	_	TokenRange=534:539
104	segundo	_	ADP	ADP	_	105	case	_	TokenRange=540:547
105	ele	_	PRON	PRON	_	106	nmod	_	TokenRange=548:551
106	ha	_	VERB	VERB	_	56	ccomp	_	TokenRange=552:554
107	outros	_	PRON	PRON	_	106	obj	_	TokenRange=555:561
108	nao	nao	ADV	ADV	_	110	advmod	_	TokenRange=562:565
109	tao	tao	ADV	ADV	_	110	advmod	_	TokenRange=566:569
110	bons	bom	ADJ	ADJ	_	107	amod	_	TokenRange=570:574
111	e	e	CCONJ	CONJ	_	113	cc	_	TokenRange=575:576
112	ainda	ainda	ADV	ADV	_	113	advmod	_	TokenRange=577:582
113	existem	existir	VERB	VERB	_	89	conj	_	TokenRange=583:590
114	outros	_	PRON	PRON	_	113	nsubj	_	TokenRange=591:597
115	ainda	ainda	ADV	ADV	_	117	advmod	_	TokenRange=598:603
116	que	_	CCONJ	CONJ	_	117	mark	_	TokenRange=604:607
117	merecem	merecer	VERB	VERB	_	114	acl:relcl	_	TokenRange=608:615
118	juizo	juizo	NOUN	NOUN	_	117	obj	_	TokenRange=616:621
119	maior	maior	ADJ	ADJ	_	118	amod	_	TokenRange=622:627
120	de	de	ADP	ADP	_	121	case	_	TokenRange=628:630
121	censura	censura	NOUN	NOUN	_	118	nmod	_	TokenRange=631:638
122	espero	esperar	VERB	VERB	_	113	parataxis	_	TokenRange=639:645
123	que	que	CCONJ	CONJ	_	126	mark	_	TokenRange=646:649
124	o	o	DET	DET	_	125	det	_	TokenRange=650:651
125	stf	_	NOUN	NOUN	_	126	nsubj	_	TokenRange=652:655
126	tome	tomar	VERB	VERB	_	122	ccomp	_	TokenRange=656:660
127	a	o	DET	DET	_	129	det	_	TokenRange=661:662
