# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja ponto a ponto o que diz a defesa de temer entregue a camara relator na comissao de constituicao e justica devera apresentar parecer na proxima segundafeira 10 depois de apreciada no colegiado denuncia sera votada no plenario da camara a defesa do presidente da republica michel temer entregue nesta quartafeira 5 a comissao de constituicao e justica ccj da camara diz que a denuncia por corrupcao passiva apresentada pela procuradoria geral da republica recorreu aos recursos intelectuais da suposicao da hipotese e das ilacoes leia a integra da defesa de temer o documento entregue pela defesa a ccj tem 98 paginas e esta dividido em topicos a peca e assinada pelo advogado antonio claudio mariz de oliveira especial g1 temer na mira da justica veja ponto a ponto o que diz a defesa de temer no primeiro topico a defesa questiona o fato de a pgr ter firmado acordo de delacao premiada com
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
2	ponto	ponto	NOUN	NOUN	_	1	obj	_	TokenRange=5:10
3	a	_	ADP	ADP	_	4	case	_	TokenRange=11:12
4	ponto	ponto	NOUN	NOUN	_	2	nmod	_	TokenRange=13:18
5	o	_	PRON	PRON	_	1	obj	_	TokenRange=19:20
6	que	_	PRON	PRON	_	7	nsubj	_	TokenRange=21:24
7	diz	dizer	VERB	VERB	_	5	acl:relcl	_	TokenRange=25:28
8	a	o	DET	DET	_	9	det	_	TokenRange=29:30
9	defesa	_	NOUN	NOUN	_	24	nsubj	_	TokenRange=31:37
10	de	de	ADP	ADP	_	11	case	_	TokenRange=38:40
11	temer	temer	NOUN	NOUN	_	9	nmod	_	TokenRange=41:46
12	entregue	entregar	VERB	VERB	_	9	acl	_	TokenRange=47:55
13	a	_	ADP	ADP	_	14	case	_	TokenRange=56:57
14	camara	camara	NOUN	NOUN	_	12	iobj	_	TokenRange=58:64
15	relator	relator	NOUN	NOUN	_	24	obj	_	TokenRange=65:72
16-17	na	_	_	_	_	_	_	_	TokenRange=73:75
16	em	em	ADP	ADP	_	18	case	_	_
17	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	18	det	_	_
18	comissao	comissao	NOUN	NOUN	_	15	nmod	_	TokenRange=76:84
19	de	de	ADP	ADP	_	20	case	_	TokenRange=85:87
20	constituicao	constituicao	NOUN	NOUN	_	18	nmod	_	TokenRange=88:100
21	e	e	CCONJ	CONJ	_	22	cc	_	TokenRange=101:102
22	justica	_	NOUN	NOUN	_	20	conj	_	TokenRange=103:110
23	devera	dever	AUX	AUX	_	24	aux	_	TokenRange=111:117
24	apresentar	apresentar	VERB	VERB	_	1	ccomp	_	TokenRange=118:128
25	parecer	parecer	NOUN	NOUN	_	24	obj	_	TokenRange=129:136
26-27	na	_	_	_	_	_	_	_	TokenRange=137:139
26	em	em	ADP	ADP	_	29	case	_	_
27	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	29	det	_	_
28	proxima	proximo	ADJ	ADJ	_	29	amod	_	TokenRange=140:147
29	segundafeira	_	NOUN	NOUN	_	24	nmod	_	TokenRange=148:160
30	10	_	NUM	NUM	NumType=Card	29	nmod	_	TokenRange=161:163
31	depois	depois	ADV	ADV	_	33	mark	_	TokenRange=164:170
32	de	_	ADP	ADP	_	31	fixed	_	TokenRange=171:173
33	apreciada	apreciar	VERB	VERB	_	39	advcl	_	TokenRange=174:183
34-35	no	_	_	_	_	_	_	_	TokenRange=184:186
34	em	em	ADP	ADP	_	37	case	_	_
35	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	37	det	_	_
36	colegiado	_	ADJ	ADJ	_	37	amod	_	TokenRange=187:196
37	denuncia	denuncia	NOUN	NOUN	_	33	nmod	_	TokenRange=197:205
38	sera	_	AUX	AUX	_	39	aux:pass	_	TokenRange=206:210
39	votada	votar	VERB	VERB	_	24	advcl	_	TokenRange=211:217
40-41	no	_	_	_	_	_	_	_	TokenRange=218:220
40	em	em	ADP	ADP	_	42	case	_	_
41	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	42	det	_	_
42	plenario	plenario	NOUN	NOUN	_	39	nmod	_	TokenRange=221:229
43-44	da	_	_	_	_	_	_	_	TokenRange=230:232
43	de	de	ADP	ADP	_	45	case	_	_
44	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	45	det	_	_
45	camara	camara	NOUN	NOUN	_	42	nmod	_	TokenRange=233:239
46	a	o	DET	DET	_	47	det	_	TokenRange=240:241
47	defesa	_	NOUN	NOUN	_	39	nsubj:pass	_	TokenRange=242:248
48-49	do	_	_	_	_	_	_	_	TokenRange=249:251
