# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = confira 20 temas polemicos que aguardam deputados e senadores apos o fim do recesso deputados e senadores retomam os trabalhos em 2 de fevereiro reforma da previdencia cassacao de paulo maluf e processo disciplinar de lucio vieira lima estao na pauta legislativa temas polemicos como reforma da previdencia social restricao ao foro privilegiado mudanca na chamada regra de ouro da economia e perda do mandato do deputado paulo maluf ppsp aguardam deputados e senadores na volta do recesso parlamentar em 2 de fevereiro a lista de assuntos espinhosos na fila de 2018 inclui medidas economicas impopulares com as quais o governo federal conta com a aprovacao para tentar diminuir o rombo nas contas publicas a proximidade das eleicoes em outubro porem podera ser um complicador para o palacio do planalto
1	confira	conferir	VERB	VERB	_	0	root	_	TokenRange=0:7
2	20	_	NUM	NUM	NumType=Card	3	nummod	_	TokenRange=8:10
3	temas	tema	NOUN	NOUN	_	1	obj	_	TokenRange=11:16
4	polemicos	polemico	ADJ	ADJ	_	3	amod	_	TokenRange=17:26
5	que	_	PRON	PRON	_	6	nsubj	_	TokenRange=27:30
6	aguardam	aguardar	VERB	VERB	_	3	acl:relcl	_	TokenRange=31:39
7	deputados	deputado	NOUN	NOUN	_	6	obj	_	TokenRange=40:49
8	e	e	CCONJ	CONJ	_	9	cc	_	TokenRange=50:51
9	senadores	senador	NOUN	NOUN	_	7	conj	_	TokenRange=52:61
10	apos	_	ADP	ADP	_	12	case	_	TokenRange=62:66
11	o	o	DET	DET	_	12	det	_	TokenRange=67:68
12	fim	fim	NOUN	NOUN	_	19	nmod	_	TokenRange=69:72
13-14	do	_	_	_	_	_	_	_	TokenRange=73:75
13	de	de	ADP	ADP	_	15	case	_	_
14	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	15	det	_	_
15	recesso	recesso	NOUN	NOUN	_	12	nmod	_	TokenRange=76:83
16	deputados	deputado	NOUN	NOUN	_	19	nsubj	_	TokenRange=84:93
17	e	e	CCONJ	CONJ	_	18	cc	_	TokenRange=94:95
18	senadores	senador	NOUN	NOUN	_	16	conj	_	TokenRange=96:105
19	retomam	retomar	VERB	VERB	_	1	conj	_	TokenRange=106:113
20	os	o	DET	DET	_	21	det	_	TokenRange=114:116
21	trabalhos	trabalho	NOUN	NOUN	_	19	obj	_	TokenRange=117:126
22	em	em	ADP	ADP	_	23	case	_	TokenRange=127:129
23	2	_	NUM	NUM	NumType=Card	19	nmod	_	TokenRange=130:131
24	de	de	ADP	ADP	_	25	case	_	TokenRange=132:134
25	fevereiro	_	PROPN	PNOUN	_	23	nmod	_	TokenRange=135:144
26	reforma	reforma	NOUN	NOUN	_	19	obj	_	TokenRange=145:152
27-28	da	_	_	_	_	_	_	_	TokenRange=153:155
27	de	de	ADP	ADP	_	29	case	_	_
28	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	29	det	_	_
29	previdencia	previdencia	NOUN	NOUN	_	26	nmod	_	TokenRange=156:167
30	cassacao	cassacao	NOUN	NOUN	_	26	appos	_	TokenRange=168:176
31	de	de	ADP	ADP	_	32	case	_	TokenRange=177:179
32	paulo	paulo	NOUN	NOUN	_	30	nmod	_	TokenRange=180:185
33	maluf	_	NOUN	NOUN	_	32	flat	_	TokenRange=186:191
34	e	e	CCONJ	CONJ	_	35	cc	_	TokenRange=192:193
35	processo	processo	NOUN	NOUN	_	32	conj	_	TokenRange=194:202
36	disciplinar	disciplinar	ADJ	ADJ	_	35	amod	_	TokenRange=203:214
37	de	de	ADP	ADP	_	38	case	_	TokenRange=215:217
38	lucio	lucio	NOUN	NOUN	_	35	nmod	_	TokenRange=218:223
39	vieira	vieira	NOUN	NOUN	_	38	flat	_	TokenRange=224:230
40	lima	lima	ADJ	ADJ	_	38	flat	_	TokenRange=231:235
41	estao	_	VERB	VERB	_	1	conj	_	TokenRange=236:241
42-43	na	_	_	_	_	_	_	_	TokenRange=242:244
