# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = desafios do combate a violencia no para sao tema de sessao especial na alepa sessao especial sobre a campanha da fraternidade 2018 foi realizada nesta segundafeira 19 o tema da cf 2018 e fraternidade e superacao da violencia em cristo somos todos irmaos uma sessao especial sobre a campanha da fraternidade cf 2018 realizada nesta segundafeira 19 na assembleia legislativa do para alepa debateu o enfrentamento da violencia no para a cf e realizada anualmente pela igreja catolica no brasil e em conjunto com outras denominacoes cristas de forma ecumenica sempre no periodo da quaresma seu objetivo e despertar a solidariedade dos seus fieis e da sociedade em relacao a um problema concreto que envolve a sociedade brasileira buscando caminhos de solucao o tema da cf 2018 e fraternidade e superacao da violencia em cristo somos todos irmaos mateus 238 o evento foi requerido pelo deputado estadual carlos bordalo presidente da comissao de direitos humanos e defesa do consumidor da alepa somos uma sociedade doente e corremos o risco de nos tornarmos uma sociedade insensivel disse na sessao o padre bruno secchi representante da arquidiocese de belem ele foi um
1	desafios	desafio	NOUN	NOUN	_	11	nsubj	_	TokenRange=0:8
2-3	do	_	_	_	_	_	_	_	TokenRange=9:11
2	de	de	ADP	ADP	_	4	case	_	_
3	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	4	det	_	_
4	combate	combate	NOUN	NOUN	_	1	nmod	_	TokenRange=12:19
5	a	_	ADP	ADP	_	6	case	_	TokenRange=20:21
6	violencia	violencia	NOUN	NOUN	_	4	nmod	_	TokenRange=22:31
7-8	no	_	_	_	_	_	_	_	TokenRange=32:34
7	em	em	ADP	ADP	_	9	case	_	_
8	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	9	det	_	_
9	para	para	NOUN	NOUN	_	4	nmod	_	TokenRange=35:39
10	sao	_	AUX	AUX	_	11	cop	_	TokenRange=40:43
11	tema	tema	NOUN	NOUN	_	0	root	_	TokenRange=44:48
12	de	de	ADP	ADP	_	13	case	_	TokenRange=49:51
13	sessao	sessao	NOUN	NOUN	_	11	nmod	_	TokenRange=52:58
14	especial	especial	ADJ	ADJ	_	13	amod	_	TokenRange=59:67
15-16	na	_	_	_	_	_	_	_	TokenRange=68:70
15	em	em	ADP	ADP	_	17	case	_	_
16	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	17	det	_	_
17	alepa	alepa	NOUN	NOUN	_	11	nmod	_	TokenRange=71:76
18	sessao	sessao	NOUN	NOUN	_	11	nsubj	_	TokenRange=77:83
19	especial	especial	ADJ	ADJ	_	18	amod	_	TokenRange=84:92
20	sobre	_	ADP	ADP	_	22	case	_	TokenRange=93:98
21	a	o	DET	DET	_	22	det	_	TokenRange=99:100
22	campanha	campanha	NOUN	NOUN	_	18	nmod	_	TokenRange=101:109
23-24	da	_	_	_	_	_	_	_	TokenRange=110:112
23	de	de	ADP	ADP	_	25	case	_	_
24	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	25	det	_	_
25	fraternidade	fraternidade	NOUN	NOUN	_	22	nmod	_	TokenRange=113:125
26	2018	_	NUM	NUM	NumType=Card	25	nmod	_	TokenRange=126:130
27	foi	_	AUX	AUX	_	28	aux:pass	_	TokenRange=131:134
28	realizada	realizar	VERB	VERB	_	11	parataxis	_	TokenRange=135:144
29	nesta	_	ADP	ADP	_	30	case	_	TokenRange=145:150
30	segundafeira	_	NOUN	NOUN	_	28	nmod	_	TokenRange=151:163
31	19	_	NUM	NUM	NumType=Card	30	appos	_	TokenRange=164:166
32	o	o	DET	DET	_	33	det	_	TokenRange=167:168
33	tema	tema	NOUN	NOUN	_	28	nsubj:pass	_	TokenRange=169:173
34-35	da	_	_	_	_	_	_	_	TokenRange=174:176
34	de	de	ADP	ADP	_	36	case	_	_
35	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	36	det	_	_
36	cf	_	NOUN	NOUN	_	33	nmod	_	TokenRange=177:179
37	2018	_	NUM	NUM	NumType=Card	36	appos	_	TokenRange=180:184
38	e	e	CCONJ	CONJ	_	39	cc	_	TokenRange=185:186
39	fraternidade	fraternidade	NOUN	NOUN	_	36	conj	_	TokenRange=187:199
40	e	e	CCONJ	CONJ	_	41	cc	_	TokenRange=200:201
41	superacao	superacao	NOUN	NOUN	_	39	conj	_	TokenRange=202:211
42-43	da	_	_	_	_	_	_	_	TokenRange=212:214
42	de	de	ADP	ADP	_	44	case	_	_
43	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
44	violencia	violencia	NOUN	NOUN	_	39	nmod	_	TokenRange=215:224
45	em	em	ADP	ADP	_	46	case	_	TokenRange=225:227
46	cristo	cristo	NOUN	NOUN	_	44	nmod	_	TokenRange=228:234
47	somos	ser	AUX	AUX	_	49	cop	_	TokenRange=235:240
48	todos	_	DET	DET	_	49	det	_	TokenRange=241:246
49	irmaos	irmao	NOUN	NOUN	_	28	conj	_	TokenRange=247:253
50	uma	um	DET	DET	_	51	det	_	TokenRange=254:257
51	sessao	sessao	NOUN	NOUN	_	28	nsubj:pass	_	TokenRange=258:264
52	especial	especial	ADJ	ADJ	_	51	amod	_	TokenRange=265:273
53	sobre	_	ADP	ADP	_	55	case	_	TokenRange=274:279
54	a	o	DET	DET	_	55	det	_	TokenRange=280:281
55	campanha	campanha	NOUN	NOUN	_	51	nmod	_	TokenRange=282:290
56-57	da	_	_	_	_	_	_	_	TokenRange=291:293
56	de	de	ADP	ADP	_	58	case	_	_
57	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	58	det	_	_
58	fraternidade	fraternidade	NOUN	NOUN	_	55	nmod	_	TokenRange=294:306
59	cf	_	X	NOUN	_	58	appos	_	TokenRange=307:309
60	2018	_	NUM	NUM	NumType=Card	58	appos	_	TokenRange=310:314
61	realizada	realizar	VERB	VERB	_	51	acl	_	TokenRange=315:324
62	nesta	_	ADP	ADP	_	63	case	_	TokenRange=325:330
63	segundafeira	_	NOUN	NOUN	_	61	nmod	_	TokenRange=331:343
64	19	_	NUM	NUM	NumType=Card	63	appos	_	TokenRange=344:346
65-66	na	_	_	_	_	_	_	_	TokenRange=347:349
65	em	em	ADP	ADP	_	67	case	_	_
66	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	67	det	_	_
67	assembleia	assembleia	NOUN	NOUN	_	61	nmod	_	TokenRange=350:360
68	legislativa	legislativo	ADJ	ADJ	_	67	amod	_	TokenRange=361:372
69-70	do	_	_	_	_	_	_	_	TokenRange=373:375
69	de	de	ADP	ADP	_	71	case	_	_
70	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	71	det	_	_
71	para	para	ADP	NOUN	_	67	nmod	_	TokenRange=376:380
72	alepa	alepa	NOUN	NOUN	_	71	flat	_	TokenRange=381:386
73	debateu	debater	VERB	VERB	_	11	parataxis	_	TokenRange=387:394
74	o	o	DET	DET	_	75	det	_	TokenRange=395:396
75	enfrentamento	enfrentamento	NOUN	NOUN	_	73	obj	_	TokenRange=397:410
76-77	da	_	_	_	_	_	_	_	TokenRange=411:413
76	de	de	ADP	ADP	_	78	case	_	_
77	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	78	det	_	_
78	violencia	violencia	NOUN	NOUN	_	75	nmod	_	TokenRange=414:423
79-80	no	_	_	_	_	_	_	_	TokenRange=424:426
79	em	em	ADP	ADP	_	81	case	_	_
80	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	81	det	_	_
81	para	para	NOUN	NOUN	_	78	nmod	_	TokenRange=427:431
82	a	o	DET	DET	_	83	det	_	TokenRange=432:433
83	cf	_	NOUN	NOUN	_	73	nsubj	_	TokenRange=434:436
84	e	e	CCONJ	CONJ	_	85	cc	_	TokenRange=437:438
85	realizada	realizar	VERB	VERB	_	187	conj	_	TokenRange=439:448
86	anualmente	anualmente	ADV	ADV	_	85	advmod	_	TokenRange=449:459
87-88	pela	_	_	_	_	_	_	_	TokenRange=460:464
87	por	por	ADP	ADP	_	89	case	_	_
88	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	89	det	_	_
89	igreja	igreja	NOUN	NOUN	_	85	nmod	_	TokenRange=465:471
90	catolica	catolico	ADJ	ADJ	_	89	amod	_	TokenRange=472:480
91-92	no	_	_	_	_	_	_	_	TokenRange=481:483
91	em	em	ADP	ADP	_	93	case	_	_
92	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	93	det	_	_
93	brasil	brasil	NOUN	NOUN	_	89	nmod	_	TokenRange=484:490
94	e	e	CCONJ	CONJ	_	96	cc	_	TokenRange=491:492
95	em	em	ADP	ADP	_	96	case	_	TokenRange=493:495
96	conjunto	conjunto	NOUN	NOUN	_	89	conj	_	TokenRange=496:504
97	com	com	ADP	ADP	_	99	case	_	TokenRange=505:508
98	outras	_	DET	DET	_	99	det	_	TokenRange=509:515
99	denominacoes	denominacoe	NOUN	NOUN	_	96	nmod	_	TokenRange=516:528
100	cristas	crista	ADJ	ADJ	_	99	amod	_	TokenRange=529:536
101	de	de	ADP	ADP	_	102	case	_	TokenRange=537:539
102	forma	forma	NOUN	NOUN	_	96	nmod	_	TokenRange=540:545
103	ecumenica	ecumenico	ADJ	ADJ	_	102	amod	_	TokenRange=546:555
104	sempre	sempre	ADV	ADV	_	107	advmod	_	TokenRange=556:562
105-106	no	_	_	_	_	_	_	_	TokenRange=563:565
105	em	em	ADP	ADP	_	107	case	_	_
106	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	107	det	_	_
107	periodo	periodo	NOUN	NOUN	_	200	nmod	_	TokenRange=566:573
108-109	da	_	_	_	_	_	_	_	TokenRange=574:576
108	de	de	ADP	ADP	_	110	case	_	_
109	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	110	det	_	_
110	quaresma	quaresma	NOUN	NOUN	_	107	nmod	_	TokenRange=577:585
111	seu	_	DET	DET	_	112	det:poss	_	TokenRange=586:589
112	objetivo	objetivo	NOUN	NOUN	_	11	conj	_	TokenRange=590:598
113	e	e	CCONJ	CONJ	_	114	cc	_	TokenRange=599:600
114	despertar	despertar	VERB	VERB	_	112	conj	_	TokenRange=601:610
115	a	o	DET	DET	_	116	det	_	TokenRange=611:612
116	solidariedade	solidariedade	NOUN	NOUN	_	114	obj	_	TokenRange=613:626
117-118	dos	_	_	_	_	_	_	_	TokenRange=627:630
117	de	de	ADP	ADP	_	120	case	_	_
118	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	120	det	_	_
119	seus	_	DET	DET	_	120	det:poss	_	TokenRange=631:635
120	fieis	_	NOUN	NOUN	_	116	nmod	_	TokenRange=636:641
121	e	e	CCONJ	CONJ	_	124	cc	_	TokenRange=642:643
122-123	da	_	_	_	_	_	_	_	TokenRange=644:646
122	de	de	ADP	ADP	_	124	case	_	_
123	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	124	det	_	_
124	sociedade	sociedade	NOUN	NOUN	_	120	conj	_	TokenRange=647:656
125	em	em	ADP	ADP	_	126	case	_	TokenRange=657:659
126	relacao	relacao	NOUN	NOUN	_	85	nmod	_	TokenRange=660:667
127	a	_	ADP	ADP	_	129	case	_	TokenRange=668:669
128	um	um	DET	DET	_	129	det	_	TokenRange=670:672
129	problema	problema	NOUN	NOUN	_	126	nmod	_	TokenRange=673:681
130	concreto	concreto	ADJ	ADJ	_	129	amod	_	TokenRange=682:690
131	que	_	PRON	PRON	_	132	nsubj	_	TokenRange=691:694
132	envolve	envolver	VERB	VERB	_	129	acl:relcl	_	TokenRange=695:702
133	a	o	DET	DET	_	134	det	_	TokenRange=703:704
134	sociedade	sociedade	NOUN	NOUN	_	132	obj	_	TokenRange=705:714
135	brasileira	brasileiro	ADJ	ADJ	_	134	amod	_	TokenRange=715:725
136	buscando	buscar	VERB	VERB	_	51	acl	_	TokenRange=726:734
137	caminhos	caminho	NOUN	NOUN	_	136	obj	_	TokenRange=735:743
138	de	de	ADP	ADP	_	139	case	_	TokenRange=744:746
139	solucao	solucao	NOUN	NOUN	_	137	nmod	_	TokenRange=747:754
140	o	o	DET	DET	_	141	det	_	TokenRange=755:756
141	tema	tema	NOUN	NOUN	_	51	appos	_	TokenRange=757:761
142-143	da	_	_	_	_	_	_	_	TokenRange=762:764
142	de	de	ADP	ADP	_	144	case	_	_
143	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	144	det	_	_
144	cf	_	NOUN	NOUN	_	141	nmod	_	TokenRange=765:767
145	2018	_	NUM	NUM	NumType=Card	144	appos	_	TokenRange=768:772
146	e	e	CCONJ	CONJ	_	147	cc	_	TokenRange=773:774
147	fraternidade	fraternidade	NOUN	NOUN	_	144	conj	_	TokenRange=775:787
148	e	e	CCONJ	CONJ	_	149	cc	_	TokenRange=788:789
149	superacao	superacao	NOUN	NOUN	_	147	conj	_	TokenRange=790:799
150-151	da	_	_	_	_	_	_	_	TokenRange=800:802
150	de	de	ADP	ADP	_	152	case	_	_
151	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	152	det	_	_
152	violencia	violencia	NOUN	NOUN	_	147	nmod	_	TokenRange=803:812
153	em	em	ADP	ADP	_	154	case	_	TokenRange=813:815
154	cristo	cristo	NOUN	NOUN	_	152	nmod	_	TokenRange=816:822
155	somos	ser	AUX	AUX	_	157	cop	_	TokenRange=823:828
156	todos	_	DET	DET	_	157	det	_	TokenRange=829:834
157	irmaos	irmao	NOUN	NOUN	_	129	acl:relcl	_	TokenRange=835:841
