# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na ultima semana dois advogados contratados pelo exministro antonio palocci para negociar delacao premiada com a lava jato se reuniram com procuradores da republica no qg da forcatarefa em curitiba a poucos quilometros dali na sede da policia federal um delegado ouviu mais uma vez depoimento do expresidente da camara eduardo cunha pmdbrj tambem candidato a delator o deputado cassado promete revelar fatos comprometedores contra o presidente michel temer por 74 a 1 senado aprova raquel dodge para chefiar a pgr procuradores da lava jato dizem sim a raquel dodge raquel dodge e a lava jato pecas importantes para a lava jato nas apuracoes do suposto envolvimento de nomes do pt e do pmdb com foro privilegiado em crimes de corrupcao os dois candidatos a delator correm contra o relogio para fechar acordo com o ministerio publico federal antes da troca de comando na procuradoriageral da republica que ocorre em setembro criminalistas e procuradores ouvidos pela reportagem avaliaram que nao ha garantia para as negociacoes em andamento de que os termos tratados com a equipe de rodrigo janot sejam mantidos com a posse da nova procuradorageral raquel dodge ela foi nomeada por temer denunciado a justica apos a
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
1	em	em	ADP	ADP	_	4	case	_	_
2	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	4	det	_	_
3	ultima	_	ADJ	ADJ	_	4	amod	_	TokenRange=3:9
4	semana	semana	NOUN	NOUN	_	22	nmod	_	TokenRange=10:16
5	dois	_	NUM	NUM	NumType=Card	6	nummod	_	TokenRange=17:21
6	advogados	advogado	NOUN	NOUN	_	22	nsubj	_	TokenRange=22:31
7	contratados	contratar	VERB	VERB	_	6	acl	_	TokenRange=32:43
8-9	pelo	_	_	_	_	_	_	_	TokenRange=44:48
8	por	por	ADP	ADP	_	10	case	_	_
9	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	10	det	_	_
10	exministro	exministro	NOUN	NOUN	_	7	nmod	_	TokenRange=49:59
11	antonio	antonio	NOUN	NOUN	_	10	appos	_	TokenRange=60:67
12	palocci	_	NOUN	NOUN	_	11	flat	_	TokenRange=68:75
13	para	_	ADP	ADP	_	14	mark	_	TokenRange=76:80
14	negociar	negociar	VERB	VERB	_	7	advcl	_	TokenRange=81:89
15	delacao	delacao	NOUN	NOUN	_	14	obj	_	TokenRange=90:97
16	premiada	premiar	VERB	VERB	_	15	acl	_	TokenRange=98:106
17	com	com	ADP	ADP	_	19	case	_	TokenRange=107:110
18	a	o	DET	DET	_	19	det	_	TokenRange=111:112
19	lava	lava	NOUN	NOUN	_	16	nmod	_	TokenRange=113:117
20	jato	jato	NOUN	NOUN	_	19	flat	_	TokenRange=118:122
21	se	_	PRON	PRON	_	22	obj	_	TokenRange=123:125
22	reuniram	reunir	VERB	VERB	_	0	root	_	TokenRange=126:134
23	com	com	ADP	ADP	_	24	case	_	TokenRange=135:138
24	procuradores	procurador	NOUN	NOUN	_	22	nmod	_	TokenRange=139:151
25-26	da	_	_	_	_	_	_	_	TokenRange=152:154
