# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na manha da quintafeira 27 o detento antonio palocci filho retomou as conversas com os advogados para montagem dos anexos de sua delacao premiada que e negociada com a forcatarefa da operacao lava jato foi quando recebeu pela primeira vez noticias da repercussao da bomba relogio colocada no colo do expresidente lula sua carta ao pt de desfiliacao um artefato que atinge o coracao do partido criado pelos dois ha 36 anos que enfrenta sua pior crise a carta ao pt foi redigida por palocci de proprio punho da cadeia e entregue aos advogados para ser digitada e impressa o garrancho de medico virou tres paginas e meia de um documento assinado por ele na tercafeira 25 explosivas as palavras do exministro da fazenda de lula e da casa civil de dilma rousseff foram enderecadas a presidente nacional do partido a senadora gleisi hoffmann no dia seguinte a simbolica data de 26 de outubro quando completou um ano de prisao outras do blog moro da acesso a duda a documentos da lava jato o pessoal esta com a faca nos dentes delacoes conduzidas por miller sao mentirosas diz renan a pf cirurgicamente montada e
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
1	em	em	ADP	ADP	_	3	case	_	_
2	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	3	det	_	_
3	manha	manha	NOUN	NOUN	_	13	nmod	_	TokenRange=3:8
4-5	da	_	_	_	_	_	_	_	TokenRange=9:11
4	de	de	ADP	ADP	_	6	case	_	_
5	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	6	det	_	_
6	quintafeira	quintafeira	NOUN	NOUN	_	3	nmod	_	TokenRange=12:23
7	27	_	NUM	NUM	NumType=Card	6	nmod	_	TokenRange=24:26
8	o	o	DET	DET	_	9	det	_	TokenRange=27:28
9	detento	detento	NOUN	NOUN	_	13	nsubj	_	TokenRange=29:36
10	antonio	antonio	NOUN	NOUN	_	9	appos	_	TokenRange=37:44
11	palocci	_	NOUN	NOUN	_	9	appos	_	TokenRange=45:52
12	filho	filho	NOUN	NOUN	_	9	flat	_	TokenRange=53:58
13	retomou	retomar	VERB	VERB	_	0	root	_	TokenRange=59:66
14	as	o	DET	DET	_	15	det	_	TokenRange=67:69
15	conversas	_	NOUN	NOUN	_	13	obj	_	TokenRange=70:79
16	com	com	ADP	ADP	_	18	case	_	TokenRange=80:83
17	os	o	DET	DET	_	18	det	_	TokenRange=84:86
18	advogados	advogado	NOUN	NOUN	_	15	nmod	_	TokenRange=87:96
19	para	para	ADP	ADP	_	20	case	_	TokenRange=97:101
20	montagem	montagem	NOUN	NOUN	_	13	nmod	_	TokenRange=102:110
21-22	dos	_	_	_	_	_	_	_	TokenRange=111:114
21	de	de	ADP	ADP	_	23	case	_	_
22	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	23	det	_	_
23	anexos	anexo	NOUN	NOUN	_	20	nmod	_	TokenRange=115:121
24	de	de	ADP	ADP	_	26	case	_	TokenRange=122:124
25	sua	_	DET	DET	_	26	det:poss	_	TokenRange=125:128
26	delacao	delacao	NOUN	NOUN	_	23	nmod	_	TokenRange=129:136
27	premiada	premiar	VERB	VERB	_	26	acl	_	TokenRange=137:145
28	que	_	PRON	PRON	_	30	nsubj:pass	_	TokenRange=146:149
