# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = houve uma acao planejada com a participacao da pgr diz aecio senador tucano se diz vitima de armadilha e classifica prisao de sua irma andrea neves como experiencia traumatica brasilia em sua primeira entrevista exclusiva apos ser denunciado por corrupcao e obstrucao da justica com base na delacao do grupo jf o senador aecio neves psdbmg negou que tenha cometido crime e disse que foi gravado por joesley batista em uma acao planejada com a participacao de membros da procuradoriageral da republica apos a operacao patmos aecio chegou a ser afastado do mandato teve prisao preventiva solicitada e ficou em recolhimento domiciliar noturno ele admite apenas que cometeu um erro ao pedir r 2 milhoes para o empresario leia os principais trechos da entrevista concedida ao estado na quintafeira passada apos um 2017 turbulento qual e o seu projeto eleitoral para 2018 esta no seu radar voltar a camara essa possibilidade nao existe minha prioridade e responder de forma serena mas muito firme a todas essas denuncias que envolveram
1	houve	haver	VERB	VERB	_	0	root	_	TokenRange=0:5
2	uma	um	DET	DET	_	3	det	_	TokenRange=6:9
3	acao	acao	NOUN	NOUN	_	1	obj	_	TokenRange=10:14
4	planejada	planejar	VERB	VERB	_	3	acl	_	TokenRange=15:24
5	com	com	ADP	ADP	_	7	case	_	TokenRange=25:28
6	a	o	DET	DET	_	7	det	_	TokenRange=29:30
7	participacao	participacao	NOUN	NOUN	_	4	nmod	_	TokenRange=31:43
8-9	da	_	_	_	_	_	_	_	TokenRange=44:46
8	de	de	ADP	ADP	_	10	case	_	_
9	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	10	det	_	_
10	pgr	_	NOUN	NOUN	_	7	nmod	_	TokenRange=47:50
11	diz	dizer	VERB	VERB	_	1	parataxis	_	TokenRange=51:54
12	aecio	_	NOUN	NOUN	_	11	nsubj	_	TokenRange=55:60
13	senador	senador	NOUN	NOUN	_	17	nsubj	_	TokenRange=61:68
14	tucano	tucano	ADJ	ADJ	_	13	amod	_	TokenRange=69:75
15	se	_	PRON	PRON	_	17	expl:pv	_	TokenRange=76:78
16	diz	dizer	AUX	AUX	_	17	cop	_	TokenRange=79:82
17	vitima	vitima	NOUN	NOUN	_	1	ccomp	_	TokenRange=83:89
18	de	de	ADP	ADP	_	19	case	_	TokenRange=90:92
19	armadilha	armadilha	NOUN	NOUN	_	17	nmod	_	TokenRange=93:102
20	e	e	CCONJ	CONJ	_	21	cc	_	TokenRange=103:104
21	classifica	classificar	VERB	VERB	_	17	conj	_	TokenRange=105:115
22	prisao	prisao	NOUN	NOUN	_	21	obj	_	TokenRange=116:122
23	de	de	ADP	ADP	_	25	case	_	TokenRange=123:125
24	sua	_	DET	DET	_	25	det:poss	_	TokenRange=126:129
25	irma	irma	NOUN	NOUN	_	22	nmod	_	TokenRange=130:134
26	andrea	andreo	NOUN	NOUN	_	25	appos	_	TokenRange=135:141
27	neves	neve	NOUN	NOUN	_	26	flat	_	TokenRange=142:147
28	como	como	ADP	ADP	_	29	case	_	TokenRange=148:152
29	experiencia	experiencia	NOUN	NOUN	_	21	nmod	_	TokenRange=153:164
30	traumatica	traumatico	ADJ	ADJ	_	29	amod	_	TokenRange=165:175
31	brasilia	brasilia	NOUN	NOUN	_	29	appos	_	TokenRange=176:184
32	em	em	ADP	ADP	_	35	case	_	TokenRange=185:187
33	sua	_	DET	DET	_	35	det:poss	_	TokenRange=188:191
34	primeira	primeiro	ADJ	ADJ	_	35	amod	_	TokenRange=192:200
35	entrevista	entrevista	NOUN	NOUN	_	21	nmod	_	TokenRange=201:211
36	exclusiva	exclusivo	ADJ	ADJ	_	35	amod	_	TokenRange=212:221
37	apos	_	ADP	ADP	_	39	mark	_	TokenRange=222:226
38	ser	ser	AUX	AUX	_	39	aux:pass	_	TokenRange=227:230
39	denunciado	denunciar	VERB	VERB	_	21	advcl	_	TokenRange=231:241
40	por	por	ADP	ADP	_	41	case	_	TokenRange=242:245
41	corrupcao	corrupcao	NOUN	NOUN	_	39	nmod	_	TokenRange=246:255
42	e	e	CCONJ	CONJ	_	43	cc	_	TokenRange=256:257
43	obstrucao	obstrucao	NOUN	NOUN	_	41	conj	_	TokenRange=258:267
44-45	da	_	_	_	_	_	_	_	TokenRange=268:270
44	de	de	ADP	ADP	_	46	case	_	_
45	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	46	det	_	_
46	justica	_	NOUN	NOUN	_	43	nmod	_	TokenRange=271:278
47	com	com	ADP	ADP	_	48	case	_	TokenRange=279:282
48	base	base	NOUN	NOUN	_	39	nmod	_	TokenRange=283:287
49-50	na	_	_	_	_	_	_	_	TokenRange=288:290
49	em	em	ADP	ADP	_	51	case	_	_
50	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	51	det	_	_
51	delacao	delacao	NOUN	NOUN	_	48	nmod	_	TokenRange=291:298
52-53	do	_	_	_	_	_	_	_	TokenRange=299:301
52	de	de	ADP	ADP	_	54	case	_	_
53	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	54	det	_	_
54	grupo	grupo	NOUN	NOUN	_	51	nmod	_	TokenRange=302:307
55	jf	_	NOUN	NOUN	_	54	flat	_	TokenRange=308:310
56	o	o	DET	DET	_	57	det	_	TokenRange=311:312
57	senador	senador	NOUN	NOUN	_	61	nsubj	_	TokenRange=313:320
58	aecio	_	NOUN	NOUN	_	57	appos	_	TokenRange=321:326
59	neves	_	ADJ	ADJ	_	58	flat	_	TokenRange=327:332
60	psdbmg	_	PROPN	PNOUN	_	58	flat	_	TokenRange=333:339
61	negou	negar	VERB	VERB	_	1	parataxis	_	TokenRange=340:345
62	que	que	CCONJ	CONJ	_	64	mark	_	TokenRange=346:349
63	tenha	ter	AUX	AUX	_	64	aux	_	TokenRange=350:355
64	cometido	cometer	VERB	VERB	_	61	ccomp	_	TokenRange=356:364
65	crime	crime	NOUN	NOUN	_	64	obj	_	TokenRange=365:370
66	e	e	CCONJ	CONJ	_	67	cc	_	TokenRange=371:372
67	disse	dizer	VERB	VERB	_	61	conj	_	TokenRange=373:378
68	que	que	CCONJ	CONJ	_	70	mark	_	TokenRange=379:382
69	foi	_	AUX	AUX	_	70	aux:pass	_	TokenRange=383:386
70	gravado	gravar	VERB	VERB	_	67	ccomp	_	TokenRange=387:394
71	por	por	ADP	ADP	_	72	case	_	TokenRange=395:398
72	joesley	_	NOUN	NOUN	_	70	nmod	_	TokenRange=399:406
73	batista	batista	ADJ	ADJ	_	72	flat	_	TokenRange=407:414
74	em	em	ADP	ADP	_	76	case	_	TokenRange=415:417
75	uma	um	DET	DET	_	76	det	_	TokenRange=418:421
76	acao	acao	NOUN	NOUN	_	70	nmod	_	TokenRange=422:426
77	planejada	planejar	VERB	VERB	_	76	acl	_	TokenRange=427:436
78	com	com	ADP	ADP	_	80	case	_	TokenRange=437:440
79	a	o	DET	DET	_	80	det	_	TokenRange=441:442
80	participacao	participacao	NOUN	NOUN	_	77	nmod	_	TokenRange=443:455
81	de	de	ADP	ADP	_	82	case	_	TokenRange=456:458
82	membros	membro	NOUN	NOUN	_	80	nmod	_	TokenRange=459:466
83-84	da	_	_	_	_	_	_	_	TokenRange=467:469
83	de	de	ADP	ADP	_	85	case	_	_
84	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	85	det	_	_
85	procuradoriageral	procuradoriageral	NOUN	NOUN	_	82	nmod	_	TokenRange=470:487
86-87	da	_	_	_	_	_	_	_	TokenRange=488:490
86	de	de	ADP	ADP	_	88	case	_	_
87	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	88	det	_	_
88	republica	_	NOUN	NOUN	_	85	nmod	_	TokenRange=491:500
89	apos	_	ADP	ADP	_	91	case	_	TokenRange=501:505
90	a	o	DET	DET	_	91	det	_	TokenRange=506:507
91	operacao	operacao	NOUN	NOUN	_	169	nmod	_	TokenRange=508:516
92	patmos	_	NOUN	NOUN	_	91	appos	_	TokenRange=517:523
93	aecio	_	NOUN	NOUN	_	97	nsubj:pass	_	TokenRange=524:529
94	chegou	chegar	AUX	AUX	_	97	aux	_	TokenRange=530:536
95	a	_	ADP	ADP	_	97	mark	_	TokenRange=537:538
96	ser	ser	AUX	AUX	_	97	aux:pass	_	TokenRange=539:542
97	afastado	afastar	VERB	VERB	_	171	acl:relcl	_	TokenRange=543:551
98-99	do	_	_	_	_	_	_	_	TokenRange=552:554
98	de	de	ADP	ADP	_	100	case	_	_
99	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	100	det	_	_
100	mandato	mandato	NOUN	NOUN	_	97	nmod	_	TokenRange=555:562
101	teve	ter	VERB	VERB	_	61	ccomp	_	TokenRange=563:567
102	prisao	prisao	NOUN	NOUN	_	101	obj	_	TokenRange=568:574
103	preventiva	preventivo	ADJ	ADJ	_	102	amod	_	TokenRange=575:585
104	solicitada	solicitar	VERB	VERB	_	102	acl	_	TokenRange=586:596
105	e	e	CCONJ	CONJ	_	106	cc	_	TokenRange=597:598
106	ficou	ficar	VERB	VERB	_	101	conj	_	TokenRange=599:604
107	em	em	ADP	ADP	_	108	case	_	TokenRange=605:607
108	recolhimento	recolhimento	NOUN	NOUN	_	106	nmod	_	TokenRange=608:620
109	domiciliar	domiciliar	ADJ	ADJ	_	108	amod	_	TokenRange=621:631
110	noturno	noturno	ADJ	ADJ	_	108	amod	_	TokenRange=632:639
111	ele	_	PRON	PRON	_	112	nsubj	_	TokenRange=640:643
112	admite	admitir	VERB	VERB	_	101	conj	_	TokenRange=644:650
113	apenas	apenas	ADV	ADV	_	112	advmod	_	TokenRange=651:657
114	que	que	CCONJ	CONJ	_	115	mark	_	TokenRange=658:661
115	cometeu	cometer	VERB	VERB	_	112	ccomp	_	TokenRange=662:669
116	um	um	DET	DET	_	117	det	_	TokenRange=670:672
117	erro	erro	NOUN	NOUN	_	115	obj	_	TokenRange=673:677
118-119	ao	_	_	_	_	_	_	_	TokenRange=678:680
118	a	a	ADP	ADP	_	120	case	_	_
119	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	120	det	_	_
120	pedir	pedir	VERB	VERB	_	181	advcl	_	TokenRange=681:686
121	r	r	NOUN	NOUN	_	120	obj	_	TokenRange=687:688
122	2	_	NUM	NUM	NumType=Card	123	nummod	_	TokenRange=689:690
123	milhoes	_	NUM	NUM	NumType=Card	121	nummod	_	TokenRange=691:698
124	para	para	ADP	ADP	_	126	case	_	TokenRange=699:703
125	o	o	DET	DET	_	126	det	_	TokenRange=704:705
126	empresario	empresario	NOUN	NOUN	_	120	nmod	_	TokenRange=706:716
127	leia	ler	VERB	VERB	_	61	advcl	_	TokenRange=717:721
128	os	o	DET	DET	_	130	det	_	TokenRange=722:724
129	principais	principal	ADJ	ADJ	_	130	amod	_	TokenRange=725:735
130	trechos	trecho	NOUN	NOUN	_	127	obj	_	TokenRange=736:743
131-132	da	_	_	_	_	_	_	_	TokenRange=744:746
131	de	de	ADP	ADP	_	133	case	_	_
132	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	133	det	_	_
133	entrevista	entrevista	NOUN	NOUN	_	130	nmod	_	TokenRange=747:757
134	concedida	conceder	VERB	VERB	_	133	acl	_	TokenRange=758:767
135-136	ao	_	_	_	_	_	_	_	TokenRange=768:770
135	a	a	ADP	ADP	_	137	case	_	_
136	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	137	det	_	_
137	estado	estado	NOUN	NOUN	_	134	nmod	_	TokenRange=771:777
138-139	na	_	_	_	_	_	_	_	TokenRange=778:780
138	em	em	ADP	ADP	_	140	case	_	_
139	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	140	det	_	_
140	quintafeira	quintafeira	NOUN	NOUN	_	134	nmod	_	TokenRange=781:792
141	passada	passado	ADJ	ADJ	_	140	amod	_	TokenRange=793:800
142	apos	_	ADP	ADP	_	144	case	_	TokenRange=801:805
143	um	um	DET	DET	_	144	det	_	TokenRange=806:808
144	2017	_	NUM	NUM	NumType=Card	134	nmod	_	TokenRange=809:813
145	turbulento	turbulento	ADJ	ADJ	_	144	amod	_	TokenRange=814:824
146	qual	_	PRON	PRON	_	61	ccomp	_	TokenRange=825:829
147	e	e	CCONJ	CONJ	_	150	cc	_	TokenRange=830:831
148	o	o	DET	DET	_	150	det	_	TokenRange=832:833
149	seu	_	DET	DET	_	150	det:poss	_	TokenRange=834:837
150	projeto	projeto	NOUN	NOUN	_	146	conj	_	TokenRange=838:845
151	eleitoral	eleitoral	ADJ	ADJ	_	150	amod	_	TokenRange=846:855
152	para	para	ADP	ADP	_	153	case	_	TokenRange=856:860
153	2018	_	NUM	NUM	NumType=Card	150	nmod	_	TokenRange=861:865
154	esta	_	PRON	PRON	_	67	ccomp	_	TokenRange=866:870
155-156	no	_	_	_	_	_	_	_	TokenRange=871:873
155	em	em	ADP	ADP	_	158	case	_	_
156	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	158	det	_	_
157	seu	_	DET	DET	_	158	det:poss	_	TokenRange=874:877
158	radar	radar	NOUN	NOUN	_	154	nmod	_	TokenRange=878:883
159	voltar	voltar	VERB	VERB	_	154	csubj	_	TokenRange=884:890
160	a	_	ADP	ADP	_	161	case	_	TokenRange=891:892
161	camara	camara	NOUN	NOUN	_	159	nmod	_	TokenRange=893:899
162	essa	_	DET	DET	_	163	det	_	TokenRange=900:904
163	possibilidade	possibilidade	NOUN	NOUN	_	165	nsubj	_	TokenRange=905:918
164	nao	nao	ADV	ADV	Polarity=Neg	165	advmod	_	TokenRange=919:922
165	existe	existir	VERB	VERB	_	61	parataxis	_	TokenRange=923:929
166	minha	_	DET	DET	_	167	det:poss	_	TokenRange=930:935
167	prioridade	prioridade	NOUN	NOUN	_	165	nsubj	_	TokenRange=936:946
168	e	e	CCONJ	CONJ	_	169	cc	_	TokenRange=947:948
169	responder	responder	VERB	VERB	_	165	conj	_	TokenRange=949:958
170	de	de	ADP	ADP	_	171	case	_	TokenRange=959:961
171	forma	forma	NOUN	NOUN	_	169	nmod	_	TokenRange=962:967
172	serena	sereno	ADJ	ADJ	_	171	amod	_	TokenRange=968:974
173	mas	mas	CCONJ	CONJ	_	175	cc	_	TokenRange=975:978
174	muito	muito	ADV	ADV	_	175	advmod	_	TokenRange=979:984
175	firme	firme	ADJ	ADJ	_	172	conj	_	TokenRange=985:990
176	a	_	ADP	ADP	_	179	case	_	TokenRange=991:992
177	todas	_	DET	DET	_	179	det	_	TokenRange=993:998
178	essas	_	DET	DET	_	179	det	_	TokenRange=999:1004
179	denuncias	_	NOUN	NOUN	_	169	nmod	_	TokenRange=1005:1014
180	que	_	PRON	PRON	_	181	obj	_	TokenRange=1015:1018
181	envolveram	envolver	VERB	VERB	_	179	acl:relcl	_	SpacesAfter=\s\s|TokenRange=1019:1029

