news_id,betweenness,closeness,eigenvector,katz,pagerank,hubs,authorities,clustering,average_clustering,correlation,transitivity,density,label
1,0.040346083788706744,0.11543715846994534,0.3314596066672646,0.18603869222550676,0.04455400753830165,0.16713030506252494,0.16430670124028685,0.16666666666666666,0.00972454964390448,0.038034387774674584,0.02577319587628866,0.01956636700158646,fake
1,0.013670539986329461,0.052380952380952375,0.3333333333333335,0.1370798039132723,0.024396136443122857,0.5358487466682913,0.2586520225041535,0.08333333333333333,0.002564102564102564,0.14127007644050218,0.007352941176470588,0.013986013986013986,true
10,0.06174476864132036,0.054039150813344365,0.27686532244612316,0.1188132888633965,0.016999649530445058,0.5586662452689117,0.11417655676284708,0.08333333333333333,0.001530131826741996,-0.03923337934405493,0.0023584905660377358,0.01006808633927278,fake
10,0.07611023690882071,0.06720430107526881,0.3479296470597743,0.122806365842287,0.019569971790656216,0.3668202331476559,0.07204012177095401,0.5,0.008094903926482874,0.04740539014751273,0.007836990595611285,0.009612903225806452,true
100,0.01580634963645396,0.09123307198859587,0.5331616184200406,0.13983635515536108,0.028306458896131186,0.39523552731692446,0.11573858066188095,0.0,0.0,-0.139616509491782,0.0,0.009929361588697854,fake
100,0.04678899082568808,0.09970572961744852,0.41290962691440314,0.14819133400337675,0.02453456502945469,0.18715776099789458,0.09918524859936238,0.5,0.033700476354850295,0.12879100857452852,0.04259259259259259,0.012760633861551293,true
1000,0.05303126119859187,0.060911614190302714,0.2835629178194661,0.09040399783124796,0.010042537487943842,0.3332964976367969,0.0765454207686651,1.0,0.00873088264392612,0.0030727105965352927,0.007368421052631579,0.005019135453918063,fake
1000,0.014660722214000296,0.05678111587982833,0.303649311975129,0.10954565407177806,0.01734453080867029,0.1836691743398363,0.07259982256569714,0.5,0.00785791192402555,0.13170805621742018,0.0056179775280898875,0.0055940721176772675,true
1001,0.12707390648567118,0.11756168359941944,0.7071028839386361,0.1611528636203203,0.044645210726532034,0.6646000469243394,0.22199212227731924,0.5,0.027672955974842768,-0.1421323697693752,0.014925373134328358,0.022859216255442672,fake
1001,0.023518769787426504,0.06152165999271933,0.9967219657303921,0.13371915863864595,0.028621755700752944,0.5163594974222432,0.14590666877330716,0.5,0.00892857142857143,0.08520057718797164,0.006493506493506494,0.015803336259877086,true
