news_id,betweenness,closeness,eigenvector,katz,pagerank,hubs,authorities,density,label
1,0.0009340406079478641,0.010700086165813416,0.011066246792005225,0.07930265598034736,0.006289308176100633,0.006289308176100629,0.006289308176100629,0.006289308176100629,fake
1,0.0005334153546034438,0.01019089540150441,0.015192461713419855,0.07808449157330369,0.006097560975609755,0.0060975609756097554,0.006097560975609755,0.006097560975609756,true
10,0.0003178462710288676,0.00648471410872033,0.006717459784688299,0.06154457260421944,0.003787878787878791,0.003787878787878788,0.003787878787878788,0.003787878787878788,fake
10,0.00028182757317769255,0.006241821963821096,0.008834581269294345,0.060632784635129555,0.003676470588235292,0.003676470588235295,0.003676470588235295,0.003676470588235294,true
100,0.00029631118747493657,0.005564558047848739,0.008029629003235459,0.057072078625086606,0.003257328990228017,0.003257328990228013,0.003257328990228013,0.003257328990228013,fake
100,0.00017633477871972528,0.005677669691851636,0.005575066935891677,0.05822125761449164,0.0033898305084745744,0.0033898305084745766,0.0033898305084745766,0.003389830508474576,true
1000,0.0007515394365143508,0.007181391777832101,0.013753415247823732,0.042957656704619825,0.0018484288354898336,0.0018484288354898336,0.0018484288354898338,0.0020880399808311085,fake
1000,0.000568196032722078,0.0058105557424365266,0.01817998997041968,0.04234010189659234,0.0017953321364452427,0.0017953321364452427,0.0017953321364452424,0.0019987600583805847,true
1001,0.001374587905884478,0.013861000505764089,0.019398220524910647,0.09053203049722298,0.008196721311475412,0.00819672131147541,0.00819672131147541,0.00819672131147541,fake
1001,0.0005374194408258202,0.012952555792839035,0.02091550037612083,0.08979902568890408,0.008064516129032251,0.008064516129032258,0.00806451612903226,0.008064516129032258,true
1002,0.0016108911543373987,0.016877866630494953,0.015215345999568168,0.10049870909578784,0.010101010101010104,0.0101010101010101,0.0101010101010101,0.010101010101010102,fake
1002,0.0012563921706929995,0.015386620994097629,0.01377177390132736,0.09622058918606512,0.009259259259259259,0.00925925925925926,0.009259259259259259,0.009259259259259259,true
1003,0.0028379387602688578,0.01649663269168764,0.02084579510934194,0.09758535929587753,0.009523809523809528,0.009523809523809525,0.009523809523809525,0.009523809523809525,fake
1003,0.0010399056270615904,0.014739261102897467,0.010103165732528204,0.09491152310440175,0.009009009009009009,0.009009009009009009,0.00900900900900901,0.009009009009009009,true
1004,0.0003881659373678979,0.007642877509004532,0.0131665424508866,0.06741844586940111,0.004545454545454539,0.004545454545454545,0.004545454545454544,0.004545454545454545,fake
1004,0.0003561888288873253,0.0075492503743624815,0.014494664132006159,0.06696344351100723,0.004484304932735432,0.004484304932735427,0.004484304932735426,0.004484304932735426,true
1005,0.007128876844323999,0.021030802033379214,0.030373499523377995,0.11042481467277472,0.01219512195121951,0.012195121951219513,0.012195121951219514,0.012195121951219513,fake
1005,0.0017624887190104581,0.01807828127703904,0.019595178368785417,0.10425154891787762,0.010869565217391302,0.010869565217391306,0.010869565217391304,0.010869565217391304,true
1006,0.000569771055630374,0.00858638774728607,0.008516745444298576,0.07106510223085655,0.0050505050505050535,0.00505050505050505,0.005050505050505049,0.005050505050505051,fake
1006,0.0003647191862294837,0.007985843900915671,0.014584321904288051,0.06916978332161972,0.004784688995215309,0.004784688995215311,0.004784688995215311,0.004784688995215311,true
1007,0.0001513217004776091,0.0061308461875918254,0.005754153264345229,0.061312774304383456,0.0037593984962406087,0.0037593984962406013,0.0037593984962406017,0.0037593984962406013,fake
1007,0.00016877948516107167,0.005914270161855317,0.00380024984810213,0.059653930299695526,0.0035587188612099616,0.0035587188612099642,0.0035587188612099647,0.0035587188612099642,true
1008,0.0007698937563190957,0.010000109918313887,0.021120879922890617,0.07669423426262612,0.005882352941176467,0.00588235294117647,0.005882352941176471,0.0058823529411764705,fake
1008,0.0006088140643987274,0.00980555965076089,0.016622392860101278,0.07646966673989741,0.005847953216374267,0.0058479532163742695,0.005847953216374268,0.005847953216374269,true
1009,0.00047467944839659485,0.00891234314486594,0.008783107211343767,0.07273736373002254,0.005291005291005291,0.005291005291005291,0.005291005291005291,0.005291005291005291,fake
1009,0.0007443771696507457,0.008699830757086734,0.012462880545401102,0.07088633072245382,0.0050251256281407,0.005025125628140704,0.0050251256281407045,0.005025125628140704,true
101,0.0009098478169885752,0.01028664907361512,0.009384489042576584,0.07761270598486132,0.006024096385542169,0.006024096385542169,0.006024096385542168,0.006024096385542169,fake
101,0.0004234994633518251,0.010004091167116754,0.009317870749150805,0.07808449199232079,0.006097560975609756,0.006097560975609756,0.006097560975609755,0.006097560975609756,true
1010,0.0010842554843719667,0.016069155935201362,0.026176873868898495,0.09900990312489162,0.009803921568627449,0.009803921568627453,0.009803921568627453,0.00980392156862745,fake
1010,0.0011053638720716838,0.01525614399446175,0.014143288054146958,0.09622058972545432,0.009259259259259254,0.009259259259259259,0.009259259259259259,0.009259259259259259,true
1011,0.0015807610525350978,0.011491964924778235,0.029254140581243922,0.04361889634098531,0.0019083969465648848,0.0019083969465648856,0.0019083969465648852,0.0025542597755170552,fake
1011,0.0020073426380018684,0.013981026268766746,0.026731363503744613,0.04344812033869681,0.0018939393939393916,0.0018939393939393938,0.0018939393939393938,0.0027025472945776553,true
1012,0.0005735259423463846,0.008769820621484528,0.011870717777614599,0.07179395680768243,0.00515463917525773,0.005154639175257732,0.005154639175257732,0.005154639175257732,fake
1012,0.00040921855314425526,0.00797670528603295,0.015768657377477336,0.06851725414721264,0.004694835680751173,0.004694835680751174,0.004694835680751174,0.004694835680751174,true
1013,0.0009524378993405542,0.014549344811670981,0.025720126535402905,0.09406792231946884,0.008849557522123892,0.008849557522123892,0.008849557522123892,0.008849557522123894,fake
1013,0.0012741537292883254,0.013946694839551983,0.022385165645049,0.09128328562516023,0.008333333333333333,0.008333333333333335,0.008333333333333333,0.008333333333333333,true
1014,8.859693427098737e-05,0.003420498537050223,0.009423018508417034,0.044587349329224625,0.0019880715705765427,0.001988071570576541,0.0019880715705765406,0.0019880715705765406,fake
1014,0.00015520386023629628,0.003459852006411853,0.005501478799593941,0.04428030646558287,0.0019607843137254867,0.00196078431372549,0.00196078431372549,0.00196078431372549,true
1015,0.0005867536661831839,0.008771793307875782,0.010543719653409604,0.0716096425219572,0.005128205128205125,0.005128205128205128,0.005128205128205128,0.005128205128205128,fake
1015,0.0002446563150070794,0.007937172158836435,0.007026994870158897,0.0698413180145143,0.004878048780487803,0.004878048780487806,0.004878048780487805,0.004878048780487805,true
1016,0.00038373670307703287,0.0073578345242026385,0.009663179646994268,0.06565179349625055,0.0043103448275862025,0.004310344827586206,0.004310344827586207,0.004310344827586207,fake
1016,0.0002113297180232812,0.006694242381020302,0.01311170384484736,0.06362718073044857,0.004048582995951418,0.004048582995951417,0.004048582995951417,0.004048582995951417,true
1017,0.0011290831515550616,0.017583871155299725,0.019485968493257816,0.10482273805272525,0.010989010989010993,0.01098901098901099,0.010989010989010988,0.01098901098901099,fake
1017,0.0008770877087708771,0.015988684582743988,0.028300957105482135,0.09949879662660367,0.009900990099009905,0.009900990099009901,0.009900990099009901,0.009900990099009901,true
1018,0.000541767008294908,0.011794189801171712,0.007818672553864897,0.0851225620200926,0.0072463768115941995,0.007246376811594202,0.007246376811594201,0.007246376811594203,fake
1018,0.0012356021431104971,0.01246804079238227,0.012778716943797657,0.08512256108638229,0.007246376811594206,0.007246376811594202,0.007246376811594203,0.007246376811594203,true
1019,0.00043032801177299323,0.009199718655025918,0.008877117254335211,0.07453352031474003,0.005555555555555552,0.005555555555555556,0.005555555555555555,0.005555555555555556,fake
1019,0.0005827215793621168,0.00884545464745966,0.007572869515496521,0.0725457074007553,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,true
102,0.0004215115800427439,0.010067006175845074,0.010907097397930388,0.07832363405848237,0.006134969325153378,0.0061349693251533735,0.006134969325153374,0.006134969325153374,fake
102,0.00042922199975001354,0.009522155862389765,0.015503093038918626,0.07602638642517039,0.005780346820809251,0.0057803468208092535,0.00578034682080925,0.005780346820809248,true
1020,0.0015444165059244972,0.0091446771803665,0.011611528139425823,0.07216689562285765,0.0052083333333333304,0.005208333333333334,0.005208333333333333,0.005208333333333333,fake
1020,0.0004080130749908299,0.008089916371943368,0.016650797955671093,0.06967160199334727,0.004854368932038832,0.004854368932038836,0.004854368932038834,0.0048543689320388345,true
1021,0.00011009862799235013,0.004333914632344162,0.007124136634802511,0.050832194922705236,0.0025839793281653787,0.002583979328165375,0.002583979328165375,0.002583979328165375,fake
1021,0.00013653081911279901,0.004223645307840576,0.009237284199823136,0.04975123908118888,0.0024752475247524727,0.0024752475247524753,0.002475247524752475,0.0024752475247524753,true
1022,0.0007684866074127819,0.011300160441100039,0.010133488760631061,0.08164692800022291,0.006666666666666663,0.006666666666666666,0.006666666666666665,0.006666666666666667,fake
1022,0.0008907758907758908,0.010922264253529762,0.010863978689069105,0.08006150214114367,0.006410256410256408,0.00641025641025641,0.00641025641025641,0.00641025641025641,true
1023,0.00034575242851988424,0.0076498788984650495,0.0075792423255110755,0.0675721868645182,0.004566210045662095,0.004566210045662099,0.004566210045662101,0.0045662100456621,fake
1023,0.0002816057946630355,0.00749455121652431,0.014053664264362482,0.0669634434476963,0.004484304932735427,0.004484304932735426,0.004484304932735427,0.004484304932735426,true
1024,0.001892691355855262,0.01628260338118441,0.020172343090063407,0.0980533533194567,0.00961538461538462,0.009615384615384616,0.009615384615384614,0.009615384615384616,fake
1024,0.000827938299283741,0.014966776106786686,0.011240903089500945,0.09666913439134393,0.009345794392523362,0.009345794392523364,0.009345794392523364,0.009345794392523364,true
1025,0.0015642252484357748,0.02065223136651708,0.013676712802638425,0.11322047430802905,0.012820512820512815,0.012820512820512822,0.012820512820512818,0.01282051282051282,fake
1025,0.0018577913314755422,0.020704956419242134,0.030180762615621668,0.11322047471596092,0.012820512820512818,0.012820512820512822,0.012820512820512824,0.01282051282051282,true
1026,0.00030205604832896776,0.006861792411817299,0.0064049006599824435,0.06375636781570415,0.004065040650406506,0.0040650406504065045,0.004065040650406504,0.0040650406504065045,fake
1026,0.0006019730601403908,0.006897334322382764,0.006041585093448336,0.06299282142852507,0.0039682539682539646,0.003968253968253968,0.003968253968253969,0.003968253968253968,true
1027,0.0010229105847162627,0.015215005466822704,0.02692336075562472,0.09622058939730614,0.009259259259259255,0.009259259259259262,0.00925925925925926,0.009259259259259259,fake
1027,0.0011313079348747703,0.015047322896456434,0.016712424029401336,0.09577823482232224,0.0091743119266055,0.009174311926605505,0.009174311926605505,0.009174311926605505,true
1028,0.0015035027106747327,0.013213614205980618,0.019539119650650166,0.08736706374875335,0.007633587786259543,0.0076335877862595426,0.007633587786259544,0.007633587786259542,fake
1028,0.0008773105739011275,0.012029044667790813,0.01944217019852083,0.08451239940510659,0.007142857142857134,0.0071428571428571366,0.00714285714285714,0.007142857142857143,true
1029,0.002594919081296689,0.01794655051346884,0.03900926500701947,0.10313664574372887,0.010638297872340432,0.010638297872340427,0.010638297872340425,0.010638297872340425,fake
1029,0.0011755716217010522,0.015456317717823626,0.016832840467786898,0.0966691315522746,0.00934579439252336,0.009345794392523364,0.009345794392523364,0.009345794392523364,true
103,0.0006275176029406993,0.00970813398060757,0.006622973823134845,0.0758076172564592,0.005747126436781614,0.005747126436781611,0.00574712643678161,0.005747126436781609,fake
103,0.0006759354825653168,0.009338198381061594,0.01102461906816969,0.07412288656494594,0.005494505494505499,0.005494505494505495,0.005494505494505495,0.005494505494505495,true
1030,0.002167620145148235,0.018286240960233634,0.016373897156651895,0.10482273442831437,0.010989010989010993,0.010989010989010988,0.010989010989010988,0.01098901098901099,fake
1030,0.001190104282887788,0.016493162921734347,0.015055221534567436,0.10049871038669583,0.010101010101010109,0.0101010101010101,0.010101010101010102,0.010101010101010102,true
1031,0.0011918033657164092,0.01750819056719678,0.014481725583397647,0.10425155227761916,0.010869565217391297,0.010869565217391306,0.010869565217391304,0.010869565217391304,fake
1031,0.00113023955941207,0.01733351514207054,0.01834906106312129,0.10368960546932386,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.010752688172043012,true
1032,0.0007420060855175359,0.01251542138946719,0.015629117203615088,0.08703552488703865,0.007575757575757576,0.007575757575757575,0.007575757575757575,0.007575757575757576,fake
1032,0.000668117782211742,0.011173851006065771,0.011561140945400753,0.08164692801870566,0.006666666666666668,0.006666666666666667,0.006666666666666666,0.006666666666666667,true
1033,0.0015636995890349094,0.013894128722742732,0.01584533130643258,0.09053203103844676,0.008196721311475412,0.008196721311475407,0.008196721311475409,0.00819672131147541,fake
1033,0.0008194095980355522,0.012481566098845766,0.017821910233668675,0.08703552526124653,0.007575757575757575,0.007575757575757577,0.007575757575757574,0.007575757575757576,true
1034,0.00048165607706497236,0.008270361075239124,0.006078876158227409,0.06984131763159498,0.004878048780487804,0.004878048780487805,0.004878048780487806,0.004878048780487805,fake
1034,0.00020895871505984172,0.007214932676902971,0.007908006838149411,0.06637086138048867,0.004405286343612334,0.004405286343612334,0.004405286343612334,0.004405286343612335,true
1035,0.0006502836244215555,0.009682960618025553,0.014942932965761687,0.07537568584402479,0.005681818181818187,0.005681818181818183,0.005681818181818183,0.005681818181818182,fake
1035,0.0011497461792012603,0.008954911197324358,0.00833072534952186,0.07142674056259014,0.005102040816326529,0.005102040816326532,0.00510204081632653,0.00510204081632653,true
1036,0.002553602800472841,0.015663284908825802,0.020158267223783045,0.09622059006448228,0.00925925925925926,0.00925925925925926,0.00925925925925926,0.009259259259259259,fake
1036,0.0012441224743274116,0.014525895278107668,0.02258261188059279,0.09365447172877688,0.0087719298245614,0.008771929824561403,0.008771929824561403,0.008771929824561403,true
1037,0.00016585895918373454,0.005822186998937078,0.006640296734802289,0.059027098503649296,0.0034843205574912953,0.003484320557491289,0.0034843205574912896,0.003484320557491289,fake
