news_id,betweenness,closeness,eigenvector,katz,pagerank,hubs,authorities,clustering,average_clustering,correlation,transitivity,density,label
1,0.0026503001142135062,0.032048309367240936,0.060865308657632886,0.10516588923614693,0.01136363636363637,0.011363636363636364,0.011363636363636364,0.021807359307359307,0.021807359307359307,-0.27842641938228674,0.015810276679841896,0.018808777429467086,fake
1,0.0017430819316332068,0.027572697024077678,0.015785055653628362,0.0977136705664678,0.010309278350515462,0.010309278350515462,0.010309278350515464,0.023288395453343907,0.0232883954533439,-0.2526311305130639,0.03468208092485549,0.016645189003436426,true
10,0.0017885070825327315,0.028000046888331704,0.03953272790085391,0.08178284954069857,0.007142857142857141,0.007142857142857143,0.0071428571428571435,0.016034024455077085,0.016034024455077085,-0.25437798743864587,0.01756198347107438,0.012846865364850977,fake
10,0.002020155451381103,0.028148736077646445,0.04544544936702792,0.07998200205037395,0.006993006993006992,0.006993006993006993,0.006993006993006992,0.019134882668407967,0.019134882668407963,-0.17030479523126887,0.025609756097560974,0.01250861814242096,true
100,0.005326148812064305,0.03813970702905597,0.03821200575956405,0.0777304949532881,0.006944444444444441,0.006944444444444443,0.006944444444444444,0.02960022209398093,0.029600222093980926,-0.2133516445259158,0.03648068669527897,0.013937451437451438,fake
100,0.00146844249897685,0.027886045357231125,0.033435564744174986,0.08318283112378327,0.007575757575757576,0.007575757575757577,0.007575757575757577,0.0380123472267741,0.03801234722677411,-0.2212033662144713,0.046052631578947366,0.014110571362479759,true
1000,0.009207226181202696,0.1097082694113892,0.020753446492558423,0.049900882754703196,0.0036231884057971024,0.0036231884057971015,0.003623188405797101,0.0820865550658597,0.08208655506585967,-0.14631300705351324,0.08806584362139917,0.007378129117259552,fake
1000,0.011752854015777671,0.12212182756986481,0.02055560653059776,0.050770522573899454,0.003937007874015747,0.003937007874015748,0.003937007874015748,0.07370951817599032,0.07370951817599034,-0.14728773865701236,0.10952848722986247,0.008714325729046716,true
1001,0.004975124378109453,0.04734301886814828,0.034970805259239124,0.11811751767289294,0.014492753623188406,0.014492753623188406,0.014492753623188404,0.03771854152288935,0.037718541522889344,-0.21535569064075183,0.0457516339869281,0.024936061381074168,fake
1001,0.0016059889477610997,0.03309651395575132,0.013431838463057936,0.10981945415211518,0.012658227848101267,0.012658227848101267,0.012658227848101262,0.032112718505123566,0.03211271850512357,-0.13122211500843137,0.049079754601226995,0.019636481661798117,true
1002,0.00564508659812911,0.04158344695562001,0.08619800919633394,0.1264504940911195,0.016393442622950827,0.01639344262295082,0.016393442622950817,0.03668121495990349,0.036681214959903494,-0.20725267990141535,0.05238095238095238,0.024863387978142075,fake
1002,0.005586234493797519,0.06244414652363439,0.04977187142671875,0.13750385866711679,0.0196078431372549,0.0196078431372549,0.019607843137254905,0.04070112893642305,0.04070112893642305,-0.14187282288252545,0.07203389830508475,0.03333333333333333,true
1003,0.005723228258439526,0.02997966135350702,0.02391810017223269,0.11669831653264337,0.013888888888888886,0.01388888888888889,0.01388888888888889,0.010762385762385761,0.010762385762385763,-0.22006033178245502,0.021052631578947368,0.018583724569640064,fake
1003,0.003707482993197279,0.05492068150024591,0.07604699400366044,0.13923840926071684,0.02,0.02,0.020000000000000004,0.05367316017316017,0.05367316017316017,-0.359365912004566,0.056338028169014086,0.03387755102040816,true
1004,0.0014746528793938803,0.026694431697488433,0.02701643098657916,0.08373218679233294,0.007352941176470586,0.007352941176470588,0.007352941176470588,0.011980405215699333,0.011980405215699333,-0.18499326453517995,0.0171875,0.011328976034858388,fake
1004,0.0056821075537653075,0.04297259647881547,0.03288250084319357,0.0874456310450376,0.008264462809917356,0.008264462809917356,0.008264462809917354,0.043174043191854534,0.04317404319185453,-0.1377908284992467,0.04415954415954416,0.014669421487603305,true
1005,0.0123301731356184,0.07766919782161012,0.10838245718093305,0.15119409298498349,0.02325581395348837,0.023255813953488372,0.023255813953488372,0.03034330011074197,0.03034330011074197,-0.31761414314637787,0.025252525252525252,0.03765227021040975,fake
1005,0.004855834794467173,0.04473052989184903,0.03173993208790118,0.12759748921486128,0.016666666666666666,0.01666666666666667,0.016666666666666663,0.03252224627224627,0.03252224627224627,-0.2352620701699326,0.03431372549019608,0.02514124293785311,true
1006,0.002421395930784596,0.027292959805731338,0.018068311143295927,0.09176302340624896,0.009174311926605502,0.009174311926605505,0.009174311926605503,0.02786756965057723,0.027867569650577222,-0.23508919843786943,0.040892193308550186,0.015970098538905877,fake
1006,0.0021119356833642546,0.03714458180560558,0.018837261711649296,0.09575217988218958,0.01,0.01,0.01,0.040716565598144544,0.04071656559814455,-0.17295028266320994,0.061837455830388695,0.018686868686868686,true
1007,0.0008925382490360295,0.023452704859670843,0.03833415736793561,0.08144628212012747,0.0070921985815602835,0.007092198581560283,0.0070921985815602835,0.03375248146837634,0.03375248146837633,-0.21316892111770272,0.024539877300613498,0.011752786220871328,fake
1007,0.001128431218180864,0.026493569865132856,0.015767792592398105,0.07923763977200156,0.006849315068493153,0.006849315068493152,0.006849315068493151,0.02830862707701755,0.02830862707701755,-0.20950621112947623,0.02619589977220957,0.01213982050070855,true
1008,0.003160653715695344,0.0307003794910914,0.01900073544429323,0.09885679073268927,0.010638297872340425,0.010638297872340429,0.010638297872340429,0.028107599650152842,0.02810759965015284,-0.21908773136369905,0.035326086956521736,0.01818805765271105,fake
