news_id,betweenness,closeness,eigenvector,katz,pagerank,hubs,authorities,clustering,average_clustering,correlation,transitivity,density,label
1,0.022052927024859663,0.17901234567901236,0.4558423058385522,0.20286146047630504,0.04791544411569908,0.0845254978144391,0.21060244985242507,0.5,0.021807359307359307,-0.27842641938228674,0.015810276679841896,0.018808777429467086,fake
1,0.012490862573099415,0.3241421568627451,0.7234883285704821,0.33620519435365426,0.09045989683772579,0.04589697450422678,0.3494388461426186,0.3333333333333333,0.0232883954533439,-0.2526311305130639,0.03468208092485549,0.016645189003436426,true
10,0.034720050046918985,0.2252111354394745,0.5977233975300599,0.2382831258792447,0.060163245358168374,0.04766681923678294,0.22895225181899706,0.3333333333333333,0.016034024455077085,-0.25437798743864587,0.01756198347107438,0.012846865364850977,fake
10,0.025538574235008157,0.2602925243770314,0.6737690160101221,0.3335465591067701,0.061861062388525255,0.03455281767765487,0.27384499901189036,0.5,0.019134882668407963,-0.17030479523126887,0.025609756097560974,0.01250861814242096,true
100,0.09080649397550807,0.3300799919504956,0.6998949347668605,0.36916245862618674,0.08418794960081397,0.030821807088682672,0.2623825500404097,0.5,0.029600222093980926,-0.2133516445259158,0.03648068669527897,0.013937451437451438,fake
100,0.017762771579565472,0.26572519083969465,0.7394861976626863,0.28529552902861566,0.06144415911389304,0.04071659805023588,0.23356677223786823,0.5,0.03801234722677411,-0.2212033662144713,0.046052631578947366,0.014110571362479759,true
1000,0.3518942015390354,0.3413793103448276,0.6070802959060652,0.4587639774313903,0.08636877543815688,0.020469613650943696,0.19279094677411318,1.0,0.08208655506585967,-0.14631300705351324,0.08806584362139917,0.007378129117259552,fake
1000,0.3487072401567446,0.37625418060200666,0.6506785221319109,0.4972499545175711,0.0939265153012098,0.016562591334122207,0.21864333871006697,1.0,0.07370951817599034,-0.14728773865701236,0.10952848722986247,0.008714325729046716,true
1001,0.04159350307287094,0.28095975232198145,0.5508698389786585,0.28186982873537714,0.07346240405075403,0.08047559844016386,0.2905109145404574,0.5,0.037718541522889344,-0.21535569064075183,0.0457516339869281,0.024936061381074168,fake
1001,0.01431901431901432,0.2584780810587262,0.9993972171242955,0.3024060269757452,0.05919235617730061,0.05972763513365353,0.27503955338598046,0.5,0.03211271850512357,-0.13122211500843137,0.049079754601226995,0.019636481661798117,true
1002,0.05480225988700565,0.21333333333333335,0.6349958017530948,0.25721638703567257,0.07085939554959299,0.10389593364892648,0.31262719014135737,0.5,0.036681214959903494,-0.20725267990141535,0.05238095238095238,0.024863387978142075,fake
1002,0.04098639455782313,0.2953846153846154,0.4489464198106744,0.28252492141897556,0.07924464154254188,0.1215661455644004,0.22826901487882317,0.3333333333333333,0.04070112893642305,-0.14187282288252545,0.07203389830508475,0.03333333333333333,true
