news_id,betweenness,closeness,eigenvector,katz,pagerank,hubs,authorities,clustering,average_clustering,correlation,transitivity,density,label
1,0.004670501502148123,0.044040990387372865,0.09512416821760172,0.1297737108596752,0.016949152542372878,0.01694915254237288,0.016949152542372878,0.00967666984616137,0.009676669846161372,0.09332121400297878,0.025252525252525252,0.021332554061952076,fake
1,0.0033789017999544314,0.025351647333247972,0.03896103896103893,0.11386108451807331,0.012987012987012988,0.012987012987012986,0.012987012987012988,0.0025974025974025974,0.0025974025974025974,0.17052517360856292,0.007142857142857143,0.014354066985645933,true
10,0.006044075768846411,0.03550989493065113,0.08489767239315163,0.09474750277748437,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0034308034308034308,0.0034308034308034308,-0.0785969259662109,0.006329113924050633,0.011384111384111384,fake
10,0.007306058016426909,0.03624048646074231,0.06667096452764139,0.09101212028622581,0.008333333333333331,0.008333333333333333,0.008333333333333331,0.008432191590086327,0.008432191590086326,0.009068671731357269,0.00778816199376947,0.010434173669467786,true
100,0.004018302236148697,0.03439803107176451,0.07050095687509077,0.09098482986722609,0.008333333333333337,0.008333333333333333,0.008333333333333333,0.007328625894802365,0.007328625894802365,-0.1176981721219055,0.0035587188612099642,0.010364145658263305,fake
100,0.0019746184883799563,0.02838011251595911,0.03764333289309451,0.09445527183131967,0.00900900900900901,0.009009009009009009,0.009009009009009007,0.033371268434161515,0.03337126843416152,0.08158262415228208,0.03571428571428571,0.012366912366912368,true
1000,0.00584770755461061,0.036937499356790846,0.04384045010881244,0.06403016057529311,0.004132231404958675,0.004132231404958677,0.004132231404958678,0.011614410994576285,0.011614410994576285,-0.009700398781193803,0.008272058823529412,0.005469634100339495,fake
1000,0.0027987757135739194,0.023548975367414585,0.04153651048301639,0.0663343065354088,0.004444444444444442,0.004444444444444445,0.0044444444444444444,0.00798603642532091,0.00798603642532091,0.14199678637754198,0.0046875,0.006091269841269841,true
1001,0.019511804721888758,0.05228483023041836,0.11587142648954167,0.13979745778465286,0.019607843137254898,0.0196078431372549,0.019607843137254898,0.03137254901960784,0.03137254901960784,-0.13866768122304077,0.021739130434782608,0.024705882352941175,fake
1001,0.0037296037296037296,0.026916403763997832,0.01727626328485516,0.12210646397167378,0.014925373134328353,0.01492537313432836,0.014925373134328358,0.00906183368869936,0.009061833688699361,0.07298103651688266,0.006493506493506494,0.016282225237449117,true
1002,0.010935441370223979,0.05396754146044751,0.11608893750363128,0.14721238732913947,0.021739130434782605,0.02173913043478261,0.021739130434782608,0.02510351966873706,0.025103519668737063,-0.014006921128979017,0.01694915254237288,0.02705314009661836,fake
1002,0.0046278924327704815,0.05939022376662171,0.08726119013755447,0.1556383137367264,0.024390243902439025,0.024390243902439025,0.024390243902439022,0.03324358568261007,0.03324358568261007,0.09931625029944448,0.02666666666666667,0.03170731707317073,true
1003,0.011113009797220323,0.034784710102372975,0.02844065732282907,0.13233217760687263,0.017543859649122806,0.01754385964912281,0.01754385964912281,0.0,0.0,-0.013944436915275672,0.0,0.019423558897243107,fake
1003,0.007371794871794872,0.06603921589201849,0.07500237260137185,0.1578275713530162,0.025000000000000005,0.025,0.024999999999999998,0.017837301587301586,0.017837301587301586,0.052189332394428384,0.018518518518518517,0.032692307692307694,true
1004,0.0028065403065403068,0.02271429822896292,0.07045268502383478,0.09440865365861781,0.008928571428571428,0.00892857142857143,0.00892857142857143,0.01396329365079365,0.013963293650793651,-0.05474379543987222,0.00980392156862745,0.009974259974259974,fake
1004,0.009753973684061725,0.03344322541777042,0.07300763568382894,0.09840554334157299,0.009708737864077667,0.009708737864077669,0.009708737864077673,0.007180683394275627,0.007180683394275628,0.21959929196318745,0.00881057268722467,0.011897963068722634,true
1005,0.017733990147783252,0.09387559735734179,0.15895204558502626,0.18210956566974257,0.03333333333333334,0.03333333333333333,0.03333333333333333,0.06619047619047619,0.06619047619047619,0.16168153780007233,0.06363636363636363,0.047126436781609195,fake
