1 acredite acreditar 0 VERB root
2 se se 3 CCONJ mark
3 quiser querer 1 VERB ccomp
4 grupo grupo 3 NOUN obj
5 ligado ligado 4 ADJ amod
6 a a 7 ADP case
7 lula lula 5 NOUN nmod
8 e e 12 CCONJ cc
9 a a 11 ADP case
10 o o 11 DET det
11 pt pt 7 PROPN conj
12 conseguiu conseguir 1 VERB conj
13 sumir sumir 12 VERB xcomp
14 com com 16 ADP case
15 dois dois 16 NUM nummod
16 navios navio 13 NOUN nmod
17 sonda sonda 16 NOUN amod
18 a o 19 DET det
19 relacao relacao 12 NOUN obj
20 entre entre 21 ADP case
21 schahin schahin 19 NOUN nmod
22 e e 23 CCONJ cc
23 lula lula 21 NOUN conj
24 o o 25 DET det
25 representante representante 32 NOUN nsubj
26 de de 28 ADP case
27 a o 28 DET det
28 receita receita 25 NOUN nmod
29 federal federal 28 ADJ amod
30 roberto roberto 25 NOUN appos
31 leonel leonel 30 NOUN flat
32 revelou revelar 1 VERB parataxis
33 em em 35 ADP case
34 a o 35 DET det
35 coletiva coletiva 32 NOUN nmod
36 de de 37 ADP case
37 imprensa imprensa 35 NOUN nmod
38 que que 42 CCONJ mark
39 o o 40 DET det
40 grupo grupo 42 NOUN nsubj
41 schahin schahin 40 NOUN appos
42 conseguiu conseguir 32 VERB ccomp
43 retirar retirar 42 VERB xcomp
44 sumir sumir 43 VERB xcomp
45 escafeder escafeder 43 VERB xcomp
46 de de 48 ADP case
47 o o 48 DET det
48 brasil brasil 45 NOUN nmod
49 dois dois 50 NUM nummod
50 naviossonda naviossonda 101 NOUN obj
51 operados operar 50 VERB acl
52 por por 54 ADP case
53 a o 54 DET det
54 petrobras petrobra 51 NOUN nmod
55 e e 57 CCONJ cc
56 que que 57 PRON nsubj
57 estavam estar 226 VERB conj
58 sob sob 59 ADP case
59 bloqueio bloqueio 57 NOUN nmod
60 judicial judicial 59 ADJ amod
61 procuradoria procuradoria 380 NOUN nsubj
62 de de 64 ADP case
63 a o 64 DET det
64 fazenda fazenda 61 NOUN nmod
65 e e 66 CCONJ cc
66 receita receita 61 NOUN conj
67 federal federal 66 ADJ amod
68 determinaram determinar 89 VERB ccomp
69 o o 70 DET det
70 bloqueio bloqueio 101 NOUN obj
71 de de 72 ADP case
72 bens bem 70 NOUN nmod
73 de de 75 ADP case
74 o o 75 DET det
75 grupo grupo 311 NOUN nmod
76 schahin schahin 75 NOUN appos
77 inclusive inclusive 380 ADV advmod
78 os o 80 DET det
79 dois dois 80 NUM nummod
80 navios navio 380 NOUN nsubj
81 sonda sonda 80 NOUN amod
82 avaliados avaliar 80 VERB acl
83 em em 84 ADP case
84 us us 82 NOUN nmod
85 200 200 86 NUM nummod
86 milhoes milhoes 84 NUM nummod
87 cada cada 88 DET det
88 leonel leonel 270 NOUN nsubj
89 disse dizer 1 VERB parataxis
90 que que 101 CCONJ mark
91 um um 92 DET det
92 grupo grupo 101 NOUN nsubj
93 de de 94 ADP case
94 advogados advogado 92 NOUN nmod
95 representando representar 92 VERB acl
96 as o 97 DET det
97 offshores offshores 95 NOUN obj
98 de de 100 ADP case
99 a o 100 DET det
100 schahin schahin 97 NOUN nmod
101 ingressaram ingressar 89 VERB ccomp
102 com com 103 ADP case
103 acao acao 101 NOUN nmod
104 em em 106 ADP case
105 a o 106 DET det
106 justica justica 103 NOUN nmod
107 de de 108 ADP case
108 sao sao 106 NOUN nmod
109 paulo paulo 108 NOUN flat
110 pedindo pedir 101 VERB acl
111 a o 112 DET det
112 reintegracao reintegracao 110 NOUN obj
113 de de 114 ADP case
114 posse posse 112 NOUN nmod
115 de de 117 ADP case
116 os o 117 DET det
117 navios navio 114 NOUN nmod
118 sertao sertao 117 ADJ amod
119 e e 120 CCONJ cc
120 cerrado cerrado 118 ADJ conj
121 e e 122 CCONJ cc
122 impressionante impressionante 118 ADJ conj
123 mas mas 366 CCONJ cc
124 mesmo mesmo 126 ADV advmod
125 sem sem 126 ADP case
126 autorizacao autorizacao 366 NOUN nmod
127 legal legal 126 ADJ amod
128 eles eles 129 PRON nsubj
129 conseguiram conseguir 42 VERB conj
130 retirar retirar 129 VERB xcomp
131 os o 132 DET det
132 navios navio 130 NOUN obj
133 de de 135 ADP case
134 o o 135 DET det
135 pais pais 132 NOUN nmod
136 alem alem 139 ADV advmod
137 disso disso 136 X fixed
138 eles eles 139 PRON nsubj
139 desligaram desligar 270 VERB ccomp
140 os o 141 DET det
141 transponders transponder 139 NOUN obj
142 de de 144 ADP case
143 as o 144 DET det
144 sondas sonda 141 NOUN nmod
145 para para 146 ADP mark
146 impedir impedir 139 VERB advcl
147 a o 148 DET det
148 localizacao localizacao 146 NOUN obj
149 via via 150 ADP case
150 estadao estadao 148 NOUN nmod
151 em em 154 ADP case
152 a o 154 DET det
153 ultima ultima 154 ADJ amod
154 segunda segunda 146 PROPN nmod
155 15 15 154 NUM nmod
156 o o 157 DET det
157 ministerio ministerio 247 NOUN nsubj
158 publico publico 157 ADJ amod
159 federal federal 157 ADJ amod
160 denunciou denunciar 89 VERB ccomp
161 11 11 162 NUM nummod
162 pessoas pessoa 380 NOUN obj
163 por por 164 ADP case
164 envolvimento envolvimento 380 NOUN nmod
165 em em 167 ADP case
166 o o 167 DET det
167 esquema esquema 164 NOUN nmod
168 de de 169 ADP case
169 corrupcao corrupcao 167 NOUN nmod
170 de de 172 ADP case
171 a o 172 DET det
172 petrobras petrobra 242 NOUN nmod
173 entre entre 175 ADP case
174 os o 175 DET det
175 acusados acusado 226 NOUN nmod
176 estao estao 89 VERB ccomp
177 o o 178 DET det
178 pecuarista pecuarista 101 NOUN nsubj
179 e e 180 CCONJ cc
180 amigo amigo 178 NOUN conj
181 de de 183 ADP case
182 o o 183 DET det
183 expresidente expresidente 228 NOUN nmod
184 lula lula 183 ADJ amod
185 jose jose 178 NOUN appos
186 carlos carlo 185 NOUN flat
187 bumlai bumlai 185 NOUN flat
188 e e 189 CCONJ cc
189 joao joao 178 NOUN conj
190 vaccari vaccar 189 NOUN flat
191 neto neto 189 ADJ flat
192 extesoureiro extesoureiro 189 NOUN appos
193 de de 195 ADP case
194 o o 195 DET det
195 pt pt 192 NOUN nmod
196 o o 197 DET det
197 grupo grupo 42 NOUN nsubj
198 e e 199 CCONJ cc
199 suspeito suspeito 178 ADJ conj
200 de de 201 ADP mark
201 participar participar 199 VERB nmod
202 de de 204 ADP case
203 um um 204 DET det
204 esquema esquema 201 NOUN nmod
205 de de 206 ADP case
206 propinas propina 204 NOUN nmod
207 em em 209 ADP case
208 a o 209 DET det
209 contratacao contratacao 70 NOUN nmod
210 de de 212 ADP case
211 a o 212 DET det
212 schahin schahin 209 NOUN nmod
213 engenharia engenharia 212 NOUN flat
214 em em 215 ADP case
215 2009 2009 212 NUM nmod
216 como como 217 ADP case
217 operadora operador 237 NOUN nmod
218 de de 220 ADP case
219 o o 220 DET det
220 naviosonda naviosonda 217 NOUN nmod
