1 saiba saber 0 VERB root
2 porque porque 12 CCONJ mark
3 a o 4 DET det
4 professora professor 12 NOUN nsubj
5 comunista comunista 4 ADJ amod
6 apanhou apanhar 12 VERB advcl
7 em em 8 ADP case
8 sala sala 6 NOUN nmod
9 de de 10 ADP case
10 aula aula 8 NOUN nmod
11 adolescente adolescente 4 ADJ amod
12 afirma afirmar 1 VERB ccomp
13 ter ter 15 AUX aux
14 se se 15 PRON obj
15 arrependido arrepender 12 VERB xcomp
16 mas mas 17 CCONJ cc
17 nega negar 12 VERB conj
18 soco soco 17 NOUN obj
19 e e 20 CCONJ cc
20 admite admitir 12 VERB conj
21 apenas apenas 23 ADV advmod
22 ter ter 23 AUX aux
23 empurrado empurrar 20 VERB xcomp
24 o o 25 DET det
25 rosto rosto 23 NOUN obj
26 dela dela 25 X det:poss
27 garoto garoto 28 NOUN nsubj
28 relata relatar 12 VERB conj
29 ter ter 30 AUX aux
30 crescido crescer 28 VERB xcomp
31 em em 32 ADP case
32 ambiente ambiente 30 NOUN nmod
33 domestico domestico 32 ADJ amod
34 violento violento 32 ADJ amod
35 o o 36 DET det
36 garoto garoto 197 NOUN nsubj
37 de de 39 ADP case
38 15 15 39 NUM nummod
39 anos ano 36 NOUN nmod
40 que que 41 PRON nsubj
41 agrediu agredir 36 VERB acl:relcl
42 a o 43 DET det
43 professora professor 41 NOUN obj
44 marcia marcia 43 NOUN appos
45 de de 46 ADP case
46 lourdes lourde 44 NOUN nmod
47 friggi friggi 46 ADJ amod
48 com com 49 ADP case
49 socos soco 41 NOUN nmod
50 e e 51 CCONJ cc
51 tapas tapa 49 NOUN conj
52 em em 54 ADP case
53 uma um 54 DET det
54 escola escola 41 NOUN nmod
55 em em 56 ADP case
56 indaial indaial 54 NOUN nmod
57 em em 59 ADP case
58 o o 59 DET det
59 interior interior 23 NOUN nmod
60 de de 61 ADP case
61 santa santo 59 NOUN nmod
62 catarina catarino 61 ADJ amod
63 prestou prestar 12 VERB conj
64 nesta nesta 66 ADP case
65 quartafeira quartafeira 66 ADJ amod
66 depoimento depoimento 63 NOUN nmod
67 a a 68 DET det
68 policia policia 63 NOUN iobj
69 civil civil 68 ADJ amod
70 de de 71 ADP case
71 cabeca cabeca 68 NOUN nmod
72 baixa baixo 71 ADJ amod
73 o o 74 DET det
74 garoto garoto 75 NOUN nsubj
75 disse dizer 1 VERB parataxis
76 que que 77 CCONJ mark
77 partiu partir 75 VERB ccomp
78 para para 80 ADP case
79 a o 80 DET det
80 agressao agressao 77 NOUN nmod
81 depois depois 85 ADV mark
82 de de 81 ADP fixed
83 ter ter 85 AUX aux
84 sido ser 85 AUX aux:pass
85 xingado xingar 77 VERB advcl
86 por por 87 ADP case
87 ela ela 85 PRON nmod
88 e e 92 CCONJ cc
89 que que 92 CCONJ mark
90 nao nao 92 ADV advmod
91 lhe lhe 92 PRON iobj
92 deu dar 268 VERB conj
93 um um 94 DET det
94 soco soco 92 NOUN obj
95 mas mas 106 CCONJ cc
96 sim sim 98 ADV advmod
97 um um 98 DET det
98 empurrao empurrao 184 NOUN conj
99 em em 101 ADP case
100 o o 101 DET det
101 rosto rosto 98 NOUN nmod
102 a o 104 DET det
103 sua sua 104 DET det:poss
104 unha unha 106 NOUN nsubj
105 teria ter 106 AUX aux
106 arranhado arranhar 41 VERB conj
107 o o 108 DET det
108 supercilio supercilio 106 NOUN obj
109 o o 106 PRON obj
110 que que 111 PRON nsubj
111 provocou provocar 109 VERB acl:relcl
112 o o 113 DET det
113 sangramento sangramento 111 NOUN obj
114 o o 115 DET det
115 estranhamento estranhamento 119 NOUN nsubj
116 entre entre 117 ADP case
117 eles eles 115 PRON nmod
118 se se 119 PRON expl:pv
119 deu dar 299 VERB acl:relcl
120 logo logo 123 ADV advmod
121 em em 123 ADP case
122 o o 123 DET det
123 inicio inicio 119 NOUN nmod
124 de de 126 ADP case
125 a o 126 DET det
126 aula aula 123 NOUN nmod
127 quando quando 129 CCONJ mark
128 marcia marcia 129 NOUN nsubj
129 avisou avisar 12 VERB advcl
130 que que 131 CCONJ mark
131 estava estar 129 VERB ccomp
132 proibido proibido 131 ADJ xcomp
133 o o 134 DET det
134 uso uso 131 NOUN nsubj
135 de de 136 ADP case
136 celulares celulares 134 NOUN nmod
137 em em 139 ADP case
138 a o 139 DET det
139 sala sala 134 NOUN nmod
140 ela ela 141 PRON nsubj
141 olhou olhar 12 VERB conj
142 entao entao 141 ADV advmod
143 para para 145 ADP case
144 o o 145 DET det
145 menino menino 141 NOUN nmod
146 e e 148 CCONJ cc
147 o o 148 PRON obj
148 viu ver 141 VERB conj
149 com com 151 ADP case
150 um um 151 DET det
151 livro livro 148 NOUN nmod
152 em em 154 ADP case
153 o o 154 DET det
154 colo colo 151 NOUN nmod
155 pensou pensar 12 VERB conj
156 que que 160 CCONJ mark
157 ele ele 160 PRON nsubj
158 poderia poder 160 AUX aux
159 estar estar 160 AUX aux
160 mexendo mexer 155 VERB ccomp
161 em em 163 ADP case
162 o o 163 DET det
163 aparelho aparelho 160 NOUN nmod
164 telefonico telefonico 163 ADJ amod
165 debaixo debaixo 160 ADV advmod
166 de de 168 ADP case
167 a o 168 DET det
168 carteira carteira 165 NOUN nmod
169 e e 170 CCONJ cc
170 pediu pedir 75 VERB conj
171 para para 174 ADP mark
172 que que 174 CCONJ mark
173 ele ele 174 PRON nsubj
174 colocasse colocar 170 VERB nmod
175 o o 176 DET det
176 livro livro 174 NOUN obj
177 em em 178 ADP case
178 cima cima 174 NOUN nmod
179 de de 181 ADP case
180 a o 181 DET det
181 mesa mesa 178 NOUN nmod
182 o o 183 DET det
183 garoto garoto 41 NOUN nsubj
184 foi foi 75 VERB ccomp
185 rispido rispido 184 ADJ xcomp
186 eu eu 187 PRON nsubj
187 boto botar 155 VERB ccomp
188 onde onde 190 ADV advmod
189 eu eu 190 PRON nsubj
190 quiser querer 187 VERB ccomp
191 va va 187 VERB ccomp
192 se se 191 CCONJ expl:pv
193 f f 191 X dep
194 a o 195 DET det
195 professora professor 197 NOUN nsubj
196 entao entao 197 ADV advmod
197 mandouo mandouar 75 VERB ccomp
198 para para 200 ADP case
199 a o 200 DET det
200 sala sala 197 NOUN nmod
201 de de 203 ADP case
202 a o 203 DET det
203 diretoria diretoria 200 NOUN nmod
204 a a 206 ADP case
205 o o 206 DET det
206 lado lado 200 NOUN nmod
207 a a 208 ADP mark
208 partir partir 197 VERB nmod
209 dali dali 208 ADV advmod
210 segundo segundo 212 ADP case
211 a o 212 DET det
212 professora professor 215 NOUN nmod
213 ele ele 215 PRON nsubj
214 se se 215 PRON obj
215 levantou levantar 75 VERB advcl
216 e e 217 CCONJ cc
217 jogou jogar 215 VERB conj
218 o o 219 DET det
219 livro livro 217 NOUN obj
220 em em 221 ADP case
221 direcao direcao 217 NOUN nmod
222 a a 224 ADP case
223 sua sua 224 DET det:poss
224 cabeca cabeca 221 NOUN nmod
225 ela ela 226 PRON nsubj
226 desviou desviar 75 VERB conj
227 ja ja 197 ADV advmod
228 o o 229 DET det
229 garoto garoto 197 NOUN nsubj
230 contou contar 75 VERB ccomp
231 que que 232 CCONJ mark
232 atirou atirar 230 VERB ccomp
233 o o 234 DET det
234 livro livro 232 NOUN obj
235 em em 237 ADP case
236 o o 237 DET det
237 chao chao 232 NOUN nmod
238 e e 239 CCONJ cc
239 disse dizer 197 VERB conj
240 que que 242 CCONJ mark
241 nao nao 242 ADV advmod
242 tem ter 239 VERB ccomp
243 um um 244 DET det
244 celular celular 242 NOUN obj
245 diante diante 242 ADV advmod
246 de de 248 ADP case
247 a o 248 DET det
248 diretora diretor 245 NOUN nmod
249 e e 252 CCONJ cc
250 de de 252 ADP case
251 a o 252 DET det
252 secretaria secretaria 248 NOUN conj
253 o o 254 DET det
254 adolescente adolescente 255 NOUN nsubj
255 negou negar 75 VERB conj
256 tudo tudo 255 PRON obj
257 a o 258 DET det
258 professora professor 160 NOUN nsubj
259 se se 260 PRON obj
260 irritou irritar 155 VERB ccomp
261 e e 264 CCONJ cc
262 comecou comecar 264 AUX aux
263 a a 264 ADP mark
264 dizer dizer 75 VERB conj
265 que que 268 CCONJ mark
266 ele ele 268 PRON nsubj
267 estava estar 268 AUX aux
268 mentindo mentir 264 VERB ccomp
269 que que 274 CCONJ mark
270 a o 271 DET det
271 sala sala 274 NOUN nsubj
272 inteira inteiro 271 ADJ amod
273 era era 274 AUX cop
274 testemunha testemunha 268 NOUN ccomp
275 ate ate 85 ADP mark
276 que que 275 CCONJ fixed
277 o o 278 DET det
278 garoto garoto 280 NOUN nsubj
279 se se 280 PRON obj
280 lancou lancar 255 VERB advcl
281 sobre sobre 282 ADP case
282 ela ela 280 PRON nmod
283 marcia marcia 280 NOUN nsubj
284 caiu cair 264 VERB advcl
285 em em 287 ADP case
286 o o 287 DET det
287 chao chao 284 NOUN nmod
288 enquanto enquanto 292 CCONJ mark
289 o o 290 DET det
290 menino menino 292 NOUN nsubj:pass
291 foi foi 292 AUX aux:pass
292 contido conter 284 VERB advcl
293 por por 295 ADP case
294 a o 295 DET det
295 diretora diretor 292 NOUN nmod
296 e e 299 CCONJ cc
297 por por 299 ADP case
298 os o 299 DET det
299 alunos aluno 295 NOUN conj
300 que que 305 PRON nsubj
301 a a 303 ADP case
302 essa essa 303 DET det
303 altura altura 305 NOUN nmod
304 ja ja 305 ADV advmod
305 estavam estar 299 VERB acl:relcl
306 fora fora 305 ADV advmod
307 de de 309 ADP case
308 a o 309 DET det
309 sala sala 306 NOUN nmod
310 por por 311 ADP case
311 fim fim 313 NOUN nmod
312 ele ele 313 PRON nsubj
313 ficou ficar 119 VERB conj
314 trancado trancado 313 ADJ xcomp
315 em em 317 ADP case
316 uma um 317 DET det
317 sala sala 314 NOUN nmod
318 ate ate 323 ADP mark
319 que que 318 CCONJ fixed
320 a o 322 DET det
321 sua sua 322 DET det:poss
322 mae mae 323 NOUN nsubj
323 chegasse chegar 313 VERB advcl
324 para para 325 ADP mark
325 buscalo buscalo 323 VERB advcl
326 violencia violencia 325 NOUN obj
327 em em 311 ADP case
