1 morre morrer 0 VERB root
2 marisa marisa 1 NOUN nsubj
3 leticia leticia 2 NOUN flat
4 familia familia 7 NOUN nsubj
5 de de 6 ADP case
6 lula lula 4 NOUN nmod
7 autoriza autorizar 1 VERB parataxis
8 doacao doacao 7 NOUN obj
9 de de 10 ADP case
10 orgaos orgao 8 NOUN nmod
11 de de 14 ADP case
12 a o 14 DET det
13 exprimeira exprimeiro 14 ADJ amod
14 dama dama 8 NOUN nmod
15 a a 16 DET det
16 exprimeiradama exprimeiradama 19 NOUN nsubj
17 66 66 18 NUM nummod
18 anos ano 19 NOUN nsubj
19 teve ter 1 VERB parataxis
20 morte morte 19 NOUN obj
21 cerebral cerebral 20 ADJ amod
22 confirmada confirmar 20 VERB acl
23 2 2 22 NUM appos
24 devido dever 26 VERB case
25 a a 24 ADP fixed
26 complicacoes complicacoe 19 NOUN nmod
27 causadas causar 26 VERB acl
28 poe poe 30 ADP case
29 um um 30 DET det
30 avc avc 27 NOUN nmod
31 a o 32 DET det
32 pagina pagina 194 NOUN nsubj
33 de de 35 ADP case
34 o o 35 DET det
35 expresidente expresidente 32 NOUN nmod
36 lula lula 35 ADJ amod
37 em em 39 ADP case
38 o o 39 DET det
39 facebook facebook 32 PROPN nmod
40 postou postar 1 VERB parataxis
41 um um 42 DET det
42 texto texto 40 NOUN obj
43 em em 44 ADP case
44 que que 45 PRON nmod
45 autoriza autorizar 42 VERB acl:relcl
46 a o 47 DET det
47 doacao doacao 45 NOUN obj
48 de de 49 ADP case
49 orgaos orgao 47 NOUN nmod
50 de de 51 ADP case
51 dona dona 47 NOUN nmod
52 marisa marisa 203 NOUN flat
53 a o 54 DET det
54 familia familia 59 NOUN nsubj
55 lula lula 54 ADJ appos
56 de de 58 ADP case
57 a o 58 DET det
58 silva silva 55 NOUN nmod
59 agradece agradecer 40 VERB ccomp
60 todas todas 62 DET det
61 as o 62 DET det
62 manifestacoes manifestacoe 59 NOUN obj
63 de de 64 ADP case
64 carinho carinho 62 NOUN nmod
65 e e 66 CCONJ cc
66 solidariedade solidariedade 64 NOUN conj
67 recebidas receber 62 VERB acl
68 nesses nesses 71 ADP case
69 ultimos ultimo 71 ADJ amod
70 10 10 71 NUM nummod
71 dias dia 67 NOUN nmod
72 por por 74 ADP case
73 a o 74 DET det
74 recuperacao recuperacao 67 NOUN nmod
75 de de 77 ADP case
76 a o 77 DET det
77 exprimeiradama exprimeiradama 74 NOUN nmod
78 dona dona 255 NOUN nsubj:pass
79 marisa marisa 78 NOUN appos
80 leticia leticia 78 NOUN flat
81 lula lula 78 PROPN appos
82 de de 84 ADP case
83 a o 84 DET det
84 silva silva 81 NOUN nmod
85 a o 86 DET det
86 familia familia 87 NOUN nsubj
87 autorizou autorizar 1 VERB parataxis
88 os o 89 DET det
89 procedimentos procedimento 157 NOUN obj
90 preparativos preparativo 89 ADJ amod
91 para para 93 ADP case
92 a o 93 DET det
93 doacao doacao 89 NOUN nmod
94 de de 96 ADP case
95 os o 96 DET det
96 orgaos orgao 93 NOUN nmod
97 nascida nascer 96 VERB acl
98 em em 100 ADP case
99 uma um 100 DET det
100 familia familia 97 NOUN nmod
101 de de 102 ADP case
102 imigrantes imigrante 100 NOUN nmod
103 italianos italiano 102 ADJ amod
104 marisa marisa 193 NOUN appos
105 viveu viver 1 VERB parataxis
106 com com 109 ADP case
107 outros outros 109 DET det
108 10 10 109 NUM nummod
109 irmaos irmao 105 NOUN nmod
110 em em 112 ADP case
111 um um 112 DET det
112 sitio sitio 105 NOUN nmod
113 ate ate 114 ADP mark
114 completar completar 105 VERB advcl
115 5 5 116 NUM nummod
116 anos ano 114 NOUN obj
117 de de 118 ADP case
118 idade idade 116 NOUN nmod
119 a o 120 DET det
120 familia familia 122 NOUN nsubj
121 se se 122 PRON expl:pv
122 mudou mudar 1 VERB parataxis
123 para para 125 ADP case
124 sao sao 125 NOUN nmod
125 bernardo bernardo 122 NOUN nmod
126 de de 128 ADP case
127 o o 128 DET det
128 campo campo 125 NOUN nmod
129 em em 130 ADP case
130 1955 1955 122 NUM nmod
131 quando quando 132 CCONJ mark
132 completou completar 136 VERB advcl
133 13 13 134 NUM nummod
134 anos ano 132 NOUN obj
135 marisa marisa 229 NOUN nsubj
136 precisou precisar 1 VERB advcl
137 de de 139 ADP case
138 a o 139 DET det
139 autorizacao autorizacao 136 NOUN nmod
140 de de 142 ADP case
141 seu seu 142 DET det:poss
142 pai pai 139 NOUN nmod
143 para para 144 ADP mark
144 trabalhar trabalhar 232 VERB advcl
145 em em 147 ADP case
146 uma um 147 DET det
147 fabrica fabrica 144 NOUN nmod
148 de de 149 ADP case
149 chocolates chocolate 147 NOUN nmod
150 como como 151 ADP case
151 embaladora embalador 242 NOUN nmod
152 a a 155 ADP case
153 os o 155 DET det
154 19 19 155 NUM nummod
155 anos ano 132 NOUN nmod
156 se se 157 PRON expl:pv
157 casou casar 40 VERB advcl
158 com com 160 ADP case
159 o o 160 DET det
160 taxista taxista 157 NOUN nmod
161 marcos marco 160 NOUN appos
162 claudio claudio 160 NOUN flat
163 com com 164 ADP case
164 quem quem 165 PRON nmod
165 teve ter 160 VERB acl:relcl
166 um um 167 DET det
167 filho filho 165 NOUN obj
168 com com 171 ADP case
169 apenas apenas 170 ADV advmod
170 3 3 171 NUM nummod
171 meses mês 182 NOUN nmod
172 de de 173 ADP case
173 matrimonio matrimonio 171 NOUN nmod
174 em em 175 ADP case
175 1970 1970 177 NUM nmod
176 ela ela 177 PRON nsubj
177 perdeu perder 19 VERB conj
178 o o 179 DET det
179 marido marido 177 NOUN obj
180 que que 182 PRON nsubj:pass
181 foi foi 182 AUX aux:pass
182 assassinado assassinar 179 VERB acl:relcl
183 a a 184 ADP case
184 tiros tiro 182 NOUN nmod
185 em em 187 ADP case
186 um um 187 DET det
187 campo campo 182 NOUN nmod
188 de de 173 ADP case
189 futebol futebol 187 NOUN nmod
190 em em 191 ADP case
191 1974 1974 182 NUM nmod
192 a o 193 DET det
193 viuva viuvo 194 NOUN nsubj
194 conheceu conhecer 40 VERB conj
195 lula lula 194 NOUN obj
196 em em 198 ADP case
197 o o 198 DET det
198 sindicato sindicato 194 NOUN nmod
199 de de 201 ADP case
200 os o 201 DET det
201 metalurgicos metalurgicos 198 NOUN nmod
202 de de 203 ADP case
203 sao sao 198 NOUN nmod
204 bernardo bernardo 203 NOUN flat
205 meses mês 206 NOUN nmod
206 depois depois 213 ADV advmod
207 em em 210 ADP case
208 o o 210 DET det
209 mesmo mesmo 210 ADJ amod
210 ano ano 213 NOUN nmod
211 eles eles 213 PRON nsubj
212 se se 213 PRON obj
213 casaram casar 40 VERB parataxis
214 e e 217 CCONJ cc
215 o o 217 DET det
216 relacionamento relacionamento 217 NOUN nsubj
217 gerou gerar 213 VERB conj
218 tres tres 219 NUM nummod
219 filhos filho 217 NOUN obj
220 fabio fabio 219 NOUN appos
221 sandro sandro 220 NOUN flat
222 e e 223 CCONJ cc
223 luis luis 220 NOUN conj
224 claudio claudio 223 ADJ flat
225 em em 226 ADP case
226 1980 1980 217 NUM nmod
227 quando quando 229 CCONJ mark
228 lula lula 229 NOUN nsubj
229 estava estar 255 VERB advcl
230 preso preso 229 ADJ xcomp
231 marisa marisa 229 NOUN nsubj
232 liderou liderar 229 VERB conj
233 a o 234 DET det
234 passeata passeata 232 NOUN obj
235 de de 237 ADP case
236 as o 237 DET det
237 mulheres mulher 234 NOUN nmod
238 a a 239 ADP case
239 favor favor 232 NOUN nmod
240 de de 242 ADP case
241 a o 242 DET det
242 liberdade liberdade 239 NOUN nmod
243 de de 245 ADP case
244 os o 245 DET det
245 sindicalistas sindicalista 242 NOUN nmod
246 em em 249 ADP case
247 o o 249 DET det
248 ultimo ultimo 249 ADJ amod
249 dia dia 255 NOUN nmod
250 24 24 249 NUM nmod
251 a o 253 DET det
252 exprimeira exprimeiro 253 ADJ amod
253 dama dama 255 NOUN nsubj:pass
254 foi foi 255 AUX aux:pass
255 internada internar 122 VERB parataxis
256 em em 258 ADP case
257 a o 258 DET det
258 uti uti 255 NOUN nmod
259 de de 261 ADP case
260 o o 261 DET det
261 hospital hospital 258 NOUN nmod
262 siriolibanes siriolibane 261 NOUN flat
263 apos apos 264 ADP mark
264 sofrer sofrer 255 VERB advcl
265 um um 266 DET det
266 avc avc 264 NOUN obj
