1 veja ver 0 VERB root
2 quem quem 1 PRON ccomp
3 sera sera 6 AUX cop
4 o o 6 DET det
5 polemico polemico 6 ADJ amod
6 vice vice 1 NOUN ccomp
7 de de 8 ADP case
8 bolsonaro bolsonaro 6 NOUN nmod
9 em em 11 ADP case
10 as o 11 DET det
11 eleicoes eleicoe 6 NOUN nmod
12 2018 2018 11 NUM nmod
13 o o 14 DET det
14 presidenciavel presidenciavel 18 NOUN nsubj
15 jair jair 14 NOUN appos
16 messias messias 15 NOUN flat
17 bolsonaro bolsonaro 15 NOUN amod
18 escolheu escolher 1 VERB parataxis
19 um um 18 PRON obj
20 de de 24 ADP case
21 os o 24 DET det
22 mais mais 23 ADV advmod
23 polemicos polemico 24 ADJ amod
24 senadores senador 19 NOUN nmod
25 de de 27 ADP case
26 a o 27 DET det
27 atualidade atualidade 24 NOUN nmod
28 para para 31 ADP mark
29 ser ser 18 AUX advcl
30 seu seu 31 DET det:poss
31 candidato candidato 18 NOUN advcl
32 a a 33 ADP case
33 vicepresidencia vicepresidencia 31 NOUN nmod
34 evangelico evangelico 33 ADJ amod
35 com com 37 ADP case
36 forte forte 37 ADJ amod
37 atuacao atuacao 234 NOUN nmod
38 em em 40 ADP case
39 a o 40 DET det
40 defesa defesa 37 NOUN nmod
41 de de 43 ADP case
42 a o 43 DET det
43 familia familia 40 NOUN nmod
44 tradicional tradicional 43 ADJ amod
45 e e 46 CCONJ cc
46 odiado odiar 151 VERB conj
47 por por 49 ADP case
48 as o 49 DET det
49 esquerdas esquerda 46 NOUN nmod
50 bolsonaro bolsonaro 49 NOUN appos
51 tera terar 18 VERB conj
52 a a 55 ADP case
53 o o 55 DET det
54 seu seu 55 DET det:poss
55 lado lado 181 NOUN nmod
56 um um 58 DET det
57 grande grande 58 ADJ amod
58 parceiro parceiro 51 NOUN obj
59 em em 61 ADP case
60 a o 61 DET det
61 mobilizacao mobilizacao 58 NOUN nmod
62 de de 63 ADP case
63 eleitores eleitor 61 NOUN nmod
64 por por 66 ADP case
65 as o 66 DET det
66 redes rede 243 NOUN nmod
67 sociais social 66 ADJ amod
68 o o 69 DET det
69 senador senador 73 NOUN nsubj
70 magno magno 69 NOUN appos
71 malta malta 70 NOUN flat
72 pr pr 70 NOUN flat
73 confirmou confirmar 1 VERB parataxis
74 a a 76 ADP case
75 o o 76 DET det
76 jornal jornal 73 NOUN iobj
77 o o 78 DET det
78 estado estado 76 NOUN appos
79 de de 81 ADP case
80 s s 78 DET nmod
81 paulo paulo 78 NOUN nmod
82 que que 85 CCONJ mark
83 pode pode 85 AUX aux
84 ser ser 85 AUX cop
85 vice vice 73 NOUN ccomp
86 em em 88 ADP case
87 a o 88 DET det
88 chapa chapa 85 NOUN nmod
89 de de 91 ADP case
90 o o 91 DET det
91 deputado deputado 88 NOUN nmod
92 federal federal 91 ADJ amod
93 jair jair 91 NOUN appos
94 bolsonaro bolsonaro 93 NOUN flat
95 psc psc 93 NOUN flat
96 para para 98 ADP case
97 a o 98 DET det
98 presidencia presidencia 116 NOUN nmod
99 de de 101 ADP case
100 a o 101 DET det
101 republica republica 98 NOUN nmod
102 em em 103 ADP case
103 2018 2018 181 NUM nmod
104 o o 105 DET det
105 senador senador 181 NOUN nsubj
106 capixaba capixaba 105 ADJ amod
107 nao nao 108 ADV advmod
108 descarta descartar 73 VERB conj
109 ainda ainda 108 ADV advmod
110 inverter inverter 108 VERB xcomp
111 de de 112 ADP case
112 posicao posicao 110 NOUN nmod
113 com com 115 ADP case
114 o o 115 DET det
115 deputado deputado 110 NOUN nmod
116 saindo sair 91 VERB acl
117 como como 118 ADP case
118 candidato candidato 116 NOUN nmod
119 a a 120 ADP case
120 presidencia presidencia 118 NOUN nmod
121 com com 122 ADP case
122 bolsonaro bolsonaro 116 NOUN nmod
123 como como 124 ADP case
124 vice vice 122 NOUN nmod
125 temos ter 126 AUX aux
126 conversado conversar 1 VERB ccomp
127 que que 131 CCONJ mark
128 em em 129 ADP case
129 2018 2018 131 NUM nmod
130 todos todos 131 PRON nsubj
