1 mais mais 2 ADV advmod
2 uma uma 3 NUM nummod
3 farsa farsa 21 NOUN parataxis
4 de de 5 ADP case
5 lula lula 3 NOUN nmod
6 a o 7 DET det
7 verdade verdade 3 NOUN appos
8 sobre sobre 11 ADP case
9 o o 11 DET det
10 falso falso 11 ADJ amod
11 garcom garcom 7 NOUN nmod
12 que que 14 PRON nsubj:pass
13 foi foi 14 AUX aux:pass
14 demitido demitir 11 VERB acl:relcl
15 por por 17 ADP case
16 michel michel 17 DET det
17 temer temer 14 NOUN nmod
18 o o 19 DET det
19 brasil brasil 14 NOUN nsubj:pass
20 se se 21 PRON obj
21 comoveu comover 0 VERB root
22 durante durante 24 ADP case
23 essa essa 24 DET det
24 semana semana 21 NOUN nmod
25 quando quando 26 CCONJ mark
26 soube saber 21 VERB advcl
27 de de 30 ADP case
28 um um 30 DET det
29 pobre pobre 30 ADJ amod
30 garcom garcom 26 NOUN nmod
31 que que 33 PRON nsubj:pass
32 foi foi 33 AUX aux:pass
33 demitido demitir 30 VERB acl:relcl
34 por por 36 ADP case
35 a o 36 DET det
36 equipe equipe 33 NOUN nmod
37 de de 39 ADP case
38 o o 39 DET det
39 presidente presidente 36 NOUN nmod
40 em em 41 ADP case
41 exercicio exercicio 33 NOUN nmod
42 michel michel 43 ADJ amod
43 temer temer 41 NOUN appos
44 sites site 49 NOUN nsubj
45 e e 46 CCONJ cc
46 redes rede 44 NOUN conj
47 sociais social 46 ADJ amod
48 petistas petista 49 ADJ nsubj
49 comoveram comover 149 VERB ccomp
50 a o 51 DET det
51 internet internet 49 PROPN obj
52 com com 54 ADP case
53 a o 54 DET det
54 historia historia 49 NOUN nmod
55 de de 57 ADP case
56 pobre pobre 57 ADJ amod
57 garcom garcom 54 NOUN nmod
58 que que 61 PRON nsubj:pass
59 teria ter 61 AUX aux
60 sido ser 61 AUX aux:pass
61 demitido demitir 57 VERB acl:relcl
62 sem sem 64 ADP case
63 justa justo 64 ADJ amod
64 causa causa 61 NOUN nmod
65 petistas petista 61 NOUN nsubj:pass
66 informaram informar 149 VERB ccomp
67 que que 73 CCONJ mark
68 o o 69 DET det
69 garcom garcom 73 NOUN nsubj:pass
70 jose jose 69 NOUN appos
71 catalao catalao 70 ADJ flat
72 foi foi 73 AUX aux:pass
73 dispensado dispensar 66 VERB ccomp
74 simplesmente simplesmente 73 ADV advmod
75 por por 77 ADP case
76 o o 77 DET det
77 fato fato 73 NOUN nmod
78 de de 80 ADP mark
79 ser ser 80 AUX cop
80 simpatizante simpatizante 77 NOUN nmod
81 de de 83 ADP case
82 o o 83 DET det
83 pt pt 80 NOUN nmod
84 sera sera 66 VERB ccomp
85 que que 73 CCONJ mark
86 a o 87 DET det
87 historia historia 73 NOUN nsubj:pass
88 e e 89 CCONJ cc
89 essa essa 323 PRON conj
90 mesmo mesmo 89 PRON amod
91 por por 93 ADP case
92 o o 93 DET det
93 menos menos 89 ADV nmod
94 foi foi 66 VERB ccomp
95 assim assim 98 ADV mark
96 que que 95 CCONJ fixed
97 lula lula 98 NOUN nsubj
98 contou contar 94 VERB advcl
99 atraves atraves 98 ADV advmod
100 de de 101 ADP case
101 uma uma 99 PRON nmod
102 de de 104 ADP case
103 suas suas 104 DET det:poss
104 redes rede 101 NOUN nmod
105 sociais social 104 ADJ amod
106 o o 107 DET det
107 perfil perfil 118 NOUN nsubj
108 de de 109 ADP case
109 luis luis 107 NOUN nmod
110 inacio inacio 109 NOUN flat
111 lula lula 109 PROPN appos
112 de de 114 ADP case
113 a o 114 DET det
114 silva silva 109 NOUN nmod
115 em em 117 ADP case
116 o o 117 DET det
117 facebook facebook 107 PROPN nmod
118 postou postar 149 VERB ccomp
119 obviamente obviamente 118 ADV advmod
120 atraves atraves 118 ADV advmod
121 de de 123 ADP case
122 sua sua 123 DET det:poss
123 equipe equipe 120 NOUN nmod
124 um um 125 DET det
125 recado recado 118 NOUN obj
126 imagem imagem 118 NOUN parataxis
127 abaixo abaixo 118 ADV advmod
128 comovente comovente 126 ADJ amod
129 ontem ontem 118 ADV advmod
130 18 18 120 NUM nmod
131 atraves atraves 118 ADV advmod
132 de de 134 ADP case
133 o o 134 DET det
134 site site 131 NOUN nmod
135 portal portal 134 NOUN appos
136 de de 138 ADP case
137 a o 138 DET det
138 transparencia transparencia 134 NOUN nmod
139 de de 141 ADP case
140 o o 141 DET det
141 governo governo 138 NOUN nmod
142 federal federal 141 ADJ amod
143 o o 144 DET det
144 instituto instituto 202 NOUN nsubj
145 visconde visconde 144 ADJ amod
146 de de 147 ADP case
147 cairu cairu 144 NOUN nmod
148 link link 147 NOUN flat
149 descobriu descobrir 21 VERB parataxis
150 que que 160 CCONJ mark
151 jose jose 242 NOUN nsubj
152 de de 154 ADP case
153 a o 154 DET det
154 silva silva 151 NOUN nmod
155 catalao catalao 154 ADJ amod
156 funcionario funcionario 151 NOUN appos
157 de de 159 ADP case
158 o o 159 DET det
159 planalto planalto 156 NOUN nmod
160 ocupava ocupar 149 VERB ccomp
161 cargo cargo 160 NOUN obj
162 comissionado comissionado 161 ADJ amod
163 de de 164 ADP case
164 assessor assessor 161 NOUN nmod
165 tecnico tecnico 164 ADJ amod
166 com com 167 ADP case
167 salario salario 33 NOUN nmod
168 compativel compativel 167 ADJ amod
169 com com 171 ADP case
170 tal tal 171 DET det
171 funcao funcao 168 NOUN nmod
172 imagem imagem 49 NOUN obj
173 abaixo abaixo 172 ADV advmod
174 e e 175 CCONJ cc
175 nao nao 173 ADV conj
176 de de 177 ADP case
177 garcom garcom 173 NOUN conj
178 como como 180 CCONJ mark
179 foi foi 180 AUX aux:pass
180 informado informar 284 VERB advcl
181 como como 183 ADP case
182 um um 183 DET det
183 assessor assessor 180 NOUN nmod
184 tecnico tecnico 183 ADJ amod
185 contratado contratar 183 VERB acl
186 para para 188 ADP case
187 tal tal 188 DET det
188 funcao funcao 185 NOUN nmod
189 conforme conforme 118 CCONJ mark
190 o o 192 DET det
191 proprio proprio 192 ADJ amod
192 portal portal 118 NOUN nsubj
193 de de 195 ADP case
194 a o 195 DET det
195 transparencia transparencia 192 NOUN nmod
196 de de 198 ADP case
197 o o 198 DET det
198 governo governo 195 NOUN nmod
199 federal federal 198 ADJ amod
200 poderia poder 202 AUX aux
201 estar estar 202 AUX aux
202 exercer exercer 242 VERB advcl
203 a o 204 DET det
204 funcao funcao 202 NOUN obj
205 de de 206 ADP case
206 garcom garcom 204 NOUN nmod
207 seria seria 209 AUX cop
208 um um 209 DET det
209 desvio desvio 149 NOUN ccomp
210 de de 211 ADP case
211 funcao funcao 209 NOUN nmod
212 seria seria 214 AUX cop
213 um um 214 DET det
214 erro erro 149 NOUN ccomp
215 de de 216 ADP case
216 postagem postagem 214 NOUN nmod
217 de de 219 ADP case
218 a o 219 DET det
219 equipe equipe 216 NOUN nmod
220 de de 221 ADP case
221 marketing marketing 219 NOUN nmod
222 de de 224 ADP case
223 o o 224 DET det
224 expresidente expresidente 219 NOUN nmod
225 lula lula 224 ADJ appos
226 sera sera 149 VERB ccomp
227 que que 232 CCONJ mark
228 a o 229 DET det
229 postagem postagem 232 NOUN nsubj
230 de de 231 ADP case
231 lula lula 229 NOUN nmod
232 errou errar 226 VERB csubj
233 o o 234 DET det
234 nome nome 232 NOUN obj
235 de de 237 ADP case
236 o o 237 DET det
237 garcom garcom 234 NOUN nmod
238 lula lula 232 NOUN nsubj
239 pode pode 242 AUX aux
240 ate ate 242 ADV advmod
241 ter ter 242 AUX aux
242 ligado ligar 66 VERB ccomp
243 para para 245 ADP case
244 o o 245 DET det
245 sr sr 242 NOUN nmod
246 jose jose 245 NOUN appos
247 catalao catalao 246 ADJ flat
248 e e 251 CCONJ cc
249 ter ter 251 AUX aux
250 se se 251 PRON obj
251 solidarizado solidarizar 242 VERB conj
252 com com 254 ADP case
253 o o 254 DET det
254 mesmo mesmo 251 PRON nmod
255 porem porem 257 CCONJ mark
256 ele ele 257 PRON nsubj
257 mentiu mentir 66 VERB conj
258 sobre sobre 260 ADP case
259 o o 260 DET det
260 cargo cargo 257 NOUN nmod
261 de de 263 ADP case
262 o o 263 DET det
263 funcionario funcionario 260 NOUN nmod
264 por por 266 ADP case
265 qual qual 266 DET det
266 motivo motivo 242 NOUN nmod
267 simples simples 268 ADJ amod
268 didatica didatica 257 NOUN nsubj
269 petista petista 268 ADJ amod
270 quem quem 242 PRON nsubj
271 e e 275 CCONJ cc
272 que que 275 PRON nsubj
273 iria iria 275 AUX aux
274 de de 275 ADP mark
275 comover comover 270 VERB conj
276 com com 278 ADP case
277 a o 278 DET det
278 demissao demissao 275 NOUN nmod
279 de de 281 ADP case
280 um um 281 DET det
281 assessor assessor 278 NOUN nmod
282 tecnico tecnico 281 ADJ amod
283 vamos ir 284 AUX aux
284 usar usar 66 VERB ccomp
285 o o 286 DET det
286 cargo cargo 284 NOUN obj
287 de de 288 ADP case
288 garcom garcom 286 NOUN nmod
289 e e 292 CCONJ cc
290 assim assim 292 ADV advmod
291 podemos podemos 292 AUX aux
292 comover comover 284 VERB conj
293 o o 294 DET det
294 povo povo 292 NOUN obj
295 e e 284 CCONJ cc
296 assim assim 298 ADV mark
297 que que 296 CCONJ fixed
298 pensa pensar 284 VERB conj
299 e e 300 CCONJ cc
300 age agar 298 VERB conj
301 o o 302 DET det
302 pt pt 298 NOUN nsubj
303 lula lula 284 NOUN nsubj
304 mente mente 292 VERB conj
305 para para 306 ADP mark
306 desviar desviar 304 VERB nmod
307 o o 308 DET det
308 foco foco 306 NOUN obj
309 de de 311 ADP case
310 a o 311 DET det
311 lavajato lavajato 308 NOUN nmod
312 e e 314 CCONJ cc
313 ainda ainda 314 ADV advmod
314 tenta tentar 284 VERB conj
315 comover comover 314 VERB xcomp
316 as o 317 DET det
317 pessoas pessoa 315 NOUN obj
318 com com 320 ADP case
319 falsos falso 320 ADJ amod
320 sentimentalismos sentimentalismo 317 NOUN nmod
321 ps ps 330 X cc
322 o o 323 DET det
323 diario diario 330 NOUN nsubj
324 de de 326 ADP case
325 o o 326 DET det
326 brasil brasil 323 NOUN nmod
327 em em 328 ADP case
328 momento momento 330 NOUN nmod
329 algum algum 328 DET det
330 questiona questionar 180 VERB conj
331 a o 332 DET det
332 idoneidade idoneidade 330 NOUN obj
333 de de 335 ADP case
334 o o 335 DET det
335 servidor servidor 332 NOUN nmod
336 jose jose 335 NOUN appos
337 catalao catalao 336 ADJ flat
338 questionamos questionar 94 VERB parataxis
339 e e 341 CCONJ cc
340 a o 341 DET det
341 cara cara 338 NOUN conj
342 de de 343 ADP case
