1 cinismo cinismo 5 NOUN nsubj
2 sem sem 3 ADP case
3 limites limite 1 NOUN nmod
4 lula lula 5 NOUN nsubj
5 esta esta 0 VERB root
6 preocupado preocupado 5 ADJ xcomp
7 com com 8 ADP case
8 mantega mantega 6 NOUN nmod
9 porque porque 13 CCONJ mark
10 ele ele 13 PRON nsubj
11 nao nao 13 ADV advmod
12 se se 13 PRON expl:pv
13 preocupa preocupar 5 VERB advcl
14 com com 15 ADP case
15 dirceu dirceu 13 NOUN nmod
16 bumlai bumlai 15 NOUN flat
17 etc etc 25 X cc
18 luiz luiz 25 NOUN nsubj
19 inacio inacio 18 NOUN flat
20 lula lula 18 NOUN flat
21 de de 23 ADP case
22 a o 23 DET det
23 silva silva 18 NOUN nmod
24 pt pt 25 PROPN nsubj
25 criticou criticar 5 VERB parataxis
26 a o 27 DET det
27 acao acao 25 NOUN obj
28 de de 30 ADP case
29 a o 30 DET det
30 pf pf 27 NOUN nmod
31 hoje hoje 25 ADV advmod
32 22 22 31 NUM nmod
33 durante durante 35 ADP case
34 a o 35 DET det
35 prisao prisao 25 NOUN nmod
36 d d 38 ADP case
37 o o 38 DET det
38 exministro exministro 35 NOUN nmod
39 de de 41 ADP case
40 a o 41 DET det
41 fazenda fazenda 38 NOUN nmod
42 guido guido 38 ADJ appos
43 mantega mantega 42 NOUN appos
44 patricia patricia 42 NOUN appos
45 carvalho carvalho 44 NOUN flat
46 de de 47 ADP case
47 brasilia brasilia 44 NOUN nmod
48 lula lula 49 NOUN nsubj
49 disse dizer 5 VERB parataxis
50 que que 54 CCONJ mark
51 mantega mantega 54 NOUN nsubj:pass
52 deveria dever 54 AUX aux
53 ser ser 54 AUX aux:pass
54 tratado tratar 49 VERB ccomp
55 como como 57 ADP case
56 um um 57 DET det
57 ser ser 54 NOUN nmod
58 humano humano 57 ADJ amod
59 o o 54 PRON obj
60 que que 62 PRON nsubj
61 me me 62 PRON obj
62 preocupa preocupar 59 VERB acl:relcl
63 e e 65 CCONJ cc
64 a o 65 DET det
65 noticia noticia 178 NOUN conj
66 de de 201 ADP mark
67 que que 73 CCONJ mark
68 o o 69 DET det
69 exministro exministro 73 NOUN nsubj:pass
70 guido guido 69 ADJ amod
71 mantega mantega 69 NOUN amod
72 foi foi 73 AUX aux:pass
73 preso preso 65 VERB nmod
74 dentro dentro 73 ADV advmod
75 de de 77 ADP case
76 a o 77 DET det
77 sala sala 74 NOUN nmod
78 de de 79 ADP case
79 cirurgia cirurgia 77 NOUN nmod
80 as o 81 DET det
81 pessoas pessoa 73 NOUN nsubj:pass
82 poderiam poder 73 AUX aux
83 tratalo tratalo 201 VERB conj
84 como como 86 CCONJ mark
85 se se 86 CCONJ expl:pv
86 trata tratar 83 VERB advcl
87 todo todo 88 DET det
88 ser ser 86 NOUN nsubj
89 humano humano 88 ADJ amod
90 disse dizer 83 VERB advcl
91 lula lula 90 NOUN nsubj
92 detalhe detalhe 90 NOUN nsubj
93 guido guido 94 ADJ amod
94 mantega mantega 97 NOUN nsubj:pass
95 foi foi 97 AUX aux:pass
96 previamente previamente 97 ADV advmod
97 avisado avisar 91 VERB acl:relcl
98 por por 100 ADP case
99 a o 100 DET det
100 pf pf 97 NOUN nmod
101 e e 103 CCONJ cc
102 se se 103 PRON obj
103 encontrou encontrar 97 VERB conj
104 com com 106 ADP case
105 a o 106 DET det
106 equipe equipe 103 NOUN nmod
107 em em 109 ADP case
108 a o 109 DET det
109 portaria portaria 103 NOUN nmod
110 de de 112 ADP case
111 o o 112 DET det
112 albert albert 109 NOUN nmod
113 einstein einstein 112 NOUN flat
114 diferente diferente 112 ADJ amod
115 de de 118 ADP case
116 o o 118 DET det
117 que que 115 CCONJ fixed
118 alegou alegar 114 VERB nmod
119 a o 120 DET det
120 anta anto 118 NOUN nsubj
121 petista petista 120 ADJ amod
122 lula lula 120 ADJ appos
123 e e 124 CCONJ cc
124 hipocrita hipocrita 122 NOUN conj
125 cinico cinico 124 ADJ amod
126 e e 127 CCONJ cc
127 manipulador manipulador 125 ADJ conj
128 de de 129 ADP case
129 opinioes opinioe 127 NOUN nmod
130 e e 132 CCONJ cc
131 um um 132 DET det
132 psicopata psicopata 125 NOUN conj
133 nato nato 132 ADJ amod
134 a o 135 DET det
135 verdade verdade 25 NOUN nsubj
136 e e 139 CCONJ cc
137 que que 139 CCONJ mark
138 lula lula 139 NOUN nsubj
139 quer querer 49 VERB ccomp
140 tumultuar tumultuar 139 VERB xcomp
141 toda toda 144 DET det
142 e e 143 CCONJ cc
143 qualquer qualquer 141 DET conj
144 tipo tipo 140 NOUN obj
145 de de 146 ADP case
146 acao acao 144 NOUN nmod
147 tanto tanto 150 ADV cc
148 de de 150 ADP case
149 a o 150 DET det
150 pf pf 146 NOUN nmod
151 como como 154 CCONJ cc
152 de de 154 ADP case
153 o o 154 DET det
154 mpf mpf 150 NOUN conj
155 e e 158 CCONJ cc
156 de de 158 ADP case
157 o o 158 DET det
158 judiciario judiciario 150 NOUN conj
159 esse esse 160 DET det
160 cidadao cidadao 25 NOUN nsubj
161 ja ja 163 ADV advmod
162 esta esta 163 AUX aux
163 falando falar 25 VERB conj
164 demais demais 163 ADV advmod
165 e e 166 CCONJ cc
166 hora hora 163 NOUN conj
167 de de 168 ADP case
168 sergio sergio 166 NOUN nmod
169 moro moro 168 NOUN flat
170 trancalo trancalo 163 VERB conj
171 em em 173 ADP case
172 uma um 173 DET det
173 cela cela 170 NOUN nmod
174 porque porque 178 CCONJ mark
175 lula lula 178 NOUN nsubj
176 nao nao 178 ADV advmod
177 se se 178 PART expl:pv
178 preocupa preocupar 49 VERB advcl
179 com com 181 ADP case
180 o o 181 DET det
181 estado estado 178 NOUN nmod
182 de de 183 ADP case
183 saude saude 181 NOUN nmod
184 de de 185 ADP case
185 jose jose 181 NOUN nmod
186 dirceu dirceu 185 VERB flat
187 que que 188 CCONJ mark
188 esta esta 49 VERB ccomp
189 mais mais 188 ADV advmod
190 pra pra 191 ADP case
191 la la 188 PRON nmod
192 de de 59 ADP case
193 o o 59 DET det
194 que que 192 ADP fixed
195 pra pra 196 ADP mark
196 ca ca 192 ADV nmod
197 porque porque 201 CCONJ mark
198 lula lula 201 NOUN nsubj
199 nao nao 201 ADV advmod
200 se se 201 PART expl:pv
201 preocupa preocupar 49 VERB advcl
202 com com 204 ADP case
203 o o 204 DET det
204 estado estado 201 NOUN nmod
205 de de 206 ADP case
206 saude saude 204 NOUN nmod
207 de de 208 ADP case
208 pedro pedro 204 NOUN nmod
209 correa correa 208 ADJ flat
210 que que 211 PRON nsubj
211 esta esta 208 VERB acl:relcl
212 velho velho 211 ADJ xcomp
213 e e 214 CCONJ cc
214 encarcerado encarcerado 212 ADJ conj
215 ha ha 221 VERB advcl
216 anos ano 215 NOUN nmod
217 porque porque 221 CCONJ mark
218 lula lula 221 NOUN nsubj
219 nao nao 221 ADV advmod
220 se se 221 PART expl:pv
221 preocupa preocupar 201 VERB advcl
222 com com 224 ADP case
223 o o 224 DET det
224 estado estado 221 NOUN nmod
225 de de 226 ADP case
226 saude saude 224 NOUN nmod
227 de de 230 ADP case
228 seu seu 230 DET det:poss
229 melhor melhor 230 ADJ amod
230 amigo amigo 224 NOUN nmod
231 jose jose 230 NOUN appos
232 carlos carlos 231 NOUN flat
233 bumlai bumlai 231 NOUN flat
234 que que 235 PRON nsubj
