1 morre morrer 0 VERB root
2 medico medico 1 NOUN nsubj
3 que que 4 PRON nsubj
4 caiu cair 2 VERB acl:relcl
5 de de 6 ADP case
6 varanda varanda 4 NOUN nmod
7 a a 9 ADP case
8 o o 9 DET det
9 tirar tirar 4 VERB advcl
10 selfie selfie 9 NOUN obj
11 em em 12 ADP case
12 pousada pousada 9 NOUN nmod
13 em em 15 ADP case
14 o o 15 DET det
15 piaui piaui 12 NOUN nmod
16 o o 17 DET det
17 medico medico 47 NOUN nsubj
18 paulo paulo 17 NOUN appos
19 cesar cesar 18 ADJ flat
20 de de 21 ADP case
21 carvalho carvalho 18 NOUN nmod
22 telles telle 21 NOUN flat
23 57 57 24 NUM nummod
24 anos ano 17 NOUN appos
25 que que 26 PRON nsubj
26 sofreu sofrer 17 VERB acl:relcl
27 uma um 28 DET det
28 queda queda 26 NOUN obj
29 com com 31 ADP case
30 a o 31 DET det
31 esposa esposo 28 NOUN nmod
32 leania leania 31 NOUN appos
33 garcia garcia 32 NOUN flat
34 telles telle 32 NOUN flat
35 de de 37 ADP case
36 a o 37 DET det
37 sacada sacada 28 NOUN nmod
38 de de 40 ADP case
39 uma um 40 DET det
40 pousada pousada 37 NOUN nmod
41 em em 43 ADP case
42 o o 43 DET det
43 litoral litoral 37 NOUN nmod
44 de de 46 ADP case
45 o o 46 DET det
46 piaui piaui 43 NOUN nmod
47 morreu morrer 1 VERB parataxis
48 em em 50 ADP case
49 a o 50 DET det
50 manha manha 47 NOUN nmod
51 de de 52 ADP mark
52 hoje hoje 50 ADV nmod
53 19 19 52 NUM nmod
54 em em 55 ADP case
55 sao sao 47 ADJ nmod
56 paulo paulo 55 NOUN flat
57 eles eles 58 PRON nsubj
58 estavam estar 1 VERB parataxis
59 hospedados hospedado 58 ADJ xcomp
60 em em 62 ADP case
61 a o 62 DET det
62 pousada pousado 59 NOUN nmod
63 casa casa 190 NOUN appos
64 de de 66 ADP case
65 a o 66 DET det
66 tartaruga tartaruga 63 NOUN nmod
67 quando quando 68 CCONJ mark
68 cairam cair 58 VERB advcl
69 de de 71 ADP case
70 uma um 71 DET det
71 altura altura 68 NOUN nmod
72 de de 76 ADP case
73 cerca cerca 75 ADV advmod
74 de de 73 ADP case
75 tres tres 76 NUM nummod
76 metros metro 71 NOUN nmod
77 a a 79 ADP case
78 o o 79 DET det
79 tentar tentar 104 VERB advcl
80 fazer fazer 79 VERB xcomp
81 uma um 82 DET det
82 selfie selfie 80 NOUN obj
83 em em 85 ADP case
84 uma um 85 DET det
85 varanda varanda 80 NOUN nmod
86 em em 88 ADP case
87 a o 88 DET det
88 area area 85 NOUN nmod
89 externa externo 88 ADJ amod
90 de de 92 ADP case
91 a o 92 DET det
92 pousada pousada 88 NOUN nmod
93 em em 96 ADP case
94 o o 96 DET det
95 ultimo ultimo 96 ADJ amod
96 dia dia 166 NOUN nmod
97 30 30 96 NUM nmod
98 antes antes 180 ADV case
99 de de 98 ADP case
100 a o 98 DET det
101 queda queda 180 NOUN nmod
102 telles telles 104 NOUN nsubj
103 havia haver 104 AUX aux
104 tirado tirar 1 VERB advcl
105 a o 106 DET det
106 foto foto 104 NOUN obj
107 de de 109 ADP case
108 a o 109 DET det
109 mulher mulher 106 NOUN nmod
110 encostada encostar 109 VERB acl
111 em em 113 ADP case
112 o o 113 DET det
113 parapeito parapeito 110 NOUN nmod
114 e e 116 CCONJ cc
115 depois depois 116 ADV advmod
116 resolveu resolver 104 VERB conj
117 fazer fazer 116 VERB xcomp
118 uma um 119 DET det
119 selfie selfie 117 NOUN obj
120 em em 123 ADP case
121 o o 123 DET det
122 mesmo mesmo 123 ADJ amod
123 local local 215 NOUN nmod
124 para para 125 ADP mark
125 enviar enviar 215 VERB advcl
126 a o 127 DET det
127 filha filho 125 NOUN obj
128 o o 219 DET det
129 parapeito parapeito 222 NOUN nsubj
130 feito feito 219 VERB acl
131 de de 132 ADP case
132 madeira madeira 130 NOUN nmod
133 desabou desabar 1 VERB parataxis
134 e e 136 CCONJ cc
135 eles eles 136 PRON nsubj
136 cairam cair 104 VERB conj
137 de de 138 ADP case
138 costas costas 136 NOUN nmod
139 em em 141 ADP case
140 o o 141 DET det
141 chao chao 136 NOUN nmod
142 o o 143 DET det
143 medico medico 144 NOUN nsubj
144 fraturou fraturar 233 VERB conj
145 costelas costela 144 NOUN obj
146 teve ter 233 VERB conj
147 o o 148 DET det
148 pulmao pulmao 149 NOUN nsubj
149 perfurado perfurado 146 ADJ xcomp
150 e e 151 CCONJ cc
151 sofreu sofrer 104 VERB conj
152 tambem tambem 151 ADV advmod
153 lesoes lesoe 151 NOUN obj
154 em em 156 ADP case
155 tres tres 156 NUM nummod
156 vertebras vertebra 151 NOUN nmod
157 de de 159 ADP case
158 a o 159 DET det
159 coluna coluna 156 NOUN nmod
160 durante durante 162 ADP case
161 a o 162 DET det
162 internacao internacao 80 NOUN nmod
163 ele ele 166 PRON nsubj
164 estava estar 166 AUX aux
165 se se 166 PRON obj
166 submetendo submeter 26 VERB conj
167 as as 168 ADP case
168 sessoes sessoe 166 NOUN nmod
169 de de 170 ADP case
170 dialise dialise 168 NOUN nmod
171 para para 180 ADP mark
172 que que 171 CCONJ fixed
173 os o 174 DET det
174 rins rim 180 NOUN nsubj
175 e e 177 CCONJ cc
176 o o 177 DET det
177 figado figado 174 NOUN conj
178 voltassem voltar 180 AUX aux
179 a a 180 ADP mark
180 funcionar funcionar 200 VERB advcl
181 a o 182 DET det
182 morte morte 180 NOUN nsubj
183 de de 184 ADP case
184 paulo paulo 182 NOUN nmod
185 telles telle 184 X flat
186 foi foi 187 AUX aux:pass
187 comunicada comunicar 1 VERB parataxis
188 por por 190 ADP case
189 a o 190 DET det
190 clinica clinica 187 NOUN nmod
191 de de 193 ADP case
192 o o 193 DET det
193 coracao coracao 190 NOUN nmod
194 de de 195 ADP case
195 rio rio 190 NOUN nmod
196 verde verde 195 ADJ amod
197 go go 195 X appos
198 onde onde 200 ADV advmod
199 ele ele 200 PRON nsubj
200 trbalhava trbalhar 190 VERB acl:relcl
201 como como 202 ADP case
202 cardiologista cardiologista 200 NOUN nmod
203 e e 205 CCONJ cc
204 era era 205 AUX cop
205 um um 104 PRON conj
206 de de 208 ADP case
207 os o 208 DET det
208 proprietarios proprietario 205 NOUN nmod
209 o o 210 DET det
210 comunicado comunicado 211 NOUN nsubj
211 confirmou confirmar 58 VERB parataxis
212 que que 215 CCONJ mark
213 o o 214 DET det
214 medico medico 215 NOUN nsubj
215 morreu morrer 211 VERB ccomp
216 as o 217 DET det
217 9h30 9h30 215 NUM nmod
218 a o 219 DET det
219 mulher mulher 233 NOUN nsubj
220 dele dele 219 X det:poss
221 que que 222 PRON nsubj
222 recebeu receber 219 VERB acl:relcl
223 alta alta 222 NOUN obj
224 ha ha 222 VERB advcl
225 uma uma 226 NUM nummod
226 semana semana 224 NOUN nmod
227 esta esta 233 PRON nsubj
228 em em 230 ADP case
229 sao sao 230 DET amod
230 paulo paulo 224 NOUN nmod
231 paulo paulo 233 NOUN nsubj
232 cesar cesar 231 NOUN flat
233 estava estar 211 VERB ccomp
234 internado internado 233 ADJ xcomp
235 em em 237 ADP case
236 o o 237 DET det
237 incor incor 234 NOUN nmod
238 instituto instituto 237 NOUN appos
239 de de 241 ADP case
240 o o 241 DET det
241 coracao coracao 238 NOUN nmod
242 desde desde 245 ADP case
243 o o 245 DET det
244 ultimo ultimo 245 ADJ amod
245 sabado sabado 233 PROPN nmod
246 a o 247 DET det
247 equipe equipe 251 NOUN nsubj
248 de de 250 ADP case
249 o o 250 DET det
250 incor incor 247 NOUN nmod
251 avaliou avaliar 233 VERB parataxis
252 o o 253 DET det
253 estado estado 251 NOUN obj
254 de de 255 ADP case
255 saude saude 253 NOUN nmod
256 dele dele 253 X det:poss
257 constatou constatar 251 VERB parataxis
258 a o 259 DET det
259 morte morte 257 NOUN obj
260 cerebral cerebral 259 ADJ amod
261 e e 262 CCONJ cc
262 abriu abrir 257 VERB conj
263 o o 264 DET det
264 protocolo protocolo 262 NOUN obj
265 para para 266 ADP case
266 certificacao certificacao 264 NOUN nmod
267 de de 269 ADP case
268 o o 269 DET det
269 obito obito 266 NOUN nmod
