1 eua eua 2 PRON nsubj
2 sofre sofrer 0 VERB root
3 o o 5 DET det
4 maior maior 5 ADJ amod
5 ataque ataque 2 NOUN obj
6 desde desde 8 ADP case
7 o o 8 DET det
8 11 11 2 NUM nmod
9 de de 10 ADP case
10 setembro setembro 8 PROPN nmod
11 massacre massacre 2 NOUN nsubj
12 deixa deixar 2 VERB parataxis
13 50 50 14 NUM nummod
14 mortos morto 12 NOUN obj
15 e e 17 CCONJ cc
16 53 53 17 NUM nummod
17 feridos ferido 14 NOUN conj
18 em em 20 ADP case
19 a o 20 DET det
20 florida florida 12 NOUN nmod
21 a o 22 DET det
22 policia policia 12 NOUN nsubj
23 de de 24 ADP case
24 orlando orlando 22 NOUN nmod
25 em em 27 ADP case
26 a o 27 DET det
27 florida florida 22 NOUN nmod
28 e e 31 CCONJ cc
29 o o 31 DET det
30 fbi fbi 31 NOUN nsubj
31 confirmaram confirmar 12 VERB conj
32 agora agora 31 ADV advmod
33 pouco pouco 31 ADV advmod
34 que que 37 CCONJ mark
35 50 50 36 NUM nummod
36 pessoas pessoa 37 NOUN nsubj
37 morreram morrer 31 VERB ccomp
38 e e 40 CCONJ cc
39 53 53 40 NUM nsubj
40 ficaram ficar 37 VERB conj
41 feridas ferido 40 ADJ xcomp
42 em em 44 ADP case
43 um um 44 DET det
44 ataque ataque 40 NOUN nmod
45 a a 47 ADP case
46 uma um 47 DET det
47 boate boate 44 NOUN nmod
48 lgbt lgbt 47 ADJ amod
49 um um 50 DET det
50 atirador atirador 51 NOUN nsubj
51 abriu abrir 31 VERB ccomp
52 fogo fogo 51 NOUN obj
53 dentro dentro 51 ADV advmod
54 de de 56 ADP case
55 uma um 56 DET det
56 boate boate 53 NOUN nmod
57 voltada voltar 56 VERB acl
58 a a 60 ADP case
59 o o 60 DET det
60 publico publico 57 NOUN nmod
61 lgbt lgbt 60 ADJ amod
62 o o 63 DET det
63 autor autor 168 NOUN nsubj
64 morreu morrer 12 VERB parataxis
65 durante durante 67 ADP case
66 uma um 67 DET det
67 troca troca 64 NOUN nmod
68 de de 69 ADP case
69 tiros tiro 67 NOUN nmod
70 com com 72 ADP case
71 a o 72 DET det
72 policia policia 67 NOUN nmod
73 o o 74 DET det
74 prefeito prefeito 64 NOUN nsubj
75 de de 77 ADP case
76 a o 77 DET det
77 cidade cidade 74 NOUN nmod
78 buddy buddy 74 PROPN appos
79 dayer dayer 78 PROPN flat
80 lamentou lamentar 12 VERB parataxis
81 e e 82 CCONJ cc
82 disse dizer 80 VERB conj
83 que que 197 CCONJ mark
84 o o 85 DET det
85 numero numero 168 NOUN nsubj
86 de de 87 ADP case
87 mortos morto 85 NOUN nmod
88 dentro dentro 87 ADV advmod
89 de de 91 ADP case
90 a o 91 DET det
91 casa casa 88 NOUN nmod
92 noturna noturno 91 ADJ amod
93 pulse pulse 91 ADJ amod
94 e e 95 CCONJ cc
95 maior maior 169 ADJ conj
96 que que 98 ADP case
97 o o 98 DET det
98 estimado estimado 95 NOUN nmod
99 anteriormente anteriormente 102 ADV advmod
100 depois depois 102 ADV mark
101 que que 100 CCONJ fixed
102 verificamos verificar 197 VERB advcl
103 que que 105 CCONJ mark
104 nao nao 105 ADV advmod
105 havia haver 102 VERB ccomp
106 mais mais 107 DET det
107 explosivos explosivo 105 NOUN obj
108 conseguimos conseguir 102 VERB ccomp
109 entrar entrar 108 VERB xcomp
110 e e 111 CCONJ cc
111 ver ver 208 VERB conj
112 que que 117 CCONJ mark
113 o o 114 DET det
114 numero numero 117 NOUN nsubj
115 de de 116 ADP case
116 mortos morto 114 NOUN nmod
117 era era 111 VERB ccomp
118 muito muito 119 ADV advmod
119 maior maior 117 ADJ xcomp
120 de de 123 ADP case
121 o o 123 DET det
122 que que 120 ADP fixed
123 o o 227 PRON nmod
124 que que 125 PRON obj
125 pensavamos pensavar 123 VERB acl:relcl
126 disse dizer 123 VERB acl:relcl
127 o o 128 DET det
128 john john 126 NOUN nsubj
129 mina mina 128 NOUN flat
130 chefe chefe 128 NOUN appos
131 de de 132 ADP case
132 policia policia 130 NOUN nmod
133 por por 134 ADP case
134 volta volta 140 NOUN nmod
135 de de 137 ADP case
136 as o 137 DET det
137 3h 3h 134 NUM nmod
138 de de 139 ADP case
139 brasilia brasilia 137 NOUN nmod
140 houve haver 12 VERB parataxis
141 troca troca 140 NOUN obj
142 de de 143 ADP case
143 tiros tiro 141 NOUN nmod
144 de de 146 ADP case
145 o o 146 DET det
146 lado lado 141 NOUN nmod
147 de de 148 ADP mark
148 fora fora 146 ADV nmod
149 e e 152 CCONJ cc
150 o o 152 DET det
151 atirador atirador 152 NOUN nsubj
152 voltou voltar 140 VERB conj
153 para para 154 ADP mark
154 dentro dentro 152 ADV nmod
155 e e 156 CCONJ cc
156 fez fazer 51 VERB conj
157 refens refem 156 NOUN obj
158 por por 160 ADP case
159 algumas algumas 160 DET det
160 horas hora 156 NOUN nmod
161 as o 162 DET det
162 5h 5h 156 NUM nmod
163 de de 165 ADP case
164 a o 165 DET det
165 manha manha 162 NOUN nmod
166 a o 167 DET det
167 policia policia 168 NOUN nsubj
168 decidiu decidir 12 VERB conj
169 resgatar resgatar 168 VERB xcomp
170 os o 171 DET det
171 refens refem 169 NOUN obj
172 dentro dentro 169 ADV advmod
173 de de 175 ADP case
174 o o 175 DET det
175 local local 172 NOUN nmod
176 nossos nossos 177 DET det:poss
177 policiais policial 178 NOUN nsubj
178 trocaram trocar 168 VERB conj
179 tiros tiro 178 NOUN obj
180 com com 182 ADP case
181 o o 182 DET det
182 suspeito suspeito 178 NOUN nmod
183 o o 184 DET det
184 suspeito suspeito 178 NOUN nsubj
185 esta esta 184 PRON appos
186 morto morto 184 ADJ amod
187 disse dizer 82 VERB ccomp
188 o o 189 DET det
189 chefe chefe 187 NOUN nsubj
190 de de 191 ADP case
191 policia policia 189 NOUN nmod
192 de de 193 ADP case
193 orlando orlando 189 NOUN nmod
194 john john 189 NOUN appos
195 mina mina 194 PROPN flat
196 nao nao 197 ADV advmod
197 ficou ficar 82 VERB ccomp
198 claro claro 197 ADJ xcomp
199 quando quando 206 CCONJ advmod
200 as o 201 DET det
201 vitimas vitima 206 NOUN nsubj
202 dentro dentro 201 ADV advmod
203 de de 205 ADP case
204 o o 205 DET det
205 clube clube 202 NOUN nmod
206 morreram morrer 197 VERB csubj
207 se se 208 CCONJ mark
208 foi foi 206 VERB ccomp
209 antes antes 208 ADV advmod
210 durante durante 212 ADP case
211 a o 212 DET det
212 tomada tomada 208 NOUN nmod
213 de de 214 ADP case
214 refens refem 212 NOUN nmod
215 ou ou 227 CCONJ cc
216 em em 218 ADP case
217 o o 218 DET det
218 confronto confronto 208 NOUN conj
219 entre entre 221 ADP case
220 o o 221 DET det
221 atirador atirador 218 NOUN nmod
222 e e 224 CCONJ cc
223 a o 224 DET det
224 policia policia 221 NOUN conj
225 o o 226 DET det
226 assassino assassino 227 NOUN nsubj
227 portava portar 206 VERB conj
228 um um 229 DET det
229 rifle rifle 227 NOUN obj
230 ar15 ar15 229 NUM appos
231 e e 233 CCONJ cc
232 uma um 233 DET det
233 arma arma 229 NOUN conj
234 de de 236 ADP case
235 pequeno pequeno 236 ADJ amod
236 porte porte 233 NOUN nmod
