1 eles eles 2 PRON nsubj
2 estao estao 0 VERB root
3 corroidos corroido 2 ADJ xcomp
4 fisicamente fisicamente 3 ADV advmod
5 e e 7 CCONJ cc
6 psicologicamente psicologicamente 7 ADV advmod
7 entregar entregar 3 VERB conj
8 lula lula 7 NOUN obj
9 e e 12 CCONJ cc
10 so so 12 ADV advmod
11 uma uma 12 DET det
12 questao questao 2 NOUN conj
13 de de 14 ADP case
14 tempo tempo 12 NOUN nmod
15 o o 16 DET det
16 exministro exministro 7 NOUN nsubj
17 de de 19 ADP case
18 a o 19 DET det
19 casa casa 16 NOUN nmod
20 civil civil 19 ADJ amod
21 jose jose 16 NOUN appos
22 dirceu dirceu 39 VERB nsubj
23 um um 164 PRON nsubj
24 de de 26 ADP case
25 os o 26 DET det
26 exchefoes exchefoe 23 NOUN nmod
27 de de 29 ADP case
28 a o 29 DET det
29 pt pt 26 NOUN nmod
30 esta esta 31 AUX aux
31 decidindo decidir 26 VERB acl:relcl
32 se se 34 CCONJ mark
33 ira ira 34 AUX aux
34 abrir abrir 31 VERB ccomp
35 o o 36 DET det
36 bico bico 34 NOUN obj
37 a o 38 DET det
38 defesa defesa 31 NOUN nsubj
39 disse dizer 31 VERB ccomp
40 que que 43 CCONJ mark
41 o o 42 DET det
42 ze ze 43 NOUN nsubj
43 esta esta 39 VERB ccomp
44 pronto pronto 43 ADJ xcomp
45 para para 46 ADP mark
46 responder responder 44 VERB nmod
47 tudo tudo 46 PRON obj
48 e e 50 CCONJ cc
49 so so 50 ADV advmod
50 falar falar 43 VERB conj
51 o o 50 PRON obj
52 que que 54 PRON obj
53 voce voce 54 PRON nsubj
54 sabe saber 51 VERB acl:relcl
55 sobre sobre 57 ADP case
56 o o 57 DET det
57 chefe chefe 54 NOUN nmod
58 ze ze 277 CCONJ nsubj
59 voce voce 60 PRON nsubj
60 sai sair 43 VERB conj
61 de de 63 ADP case
62 a o 63 DET det
63 cadeia cadeia 60 NOUN nmod
64 rapidinho rapidinho 63 ADJ amod
65 o o 66 DET det
66 advogado advogado 60 NOUN nsubj
67 criminalista criminalista 66 ADJ amod
68 que que 69 PRON nsubj
69 defende defender 66 VERB acl:relcl
70 jose jose 69 NOUN obj
71 dirceu dirceu 70 ADJ flat
72 disse dizer 2 VERB conj
73 que que 77 CCONJ mark
74 o o 75 DET det
75 petista petista 77 NOUN nsubj
76 vai ir 77 AUX aux
77 apresentar apresentar 72 VERB ccomp
78 a a 80 ADP case
79 o o 80 DET det
80 juiz juiz 77 NOUN iobj
81 sergio sergio 80 ADJ amod
82 moro moro 80 NOUN flat
83 sua sua 84 DET det:poss
84 versao versao 77 NOUN obj
85 sobre sobre 87 ADP case
86 as o 87 DET det
87 acusacoes acusacoe 84 NOUN nmod
88 de de 90 ADP mark
89 que que 90 CCONJ mark
90 recebeu receber 87 VERB nmod
91 dinheiro dinheiro 90 NOUN obj
92 sujo sujo 91 ADJ amod
93 de de 94 ADP case
94 empreiteiros empreiteiro 338 NOUN nmod
95 de de 97 ADP case
96 a o 97 DET det
97 lava lava 94 NOUN nmod
98 jato jato 90 NOUN mark
99 o o 100 DET det
100 esquema esquema 90 NOUN nsubj
101 de de 103 ADP case
102 o o 103 DET det
103 exbraco exbraco 100 NOUN nmod
104 direito direito 103 NOUN amod
105 de de 106 ADP case
106 lula lula 103 NOUN nmod
107 em em 109 ADP case
108 a o 109 DET det
109 casa casa 338 NOUN nmod
110 civil civil 109 ADJ amod
111 movimentou movimentar 361 VERB acl:relcl
112 cerca cerca 115 ADV advmod
113 de de 112 ADP case
114 64 64 115 NUM nummod
115 milhoes milhoes 117 NUM nummod
116 de de 117 ADP case
117 reais real 111 NOUN obj
118 em em 119 ADP case
119 lavagem lavagem 111 NOUN nmod
120 de de 121 ADP case
121 dinheiro dinheiro 119 NOUN nmod
122 em em 125 ADP case
123 sua sua 125 DET det:poss
124 segunda segundo 125 ADJ amod
125 condenacao condenacao 111 NOUN nmod
126 o o 127 DET det
127 juiz juiz 130 NOUN nsubj
128 sergio sergio 127 ADJ amod
129 moro moro 127 NOUN flat
130 sentenciou sentenciar 2 VERB parataxis
131 o o 132 DET det
132 exministro exministro 130 NOUN obj
133 de de 134 ADP case
134 lula lula 132 NOUN nmod
135 a a 137 ADP case
136 11 11 137 NUM nummod
137 anos ano 130 NOUN nmod
138 e e 140 CCONJ cc
139 tres tres 140 NUM nummod
140 meses mês 137 NOUN conj
141 de de 142 ADP case
142 prisao prisao 140 NOUN nmod
143 por por 144 ADP case
144 corrupcao corrupcao 338 NOUN nmod
145 passiva passivo 144 ADJ amod
146 e e 147 CCONJ cc
147 lavagem lavagem 144 NOUN conj
148 de de 149 ADP case
149 dinheiro dinheiro 147 NOUN nmod
150 em em 152 ADP case
151 o o 152 DET det
152 esquema esquema 147 NOUN nmod
153 de de 154 ADP case
154 desvios desvio 152 NOUN nmod
155 de de 156 ADP case
156 recursos recurso 154 NOUN nmod
157 de de 159 ADP case
158 a o 159 DET det
159 petrobras petrobra 154 NOUN nmod
160 ela ela 164 PRON nsubj
161 ja ja 164 ADV advmod
162 havia haver 164 AUX aux
163 uma um 164 DET det
164 recebido receber 2 VERB conj
165 pena pena 164 NOUN obj
166 de de 168 ADP case
167 20 20 168 NUM nummod
168 anos ano 165 NOUN nmod
169 e e 171 CCONJ cc
170 10 10 171 NUM nummod
171 meses mês 168 NOUN conj
172 de de 173 ADP case
173 prisao prisao 171 NOUN nmod
174 por por 176 ADP case
175 129 129 176 NUM nummod
176 atos ato 164 NOUN nmod
177 de de 178 ADP case
178 corrupcao corrupcao 176 NOUN nmod
179 ativa ativo 178 ADJ amod
180 e e 182 CCONJ cc
181 31 31 182 NUM nummod
182 atos ato 222 NOUN conj
183 de de 184 ADP case
184 corrupcao corrupcao 182 NOUN nmod
185 passiva passivo 184 ADJ amod
186 entre entre 187 ADP case
187 2004 2004 60 NUM nmod
188 e e 189 CCONJ cc
189 2011 2011 187 NUM conj
190 alem alem 164 ADV advmod
191 de de 193 ADP case
192 684 684 193 NUM nummod
193 atos ato 190 NOUN nmod
194 de de 195 ADP case
195 lavagem lavagem 193 NOUN nmod
196 de de 197 ADP case
197 dinheiro dinheiro 195 NOUN nmod
198 entre entre 199 ADP case
199 2005 2005 60 NUM nmod
200 e e 201 CCONJ cc
201 2014 2014 199 NUM conj
202 dirceu dircer 204 VERB nsubj
203 agora agora 204 ADV advmod
204 esta esta 2 VERB conj
205 com com 207 ADP case
206 a o 207 DET det
207 faca faca 204 NOUN nmod
208 e e 210 CCONJ cc
209 o o 210 DET det
210 queijo queijo 207 NOUN conj
211 em em 213 ADP case
212 as o 213 DET det
213 maos mao 207 NOUN nmod
214 e e 333 CCONJ cc
215 podera poder 216 AUX aux
216 decidir decidir 204 VERB conj
217 seu seu 218 DET det:poss
218 destino destino 216 NOUN obj
219 ou ou 221 CCONJ cc
220 ele ele 221 PRON nsubj
221 entrega entregar 243 VERB conj
222 lula lula 221 NOUN obj
223 e e 226 CCONJ cc
224 os o 226 DET det
225 outros outros 226 DET det
226 integrantes integrantes 222 NOUN conj
227 de de 229 ADP case
228 o o 229 DET det
229 esquema esquema 226 NOUN nmod
230 ou ou 231 CCONJ cc
231 morre morrer 204 VERB conj
232 em em 234 ADP case
233 a o 234 DET det
234 cadeia cadeia 231 NOUN nmod
235 a o 236 DET det
236 veja veja 231 NOUN nsubj
237 ja ja 239 ADV advmod
238 havia haver 239 AUX aux
239 informado informar 39 VERB conj
240 que que 243 CCONJ mark
241 vaccari vaccari 243 NOUN nsubj
242 estaria estar 243 AUX aux
243 pensando pensar 239 VERB ccomp
244 em em 245 ADP mark
245 fazer fazer 243 VERB nmod
246 delacao delacao 245 NOUN obj
247 premiada premiado 246 ADJ amod
248 sentenciado sentenciar 246 VERB acl
249 a a 253 ADP case
250 mais mais 115 ADV advmod
251 de de 250 ADP case
252 24 24 253 NUM nummod
253 anos ano 248 NOUN nmod
254 de de 255 ADP case
255 prisao prisao 253 NOUN nmod
256 vaccari vaccar 257 PROPN nsubj
257 esta esta 266 PRON acl:relcl
258 com com 260 ADP case
259 a o 260 DET det
260 delacao delacao 257 NOUN nmod
261 entalada entalar 260 VERB acl
262 em em 264 ADP case
