1 fim fim 6 NOUN nsubj
2 de de 4 ADP case
3 o o 4 DET det
4 disse dizer 1 NOUN nmod
5 me me 6 PRON iobj
6 disse dizer 0 VERB root
7 dilma dilma 6 NOUN nsubj
8 sabia saber 6 VERB ccomp
9 de de 11 ADP case
10 todo todo 11 DET det
11 esquema esquema 8 NOUN nmod
12 de de 13 ADP case
13 caixa caixa 11 NOUN nmod
14 dois dois 13 NUM appos
15 em em 17 ADP case
16 a o 17 DET det
17 petrobras petrobras 8 NOUN nmod
18 a o 19 DET det
19 presidente presidente 23 NOUN nsubj
20 afastada afastado 19 ADJ amod
21 dilma dilma 19 NOUN appos
22 rousseff rousseff 21 NOUN flat
23 entrou entrar 6 VERB parataxis
24 em em 25 ADP case
25 rota rota 23 NOUN nmod
26 de de 27 ADP case
27 colisao colisao 25 NOUN nmod
28 com com 30 ADP case
29 seus seus 30 DET det:poss
30 marqueteiros marqueteiro 27 NOUN nmod
31 o o 32 DET det
32 casal casal 23 NOUN nsubj
33 joao joao 32 NOUN appos
34 santana santana 33 NOUN flat
35 e e 36 CCONJ cc
36 monica monica 33 NOUN conj
37 moura mourar 8 VERB conj
38 bolsas bolsa 37 NOUN obj
39 sapatos sapato 38 ADJ amod
40 joias joia 38 NOUN appos
41 restaurantes restaurante 38 NOUN appos
42 caros caro 43 ADJ amod
43 roupas roupa 38 NOUN appos
44 de de 45 ADP case
45 grife grife 43 NOUN nmod
46 enfim enfim 48 ADV advmod
47 tudo tudo 48 PRON nsubj
48 vira vira 8 VERB conj
49 a a 50 ADP case
50 tona tona 48 NOUN nmod
51 quando quando 54 CCONJ mark
52 o o 53 DET det
53 marqueteiro marqueteiro 54 NOUN nsubj
54 apresentar apresentar 184 VERB advcl
55 os o 56 DET det
56 documentos documento 54 NOUN obj
57 relativos relativo 56 ADJ amod
58 as as 60 ADP case
59 suas suas 60 DET det:poss
60 declaracoes declaracoe 57 NOUN nmod
61 a o 62 DET det
62 proposta proposta 232 NOUN nsubj
63 de de 64 ADP case
64 delacao delacao 62 NOUN nmod
65 premiada premiar 64 VERB acl
66 de de 68 ADP case
67 o o 68 DET det
68 casal20 casal20 62 NOUN nmod
69 feita feita 62 VERB acl
70 a a 71 ADP case
71 pgr pgr 69 NOUN nmod
72 destroi destroir 184 VERB ccomp
73 qualquer qualquer 74 DET det
74 pretensao pretensao 72 NOUN obj
75 de de 76 ADP case
76 dilma dilma 74 NOUN nmod
77 em em 78 ADP mark
78 preservar preservar 276 VERB nmod
79 sua sua 82 DET det:poss
80 tao tao 81 ADV advmod
81 defendida defendido 82 ADJ amod
82 reputacao reputacao 78 NOUN obj
83 de de 84 ADP case
84 mulher mulher 82 NOUN nmod
85 honesta honesto 84 ADJ amod
86 a a 87 ADP mark
87 partir partir 72 VERB nmod
88 de de 90 ADP case
89 o o 90 DET det
90 momento momento 87 NOUN nmod
91 em em 92 ADP case
92 que que 101 PRON nmod
93 as o 94 DET det
94 delacoes delacoe 101 NOUN nsubj:pass
95 de de 96 ADP case
96 joao joao 94 NOUN nmod
97 santana santana 96 NOUN flat
98 e e 99 CCONJ cc
99 monica monica 96 NOUN conj
100 forem forem 101 AUX aux:pass
101 homologadas homologar 90 VERB acl:relcl
102 o o 103 DET det
103 impacto impacto 101 NOUN nsubj:pass
104 sera sera 184 VERB ccomp
105 devastador devastador 104 ADJ xcomp
106 e e 108 CCONJ cc
107 nao nao 108 ADV advmod
108 deixara deixar 72 VERB conj
109 pedra pedra 108 NOUN obj
110 sobre sobre 111 ADP case
111 pedra pedra 109 NOUN nmod
112 em em 114 ADP case
113 a o 114 DET det
114 reputacao reputacao 108 NOUN nmod
115 ilibada ilibado 114 ADJ amod
116 de de 118 ADP case
117 a o 118 DET det
118 petista petista 114 NOUN nmod
119 todo todo 121 DET det
120 o o 121 DET det
121 esquema esquema 209 NOUN nsubj
122 de de 123 ADP case
123 corrupcao corrupcao 121 NOUN nmod
124 que que 125 PRON nsubj
125 irrigou irrigar 121 VERB acl:relcl
126 as o 127 DET det
127 campanhas campanha 125 NOUN obj
128 petistas petista 127 ADJ amod
129 de de 130 ADP case
130 2010 2010 127 NUM nmod
131 e e 132 CCONJ cc
132 2014 2014 130 NUM conj
133 teve ter 184 VERB ccomp
134 a o 135 DET det
135 bencao bencao 48 NOUN obj
136 de de 137 ADP case
137 dilma dilma 135 NOUN nmod
138 dilma dilma 137 PROPN appos
139 nao nao 141 ADV advmod
140 so so 141 ADV advmod
141 sabia saber 184 VERB ccomp
142 de de 144 ADP case
143 a o 144 DET det
144 existencia existencia 141 NOUN nmod
145 de de 147 ADP case
146 o o 147 DET det
147 esquema esquema 144 NOUN nmod
148 de de 149 ADP case
149 caixa caixa 147 NOUN nmod
150 dois dois 149 NUM appos
151 como como 153 CCONJ cc
152 tambem tambem 153 ADV advmod
153 aprovou aprovar 246 VERB conj
154 as o 155 DET det
155 doacoes doacoe 153 NOUN obj
156 ilegais ilegal 155 ADJ amod
157 ela ela 158 PRON nsubj
158 sabia saber 184 VERB ccomp
159 perfeitamente perfeitamente 158 ADV advmod
160 o o 161 DET det
161 custo custo 189 NOUN obj
162 de de 164 ADP case
163 cada cada 164 DET det
164 campanha campanha 161 NOUN nmod
165 e e 216 CCONJ cc
166 o o 209 PRON conj
167 que que 169 PRON nsubj:pass
168 era era 169 AUX aux:pass
169 declarado declarar 166 VERB acl:relcl
170 oficialmente oficialmente 171 ADV advmod
171 disse dizer 125 VERB conj
172 santana santana 171 NOUN nsubj
173 em em 174 ADP case
174 trecho trecho 171 NOUN nmod
175 de de 177 ADP case
176 a o 177 DET det
177 delacao delacao 174 NOUN nmod
178 premiada premiado 177 ADJ amod
179 o o 180 DET det
180 empresario empresario 232 NOUN nsubj
181 marcelo marcelo 180 NOUN appos
182 odebrecht odebrecht 181 PROPN flat
183 tambem tambem 184 ADV advmod
184 confirmou confirmar 6 VERB parataxis
185 que que 189 CCONJ mark
186 a o 187 DET det
187 mandataria mandataria 189 NOUN nsubj
188 rousseff rousseff 187 ADJ appos
189 exigiu exigir 184 VERB ccomp
190 r r 189 NOUN obj
191 12 12 192 NUM nummod
192 milhoes milhoes 190 NUM nummod
193 para para 195 ADP case
194 a o 195 DET det
195 campanha campanha 189 NOUN nmod
196 durante durante 197 ADP case
197 encontro encontro 189 NOUN nmod
198 privado privado 197 ADJ amod
199 entre entre 201 ADP case
200 os o 201 DET det
201 dois dois 197 NUM nmod
202 o o 203 DET det
203 recurso recurso 72 NOUN nsubj
204 exigido exigir 203 VERB acl
205 de de 206 ADP case
206 acordo acordo 204 NOUN nmod
207 com com 208 ADP case
208 odebrecht odebrecht 206 PROPN nmod
209 abasteceu abastecer 184 VERB ccomp
210 o o 211 DET det
211 caixa caixa 209 NOUN obj
