1 pf pf 2 NOUN nsubj
2 pediu pedir 0 VERB root
3 prisao prisao 2 NOUN obj
4 de de 5 ADP case
5 exsindicalista exsindicalista 3 NOUN nmod
6 funcionario funcionario 5 NOUN appos
7 de de 9 ADP case
8 a o 9 DET det
9 oi oi 6 NOUN nmod
10 ele ele 13 PRON nsubj
11 seria seria 13 AUX cop
12 o o 13 DET det
13 responsavel responsavel 2 NOUN parataxis
14 por por 16 ADP case
15 a o 16 DET det
16 torre torre 13 NOUN nmod
17 de de 19 ADP case
18 o o 19 DET det
19 lula lula 16 NOUN nmod
20 a o 21 DET det
21 situacao situacao 24 NOUN nsubj
22 de de 23 ADP case
23 lula lula 21 NOUN nmod
24 parece parecer 2 VERB conj
25 piorar piorar 24 VERB xcomp
26 com com 28 ADP case
27 o o 28 DET det
28 passar passar 25 VERB nmod
29 de de 31 ADP case
30 as o 31 DET det
31 horas hora 28 NOUN nmod
32 especialmente especialmente 50 ADV advmod
33 quando quando 50 CCONJ mark
34 o o 35 DET det
35 assunto assunto 50 NOUN nsubj
36 e e 37 CCONJ cc
37 corrupcao corrupcao 35 NOUN conj
38 e e 39 CCONJ cc
39 trafico trafico 35 NOUN conj
40 de de 41 ADP case
41 influencia influencia 39 NOUN nmod
42 a o 43 DET det
43 policia policia 50 NOUN nsubj
44 federal federal 43 ADJ amod
45 atrvaves atrvaves 43 NOUN appos
46 de de 48 ADP case
47 a o 48 DET det
48 operacao operacao 45 NOUN nmod
49 lavajato lavajato 48 NOUN flat
50 pediu pedir 24 VERB parataxis
51 em em 52 ADP case
52 outubro outubro 50 PROPN nmod
53 de de 54 ADP case
54 2015 2015 52 NUM nmod
55 a o 56 DET det
56 prisao prisao 50 NOUN obj
57 temporaria temporar 56 ADJ amod
58 e e 60 CCONJ cc
59 a o 60 DET det
60 quebra quebra 56 NOUN conj
61 de de 63 ADP case
62 os o 63 DET det
63 sigilos sigilo 60 NOUN nmod
64 telefonico telefonico 63 ADJ amod
65 bancario bancario 63 ADJ amod
66 e e 67 CCONJ cc
67 fiscal fiscal 65 ADJ conj
68 de de 69 ADP case
69 jose jose 60 NOUN nmod
70 zunga zunga 69 NOUN flat
71 alves alves 69 NOUN flat
72 de de 73 ADP case
73 lima lima 69 NOUN nmod
74 exsindicalista exsindicalista 201 NOUN nsubj
75 ligado ligado 74 ADJ amod
76 a a 78 ADP case
77 o o 78 DET det
78 pt pt 75 NOUN nmod
79 e e 81 CCONJ cc
80 atual atual 81 ADJ amod
81 funcionario funcionario 74 NOUN conj
82 de de 84 ADP case
83 a o 84 DET det
84 empresa empresa 81 NOUN nmod
85 de de 86 ADP case
86 telefonia telefonia 84 NOUN nmod
87 oi oi 197 PROPN appos
88 coube caber 2 VERB conj
89 a a 90 ADP case
90 oi oi 88 PRON iobj
91 coincidencia coincidencia 220 NOUN obj
92 ou ou 94 CCONJ cc
93 nao nao 94 ADV advmod
94 instalar instalar 91 VERB acl:inf
95 uma um 96 DET det
96 antena antena 94 NOUN obj
97 de de 98 ADP case
98 celular celular 96 NOUN nmod
99 a a 101 ADP case
100 o o 101 DET det
101 lado lado 94 NOUN nmod
102 de de 104 ADP case
103 o o 104 DET det
104 sitio sitio 101 NOUN nmod
105 santa santo 104 ADJ amod
106 barbara barbar 104 ADJ amod
107 em em 108 ADP case
108 atibaia atibaia 96 NOUN nmod
109 frequentado frequentar 225 VERB acl
110 por por 111 ADP case
111 lula lula 109 NOUN nmod
112 e e 113 CCONJ cc
113 familia familia 111 NOUN conj
114 em em 119 ADP case
115 por por 117 ADP case
116 o o 117 DET det
117 menos menos 118 ADV advmod
118 111 111 119 NUM nummod
119 ocasioes ocasioe 201 NOUN nmod
120 zunga zungar 220 VERB nsubj
121 que que 126 CCONJ mark
122 a o 123 DET det
123 amigo amigo 126 NOUN nsubj
124 de de 125 ADP case
125 lula lula 123 NOUN nmod
126 teve ter 2 VERB ccomp
127 pedido pedido 126 NOUN obj
128 de de 129 ADP case
129 prisao prisao 127 NOUN nmod
130 decretado decretar 127 VERB acl
131 por por 132 ADP case
132 suspeita suspeita 130 NOUN nmod
133 de de 135 ADP mark
134 ser ser 135 AUX cop
135 um um 132 PRON nmod
136 de de 138 ADP case
137 os o 138 DET det
138 contatos contato 135 NOUN nmod
139 em em 141 ADP case
140 o o 141 DET det
141 governo governo 138 NOUN nmod
142 federal federal 141 ADJ amod
143 de de 145 ADP case
144 as o 145 DET det
145 empreiteiras empreiteiro 138 NOUN nmod
146 andrade andrade 145 NOUN appos
147 gutierrez gutierrez 146 NOUN flat
148 e e 149 CCONJ cc
149 odebrecht odebrecht 146 NOUN conj
150 lideres lider 135 NOUN appos
151 de de 153 ADP case
152 o o 153 DET det
153 cartel cartel 150 NOUN nmod
154 que que 155 PRON nsubj
155 movimento movimentar 153 VERB acl:relcl
156 o o 158 DET det
157 maior maior 158 ADJ amod
158 esquema esquema 155 NOUN obj
159 de de 160 ADP case
160 corrupcao corrupcao 158 NOUN nmod
161 ja ja 162 ADV advmod
162 ocorrido ocorrer 43 VERB acl
163 em em 165 ADP case
164 o o 165 DET det
165 pais pais 162 NOUN nmod
166 o o 167 DET det
167 petrolao petrolao 50 NOUN obj
168 em em 169 ADP case
169 materia materia 56 NOUN nmod
170 de de 174 ADP case
171 o o 174 DET det
172 de de 174 ADP case
173 o o 174 DET det
174 jornal jornal 169 NOUN nmod
175 valor valor 174 NOUN appos
176 economico economico 175 ADJ amod
177 de de 178 ADP case
178 2011 2011 174 NUM nmod
179 mesmo mesmo 180 ADJ amod
180 ano ano 174 NOUN appos
181 em em 182 ADP case
182 que que 188 PRON nmod
183 o o 184 DET det
184 sitio sitio 188 NOUN nsubj:pass
185 em em 186 ADP case
186 atibaia atibaia 184 NOUN nmod
187 foi foi 188 AUX aux:pass
188 reformado reformar 180 VERB acl:relcl
189 de de 190 ADP case
190 maneira maneira 188 NOUN nmod
191 suspeita suspeito 190 ADJ amod
192 a a 193 ADP case
193 pedido pedido 188 NOUN nmod
194 de de 196 ADP case
195 a o 196 DET det
196 exprimeiradama exprimeiradama 193 NOUN nmod
197 marisa marisa 196 NOUN appos
198 leticia leticia 197 NOUN flat
199 a o 200 DET det
200 oi oi 201 PROPN nsubj
201 instalou instalar 24 VERB parataxis
202 a o 96 DET det
203 torre torre 201 NOUN obj
204 de de 206 ADP case
205 o o 206 DET det
206 lula lula 96 NOUN nmod
207 a a 211 ADP case
208 menos menos 210 ADV advmod
209 de de 208 ADP case
210 150 150 211 NUM nummod
211 metros metro 201 NOUN nmod
212 de de 214 ADP case
213 o o 214 DET det
214 sitio sitio 211 NOUN nmod
215 de de 216 ADP case
216 atibaia atibaia 214 NOUN nmod
217 jose jose 220 PROPN nsubj
218 zunga zunga 217 PROPN flat
219 tambem tambem 220 ADV advmod
220 teve ter 2 VERB parataxis
221 relacoes relacoe 220 NOUN obj
222 comerciais comercial 221 ADJ amod
223 com com 225 ADP case
224 a o 225 DET det
225 gamecorp gamecorp 221 NOUN nmod
226 empresa empresa 225 NOUN flat
227 de de 229 ADP case
228 o o 229 DET det
229 filho filho 225 NOUN nmod
230 de de 232 ADP case
231 o o 232 DET det
232 expresidente expresidente 229 NOUN nmod
233 que que 234 PRON nsubj
234 esta esta 229 VERB acl:relcl
235 em em 237 ADP case
236 o o 237 DET det
237 radar radar 234 NOUN nmod
238 de de 240 ADP case
239 a o 240 DET det
240 lava lava 237 NOUN nmod
241 jato jato 240 NOUN flat
242 como como 243 ADP case
243 contato contato 220 NOUN nmod
244 entre entre 246 ADP case
245 a o 246 DET det
246 andrade andrade 243 NOUN nmod
247 gutierrez gutierrez 246 NOUN flat
248 odebrecht odebrecht 246 PROPN appos
249 e e 251 CCONJ cc
250 o o 251 DET det
251 governo governo 246 NOUN conj
252 federal federal 251 ADJ amod
253 materia materia 243 NOUN appos
254 completa completo 253 ADJ amod
255 em em 257 ADP case
256 o o 257 DET det
257 estadao estadao 253 NOUN nmod
