1 veja ver 0 VERB root
2 o o 3 DET det
3 trecho trecho 1 NOUN obj
4 que que 6 PRON obj
5 moro moro 6 NOUN nsubj
6 disse dizer 3 VERB acl:relcl
7 a a 8 ADP case
8 lula lula 6 NOUN iobj
9 que que 12 CCONJ mark
10 ele ele 12 PRON nsubj
11 ja ja 12 ADV advmod
12 esta esta 6 VERB ccomp
13 condenado condenado 12 ADJ xcomp
14 o o 15 DET det
15 expresidente expresidente 22 NOUN nsubj
16 luis luis 15 ADJ appos
17 inacio inacio 15 ADJ appos
18 lula lula 16 NOUN flat
19 de de 21 ADP case
20 a o 21 DET det
21 silva silva 16 NOUN nmod
22 provocou provocar 6 VERB ccomp
23 o o 24 DET det
24 juiz juiz 22 NOUN obj
25 federal federal 24 ADJ amod
26 sergio sergio 24 NOUN appos
27 moro moro 24 NOUN flat
28 e e 29 CCONJ cc
29 teve ter 22 VERB conj
30 a o 31 DET det
31 resposta resposta 29 NOUN obj
32 mais mais 33 ADV advmod
33 dura duro 31 ADJ amod
34 que que 36 PRON obj
35 poderia poder 36 AUX aux
36 ouvir ouvir 31 VERB acl:relcl
37 moro moro 36 NOUN obj
38 disse dizer 6 VERB ccomp
39 a a 40 ADP case
40 ele ele 38 PRON iobj
41 em em 45 ADP case
42 alto alto 45 ADJ amod
43 e e 44 CCONJ cc
44 bom bom 42 ADJ conj
45 som som 38 NOUN nmod
46 porque porque 49 CCONJ mark
47 ele ele 49 PRON nsubj
48 ja ja 49 ADV advmod
49 esta esta 38 VERB advcl
50 condenado condenado 49 ADJ xcomp
51 lavagem lavagem 49 NOUN nsubj
52 de de 53 ADP case
53 dinheiro dinheiro 51 NOUN nmod
54 necessariamente necessariamente 55 ADV advmod
55 ocorre ocorrer 38 VERB parataxis
56 a o 57 DET det
57 ocultacao ocultacao 55 NOUN nsubj
58 de de 59 ADP case
59 patrimonio patrimonio 57 NOUN nmod
60 oram oram 38 VERB parataxis
61 5 5 62 NUM nummod
62 horas hora 60 NOUN nsubj
63 de de 64 ADP case
64 depoimento depoimento 62 NOUN nmod
65 mas mas 74 CCONJ cc
66 em em 70 ADP case
67 menos menos 69 ADV advmod
68 de de 67 ADP case
69 1 1 70 NUM nummod
70 minuto minuto 74 NOUN nmod
71 o o 72 DET det
72 recado recado 74 NOUN nsubj:pass
73 foi foi 74 AUX aux:pass
74 dado dar 38 VERB conj
75 como como 78 CCONJ mark
76 se se 78 PART expl:pv
77 pode pode 78 AUX aux
78 notar notar 74 VERB advcl
79 neste neste 80 ADP case
80 momento momento 78 NOUN nmod
81 de de 83 ADP case
82 a o 83 DET det
83 audiencia audiencia 80 NOUN nmod
84 cabe caber 182 VERB advcl
85 agora agora 84 ADV advmod
86 a a 88 ADP case
87 o o 88 DET det
88 expresidente expresidente 84 NOUN iobj
89 usar usar 84 VERB csubj
90 seus seus 92 DET det:poss
91 ultimos ultimo 92 ADJ amod
92 momentos momento 89 NOUN obj
93 de de 94 ADP case
94 liberdade liberdade 92 NOUN nmod
95 lula lula 89 NOUN nsubj
96 dr dr 95 NOUN flat
97 moro moro 95 NOUN flat
98 como como 100 ADP case
99 um um 100 DET det
100 cidadao cidadao 95 NOUN nmod
101 compra comprar 84 VERB csubj
102 um um 103 DET det
103 apartamento apartamento 101 NOUN obj
104 que que 105 PRON nsubj
105 vale vale 103 VERB acl:relcl
106 dez dez 105 NUM obj
107 e e 109 CCONJ cc
108 depois depois 109 ADV advmod
109 declarou declarar 218 VERB conj
110 em em 112 ADP case
111 o o 112 DET det
112 imposto imposto 109 NOUN nmod
113 de de 114 ADP case
114 renda renda 112 NOUN nmod
115 cinco cinco 116 NUM nummod
116 anos ano 112 NOUN nmod
117 seguidos seguido 116 ADJ amod
118 e e 120 CCONJ cc
119 depois depois 120 ADV advmod
120 aparece aparecer 218 VERB conj
121 um um 122 DET det
122 apartamento apartamento 120 NOUN nsubj
123 que que 124 PRON nsubj
124 vale vale 122 VERB acl:relcl
125 vinte vinte 124 NUM obj
126 sem sem 128 ADP case
127 nenhuma nenhuma 128 DET det
128 explicacao explicacao 124 NOUN nmod
129 moro moro 128 NOUN appos
130 mas mas 131 CCONJ cc
131 senhor senhor 129 NOUN conj
132 expresidente expresidente 131 NOUN flat
133 a o 134 DET det
134 questao questao 120 NOUN nsubj
135 posta posta 134 VERB acl
136 por por 138 ADP case
137 o o 138 DET det
138 ministerio ministerio 135 NOUN nmod
139 publico publico 138 ADJ amod
140 em em 142 ADP case
141 a o 142 DET det
142 denuncia denuncia 135 NOUN nmod
143 e e 147 CCONJ cc
144 evidentemente evidentemente 147 ADV advmod
145 que que 147 CCONJ mark
146 teria ter 147 AUX aux
147 havido haver 135 VERB conj
148 corrupcao corrupcao 147 NOUN obj
149 e e 150 CCONJ cc
150 lavagem lavagem 148 NOUN conj
151 e e 152 CCONJ cc
152 lavagem lavagem 148 NOUN conj
153 de de 154 ADP case
154 dinheiro dinheiro 152 NOUN nmod
155 necessariamente necessariamente 156 ADV advmod
156 ocorre ocorrer 38 VERB conj
157 a o 158 DET det
158 ocultacao ocultacao 156 NOUN nsubj
159 de de 160 ADP case
160 patrimonio patrimonio 158 NOUN nmod
161 ou ou 164 CCONJ cc
162 seja ser 164 VERB cop
163 a o 164 DET det
164 tese tese 38 NOUN conj
165 de de 168 ADP case
166 o o 168 DET det
167 nao nao 168 ADV advmod
168 esta esta 164 VERB nmod
169 em em 172 ADP case
170 o o 172 DET det
171 meu meu 172 DET det:poss
172 nome nome 168 NOUN nmod
173 nao nao 176 ADV advmod
174 e e 176 CCONJ cc
175 meu meu 176 PRON nsubj
176 caiu cair 168 VERB conj
177 por por 178 ADP case
178 terra terra 176 NOUN nmod
179 o o 180 DET det
180 juiz juiz 74 NOUN nsubj:pass
181 moro moro 180 NOUN amod
182 deixou deixar 38 VERB conj
183 claro claro 182 ADJ xcomp
184 que que 189 CCONJ mark
185 este este 186 DET det
186 argumento argumento 189 NOUN nsubj:pass
187 nao nao 189 ADV advmod
188 sera sera 189 AUX aux:pass
189 aceito aceitar 182 VERB ccomp
190 e e 199 CCONJ cc
191 a o 199 DET det
192 tentativa tentativa 84 NOUN nsubj
193 de de 194 ADP case
194 ocultacao ocultacao 192 NOUN nmod
195 de de 196 ADP case
196 patrimonio patrimonio 194 NOUN nmod
197 ja ja 199 ADV advmod
198 foi foi 199 AUX aux:pass
199 criminalizada criminalizar 84 VERB conj
200 a o 201 DET det
201 audiencia audiencia 199 NOUN nsubj:pass
202 de de 203 ADP mark
203 ontem ontem 207 ADV nmod
204 foi foi 207 AUX cop
205 o o 207 DET det
