1 site site 3 NOUN nsubj
2 americano americano 1 ADJ amod
3 afirma afirmar 0 VERB root
4 que que 7 CCONJ mark
5 elvis elvi 7 NOUN nsubj
6 presley presley 5 NOUN flat
7 esta esta 3 VERB ccomp
8 vivo vivo 7 ADJ xcomp
9 tem ter 3 VERB ccomp
10 82 82 11 NUM nummod
11 anos ano 9 NOUN obj
12 e e 13 CCONJ cc
13 vive vive 7 VERB conj
14 sob sob 15 ADP case
15 protecao protecao 13 NOUN nmod
16 de de 56 ADP case
17 o o 56 DET det
18 fbi fbi 15 NOUN nmod
19 para para 21 ADP case
20 um um 21 DET det
21 fa fa 50 NOUN nmod
22 um um 23 DET det
23 idolo idolo 25 NOUN nsubj
24 nunca nunca 25 ADV advmod
25 morre morrer 9 VERB conj
26 mas mas 31 CCONJ cc
27 alguns alguns 31 PRON nsubj
28 desses desses 29 ADP case
29 fas fa 27 NOUN nmod
30 tem ter 31 AUX aux
31 exagerado exagerar 7 VERB conj
32 em em 34 ADP case
33 o o 34 DET det
34 quesito quesito 31 NOUN nmod
35 idolatria idolatria 34 NOUN flat
36 de de 37 ADP case
37 acordo acordo 31 NOUN nmod
38 com com 40 ADP case
39 a o 40 DET det
40 materia materia 37 NOUN nmod
41 publicada publicar 40 VERB acl
42 em em 44 ADP case
43 o o 44 DET det
44 portal portal 41 NOUN nmod
45 news news 44 NOUN nmod
46 week week 44 NOUN flat
47 elvis elvi 50 NOUN nsubj:pass
48 presley presley 47 NOUN flat
49 foi foi 50 AUX aux:pass
50 visto visto 9 VERB conj
51 em em 53 ADP case
52 varios varios 53 DET det
53 lugares lugar 50 NOUN nmod
54 de de 56 ADP case
55 o o 56 DET det
56 mundo mundo 53 NOUN nmod
57 desde desde 59 ADP case
58 1977 1977 59 NUM nummod
59 ano ano 50 NOUN nmod
60 oficial oficial 59 ADJ amod
61 de de 63 ADP case
62 sua sua 63 DET det:poss
63 morte morte 59 NOUN nmod
64 o o 65 DET det
65 jornalista jornalista 66 NOUN nsubj
66 escreveu escrever 3 VERB parataxis
67 que que 242 CCONJ mark
68 o o 69 DET det
69 rei rei 74 NOUN nsubj
70 de de 72 ADP case
71 o o 72 DET det
72 rock rock 69 NOUN nmod
73 estaria estar 74 AUX aux
74 usando usar 66 VERB ccomp
75 o o 76 DET det
76 codinome codinome 74 NOUN obj
77 de de 78 ADP case
78 john john 76 NOUN nmod
79 burrows burrow 78 NOUN flat
80 usado usar 78 VERB acl
81 diversas diversas 82 DET det
82 vezes vez 80 NOUN nmod
83 por por 85 ADP case
84 o o 85 DET det
85 cantordurante cantordurante 80 NOUN nmod
86 sua sua 87 DET det:poss
87 carreira carreira 85 NOUN appos
88 ela ela 90 PRON nsubj
89 teria ter 90 AUX aux
90 forjado forjar 66 VERB ccomp
91 sua sua 92 DET det:poss
92 morte morte 90 NOUN obj
93 para para 94 ADP mark
94 viver viver 90 VERB advcl
95 em em 97 ADP case
96 a o 97 DET det
97 argentina argentino 94 NOUN nmod
98 porque porque 100 CCONJ mark
99 nao nao 100 ADV advmod
100 suportava suportar 90 VERB advcl
101 a o 102 DET det
102 fama fama 100 NOUN obj
103 e e 104 CCONJ cc
104 queria querer 100 VERB conj
105 desfrutar desfrutar 104 VERB xcomp
106 o o 107 DET det
107 resto resto 105 NOUN obj
108 de de 110 ADP case
109 sua sua 110 DET det:poss
110 vida vida 107 NOUN nmod
111 em em 112 ADP case
112 paz paz 110 NOUN nmod
113 o o 114 DET det
114 plano plano 117 NOUN nsubj:pass
115 teria ter 117 AUX aux
116 sido ser 117 AUX aux:pass
117 planejado planejar 275 VERB ccomp
118 por por 120 ADP case
119 o o 120 DET det
120 fbi fbi 117 NOUN nmod
121 informou informar 3 VERB parataxis
122 a o 123 DET det
123 materia materia 121 NOUN nsubj
124 que que 125 PRON nsubj
125 alega alegar 123 VERB acl:relcl
126 que que 128 CCONJ mark
127 elvis elvis 128 PROPN nsubj
128 colaborou colaborar 125 VERB ccomp
129 com com 131 ADP case
130 o o 131 DET det
131 servico servico 128 NOUN nmod
132 secreto secreto 131 ADJ amod
133 de de 135 ADP case
134 os o 135 DET det
135 estados estado 131 NOUN nmod
136 unidos unido 135 ADJ amod
137 durante durante 138 ADP case
138 anos ano 128 NOUN nmod
139 em em 141 ADP case
140 a o 141 DET det
141 condicao condicao 128 NOUN nmod
142 de de 143 ADP case
143 informante informante 141 NOUN nmod
144 a o 146 DET det
145 tal tal 146 DET det
146 missao missao 128 NOUN nsubj
147 de de 149 ADP case
148 o o 149 DET det
149 astro astro 146 NOUN nmod
150 em em 152 ADP case
151 o o 152 DET det
152 fbi fbi 149 NOUN nmod
153 nao nao 155 ADV advmod
154 foi foi 155 AUX aux:pass
155 detalhada detalhar 125 VERB ccomp
156 de de 157 ADP case
157 acordo acordo 155 NOUN nmod
158 com com 160 ADP case
159 a o 160 DET det
160 materia materia 157 NOUN nmod
161 elvis elvis 50 PROPN nsubj:pass
162 presley presley 161 NOUN flat
163 foi foi 50 AUX aux:pass
164 visto visto 40 VERB acl:relcl
165 em em 167 ADP case
166 varios varios 167 DET det
167 lugares lugar 50 NOUN nmod
168 de de 170 ADP case
169 o o 170 DET det
170 mundo mundo 53 NOUN nmod
171 desde desde 59 ADP case
172 1977 1977 59 NUM nummod
173 ano ano 50 NOUN nmod
174 oficial oficial 59 ADJ amod
175 de de 63 ADP case
176 sua sua 63 DET det:poss
177 morte morte 59 NOUN nmod
178 o o 65 DET det
179 jornalista jornalista 66 NOUN nsubj
180 escreveu escrever 66 VERB ccomp
181 que que 279 CCONJ mark
182 o o 183 DET det
183 rei rei 74 NOUN nsubj
184 de de 186 ADP case
185 o o 186 DET det
186 rock rock 183 NOUN nmod
187 estaria estar 188 AUX aux
188 usando usar 180 VERB ccomp
189 o o 190 DET det
190 codinome codinome 188 NOUN obj
191 de de 192 ADP case
192 john john 190 NOUN nmod
193 burrows burrow 192 NOUN flat
194 usado usar 192 VERB acl
195 diversas diversas 196 DET det
196 vezes vez 80 NOUN nmod
197 por por 199 ADP case
198 o o 199 DET det
199 cantordurante cantordurante 194 NOUN nmod
200 sua sua 201 DET det:poss
201 carreira carreira 199 NOUN appos
202 ela ela 204 PRON nsubj
203 teria ter 204 AUX aux
204 forjado forjar 66 VERB ccomp
205 sua sua 206 DET det:poss
206 morte morte 204 NOUN obj
207 para para 208 ADP mark
208 viver viver 204 VERB advcl
209 em em 211 ADP case
210 a o 211 DET det
211 argentina argentino 208 NOUN nmod
212 porque porque 214 CCONJ mark
213 nao nao 214 ADV advmod
214 suportava suportar 204 VERB advcl
215 a o 216 DET det
216 fama fama 214 NOUN obj
217 e e 218 CCONJ cc
218 queria querer 214 VERB conj
219 desfrutar desfrutar 218 VERB xcomp
220 o o 221 DET det
221 resto resto 219 NOUN obj
222 de de 224 ADP case
223 sua sua 224 DET det:poss
224 vida vida 221 NOUN nmod
225 em em 226 ADP case
226 paz paz 224 NOUN nmod
227 o o 228 DET det
228 plano plano 231 NOUN nsubj:pass
229 teria ter 231 AUX aux
230 sido ser 231 AUX aux:pass
231 arquitetado arquitetar 66 VERB ccomp
232 por por 234 ADP case
233 o o 234 DET det
234 fbi fbi 231 NOUN nmod
235 informou informar 66 VERB ccomp
236 a o 237 DET det
237 materia materia 235 NOUN obj
238 que que 239 CCONJ mark
239 alega alegar 237 VERB acl:relcl
240 que que 242 CCONJ mark
241 elvis elvis 242 PROPN nsubj
242 colaborou colaborar 239 VERB ccomp
243 com com 245 ADP case
244 o o 245 DET det
245 servico servico 242 NOUN nmod
246 secreto secreto 245 ADJ amod
247 de de 249 ADP case
248 os o 249 DET det
249 estados estado 245 NOUN nmod
250 unidos unido 249 ADJ amod
251 durante durante 252 ADP case
252 anos ano 242 NOUN nmod
253 em em 255 ADP case
254 a o 255 DET det
255 condicao condicao 242 NOUN nmod
256 de de 257 ADP case
257 informante informante 255 NOUN nmod
258 a a 260 ADP case
259 tal tal 260 DET det
260 missao missao 74 NOUN nmod
261 de de 263 ADP case
262 o o 263 DET det
263 astro astro 260 NOUN nmod
264 em em 266 ADP case
265 o o 266 DET det
266 fbi fbi 260 NOUN nmod
267 nao nao 90 ADV advmod
268 foi foi 90 AUX cop
269 detalhada detalhado 66 ADJ ccomp
270 o o 272 DET det
271 the the 272 DET det
272 news news 90 NOUN nsubj
