1 mais mais 2 ADV advmod
2 uma uma 3 NUM nummod
3 perola perola 13 NOUN nsubj
4 de de 6 ADP case
5 a o 6 DET det
6 senhora senhor 3 NOUN nmod
7 que que 8 PRON nsubj
8 estoca estocar 6 VERB acl:relcl
9 vento vento 8 NOUN obj
10 em em 11 ADP case
11 nota nota 8 NOUN nmod
12 ela ela 13 PRON nsubj
13 sugere sugerir 0 VERB root
14 que que 17 CCONJ mark
15 a o 16 DET det
16 pf pf 17 NOUN nsubj
17 tortura torturar 13 VERB ccomp
18 investigados investigado 17 VERB acl
19 a o 20 DET det
20 expresidente expresidente 18 NOUN nsubj
21 impeachmada impeachmado 20 ADJ amod
22 dilma dilma 25 NOUN nsubj
23 rousseff rousseff 22 NOUN flat
24 continua continuar 25 AUX aux
25 falando falar 13 VERB ccomp
26 por por 28 ADP case
27 os o 28 DET det
28 cotovelos cotovelo 25 NOUN nmod
29 observacao observacao 25 NOUN obj
30 em em 32 ADP case
31 seu seu 32 DET det:poss
32 texto texto 25 NOUN nmod
33 ela ela 35 PRON nsubj
34 nao nao 35 ADV advmod
35 usou usar 25 VERB conj
36 a o 37 DET det
37 palavra palavra 35 NOUN obj
38 tortura tortura 37 NOUN flat
39 mas mas 53 CCONJ cc
40 para para 42 ADP mark
41 quem quem 42 PRON nsubj
42 sabe saber 208 VERB advcl
43 ler ler 42 VERB xcomp
44 um um 45 DET det
45 pingo pingo 43 NOUN obj
46 e e 47 CCONJ cc
47 letra letra 45 NOUN conj
48 durante durante 51 ADP case
49 a o 51 DET det
50 ultima ultima 51 ADJ amod
51 semana semana 53 NOUN nmod
52 dilma dilma 53 NOUN nsubj
53 teve ter 13 VERB conj
54 a o 55 DET det
55 audacia audacia 53 NOUN obj
56 a a 57 DET case
57 petulancia petulancia 53 NOUN nmod
58 a o 59 DET det
59 ousadia ousadia 53 NOUN obj
60 destemor destemor 59 NOUN flat
61 de de 62 ADP mark
62 dizer dizer 59 VERB nmod
63 que que 71 CCONJ mark
64 os o 65 DET det
65 investigadores investigador 71 NOUN nsubj
66 de de 68 ADP case
67 a o 68 DET det
68 policia policia 65 NOUN nmod
69 federal federal 68 ADJ amod
70 estao estao 71 AUX aux
71 ameacando ameacar 62 VERB ccomp
72 os o 73 DET det
73 delatores delator 71 NOUN obj
74 de de 76 ADP case
75 a o 76 DET det
76 lavajato lavajato 73 NOUN nmod
77 dilma dilma 71 NOUN nsubj
78 tambem tambem 79 ADV advmod
79 atacou atacar 62 VERB ccomp
80 o o 81 DET det
