1 apos apos 2 ADP mark
2 dizer dizer 31 VERB advcl
3 que que 6 CCONJ mark
4 os o 5 DET det
5 homens homem 6 NOUN nsubj
6 trabalham trabalhar 2 VERB ccomp
7 mais mais 6 ADV advmod
8 que que 12 CCONJ mark
9 as o 10 DET det
10 mulheres mulher 6 NOUN nmod
11 ministro ministro 6 NOUN nsubj
12 leva levar 2 VERB ccomp
13 puxao puxao 12 NOUN obj
14 de de 15 ADP case
15 orelhas orelha 13 NOUN nmod
16 de de 18 ADP case
17 a o 18 DET det
18 filha filho 13 NOUN nmod
19 em em 21 ADP case
20 a o 21 DET det
21 semana semana 12 NOUN nmod
22 que que 23 PRON nsubj
23 passou passar 21 VERB acl:relcl
24 o o 25 DET det
25 ministro ministro 31 NOUN nsubj
26 de de 28 ADP case
27 a o 28 DET det
28 saude saude 25 NOUN nmod
29 ricardo ricardo 25 NOUN appos
30 barros barro 29 NOUN flat
31 deu dar 0 VERB root
32 uma um 33 DET det
33 declaracao declaracao 31 NOUN obj
34 um um 35 DET det
35 pouco pouco 36 ADV advmod
36 infeliz infeliz 33 ADJ amod
37 o o 38 DET det
38 fato fato 39 NOUN nsubj
39 causou causar 31 VERB parataxis
40 furor furor 39 NOUN obj
41 em em 43 ADP case
42 as o 43 DET det
43 redes rede 39 NOUN nmod
44 sociais social 43 ADJ amod
45 durante durante 47 ADP case
46 o o 47 DET det
47 anuncio anuncio 39 NOUN nmod
48 de de 50 ADP case
49 um um 50 DET det
50 plano plano 47 NOUN nmod
51 para para 52 ADP mark
52 aumentar aumentar 50 VERB nmod
53 as o 54 DET det
54 estatisticas estatisticas 52 NOUN obj
55 de de 56 ADP case
56 atendimento atendimento 54 NOUN nmod
57 a a 58 ADP case
58 homens homem 56 NOUN nmod
59 em em 61 ADP case
60 a o 61 DET det
61 rede rede 52 NOUN nmod
62 publica publico 61 ADJ amod
63 de de 64 ADP case
64 saude saude 61 NOUN nmod
65 barros barro 66 NOUN nsubj
66 disse dizer 31 VERB parataxis
67 que que 70 CCONJ mark
68 os o 69 DET det
69 homens homem 70 NOUN nsubj
70 vao ir 66 VERB ccomp
71 menos menos 70 ADV advmod
72 a a 74 ADP case
73 os o 74 DET det
74 servicos servico 287 NOUN nmod
75 de de 76 ADP case
76 saude saude 74 NOUN nmod
77 porque porque 78 CCONJ mark
78 trabalham trabalhar 283 VERB advcl
79 mais mais 78 ADV advmod
80 os o 81 DET det
81 homens homem 82 NOUN nsubj
82 trabalham trabalhar 283 VERB ccomp
83 mais mais 82 ADV advmod
84 que que 89 CCONJ mark
85 as o 86 DET det
86 mulheres mulher 89 NOUN nsubj
87 sao sao 89 AUX cop
88 os o 89 DET det
89 provedores provedor 180 NOUN ccomp
90 de de 92 ADP case
91 a o 92 DET det
92 maioria maioria 89 NOUN nmod
93 de de 95 ADP case
94 as o 95 DET det
95 familias familia 92 NOUN nmod
96 e e 98 CCONJ cc
97 nao nao 98 ADV advmod
98 acham achar 333 VERB conj
99 tempo tempo 98 NOUN obj
100 para para 102 ADP case
101 a o 102 DET det
102 saude saude 99 NOUN nmod
103 preventiva preventivo 102 ADJ amod
104 isso isso 105 PRON nsubj
105 precisa precisar 242 VERB acl:relcl
106 ser ser 107 AUX aux:pass
107 modificado modificar 105 VERB xcomp
108 declarou declarar 31 VERB parataxis
109 em em 111 ADP case
110 o o 111 DET det
111 dia dia 31 NOUN nmod
112 seguinte seguinte 111 ADJ amod
113 de de 115 ADP case
114 a o 115 DET det
115 declaracao declaracao 111 NOUN nmod
116 barros barro 115 NOUN appos
117 emitiu emitir 31 VERB parataxis
118 uma um 119 DET det
119 nota nota 117 NOUN obj
120 de de 121 ADP case
121 desculpas desculpa 119 NOUN nmod
122 e e 123 CCONJ cc
123 argumentando argumentar 117 VERB conj
124 que que 287 CCONJ mark
125 foi foi 127 AUX aux:pass
126 mal mal 127 ADV advmod
127 interpretado interpretar 123 VERB ccomp
128 conhecendo conhecer 127 VERB acl
129 o o 128 DET obj
130 quanto quanto 133 PRON obj
131 as o 132 DET det
132 mulheres mulher 133 NOUN nsubj
133 trabalham trabalhar 129 VERB acl:relcl
134 eu eu 133 PRON nsubj
135 jamais jamais 136 ADV advmod
136 diria dir 66 VERB ccomp
137 que que 89 CCONJ mark
138 os o 139 DET det
139 homens homem 140 NOUN nsubj
140 trabalham trabalhar 136 VERB ccomp
141 mais mais 140 ADV advmod
142 que que 145 CCONJ mark
143 as o 144 DET det
144 mulheres mulher 145 NOUN nsubj
145 disse dizer 136 VERB ccomp
146 a o 147 DET det
147 filha filho 145 NOUN nsubj
148 de de 150 ADP case
149 o o 150 DET det
150 ministro ministro 147 NOUN nmod
151 a o 152 DET det
152 deputada deputado 333 NOUN nsubj
153 estadual estadual 152 ADJ amod
154 maria maria 152 NOUN appos
155 victoria victoria 154 NOUN flat
156 borghetti borghetti 250 NOUN appos
157 barros barro 154 NOUN flat
158 pppr pppr 250 NOUN appos
159 tambem tambem 160 ADV advmod
160 criticou criticar 31 VERB conj
161 a o 162 DET det
162 afirmacao afirmacao 160 NOUN obj
163 de de 166 ADP case
164 o o 165 DET det
165 pai pai 166 NOUN nsubj
166 trabalhamos trabalhar 162 VERB nmod
167 5 5 168 NUM nummod
168 horas hora 166 NOUN nmod
169 a a 170 ADP mark
170 mais mais 168 ADV nmod
171 em em 173 ADP case
172 a o 173 DET det
173 semana semana 168 NOUN nmod
174 que que 177 CCONJ mark
175 os o 176 DET det
176 homens homem 177 NOUN nsubj
177 reagiu reagir 39 VERB conj
178 a o 179 DET det
179 filha filho 177 NOUN obj
180 acrescentando acrescentar 177 VERB acl
181 ainda ainda 180 ADV advmod
182 que que 287 CCONJ mark
183 as o 165 DET det
184 mulheres mulher 185 NOUN nsubj
185 fazem fazer 180 VERB ccomp
186 jornada jornada 185 NOUN obj
187 dupla duplo 186 ADJ amod
188 de de 189 ADP case
189 trabalho trabalho 272 NOUN nmod
190 quando quando 191 CCONJ mark
191 voltam voltar 70 VERB advcl
192 para para 193 ADP case
193 casa casa 191 NOUN nmod
194 a o 195 DET det
195 bronca bronca 177 NOUN nsubj
196 foi foi 197 AUX aux
197 parar parar 283 VERB ccomp
198 em em 200 ADP case
199 o o 200 DET det
200 facebook facebook 197 PROPN nmod
201 atraves atraves 287 ADV advmod
202 de de 204 ADP case
203 um um 204 DET det
204 video video 201 NOUN nmod
205 postado postar 204 VERB acl
206 por por 207 ADP case
207 maria maria 205 NOUN nmod
208 victoria victoria 207 ADJ flat
209 nao nao 89 ADV advmod
210 e e 211 CCONJ cc
211 preciso preciso 209 ADJ conj
212 dados dado 89 NOUN nsubj
213 para para 214 ADP mark
214 provar provar 212 VERB nmod
215 que que 218 CCONJ mark
216 as o 217 DET det
217 mulheres mulher 218 NOUN nsubj
218 trabalham trabalhar 214 VERB ccomp
219 muito muito 218 ADV advmod
220 disse dizer 136 VERB ccomp
221 a o 222 DET det
222 deputada deputado 220 NOUN nsubj
