1 urgente urgente 2 ADJ amod
2 promotores promotor 3 NOUN nsubj
3 enquadram enquadrar 0 VERB root
4 lula lula 3 NOUN obj
5 e e 6 CCONJ cc
6 confirmam confirmar 3 VERB conj
7 que que 9 CCONJ mark
8 empreiteira empreiteiro 9 NOUN nsubj
9 fez fazer 6 VERB ccomp
10 papel papel 9 NOUN obj
11 de de 12 ADP case
12 laranja laranja 10 NOUN nmod
13 de de 15 ADP case
14 o o 15 DET det
15 petista petista 12 NOUN nmod
16 a o 17 DET det
17 denuncia denuncia 19 NOUN nsubj:pass
18 foi foi 19 AUX aux:pass
19 feita feita 3 VERB conj
20 com com 21 ADP case
21 exclusividade exclusividade 19 NOUN nmod
22 por por 24 ADP case
23 o o 24 DET det
24 jornalista jornalista 19 NOUN nmod
25 robson robson 24 NOUN appos
26 bonin bonin 25 NOUN flat
27 de de 29 ADP case
28 a o 29 DET det
29 revista revista 24 NOUN nmod
30 veja ver 29 ADJ amod
31 empreiteira empreiteiro 32 NOUN nsubj
32 desempenhou desempenhar 29 VERB acl:relcl
33 o o 34 DET det
34 papel papel 32 NOUN obj
35 de de 36 ADP case
36 laranja laranja 34 NOUN nmod
37 de de 38 ADP case
38 lula lula 36 NOUN nmod
39 passandose passandosar 34 VERB acl
40 por por 41 ADP case
41 dona dona 39 NOUN nmod
42 de de 44 ADP case
43 o o 44 DET det
44 triplex triplex 41 NOUN nmod
45 lula lula 47 NOUN nsubj:pass
46 sera sera 47 AUX aux:pass
47 denunciado denunciar 140 VERB ccomp
48 por por 50 ADP case
49 o o 50 DET det
50 ministerio ministerio 47 NOUN nmod
51 publico publico 50 ADJ amod
52 por por 53 ADP case
53 ocultacao ocultacao 47 NOUN nmod
54 de de 55 ADP case
55 propriedade propriedade 53 NOUN nmod
56 por por 58 ADP case
57 o o 58 DET det
58 triplex triplex 47 NOUN nmod
59 que que 60 PRON nsubj
60 queria querer 58 VERB acl:relcl
61 manter manter 60 VERB xcomp
62 clandestino clandestino 61 ADJ xcomp
63 a o 64 DET det
64 ocultacao ocultacao 61 NOUN obj
65 de de 66 ADP case
66 propriedade propriedade 64 NOUN nmod
67 e e 68 CCONJ cc
68 uma uma 158 PRON conj
69 de de 71 ADP case
70 as o 71 DET det
71 modalidades modalidade 68 NOUN nmod
72 classicas classico 71 ADJ amod
73 de de 75 ADP case
74 o o 75 DET det
75 crime crime 71 NOUN nmod
76 de de 77 ADP case
77 lavagem lavagem 75 NOUN nmod
78 de de 79 ADP case
79 dinheiro dinheiro 77 NOUN nmod
80 a o 81 DET det
81 imputacao imputacao 175 NOUN nsubj
82 contra contra 84 ADP case
83 o o 84 DET det
84 expresidente expresidente 81 NOUN nmod
85 decorre decorrer 140 VERB ccomp
86 de de 88 ADP case
87 a o 88 DET det
88 investigacao investigacao 85 NOUN nmod
89 de de 90 ADP case
90 fraudes fraude 88 NOUN nmod
91 em em 92 ADP case
92 negocios negocio 90 NOUN nmod
93 realizados realizar 90 VERB acl
94 por por 96 ADP case
95 a o 96 DET det
96 bancoop bancoop 93 NOUN nmod
97 cooperativa cooperativo 96 ADJ amod
98 e e 99 CCONJ cc
99 bancarios bancario 97 NOUN conj
100 que que 101 PRON nsubj
101 deu dar 90 VERB acl:relcl
102 calote calote 101 NOUN obj
103 em em 105 ADP case
104 seus seus 105 DET det:poss
105 associados associado 101 NOUN nmod
106 enquanto enquanto 107 CCONJ mark
107 desviava desviar 101 VERB advcl
108 recursos recurso 107 NOUN obj
109 para para 111 ADP case
110 os o 111 DET det
111 cofres cofre 108 NOUN nmod
112 de de 114 ADP case
113 o o 114 DET det
114 pt pt 111 NOUN nmod
115 a o 116 DET det
116 bancoop bancoop 117 NOUN nsubj
117 quebrou quebrar 140 VERB ccomp
118 em em 119 ADP case
119 2006 2006 117 NUM nmod
120 e e 121 CCONJ cc
121 deixou deixar 117 VERB conj
122 quase quase 123 ADV advmod
123 3000 3000 124 NUM nummod
124 familias familia 121 NOUN obj
125 sem sem 127 ADP case
126 seus seus 127 DET det:poss
127 imoveis imovel 121 NOUN nmod
128 enquanto enquanto 129 CCONJ mark
129 viam ver 236 VERB advcl
130 indefesos indefeso 131 ADJ amod
131 petistas petista 129 NOUN nsubj
132 estrelados estrelar 131 VERB acl
133 receber receber 132 VERB xcomp
134 seus seus 135 DET det:poss
