1 saiba saber 86 VERB parataxis
2 o o 1 PRON nsubj
3 que que 4 PRON nsubj
4 levou levar 2 VERB acl:relcl
5 evaristo evaristo 4 NOUN obj
6 costa costa 5 NOUN flat
7 a a 8 ADP mark
8 pedir pedir 4 VERB nmod
9 demissao demissao 8 NOUN obj
10 de de 12 ADP case
11 a o 12 DET det
12 globo globo 9 NOUN nmod
13 evaristo evaristo 8 NOUN obj
14 costa costa 13 NOUN flat
15 e e 17 CCONJ cc
16 o o 17 DET det
17 jornalista jornalista 13 NOUN conj
18 brasileiro brasileiro 17 ADJ amod
19 mais mais 20 ADV advmod
20 admirado admirado 17 ADJ amod
21 em em 23 ADP case
22 as o 23 DET det
23 redes rede 17 NOUN nmod
24 sociais social 23 ADJ amod
25 mesmo mesmo 28 ADV advmod
26 com com 28 ADP case
27 tanto tanto 28 DET det
28 sucesso sucesso 30 NOUN nmod
29 ele ele 30 PRON nsubj
30 surpreendeu surpreender 196 VERB ccomp
31 a o 32 DET det
32 direcao direcao 30 NOUN obj
33 de de 34 ADP case
34 jornalismo jornalismo 32 NOUN nmod
35 de de 37 ADP case
36 a o 37 DET det
37 globo globo 32 NOUN nmod
38 com com 40 ADP case
39 um um 40 DET det
40 pedido pedido 30 NOUN nmod
41 de de 42 ADP case
42 demissao demissao 40 NOUN nmod
43 ele ele 44 PRON nsubj
44 ficara ficar 30 VERB parataxis
45 em em 47 ADP case
46 o o 47 DET det
47 ar ar 44 NOUN nmod
48 ate ate 49 ADP case
49 setembro setembro 44 PROPN nmod
50 e e 51 CCONJ cc
51 dara darar 30 VERB conj
52 adeus adeu 51 NOUN obj
53 a o 54 DET det
54 emissora emissora 51 NOUN iobj
55 que que 56 PRON nsubj
56 trabalhou trabalhar 54 VERB acl:relcl
57 por por 59 ADP case
58 19 19 59 NUM nummod
59 anos ano 56 NOUN nmod
60 o o 61 DET det
61 jornalista jornalista 252 NOUN nsubj
62 evaristo evaristo 61 ADJ appos
63 costa costa 62 NOUN flat
64 nao nao 66 ADV advmod
65 vai ir 66 AUX aux
66 renovar renovar 158 VERB ccomp
67 contrato contrato 66 NOUN obj
68 com com 70 ADP case
69 a o 70 DET det
70 globo globo 67 NOUN nmod
71 que que 72 PRON nsubj
72 vencera vencer 162 VERB acl:relcl
73 daqui daqui 72 ADP nmod
74 dois dois 75 NUM nummod
75 meses mês 72 NOUN nmod
76 segundo segundo 78 ADP case
77 o o 78 DET det
78 colunista colunista 72 NOUN nmod
79 de de 81 ADP case
80 o o 81 DET det
81 uol uol 78 NOUN nmod
82 flavio flavio 78 NOUN appos
83 ricco ricco 82 NOUN flat
84 o o 85 DET det
85 colunista colunista 86 NOUN nsubj
86 afirma afirmar 0 VERB root
87 que que 95 CCONJ mark
88 o o 89 DET det
89 apresentador apresentador 95 NOUN nsubj
90 de de 92 ADP case
91 o o 92 DET det
92 jornal jornal 89 NOUN nmod
93 hoje hoje 92 ADV advmod
94 ja ja 95 ADV advmod
95 comunicou comunicar 86 VERB ccomp
96 a o 97 DET det
97 direcao direcao 95 NOUN obj
98 de de 100 ADP case
99 a o 100 DET det
100 emissora emissora 97 NOUN nmod
101 sobre sobre 104 ADP case
102 a o 104 DET det
103 sua sua 104 DET det:poss
104 decisao decisao 97 NOUN nmod
105 que que 107 PRON nsubj:pass
106 seria seria 107 AUX aux:pass
107 motivada motivar 104 VERB acl:relcl
108 por por 109 ADP case
109 questoes questoe 107 NOUN nmod
110 pessoais pessoal 109 ADJ amod
111 em em 113 ADP case
112 o o 113 DET det
113 entanto entanto 196 ADV nmod
114 especulase especulaser 196 VERB conj
115 que que 200 CCONJ mark
116 seu seu 117 DET det:poss
117 desinteresse desinteresse 200 NOUN nsubj
118 seja ser 196 VERB ccomp
119 por por 121 ADP case
120 o o 121 DET det
121 trabalho trabalho 118 NOUN nmod
122 em em 124 ADP case
123 o o 124 DET det
124 jornalismo jornalismo 121 NOUN nmod
125 que que 30 PRON nsubj
126 alem alem 30 ADV advmod
127 de de 128 ADP mark
128 ter ter 126 VERB nmod
129 menores menor 130 ADJ amod
130 salarios salario 128 NOUN obj
131 que que 242 CCONJ mark
132 o o 133 DET det
133 segmento segmento 242 NOUN nsubj:pass
134 de de 135 ADP case
135 entretenimento entretenimento 133 NOUN nmod
136 impede impedir 160 VERB acl:relcl
137 que que 242 CCONJ mark
138 o o 139 DET det
139 jornalista jornalista 140 NOUN nsubj
140 fature faturar 136 VERB ccomp
141 fazendo fazer 140 VERB acl
142 publicidade publicidade 141 NOUN obj
143 hoje hoje 242 ADV advmod
144 o o 145 DET det
145 salario salario 242 NOUN nsubj:pass
146 de de 147 ADP case
147 evaristo evaristo 145 NOUN nmod
148 costa costa 147 NOUN flat
149 e e 227 VERB ccomp
150 de de 151 ADP case
151 r r 149 NOUN nmod
152 70 70 153 NUM nummod
153 mil mil 151 NUM nummod
154 coo coo 155 ADP case
155 elemento elemento 44 NOUN conj
156 comparativo comparativo 155 ADJ amod
157 podemos podemos 158 AUX aux
158 citar citar 2 VERB acl:relcl
159 o o 160 DET det
160 salario salario 158 NOUN obj
161 de de 162 ADP case
162 fatima fatima 160 NOUN nmod
163 bernardes bernarde 162 NOUN flat
164 que que 169 PRON nsubj
165 em em 167 ADP case
166 o o 167 DET det
167 jornal jornal 169 NOUN nmod
168 nacional nacional 167 ADJ amod
169 ganhava ganhar 162 VERB acl:relcl
170 r r 169 NOUN obj
171 50 50 172 NUM nummod
172 mil mil 170 NUM nummod
173 e e 181 CCONJ cc
174 hoje hoje 181 ADV advmod
175 em em 177 ADP case
176 o o 177 DET det
177 comando comando 181 NOUN nmod
178 de de 180 ADP case
179 o o 180 DET det
180 encontro encontro 177 NOUN nmod
181 fatura faturar 169 VERB conj
182 r r 181 NOUN obj
183 12 12 184 NUM nummod
184 milhao milhao 182 NUM nummod
185 entre entre 186 ADP case
186 salario salario 181 NOUN nmod
187 e e 188 CCONJ cc
188 publicidade publicidade 186 NOUN conj
189 amigos amigo 181 NOUN nsubj
190 proximos proximo 189 ADJ amod
191 de de 192 ADP case
192 evaristo evaristo 190 NOUN nmod
193 ouvidos ouvir 189 VERB acl
194 por por 195 ADP case
195 ricco ricco 193 NOUN nmod
196 afirmam afirmar 1 VERB parataxis
197 que que 200 CCONJ mark
198 o o 199 DET det
199 jornalista jornalista 200 NOUN nsubj
200 quer querer 196 VERB ccomp
201 tirar tirar 200 VERB xcomp
202 um um 203 NUM nummod
203 ano ano 201 NOUN obj
204 sabatico sabatico 203 ADJ amod
205 ficar ficar 200 VERB ccomp
206 1 1 207 NUM nummod
207 ano ano 205 NOUN nmod
208 sem sem 209 ADP mark
209 trabalhar trabalhar 205 VERB nmod
210 e e 211 CCONJ cc
211 pretende pretender 30 VERB conj
212 morar morar 211 VERB xcomp
213 fora fora 212 ADV advmod
214 de de 216 ADP case
215 o o 216 DET det
216 brasil brasil 213 NOUN nmod
217 com com 219 ADP case
218 a o 219 DET det
219 mulher mulher 212 NOUN nmod
220 e e 223 CCONJ cc
221 suas suas 223 DET det:poss
222 duas duas 223 NUM nummod
