1 urgente urgente 2 ADJ amod
2 moro moro 5 NOUN nsubj
3 acaba acabar 5 AUX aux
4 de de 5 ADP mark
5 condenar condenar 0 VERB root
6 lula lula 5 NOUN obj
7 primeiro primeiro 8 ADJ amod
8 expresidente expresidente 5 NOUN obj
9 atras atras 8 ADV advmod
10 de de 12 ADP case
11 as o 12 DET det
12 grades grade 9 NOUN nmod
13 o o 14 DET det
14 expresidente expresidente 24 NOUN nsubj:pass
15 luiz luiz 14 ADJ amod
16 inacio inacio 14 ADJ appos
17 lula lula 14 NOUN appos
18 de de 20 ADP case
19 a o 20 DET det
20 silva silva 17 NOUN nmod
21 acaba acabar 24 AUX aux
22 de de 24 ADP mark
23 ser ser 24 AUX aux:pass
24 condenado condenar 5 VERB conj
25 e e 26 CCONJ cc
26 entra entrar 24 VERB conj
27 para para 28 ADP case
28 historia historia 26 NOUN nmod
29 como como 32 ADP case
30 o o 32 DET det
31 primeiro primeiro 32 ADJ amod
32 expresidente expresidente 26 NOUN nmod
33 condenado condenar 32 VERB acl
34 por por 35 ADP case
35 corrupcao corrupcao 33 NOUN nmod
36 ele ele 40 PRON nsubj
37 pode pode 40 AUX aux
38 hoje hoje 40 ADV advmod
39 ainda ainda 40 ADV advmod
40 ir ir 5 VERB conj
41 para para 43 ADP case
42 o o 43 DET det
43 complexo complexo 40 NOUN nmod
44 penitenciario penitenciario 43 ADJ amod
45 de de 47 ADP case
46 a o 47 DET det
47 papuda papuda 43 NOUN nmod
48 o o 49 DET det
49 juiz juiz 52 NOUN nsubj
50 sergio sergio 49 ADJ amod
51 moro moro 49 NOUN amod
52 condenou condenar 5 VERB parataxis
53 o o 54 DET det
54 expresidente expresidente 52 NOUN obj
55 luiz luiz 54 ADJ appos
56 inacio inacio 55 NOUN flat
57 lula lula 54 PROPN appos
58 de de 60 ADP case
59 a o 60 DET det
60 silva silva 55 NOUN nmod
61 a a 63 ADP case
62 nove nove 63 NUM nummod
63 anos ano 52 NOUN nmod
64 e e 65 CCONJ cc
65 meio meio 63 NOUN conj
66 de de 67 ADP case
67 prisao prisao 65 NOUN nmod
68 por por 70 ADP case
69 os o 70 DET det
70 crimes crime 52 NOUN nmod
71 de de 72 ADP case
72 corrupcao corrupcao 70 NOUN nmod
73 passiva passivo 72 ADJ amod
74 e e 75 CCONJ cc
75 lavagem lavagem 72 NOUN conj
76 de de 77 ADP case
77 dinheiro dinheiro 75 NOUN nmod
78 a o 79 DET det
79 sentenca sentenca 52 NOUN nsubj
80 anunciada anunciar 79 VERB acl
81 nesta nesta 82 ADP case
82 quartafeira quartafeira 80 PROPN nmod
83 e e 85 CCONJ cc
84 a o 85 DET det
85 decisao decisao 145 NOUN conj
86 derradeira derradeiro 85 ADJ amod
87 de de 88 ADP case
88 moro moro 85 NOUN nmod
89 em em 91 ADP case
90 o o 91 DET det
91 processo processo 85 NOUN nmod
92 em em 93 ADP case
93 que que 399 PRON nmod
94 o o 95 DET det
95 petista petista 97 NOUN nsubj:pass
96 foi foi 97 AUX aux:pass
97 acusado acusar 91 VERB acl:relcl
98 por por 100 ADP case
99 a o 100 DET det
100 forcatarefa forcatarefa 97 NOUN nmod
101 de de 103 ADP case
102 a o 103 DET det
103 lavajato lavajato 100 NOUN nmod
104 de de 105 ADP mark
105 receber receber 219 VERB nmod
106 propina propina 105 NOUN obj
107 de de 109 ADP case
108 a o 109 DET det
109 oas oas 106 NOUN nmod
110 uma uma 350 PRON obj
111 de de 113 ADP case
112 as o 113 DET det
113 empreiteiras empreiteira 110 NOUN nmod
114 de de 117 ADP case
115 o o 117 DET det
116 chamado chamado 117 ADJ amod
117 clube clube 113 NOUN nmod
118 de de 120 ADP case
119 o o 120 DET det
120 bilhao bilhao 117 NOUN nmod
121 que que 123 PRON nsubj
122 se se 123 PRON expl:pv
123 refestelou refestelar 415 VERB acl:relcl
124 em em 127 ADP case
125 os o 127 DET det
126 ultimos ultimo 127 ADJ amod
127 anos ano 123 NOUN nmod
128 com com 129 ADP case
129 contratos contrato 181 NOUN nmod
130 bilionarios bilionario 129 ADJ amod
131 em em 133 ADP case
132 a o 133 DET det
133 petrobras petrobra 417 NOUN nmod
134 entre entre 136 ADP case
135 as o 136 DET det
136 vantagens vantagem 417 NOUN nmod
137 recebidas receber 136 VERB acl
138 por por 139 ADP case
139 lula lula 137 NOUN nmod
140 segundo segundo 142 ADP case
141 a o 142 DET det
142 acusacao acusacao 319 NOUN nmod
143 esta esta 5 VERB parataxis
144 um um 145 DET det
145 apartamento apartamento 250 NOUN nsubj
146 triplex triplex 145 ADJ amod
147 em em 149 ADP case
148 o o 149 DET det
149 balneario balneario 145 NOUN nmod
150 de de 152 ADP case
151 o o 152 DET det
152 guaruja guaruja 149 NOUN nmod
153 em em 154 ADP case
154 sao sao 149 NOUN nmod
155 paulo paulo 154 ADJ flat
156 e e 159 CCONJ cc
157 a o 159 DET det
158 primeira primeiro 159 ADJ amod
159 vez vez 5 NOUN conj
160 que que 427 PRON dep
161 um um 162 DET det
162 expresidente expresidente 427 NOUN nsubj
163 de de 165 ADP case
164 o o 165 DET det
165 brasil brasil 162 NOUN nmod
166 e e 167 AUX aux:pass
167 condenado condenar 159 VERB acl:relcl
168 por por 169 ADP case
169 corrupcao corrupcao 167 NOUN nmod
170 pouco pouco 171 ADV advmod
171 menos menos 173 ADV advmod
172 de de 171 ADP case
173 dez dez 174 NUM nummod
174 meses mês 427 NOUN nsubj
175 se se 176 PRON expl:pv
176 passaram passar 346 VERB ccomp
177 entre entre 179 ADP case
178 a o 179 DET det
179 acusacao acusacao 176 NOUN nmod
180 formal formal 179 ADJ amod
181 feita feita 179 VERB acl
182 por por 184 ADP case
183 os o 184 DET det
184 procuradores procurador 181 NOUN nmod
185 de de 187 ADP case
186 a o 187 DET det
187 lavajato lavajato 184 NOUN nmod
188 e e 190 CCONJ cc
189 a o 190 DET det
190 sentenca sentenca 179 NOUN conj
191 de de 193 ADP case
192 o o 193 DET det
193 juiz juiz 190 NOUN nmod
194 moro moro 193 NOUN flat
195 a a 197 ADP case
196 o o 197 DET det
197 acusar acusar 52 VERB advcl
198 lula lula 197 NOUN obj
199 a o 200 DET det
200 forcatarefa forcatarefa 201 NOUN nsubj
201 apontou apontar 52 VERB parataxis
202 o o 203 DET det
203 expresidente expresidente 52 NOUN obj
204 como como 205 ADP case
205 chefe chefe 52 NOUN nmod
206 de de 208 ADP case
207 o o 208 DET det
208 esquema esquema 205 NOUN nmod
209 de de 210 ADP case
210 corrupcao corrupcao 208 NOUN nmod
211 montado montar 208 VERB acl
212 em em 214 ADP case
213 a o 214 DET det
214 petrobras petrobra 211 NOUN nmod
215 e e 217 CCONJ cc
216 o o 217 DET det
217 acusou acusar 52 VERB conj
218 de de 219 ADP mark
219 participar participar 217 VERB nmod
220 em em 221 ADP case
221 parceria parceria 219 NOUN nmod
222 com com 224 ADP case
223 a o 224 DET det
224 oas oas 221 NOUN nmod
225 de de 227 ADP case
226 o o 227 DET det
227 desvio desvio 219 NOUN nmod
228 de de 231 ADP case
229 mais mais 233 ADV advmod
230 de de 229 ADP case
231 r r 227 NOUN nmod
232 87 87 233 NUM nummod
233 milhoes milhoes 231 NUM nummod
234 de de 236 ADP case
235 os o 236 DET det
236 cofres cofre 255 NOUN nmod
237 de de 239 ADP case
238 a o 239 DET det
239 estatal estatal 236 NOUN nmod
240 apos apos 241 ADP mark
241 assumir assumir 250 VERB advcl
242 o o 243 DET det
243 cargo cargo 241 NOUN obj
244 de de 245 ADP case
245 presidente presidente 243 NOUN nmod
246 de de 248 ADP case
247 a o 248 DET det
248 republica republica 245 NOUN nmod
249 lula lula 250 NOUN nsubj
250 comandou comandar 52 VERB advcl
251 a o 252 DET det
252 formacao formacao 250 NOUN obj
253 de de 255 ADP case
254 um um 255 DET det
255 esquema esquema 252 NOUN nmod
256 delituoso delituoso 255 ADJ amod
257 de de 258 ADP case
258 desvio desvio 255 NOUN nmod
259 de de 260 ADP case
