1 mais mais 2 ADV advmod
2 um um 3 NUM nummod
3 delator delator 4 NOUN nsubj
4 confirma confirmar 0 VERB root
5 que que 8 CCONJ mark
6 o o 7 DET det
7 presidente presidente 8 NOUN nsubj
8 levou levar 4 VERB ccomp
9 r r 8 NOUN obj
10 10 10 11 NUM nummod
11 milhoes milhoes 9 NOUN nummod
12 de de 14 ADP case
13 a o 14 DET det
14 odebrecht odebrecht 8 NOUN nmod
15 a o 16 DET det
16 revista revista 8 NOUN nsubj
17 veja veja 16 ADJ amod
18 acabou acabar 20 AUX aux
19 de de 20 ADP mark
20 confirmar confirmar 4 VERB conj
21 que que 24 CCONJ mark
22 outro outro 23 DET det
23 delator delator 24 NOUN nsubj
24 confirmou confirmar 20 VERB ccomp
25 a o 26 DET det
26 versao versao 24 NOUN obj
27 de de 28 ADP case
28 marcelo marcelo 26 NOUN nmod
29 odebrecht odebrecht 28 PROPN flat
30 de de 35 ADP mark
31 que que 35 CCONJ mark
32 o o 33 DET det
33 presidente presidente 35 NOUN nsubj
34 peemedebista peemedebista 33 ADJ amod
35 levou levar 26 VERB nmod
36 10 10 37 NUM nummod
37 milhoezinhos milhoezinhos 35 NOUN obj
38 de de 40 ADP case
39 a o 40 DET det
40 empreiteira empreiteiro 35 NOUN nmod
41 abre abrir 35 NOUN obj
42 aspas aspas 41 NOUN flat
43 de de 44 ADP case
44 acordo acordo 35 NOUN nmod
45 com com 47 ADP case
46 o o 47 DET det
47 delator delator 44 NOUN nmod
48 claudio claudio 47 NOUN appos
49 melo melo 48 NOUN flat
50 filho filho 48 ADJ flat
51 diretor diretor 48 NOUN appos
52 de de 54 ADP case
53 a o 54 DET det
54 odebrecht odebrecht 51 NOUN nmod
55 o o 56 DET det
56 valor valor 58 NOUN nsubj:pass
57 foi foi 58 AUX aux:pass
58 pago pagar 20 VERB ccomp
59 em em 60 ADP case
60 dinheiro dinheiro 58 NOUN nmod
61 vivo vivo 60 ADJ amod
62 a a 63 ADP case
63 pessoas pessoa 58 NOUN iobj
64 de de 67 ADP case
65 a o 67 DET det
66 estrita estrito 67 ADJ amod
67 confianca confianca 63 NOUN nmod
68 de de 69 ADP case
69 temer temer 67 NOUN nmod
70 como como 71 ADP case
71 eliseu eliseu 63 NOUN nmod
72 padilha padilha 71 NOUN flat
73 chefe chefe 71 NOUN appos
74 de de 76 ADP case
75 a o 76 DET det
76 casa casa 73 NOUN nmod
77 civil civil 76 ADJ amod
78 e e 79 CCONJ cc
79 jose jose 71 NOUN conj
80 yunes yunes 79 NOUN flat
81 amigo amigo 79 NOUN flat
82 ha ha 262 VERB advcl
83 50 50 84 NUM nummod
84 anos ano 82 NOUN nmod
85 de de 86 ADP case
86 temer temer 84 NOUN nmod
87 e e 88 CCONJ cc
88 assessor assessor 71 NOUN conj
89 especial especial 88 ADJ amod
90 de de 92 ADP case
91 o o 92 DET det
92 presidente presidente 88 NOUN nmod
93 fecha fecha 92 NOUN appos
94 aspas aspas 93 NOUN flat
95 o o 96 DET det
96 documento documento 97 NOUN nsubj
97 relata relatar 4 VERB parataxis
98 que que 24 CCONJ mark
99 durante durante 101 ADP case
100 um um 101 DET det
101 jantar jantar 202 NOUN nmod
102 ocorrido ocorrer 101 VERB acl
103 em em 104 ADP case
104 maio maio 102 PROPN nmod
105 de de 106 ADP case
106 2014 2014 104 NUM nmod
107 em em 109 ADP case
108 o o 109 DET det
109 palacio palacio 102 NOUN nmod
110 de de 112 ADP case
111 o o 112 DET det
112 jaburu jaburu 109 NOUN nmod
113 michel michel 114 ADJ amod
114 temer temer 35 NOUN nsubj
115 eiiseu eiiseu 26 VERB acl:relcl
116 padilha padilha 35 NOUN obj
117 e e 118 CCONJ cc
118 marcelo marcelo 116 NOUN conj
119 odebrecht odebrecht 118 PROPN flat
120 fizeram fazer 97 VERB ccomp
121 um um 122 DET det
122 acordo acordo 204 NOUN obj
123 sobre sobre 125 ADP case
124 supostos suposto 125 ADJ amod
125 incentivos incentivo 122 NOUN nmod
126 para para 128 ADP case
127 o o 128 DET det
128 pmdb pmdb 204 NOUN nmod
129 o o 130 DET det
130 organizador organizador 223 NOUN nsubj
131 de de 133 ADP case
132 o o 133 DET det
133 jantar jantar 130 NOUN nmod
134 teria ter 137 AUX aux
135 sido ser 137 AUX cop
136 o o 137 DET det
137 empresario empresario 155 NOUN ccomp
138 e e 139 CCONJ cc
139 presidente presidente 137 NOUN conj
140 de de 142 ADP case
141 a o 142 DET det
142 fiesp fiesp 137 NOUN nmod
143 paulo paulo 137 NOUN appos
144 skaf skaf 143 NOUN flat
145 porem porem 149 CCONJ mark
