1 urgente urgente 7 ADJ xcomp
2 por por 5 ADP case
3 a o 5 DET det
4 segunda segundo 5 ADJ amod
5 vez vez 7 NOUN nmod
6 pgr pgr 7 NOUN nsubj
7 pede pedir 0 VERB root
8 abertura abertura 7 NOUN obj
9 de de 10 ADP case
10 inqueritos inquerito 8 NOUN nmod
11 contra contra 12 ADP case
12 juca juca 8 NOUN nmod
13 sarney sarney 12 NOUN flat
14 e e 15 CCONJ cc
15 renan renan 12 NOUN conj
16 calheiros calheiro 15 NOUN flat
17 rodrigo rodrigo 19 NOUN nsubj
18 janot janot 17 NOUN flat
19 pediu pedir 7 VERB conj
20 hoje hoje 19 ADV advmod
21 06/02 06/02 20 NUM nmod
22 a a 24 ADP case
23 o o 24 DET det
24 stf stf 19 NOUN iobj
25 a o 26 DET det
26 abertura abertura 19 NOUN obj
27 de de 28 ADP case
28 inqueritos inquerito 26 NOUN nmod
29 contra contra 30 ADP case
30 renan renan 26 NOUN nmod
31 calheiros calheiro 30 NOUN flat
32 jose jose 30 NOUN appos
33 sarney sarney 32 NOUN flat
34 e e 36 CCONJ cc
35 o o 36 DET det
36 senador senador 30 NOUN conj
37 romero romero 36 NOUN appos
38 juca juca 36 NOUN flat
39 por por 40 ADP case
40 tentativa tentativa 144 NOUN nmod
41 de de 42 ADP case
42 obstrucao obstrucao 40 NOUN nmod
43 de de 45 ADP case
44 a o 45 DET det
45 lava lava 42 NOUN nmod
46 jato jato 45 NOUN flat
47 e e 166 CCONJ cc
48 a o 166 DET det
49 segunda segundo 50 ADJ amod
50 vez vez 144 NOUN conj
51 que que 54 PRON dep
52 o o 53 DET det
53 pgr pgr 54 NOUN nsubj
54 tenta tentar 50 VERB acl:relcl
55 abocanhar abocanhar 54 VERB xcomp
56 a o 57 DET det
57 turma turma 55 NOUN obj
58 que que 59 PRON nsubj
59 quer querer 57 VERB acl:relcl
60 estancar estancar 59 VERB xcomp
61 a o 62 DET det
62 sangria sangria 60 NOUN obj
63 em em 64 ADP case
64 junho junho 185 PROPN nmod
65 de de 66 ADP case
66 2016 2016 64 NUM nmod
67 janot janot 68 NOUN nsubj
68 pediu pedir 166 VERB ccomp
69 o o 70 DET det
70 afastamento afastamento 68 NOUN obj
71 de de 72 ADP case
72 renan renan 70 NOUN nmod
73 calheiros calheiro 72 NOUN flat
74 de de 76 ADP case
75 a o 76 DET det
76 presidencia presidencia 70 NOUN nmod
77 de de 79 ADP case
78 o o 79 DET det
79 senado senado 76 NOUN nmod
80 os o 81 DET det
81 dados dado 85 NOUN nsubj
82 de de 84 ADP case
83 o o 84 DET det
84 processo processo 81 NOUN nmod
85 sao sao 166 VERB ccomp
86 identicos identico 85 ADJ xcomp
87 a a 89 ADP case
88 o o 89 DET det
89 inquerito inquerito 86 NOUN nmod
90 que que 91 PRON nsubj
91 afastou afastar 89 VERB acl:relcl
92 o o 93 DET det
93 presidente presidente 91 NOUN obj
94 de de 96 ADP case
95 a o 96 DET det
96 camara camara 93 NOUN nmod
97 de de 99 ADP case
98 os o 99 DET det
99 deputados deputado 96 NOUN nmod
100 eduardo eduardo 99 NOUN appos
101 cunha cunha 100 NOUN flat
102 pmdbrj pmdbrj 100 PROPN flat
103 a o 104 DET det
104 tentativa tentativa 112 NOUN nsubj:pass
105 de de 106 ADP mark
106 derrubar derrubar 104 VERB nmod
107 a o 108 DET det
108 operacao operacao 106 NOUN obj
109 lava lava 108 NOUN appos
110 jato jato 109 NOUN flat
111 foi foi 112 AUX aux:pass
112 gravada gravar 89 VERB acl:relcl
113 por por 114 ADP case
114 sergio sergio 112 NOUN nmod
115 machado machado 114 NOUN flat
116 expresidente expresidente 114 NOUN appos
117 de de 119 ADP case
118 a o 119 DET det
119 transpetro transpetro 116 NOUN nmod
120 em em 122 ADP case
121 as o 122 DET det
122 gravacoes gravacoes 112 NOUN nmod
123 o o 124 DET det
124 presidente presidente 112 NOUN nsubj:pass
125 de de 127 ADP case
126 o o 127 DET det
127 senado senado 124 NOUN nmod
128 sugere sugerir 7 VERB parataxis
129 mudar mudar 128 VERB xcomp
130 a o 131 DET det
131 lei lei 129 NOUN obj
132 para para 133 ADP mark
133 coibir coibir 129 VERB advcl
134 a o 135 DET det
135 delacao delacao 133 NOUN obj
136 premiada premiar 135 VERB acl
137 ja ja 144 ADV advmod
138 a o 139 DET det
139 gravacao gravacao 144 NOUN nsubj
140 envolvendo envolver 139 VERB acl
141 o o 142 DET det
142 senador senador 140 NOUN obj
143 juca juca 142 ADJ appos
144 narra narrar 7 VERB parataxis
145 uma um 146 DET det
146 articulacao articulacao 144 NOUN obj
147 politica politico 146 ADJ amod
148 com com 149 ADP case
149 lideres lider 146 NOUN nmod
150 para para 151 ADP mark
151 derrubar derrubar 168 VERB advcl
152 a o 153 DET det
153 presidente presidente 151 NOUN obj
154 dilma dilmo 153 ADJ amod
155 e e 157 CCONJ cc
156 depois depois 157 ADV advmod
157 estancar estancar 151 VERB conj
158 a o 159 DET det
159 sangria sangria 157 NOUN obj
160 de de 162 ADP case
161 a o 162 DET det
162 lava lava 159 NOUN nmod
163 jato jato 162 NOUN flat
164 sergio sergio 166 PROPN nsubj
165 machado machado 164 PROPN flat
166 disse dizer 144 VERB conj
167 que que 168 CCONJ mark
168 distribuiu distribuir 166 VERB ccomp
169 60 60 170 NUM nummod
170 milhoes milhoes 172 NUM nummod
171 de de 172 ADP case
172 reais real 168 NOUN obj
173 em em 174 ADP case
174 propina propina 168 NOUN nmod
175 para para 176 ADP case
176 politicos politico 168 NOUN nmod
177 de de 179 ADP case
178 o o 179 DET det
179 pmdb pmdb 176 NOUN nmod
180 durante durante 183 ADP case
181 os o 183 DET det
182 doze doze 183 NUM nummod
183 anos ano 168 NOUN nmod
184 que que 185 PRON nsubj
185 esteve esteve 183 VERB acl:relcl
186 a a 187 ADP case
187 frente frente 185 NOUN nmod
188 de de 190 ADP case
189 a o 190 DET det
190 transpetro transpetro 187 NOUN nmod
191 entre entre 193 ADP case
192 esses esses 193 DET det
193 politicos politico 185 NOUN nmod
194 beneficiados beneficiado 193 ADJ amod
195 estariam estar 201 VERB ccomp
196 renan renan 85 NOUN nsubj
197 sarney sarney 196 NOUN flat
198 e e 199 CCONJ cc
199 juca juca 196 NOUN conj
200 sergio sergio 199 NOUN flat
201 disse dizer 166 VERB ccomp
202 tambem tambem 201 ADV advmod
203 que que 204 CCONJ mark
204 guardou guardar 201 VERB ccomp
205 dinheiro dinheiro 204 NOUN obj
206 em em 208 ADP case
207 o o 208 DET det
208 exterior exterior 204 NOUN nmod
209 para para 210 ADP case
210 politicos politico 204 NOUN nmod
211 entre entre 212 ADP case
212 eles eles 213 PRON nmod
213 renan renan 210 NOUN appos
214 calheiros calheiro 213 NOUN flat
