1 ate ate 3 ADP mark
2 onde onde 3 ADV advmod
3 vai ir 10 VERB advcl
4 a o 5 DET det
5 loucura loucura 3 NOUN nsubj
6 em em 7 ADP case
7 grampo grampo 3 NOUN nmod
8 lula lula 10 NOUN nsubj
9 se se 10 PRON obj
10 compara comparar 0 VERB root
11 a a 12 ADP case
12 nero nero 10 NOUN nmod
13 imperador imperador 12 NOUN flat
14 que que 15 PRON nsubj
15 incendiou incendiar 13 VERB acl:relcl
16 roma roma 15 NOUN obj
17 em em 19 ADP case
18 um um 19 DET det
19 grampo grampo 15 NOUN nmod
20 de de 21 ADP case
21 conversa conversa 19 NOUN nmod
22 telefonica telefonico 21 ADJ amod
23 autorizado autorizar 21 VERB acl
24 por por 26 ADP case
25 a o 26 DET det
26 justica justica 23 NOUN nmod
27 lula lula 28 NOUN nsubj
28 disse dizer 10 VERB parataxis
29 que que 31 CCONJ mark
30 nao nao 31 ADV advmod
31 queria querer 28 VERB ccomp
32 fazer fazer 31 VERB xcomp
33 como como 34 ADP case
34 nero nero 32 NOUN nmod
35 nota nota 31 NOUN obj
36 rapida rapido 35 ADJ amod
37 nero nero 42 NOUN nsubj
38 o o 39 DET det
39 terrivel terrivel 42 NOUN nsubj
40 foi foi 42 AUX cop
41 um um 42 DET det
42 imperador imperador 28 NOUN ccomp
43 louco louco 42 ADJ amod
44 que que 45 PRON nsubj
45 colocou colocar 42 VERB acl:relcl
46 fogo fogo 45 NOUN obj
47 em em 48 ADP case
48 roma roma 45 NOUN nmod
49 e e 50 CCONJ cc
50 matou matar 45 VERB conj
51 a o 53 DET det
52 propria proprio 53 ADJ amod
53 mae mae 50 NOUN obj
54 eu eu 56 PRON nsubj
55 nao nao 56 ADV advmod
56 quero querer 42 VERB acl:relcl
57 incendiar incendiar 56 VERB xcomp
58 o o 59 DET det
59 pais pais 57 NOUN obj
60 eu eu 64 PRON nsubj
61 sou ser 64 AUX cop
62 a o 230 DET det
63 unica unico 230 ADJ amod
64 pessoa pessoa 202 NOUN ccomp
65 que que 67 PRON nsubj
66 poderia poder 67 AUX aux
67 incendiar incendiar 64 VERB acl:relcl
68 o o 69 DET det
69 pais pais 67 NOUN obj
70 nao nao 71 ADV advmod
71 quero querer 64 VERB acl:relcl
72 fazer fazer 71 VERB xcomp
73 como como 76 CCONJ mark
74 nero nero 76 PRON nsubj
75 nao nao 76 ADV advmod
76 quero querer 71 VERB advcl
77 sou ser 79 AUX cop
78 um um 79 DET det
79 homem homem 76 NOUN ccomp
80 de de 81 ADP case
81 paz paz 79 NOUN nmod
82 tenho ter 79 VERB acl
83 familia familia 82 NOUN obj
84 disse dizer 79 VERB parataxis
85 o o 87 DET det
86 atual atual 87 ADJ amod
87 ministro ministro 84 NOUN nsubj
88 de de 90 ADP case
89 a o 90 DET det
90 casa casa 87 NOUN nmod
91 civil civil 90 ADJ amod
92 em em 93 ADP case
93 conversa conversa 237 NOUN nmod
94 com com 95 ADP case
95 vagner vagner 93 NOUN nmod
96 freitas freitas 95 ADJ flat
97 presidente presidente 95 NOUN appos
98 de de 100 ADP case
99 a o 100 DET det
100 cut cut 97 NOUN nmod
101 vagner vagner 100 NOUN appos
102 diz dizer 230 VERB acl:relcl
103 a a 104 ADP case
104 lula lula 102 NOUN iobj
105 os o 106 DET det
106 advogados advogado 102 NOUN nsubj
107 vieram vir 178 VERB csubj
108 aqui aqui 107 ADV advmod
109 conversaram conversar 31 VERB xcomp
110 possibilidade possibilidade 109 NOUN obj
111 de de 113 ADP case
112 uma um 113 DET det
113 batida batida 110 NOUN nmod
114 policial policial 113 ADJ amod
115 em em 117 ADP case
116 o o 117 DET det
117 sindicato sindicato 113 NOUN nmod
118 em em 120 ADP case
119 a o 120 DET det
120 cut cut 117 NOUN nmod
121 lula lula 117 NOUN appos
122 mas mas 170 CCONJ cc
123 o o 124 DET det
124 vagner vagner 170 NOUN nsubj
125 e e 127 CCONJ cc
126 o o 127 DET det
127 seguinte seguinte 124 NOUN conj
128 tudo tudo 202 PRON nsubj
129 isso isso 202 PRON nsubj
130 que que 131 PRON nsubj
131 for for 42 VERB acl:relcl
132 exagero exagero 131 ADJ xcomp
133 deles deles 131 X nmod
134 termina terminar 202 AUX aux
135 sendo ser 137 AUX cop
136 um um 137 DET det
137 beneficio beneficio 10 NOUN conj
138 pra pra 211 ADP nmod
139 em em 141 ADP case
140 os o 141 DET det
141 importante importante 138 NOUN nmod
142 e e 144 CCONJ cc
143 nao nao 144 ADV advmod
144 deixar deixar 211 VERB conj
145 a o 146 DET det
146 cut cut 50 NOUN obj
147 sozinha só 146 ADJ amod
148 percebe perceber 178 VERB conj
149 se se 152 CCONJ mark
150 eles eles 152 PRON nsubj
151 puderem poder 152 AUX aux
152 acabar acabar 230 VERB csubj
153 com com 155 ADP case
154 o o 155 DET det
155 pt pt 152 PROPN nmod
156 acabar acabar 31 VERB xcomp
157 com com 159 ADP case
158 a o 159 DET det
159 cut cut 156 NOUN nmod
160 acabar acabar 31 VERB xcomp
161 comigo comigo 160 X nmod
162 eles eles 163 PRON nsubj
163 acabam acabar 45 VERB conj
164 comigo comigo 163 X nmod
165 vagner vagner 163 X nmod
166 eles eles 170 PRON nsubj
167 vao ir 170 AUX aux
168 ter ter 170 AUX aux
169 que que 170 CCONJ mark
170 brigar brigar 31 VERB conj
171 muito muito 170 ADV advmod
172 lula lula 170 NOUN obj
173 agora agora 170 ADV advmod
174 e e 176 CCONJ cc
175 o o 176 DET det
176 seguinte seguinte 172 NOUN conj
177 o o 178 DET det
178 problema problema 28 NOUN ccomp
179 e e 170 CCONJ cc
180 que que 42 CCONJ mark
181 em em 183 ADP case
182 os o 183 DET det
183 precisamos precisar 178 VERB advcl
184 montar montar 183 VERB xcomp
185 uma um 186 DET det
186 equipe equipe 184 NOUN obj
187 para para 188 ADP mark
188 trabalhar trabalhar 184 VERB advcl
189 esse esse 190 DET det
190 pais pais 188 NOUN obj
191 e e 194 CCONJ cc
192 eu eu 194 PRON nsubj
193 to to 194 AUX aux
194 disposto disposto 45 VERB conj
195 meu meu 196 DET det:poss
196 caro caro 194 NOUN obj
197 a a 198 ADP mark
198 percorrer percorrer 194 VERB nmod
199 este este 200 DET det
200 pais pais 198 NOUN obj
201 eu eu 202 PRON nsubj
202 to to 42 VERB conj
203 muito muito 202 ADV advmod
204 a a 205 DET case
205 vontade vontade 202 NOUN nmod
206 muito muito 202 ADV advmod
207 a a 208 DET case
208 vontade vontade 202 NOUN nmod
209 lula lula 202 NOUN nsubj
210 se se 211 PRON obj
211 despede despeder 202 VERB conj
212 e e 214 CCONJ cc
213 isso isso 211 PRON nsubj
214 querido querido 211 ADJ conj
215 como como 217 CCONJ mark
216 eu eu 217 PRON nsubj
217 disse dizer 211 VERB advcl
218 pros pros 219 ADP case
219 senadores senador 217 NOUN obj
220 eu eu 222 PRON nsubj
221 nao nao 222 ADV advmod
222 quero querer 217 VERB ccomp
223 incendiar incendiar 222 VERB xcomp
224 o o 225 DET det
225 pais pais 223 NOUN obj
226 eu eu 230 PRON nsubj
227 sou ser 230 AUX cop
228 a o 230 DET det
229 unica unico 230 ADJ amod
230 pessoa pessoa 211 NOUN conj
231 que que 233 PRON nsubj
232 poderia poder 233 AUX aux
233 incendiar incendiar 230 VERB acl:relcl
234 o o 235 DET det
235 pais pais 233 NOUN obj
236 nao nao 237 ADV advmod
237 quero querer 230 VERB acl:relcl
238 fazer fazer 237 VERB xcomp
239 como como 243 CCONJ mark
240 nero nero 243 PRON nsubj
241 sou ser 243 AUX cop
242 uma um 243 DET det
243 homem homem 238 NOUN advcl
244 de de 245 ADP case
245 paz paz 243 NOUN nmod
246 tenho ter 230 VERB acl
247 familia familia 246 NOUN obj
