1 delator delator 5 NOUN nsubj
2 de de 4 ADP case
3 a o 4 DET det
4 utc utc 1 NOUN nmod
5 disse dizer 0 VERB root
6 que que 8 CCONJ mark
7 aecio aecio 8 NOUN nsubj
8 recebeu receber 5 VERB ccomp
9 r r 8 NOUN obj
10 300 300 11 NUM nummod
11 mil mil 9 NUM nummod
12 em em 13 ADP case
13 propina propina 8 NOUN nmod
14 nao nao 15 ADV advmod
15 aguentava aguentar 8 VERB conj
16 ele ele 18 PRON nsubj
17 me me 18 PRON obj
18 cobrando cobrar 15 VERB acl
19 tanto tanto 18 ADV advmod
20 a o 21 DET det
21 assessoria assessoria 27 NOUN nsubj
22 de de 24 ADP case
23 o o 24 DET det
24 senador senador 21 NOUN nmod
25 aecio aecio 24 NOUN appos
26 neves neve 25 NOUN flat
27 disse dizer 5 VERB conj
28 que que 203 CCONJ mark
29 a a 31 ADP case
30 a o 31 DET det
31 citacao citacao 203 NOUN nsubj
32 de de 33 ADP case
33 rocha rocha 31 NOUN nmod
34 e e 27 CCONJ ccomp
35 absurda absurdo 203 ADJ xcomp
36 de de 37 ADP case
37 acordo acordo 203 NOUN nmod
38 com com 40 ADP case
39 o o 40 DET det
40 colunista colunista 37 NOUN nmod
41 rubens rubem 40 NOUN appos
42 valente valente 41 ADJ amod
43 de de 45 ADP case
44 a o 45 DET det
45 folha/sp folha/sp 40 NOUN nmod
46 carlos carlo 40 NOUN appos
47 alexandre alexandre 46 NOUN flat
48 de de 49 ADP case
49 souza souza 46 NOUN nmod
50 rocha rocha 49 NOUN flat
51 comparsa comparsa 46 NOUN appos
52 e e 53 CCONJ cc
53 entregador entregador 51 NOUN conj
54 de de 55 ADP case
55 dinheiro dinheiro 53 NOUN nmod
56 de de 57 ADP case
57 alberto alberto 53 NOUN nmod
58 youssef youssef 57 PROPN flat
59 teria ter 60 AUX aux
60 afirmado afirmar 27 VERB ccomp
61 em em 62 ADP case
62 delacao delacao 60 NOUN nmod
63 premiada premiado 62 ADJ amod
64 que que 65 CCONJ mark
65 levou levar 221 VERB ccomp
66 r r 65 NOUN obj
67 300 300 68 NUM nummod
68 mil mil 66 NUM nummod
69 em em 70 ADP case
70 dinheiro dinheiro 65 NOUN nmod
71 em em 74 ADP case
72 o o 74 DET det
73 segundo segundo 74 ADJ amod
74 semestre semestre 65 NOUN nmod
75 de de 76 ADP case
76 2013 2013 74 NUM nmod
77 para para 78 ADP case
78 um um 279 PRON nmod
79 de de 81 ADP case
80 os o 81 DET det
81 diretores diretor 78 NOUN nmod
82 de de 84 ADP case
83 a o 84 DET det
84 utc utc 81 NOUN nmod
85 engenharia engenharia 84 NOUN flat
86 o o 88 DET det
87 tal tal 88 DET det
88 diretor diretor 89 NOUN nsubj
89 confirmou confirmar 5 VERB parataxis
90 que que 94 CCONJ mark
91 a o 92 DET det
92 quantia quantia 236 NOUN nsubj
93 seria seria 94 AUX aux:pass
94 entregue entregar 89 VERB ccomp
95 a a 97 ADP case
96 o o 97 DET det
97 senador senador 94 NOUN iobj
98 aecio aecio 97 NOUN appos
99 neves neve 98 NOUN flat
100 psdbmg psdbmg 295 NOUN nsubj
101 carlos carlos 336 NOUN appos
102 alexandre alexandre 101 NOUN flat
103 disse dizer 5 VERB parataxis
104 que que 105 CCONJ mark
105 trabalhou trabalhar 103 VERB ccomp
106 para para 108 ADP case
107 o o 108 DET det
108 doleiro doleiro 105 NOUN nmod
109 desde desde 110 ADP case
110 2008 2008 105 NUM nmod
111 e e 112 CCONJ cc
112 transportava transportar 205 VERB conj
113 entregas entrega 112 NOUN obj
114 para para 116 ADP case
115 varios varios 116 DET det
116 politicos politico 158 NOUN nmod
117 que que 118 PRON nsubj
118 variavam variar 116 VERB acl:relcl
119 de de 120 ADP case
120 r r 118 NOUN nmod
121 150 150 122 NUM nummod
122 mil mil 120 NUM nummod
123 a a 124 ADP case
124 r r 118 NOUN nmod
125 300 300 126 NUM nummod
126 mil mil 124 NUM nummod
127 um um 129 DET det
128 outro outro 129 DET det
129 funcionario funcionario 118 NOUN nsubj
130 de de 132 ADP case
131 a o 132 DET det
132 utc utc 129 NOUN nmod
133 o o 134 DET det
134 diretor diretor 51 NOUN appos
135 financeiro financeiro 134 ADJ amod
136 walmir walmir 134 NOUN appos
137 pinheiro pinheiro 136 NOUN flat
138 santana santana 136 ADJ amod
139 tambem tambem 140 ADV advmod
140 afirmou afirmar 5 VERB conj
141 que que 297 CCONJ mark
142 o o 143 DET det
143 diretor diretor 236 NOUN nsubj
144 comercial comercial 143 ADJ amod
145 de de 147 ADP case
146 a o 147 DET det
147 empreiteira empreiteiro 143 NOUN nmod
148 em em 150 ADP case
149 o o 150 DET det
150 rio rio 143 NOUN nmod
151 chamavase chamavase 89 VERB ccomp
152 antonio antonio 151 NOUN obj
153 carlos carlo 152 NOUN flat
154 dagosto dagosto 152 NOUN flat
155 miranda miranda 152 NOUN flat
156 e e 158 CCONJ cc
157 que que 158 CCONJ mark
158 guardava guardar 205 VERB conj
159 e e 160 CCONJ cc
160 entregava entregar 158 VERB conj
161 valores valores 158 NOUN obj
162 em em 163 ADP case
163 dinheiro dinheiro 158 NOUN nmod
164 a a 165 ADP case
165 pedido pedido 158 NOUN nmod
166 dele dele 165 X det:poss
167 ou ou 169 CCONJ cc
168 de de 169 ADP case
169 ricardo ricardo 165 NOUN conj
170 pessoa pessoa 169 NOUN flat
171 dono dono 169 NOUN appos
172 de de 174 ADP case
173 a o 174 DET det
174 utc utc 171 NOUN nmod
175 o o 176 DET det
176 entregador entregador 27 NOUN nsubj
177 de de 178 ADP case
178 youssef youssef 176 PROPN nmod
179 relatou relatar 5 VERB conj
180 que que 346 CCONJ mark
181 em em 182 ADP case
182 uma uma 346 PRON nmod
183 de de 185 ADP case
184 as o 185 DET det
185 entregas entrega 182 NOUN nmod
