1 apos apos 3 ADP case
2 o o 3 DET det
3 et et 7 NOUN nmod
4 varginha varginha 3 NOUN flat
5 mg mg 3 NOUN flat
6 e e 7 CCONJ cc
7 palco palco 0 NOUN root
8 de de 11 ADP case
9 mais mais 10 ADV advmod
10 um um 11 NUM nummod
11 espetaculo espetaculo 7 NOUN nmod
12 e e 28 CCONJ cc
13 como como 18 CCONJ mark
14 se se 13 CCONJ fixed
15 a o 16 DET det
16 lua lua 18 NOUN nsubj
17 tivesse ter 18 AUX aux
18 despencado despencar 28 VERB advcl
19 de de 21 ADP case
20 o o 21 DET det
21 ceu ceu 18 NOUN nmod
22 uma um 23 DET det
23 bola bola 28 NOUN nsubj
24 de de 25 ADP case
25 fogo fogo 23 NOUN nmod
26 extremamente extremamente 27 ADV advmod
27 brilhante brilhante 23 ADJ amod
28 explodiu explodir 7 VERB advcl
29 em em 31 ADP case
30 o o 31 DET det
31 inicio inicio 28 NOUN nmod
32 de de 34 ADP case
33 a o 34 DET det
34 madrugada madrugada 31 NOUN nmod
35 de de 36 ADP case
36 domingo domingo 34 PROPN nmod
37 em em 39 ADP case
38 o o 39 DET det
39 ceu ceu 144 NOUN nmod
40 de de 42 ADP case
41 a o 42 DET det
42 cidade cidade 39 NOUN nmod
43 de de 44 ADP case
44 varginha varginha 42 NOUN nmod
45 mg mg 44 X appos
46 fonte fonte 28 NOUN parataxis
47 apolo11 apolo11 46 ADJ appos
48 o o 49 DET det
49 clarao clarao 50 NOUN nsubj
50 foi foi 7 VERB parataxis
51 tao tao 52 ADV advmod
52 forte forte 50 ADJ xcomp
53 que que 54 CCONJ mark
54 iluminou iluminar 50 VERB advcl
55 ruas rua 54 NOUN obj
56 de de 58 ADP case
57 diversas diversas 58 DET det
58 cidades cidade 55 NOUN nmod
59 de de 61 ADP case
60 o o 61 DET det
61 interior interior 58 NOUN nmod
62 de de 63 ADP case
63 minas mina 61 NOUN nmod
64 gerais geral 63 ADJ amod
65 o o 66 DET det
66 meteoro meteoro 69 NOUN nsubj
67 de de 68 ADP case
68 varginha varginha 66 NOUN nmod
69 penetrou penetrar 50 VERB parataxis
70 a o 72 DET case
71 alta alto 72 ADJ amod
72 atmosfera atmosfera 69 NOUN nmod
73 terrestre terrestre 72 ADJ amod
74 em em 76 ADP case
75 a o 76 DET det
76 vertical vertical 69 NOUN nmod
77 as o 78 DET det
78 00h47 00h47 69 NUM nmod
79 de de 80 ADP case
80 domingo domingo 78 PROPN nmod
81 e e 83 CCONJ cc
82 foi foi 83 AUX aux:pass
83 registrado registrar 69 VERB conj
84 por por 86 ADP case
85 quatro quatro 86 NUM nummod
86 cameras camera 83 NOUN nmod
87 automaticas automatico 86 ADJ amod
88 de de 90 ADP case
89 a o 90 DET det
90 bramon bramon 86 NOUN nmod
91 rede rede 90 NOUN appos
92 brasileira brasileiro 91 ADJ amod
