1 vazou vazar 0 VERB root
2 a o 3 DET det
3 lista lista 1 NOUN obj
4 de de 6 ADP case
5 os o 6 DET det
6 politicos politico 3 NOUN nmod
7 que que 9 PRON nsubj:pass
8 serao ser 9 AUX aux:pass
9 indiciados indiciar 6 VERB acl:relcl
10 em em 12 ADP case
11 a o 12 DET det
12 lava lava 9 NOUN nmod
13 jato jato 12 ADJ amod
14 esta esta 15 DET det
15 semana semana 23 NOUN nmod
16 o o 17 DET det
17 procuradorgeral procuradorgeral 23 NOUN nsubj
18 de de 20 ADP case
19 a o 20 DET det
20 republica republica 17 NOUN nmod
21 rodrigo rodrigo 17 NOUN appos
22 janot janot 21 NOUN flat
23 pedira pedirar 1 VERB parataxis
24 esta esta 25 DET det
25 semana semana 23 NOUN nmod
26 a a 28 ADP case
27 o o 28 DET det
28 stf stf 23 NOUN iobj
29 supremo supremo 30 ADJ amod
30 tribunal tribunal 28 NOUN appos
31 federal federal 30 ADJ amod
32 o o 33 DET det
33 indiciamento indiciamento 23 NOUN obj
34 de de 36 ADP case
35 os o 36 DET det
36 politicos politico 33 NOUN nmod
37 mais mais 38 ADV advmod
38 importantes importante 36 ADJ amod
39 de de 41 ADP case
40 o o 41 DET det
41 pais pais 38 NOUN nmod
42 esta esta 43 DET det
43 semana semana 51 NOUN nmod
44 o o 45 DET det
45 procuradorgeral procuradorgeral 51 NOUN nsubj
46 de de 48 ADP case
47 a o 48 DET det
48 republica republica 45 NOUN nmod
49 rodrigo rodrigo 45 ADJ appos
50 janot janot 49 NOUN flat
51 pedira pedirar 1 VERB parataxis
52 em em 55 ADP case
53 os o 55 DET det
54 proximos proximo 55 ADJ amod
55 dias dia 51 NOUN nmod
56 a a 58 ADP case
57 o o 58 DET det
58 stf stf 51 NOUN iobj
59 supremo supremo 60 ADJ amod
60 tribunal tribunal 58 NOUN appos
61 federal federal 60 ADJ amod
62 a o 63 DET det
63 abertura abertura 51 NOUN obj
64 de de 65 ADP case
65 inquerito inquerito 63 NOUN nmod
66 para para 67 ADP mark
67 investigar investigar 168 VERB advcl
68 por por 70 ADP case
69 o o 70 DET det
70 menos menos 71 ADV advmod
71 dois dois 72 NUM nummod
72 ministros ministro 67 NOUN obj
73 de de 75 ADP case
74 o o 75 DET det
75 governo governo 72 NOUN nmod
76 de de 177 ADP case
77 michel michel 237 ADJ nmod
78 temer temer 75 NOUN nmod
79 alem alem 253 ADV advmod
80 de de 81 ADP case
81 senadores senador 79 NOUN nmod
82 de de 84 ADP case
83 o o 84 DET det
84 pmdb pmdb 81 NOUN nmod
85 e e 88 CCONJ cc
86 de de 88 ADP case
87 o o 88 DET det
88 psdb psdb 84 NOUN conj
89 todos todos 320 PRON nsubj:pass
90 citados citar 154 VERB acl
91 em em 93 ADP case
92 as o 93 DET det
93 delacoes delacoe 90 NOUN nmod
94 premiadas premiar 93 VERB acl
95 de de 97 ADP case
96 a o 97 DET det
97 odebrecht odebrecht 94 NOUN nmod
98 janot janot 97 NOUN flat
99 vai ir 100 AUX aux
100 requerer requerer 1 VERB parataxis
101 ainda ainda 100 ADV advmod
102 o o 103 DET det
103 desmembramento desmembramento 100 NOUN obj
104 para para 105 ADP case
105 instancias instancia 103 NOUN nmod
106 inferiores inferior 105 ADJ amod
107 de de 108 ADP case
108 casos caso 105 NOUN nmod
109 envolvendo envolver 108 VERB acl
110 dezenas dezena 72 NOUN nummod
111 de de 112 ADP case
112 politicos politico 332 NOUN obj
113 sem sem 114 ADP case
114 foro foro 112 NOUN nmod
115 em em 117 ADP case
116 o o 117 DET det
117 supremo supremo 114 NOUN nmod
118 mas mas 253 CCONJ cc
119 que que 121 PRON nsubj:pass
120 foram foram 121 AUX aux:pass
121 mencionados mencionar 23 VERB conj
122 em em 124 ADP case
123 os o 124 DET det
124 depoimentos depoimento 121 NOUN nmod
125 entre entre 126 ADP case
126 eles eles 253 PRON nmod
127 estao estao 100 VERB conj
128 os o 129 DET det
129 petistas petista 253 NOUN nsubj
130 e e 131 CCONJ cc
131 expresidentes expresidente 129 NOUN conj
132 dilma dilma 129 NOUN appos
133 rousseff rousseff 262 NOUN flat
134 e e 135 CCONJ cc
135 luiz luiz 262 NOUN conj
136 inacio inacio 266 ADJ flat
137 lula lula 266 NOUN flat
138 de de 140 ADP case
139 a o 140 DET det
140 silva silva 135 NOUN nmod
141 alem alem 253 ADV advmod
142 de de 144 ADP case
143 os o 144 DET det
144 exministros exministro 141 NOUN nmod
145 guido guido 144 NOUN appos
146 mantega mantega 145 NOUN flat
147 e e 148 CCONJ cc
148 antonio antonio 145 NOUN conj
149 palocci palocci 148 NOUN flat
150 o o 151 DET det
151 marqueteiro marqueteiro 253 NOUN nsubj
152 joao joao 151 ADJ appos
153 santana santana 151 ADJ amod
154 governadores governador 234 NOUN appos
155 exgovernadores exgovernador 154 ADJ amod
156 e e 157 CCONJ cc
157 exparlamentares exparlamentar 155 ADJ conj
158 de de 160 ADP case
159 a o 160 DET det
160 equipe equipe 154 NOUN nmod
161 de de 162 ADP case
162 temer temer 160 NOUN nmod
163 segundo segundo 165 ADP case
164 a o 165 DET det
165 folha folha 90 NOUN nmod
166 apurou apurar 1 VERB parataxis
167 ja ja 168 ADV advmod
168 estao estao 1 VERB parataxis
169 em em 171 ADP case
170 a o 171 DET det
171 lista lista 168 NOUN nmod
172 de de 174 ADP case
173 a o 174 DET det
174 procuradoriageral procuradoriageral 171 NOUN nmod
175 de de 177 ADP case
176 a o 177 DET det
177 republica republica 174 NOUN nmod
178 pgr pgr 177 NOUN appos
179 os o 180 DET det
180 ministros ministro 253 NOUN nsubj
181 eliseu eliseu 180 NOUN appos
182 padilha padilha 181 NOUN flat
183 casa casa 181 NOUN appos
184 civil civil 183 ADJ amod
185 e e 186 CCONJ cc
186 moreira moreira 181 NOUN conj
187 franco franco 186 ADJ amod
188 secretariageral secretariageral 186 NOUN appos
189 de de 191 ADP case
190 a o 191 DET det
191 presidencia presidencia 186 NOUN nmod
192 outros outros 193 DET det
193 ministros ministro 253 NOUN nsubj
194 podem podem 195 AUX aux
195 aparecer aparecer 408 VERB parataxis
196 por por 197 ADP case
197 exemplo exemplo 195 NOUN nmod
198 gilberto gilberto 195 NOUN obj
199 kassab kassab 198 NOUN flat
200 ciencia ciencia 198 NOUN appos
201 e e 202 CCONJ cc
202 tecnologia tecnologia 200 NOUN conj
203 e e 204 CCONJ cc
204 comunicacoes comunicacoe 200 NOUN conj
205 a o 206 DET det
206 procuradoria procuradoria 195 NOUN nsubj
207 por por 209 ADP mark
208 enquanto enquanto 209 ADV advmod
209 estuda estudar 195 VERB advcl
210 esse esse 211 DET det
211 caso caso 209 NOUN obj
212 de de 214 ADP case
213 a o 214 DET det
214 bancada bancada 211 NOUN nmod
215 de de 217 ADP case
216 o o 217 DET det
217 pmdb pmdb 214 NOUN nmod
218 em em 220 ADP case
219 o o 220 DET det
220 congresso congresso 51 NOUN nmod
221 a o 222 DET det
222 pgr pgr 223 NOUN nsubj
223 quer querer 51 VERB parataxis
224 investigar investigar 223 VERB xcomp
225 o o 226 DET det
226 presidente presidente 224 NOUN obj
227 de de 229 ADP case
228 o o 229 DET det
229 senado senado 226 NOUN nmod
230 eunicio eunicio 226 NOUN appos
231 oliveira oliveira 230 PROPN flat
232 ce ce 253 CCONJ mark
233 o o 234 DET det
234 lider lider 253 NOUN nsubj
235 de de 237 ADP case
236 o o 237 DET det
237 partido partido 234 NOUN nmod
238 e e 239 CCONJ cc
239 expresidente expresidente 234 NOUN conj
240 renan renan 239 ADJ appos
241 calheiros calheiro 240 NOUN flat
242 al al 240 PROPN flat
243 e e 245 CCONJ cc
244 os o 245 DET det
245 senadores senador 234 NOUN conj
246 edison edison 245 NOUN appos
247 lobao lobao 246 NOUN flat
248 ma ma 246 NOUN flat
249 e e 250 CCONJ cc
250 romero romero 246 NOUN conj
251 juca juca 250 ADJ flat
252 rr rr 250 X appos
253 integram integrar 408 VERB conj
254 tambem tambem 253 ADV advmod
255 a o 256 DET det
256 lista lista 253 NOUN obj
257 de de 259 ADP case
258 a o 259 DET det
259 procuradoria procuradoria 256 NOUN nmod
260 os o 261 DET det
261 tucanos tucano 253 NOUN obj
262 jose jose 261 NOUN appos
263 serra serra 262 PROPN flat
264 sp sp 262 NOUN flat
265 e e 266 CCONJ cc
266 aecio aecio 262 NOUN conj
267 neves neve 266 NOUN flat
268 mg mg 269 X amod
269 estrategia estrategia 253 NOUN obj
270 a o 271 DET det
271 estrategia estrategia 253 NOUN obj
272 de de 273 ADP case
273 janot janot 271 NOUN nmod
274 e e 275 CCONJ cc
275 tentar tentar 67 VERB conj
276 entregar entregar 275 VERB xcomp
277 em em 280 ADP case
278 a o 280 DET det
279 proxima proximo 280 ADJ amod
280 semana semana 276 NOUN nmod
281 todos todos 283 DET det
282 os o 283 DET det
283 pedidos pedido 276 NOUN obj
284 de de 286 ADP case
285 uma um 286 DET det
286 vez vez 283 NOUN nmod
287 a a 289 ADP case
288 o o 289 DET det
289 relator relator 276 NOUN iobj
290 de de 292 ADP case
291 a o 292 DET det
292 lava lava 289 NOUN nmod
293 jato jato 292 ADJ amod
294 em em 296 ADP case
295 o o 296 DET det
296 stf stf 490 NOUN nmod
297 edson edson 296 NOUN appos
298 fachin fachin 297 NOUN flat
299 o o 300 DET det
300 numero numero 253 NOUN nsubj
301 de de 302 ADP case
302 solicitacoes solicitacoe 300 NOUN nmod
303 a a 305 ADP case
304 o o 305 DET det
305 ministro ministro 320 NOUN iobj
306 de de 308 ADP case
307 o o 308 DET det
308 supremo supremo 305 NOUN nmod
309 pode pode 330 AUX aux
310 passar passar 226 VERB acl:relcl
311 de de 312 ADP case
