1 seis seis 2 NUM nummod
2 policiais policial 4 NOUN nsubj:pass
3 foram foram 4 AUX aux:pass
4 baleados balear 0 VERB root
5 em em 7 ADP case
6 os o 7 DET det
7 eua eua 4 NOUN nmod
8 em em 10 ADP case
9 a o 10 DET det
10 noite noite 4 NOUN nmod
11 de de 12 ADP mark
12 ontem ontem 10 ADV nmod
13 caso caso 4 NOUN nsubj:pass
14 1 1 13 NUM appos
15 em em 17 ADP case
16 o o 17 DET det
17 centro centro 13 NOUN nmod
18 de de 20 ADP case
19 a o 20 DET det
20 florida florida 17 NOUN nmod
21 dois dois 22 NUM nummod
22 oficiais oficial 31 NOUN nsubj:pass
23 de de 25 ADP case
24 o o 25 DET det
25 departamento departamento 22 NOUN nmod
26 de de 27 ADP case
27 policia policia 25 NOUN nmod
28 de de 29 ADP case
29 kissimmee kissimmee 25 NOUN nmod
30 foram foram 31 AUX aux:pass
31 baleados balear 4 VERB parataxis
32 disse dizer 4 VERB parataxis
33 o o 34 DET det
34 chefe chefe 32 NOUN nsubj
35 jeffrey jeffrey 34 NOUN appos
36 odell odell 35 NOUN flat
37 em em 39 ADP case
38 uma um 39 DET det
39 coletiva coletiva 32 NOUN nmod
40 de de 41 ADP case
41 imprensa imprensa 39 NOUN nmod
42 em em 44 ADP case
43 o o 44 DET det
44 inicio inicio 32 NOUN nmod
45 de de 47 ADP case
46 a o 47 DET det
47 manha manha 44 NOUN nmod
48 desse desse 49 ADP case
49 sabado sabado 47 PROPN nmod
50 19 19 49 NUM appos
51 o o 52 DET det
52 agente agente 145 NOUN nsubj
53 matthew matthew 52 NOUN appos
54 baxter baxter 53 PROPN flat
55 um um 56 DET det
56 veterano veterano 58 NOUN nsubj
57 nao nao 58 ADV advmod
58 resistiu resistir 52 VERB acl:relcl
59 o o 61 DET det
60 outro outro 61 DET det
61 oficial oficial 58 NOUN obj
62 um um 63 DET det
63 sargento sargento 58 NOUN nsubj
64 com com 66 ADP case
65 10 10 66 NUM nummod
66 anos ano 63 NOUN nmod
67 de de 68 ADP case
68 corporacao corporacao 66 NOUN nmod
69 sam sam 63 PROPN appos
70 howard howard 69 PROPN flat
71 esta esta 4 VERB parataxis
72 em em 73 ADP case
73 condicao condicao 71 NOUN nmod
74 critica critico 73 ADJ amod
75 e e 79 CCONJ cc
76 o o 79 DET det
77 prognostico prognostico 79 NOUN nsubj
78 nao nao 79 ADV advmod
79 parece parecer 71 VERB conj
80 bom bom 79 ADJ xcomp
81 disse dizer 71 VERB conj
82 odell odell 81 NOUN nsubj
83 um um 192 PRON nsubj:pass
84 de de 87 ADP case
85 os o 87 DET det
86 quatro quatro 87 NUM nummod
87 suspeitos suspeito 83 NOUN nmod
88 permanece permanecer 163 VERB ccomp
89 foragido foragido 88 ADJ xcomp
90 os o 91 DET det
91 oficiais oficial 197 NOUN nsubj
92 estavam estar 93 AUX aux
93 investigando investigar 163 VERB ccomp
94 pessoas pessoa 93 NOUN obj
95 suspeitas suspeito 94 ADJ amod
96 quando quando 98 CCONJ mark
97 foram foram 98 AUX aux:pass
98 atingidos atingir 197 VERB advcl
99 o o 100 DET det
100 presidente presidente 102 NOUN nsubj
101 trump trump 100 ADJ amod
102 reagiu reagir 4 VERB advcl
103 a a 105 ADP case
104 os o 105 DET det
105 tiroteios tiroteio 102 NOUN nmod
106 de de 107 ADP case
107 kissimmee kissimmee 105 NOUN nmod
108 meus meus 109 DET det:poss
109 pensamentos pensamento 207 NOUN nsubj
110 e e 111 CCONJ cc
111 oracoes oracoe 109 NOUN conj
112 estao estao 213 VERB ccomp
113 com com 115 ADP case
114 o o 115 DET det
115 kissimmeepolice kissimmeepolice 112 NOUN nmod
116 e e 120 CCONJ cc
117 seus seus 118 DET det:poss
118 entes ente 115 NOUN conj
119 queridos querido 118 ADJ amod
120 estamos estar 168 VERB conj
121 com com 122 ADP case
122 voces voce 120 NOUN nmod
123 caso caso 213 NOUN nsubj
124 2 2 215 NUM appos
125 em em 127 ADP case
126 o o 127 DET det
127 nordeste nordeste 223 NOUN nmod
128 de de 130 ADP case
129 a o 130 DET det
130 florida florida 127 NOUN nmod
131 dois dois 132 NUM nummod
132 oficiais oficial 213 NOUN nsubj
133 foram foram 134 AUX aux:pass
134 baleados balear 4 VERB conj
135 anunciou anunciar 32 VERB parataxis
136 o o 137 DET det
137 escritorio escritorio 135 NOUN nsubj
138 de de 140 ADP case
139 o o 140 DET det
140 xerife xerife 137 NOUN nmod
141 de de 142 ADP case
142 jacksonville jacksonville 140 PROPN nmod
143 um um 144 DET det
144 oficial oficial 145 NOUN nsubj
145 esta esta 163 VERB ccomp
146 em em 147 ADP case
147 estado estado 145 NOUN nmod
148 critico critico 147 ADJ amod
149 e e 152 CCONJ cc
150 o o 152 DET det
151 outro outro 152 PRON nsubj
152 esta esta 145 VERB conj
153 em em 154 ADP case
154 condicao condicao 152 NOUN nmod
155 estavel estavel 154 ADJ amod
156 disse dizer 163 VERB conj
157 o o 158 DET det
158 escritorio escritorio 156 NOUN nsubj
159 de de 161 ADP case
160 o o 161 DET det
161 xerife xerife 158 NOUN nmod
162 funcionarios funcionario 163 NOUN nsubj
163 disseram dizer 32 VERB ccomp
164 que que 168 CCONJ mark
165 o o 166 DET det
166 suspeito suspeito 168 NOUN nsubj:pass
167 foi foi 168 AUX aux:pass
168 baleado balear 163 VERB ccomp
169 e e 170 CCONJ cc
170 morto morto 168 VERB conj
171 por por 172 ADP case
172 oficiais oficial 170 NOUN nmod
173 caso caso 71 NOUN nmod
174 3 3 173 NUM appos
175 em em 176 ADP case
176 fairchance fairchance 168 NOUN nmod
177 em em 179 ADP case
178 a o 179 DET det
179 pensilvania pensilvania 176 NOUN nmod
180 dois dois 181 NUM nummod
181 soldados soldado 192 NOUN nsubj:pass
182 de de 184 ADP case
183 a o 184 DET det
184 policia policia 181 NOUN nmod
185 de de 187 ADP case
186 o o 187 DET det
187 estado estado 184 NOUN nmod
188 de de 190 ADP case
189 a o 190 DET det
190 pensilvania pensilvania 187 NOUN nmod
191 foram foram 192 AUX aux:pass
192 baleados balear 163 VERB conj
193 disseram dizer 192 VERB parataxis
194 as o 195 DET det
195 autoridades autoridade 197 NOUN nsubj
196 ambos ambos 197 PRON nsubj
197 estao estao 193 VERB ccomp
198 estaveis estavel 197 ADJ xcomp
199 e e 200 CCONJ cc
200 sobreviverao sobreviver 197 VERB conj
201 o o 202 DET det
202 suspeito suspeito 203 NOUN nsubj
203 esta esta 102 VERB conj
204 morto morto 203 ADJ xcomp
205 dois dois 206 NUM nummod
206 soldados soldado 207 NOUN nsubj
207 dispararam disparar 197 VERB conj
208 e e 213 CCONJ cc
209 o o 212 DET det
210 suspeito suspeito 212 NOUN nsubj:pass
211 foi foi 212 AUX aux:pass
212 morto morto 207 VERB conj
213 disse dizer 102 VERB conj
214 a o 215 DET det
215 portavoz portavoz 213 NOUN nsubj
216 de de 218 ADP case
217 a o 218 DET det
218 policia policia 215 NOUN nmod
219 estadual estadual 218 ADJ amod
220 de de 222 ADP case
221 a o 222 DET det
222 pensilvania pensilvania 218 NOUN nmod
223 melinda melinda 215 NOUN appos
224 bondarenka bondarenka 223 NOUN flat
