# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = no sul do pais manifestantes e policiais comecam a se entender manifestantes do sul nos enviaram um video mostrando os reais motivos da greve um dos lideres da paralisacao conversava com oficiais da prf e argumentava que precisa do apoio de todos nesse momento a gente sempre apoia as greves dos policiais correios dos bancos etc agora precisamos do apoio de voces chegou um momento que nao tem mais como disse o caminhoneiro a presidente disse que nao precisa de caminhao para o brasil rodar sera que ela vai mandar buscar a picanha que ela come de aviao assista
1-2	no	_	_	_	_	_	_	_	TokenRange=0:2
1	em	em	ADP	ADP	_	3	case	_	_
2	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	3	det	_	_
3	sul	sul	NOUN	NOUN	_	13	nmod	_	TokenRange=3:6
4-5	do	_	_	_	_	_	_	_	TokenRange=7:9
4	de	de	ADP	ADP	_	6	case	_	_
5	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	6	det	_	_
6	pais	_	NOUN	NOUN	_	3	nmod	_	TokenRange=10:14
7	manifestantes	manifestante	NOUN	NOUN	_	13	nsubj	_	TokenRange=15:28
8	e	e	CCONJ	CONJ	_	9	cc	_	TokenRange=29:30
9	policiais	policial	NOUN	NOUN	_	7	conj	_	TokenRange=31:40
10	comecam	comecer	AUX	AUX	_	13	aux	_	TokenRange=41:48
11	a	_	ADP	ADP	_	13	mark	_	TokenRange=49:50
12	se	_	PRON	PRON	_	13	obj	_	TokenRange=51:53
13	entender	entender	VERB	VERB	_	0	root	_	TokenRange=54:62
14	manifestantes	manifestante	NOUN	NOUN	_	13	nsubj	_	TokenRange=63:76
15-16	do	_	_	_	_	_	_	_	TokenRange=77:79
15	de	de	ADP	ADP	_	17	case	_	_
16	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	17	det	_	_
17	sul	sul	NOUN	NOUN	_	14	nmod	_	TokenRange=80:83
