# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = confira as 7 bombas de delcidio do amaral que vao estremecer brasilia 1 dilma atuou para a nomeacao de cervero na petrobras delcidio diz que dilma teve participacao efetiva na nomeacao de nestor cervero para a br distribuidora isso contraria o que era sabido antes que a nomeacao de cervero era obra de lula e do expresidente do pt jose eduardo dutra o pagamento de r 50 mil ao exdiretor da petrobras nestor cervero que levou a prisao de delcidio do amaral teria sido ordenado por lula segundo o parlamentar o objetivo da mesada era proteger jose carlos bumlai o pecuarista amigo do expresidente em reuniao com ricardo lewandowski em portugal cuja justificativa oficial foi a discussao sobre reajustes de salarios no judiciario na nomeacao do desembargador marcelo navarro ao stj que atuaria para a soltura de marcelo odebrecht e otavio marques de azevedo e na tentativa nao consumada de nomear nelson schaefer tambem para o stj com o mesmo objetivo delcidio teria se reunido com azevedo no palacio do planalto e na ocasiao azevedo teria dado o sinal de que seguiria as orientacoes navarro votou pela liberacao dos empreiteiros mas perdeu a disputa por 4x1 dilma tinha pleno conhecimento de todo o processo de aquisicao da refinaria a aquisicao foi feita com conhecimento de todos sem excecao diz o senador na delacao o negocio gerou prejuizo bilionario a estatal e foi firmado quando dilma presidia o conselho de administracao da empresa a tramitacao do processo de aquisicao de pasadena durou um dia entre a reuniao da diretoria executiva e o conselho de administracao relata a delacao segundo cervero a tentativa de lula de silenciar uma testemunha com dinheiro nao foi inedita o mesmo procedimento teria sido feito para o operador do mensalao marcos valerio na ocasiao em 2006 lula agiu junto com o exministro antonio palocci para articular o pagamento de r 220 milhoes a valerio a cpi que investiga a compra de medidas provisorias durante a gestao lula e um dos temas que mais aflige o expresidente segundo a delacao delcidio relata que lula pediu ao senador que a comissao nao convocasse mauro marcondes e cristiana martoni para depor ambos sao lobistas e foram presos no ambito da operacao zelotes marcondes e o proprietario da empresa que pagou r 1 5 milhao por uma consultoria feita pelo filho de lula um esquema operado pelo empresario adir assad preso na lava jato fez com que empresas firmassem contratos com assad que depois repassaria verbas a campanha de dilma o processo seria orientado pelo tesoureiro da campanha jose de filippi junior
1	confira	conferir	VERB	VERB	_	0	root	_	TokenRange=0:7
2	as	o	DET	DET	_	4	det	_	TokenRange=8:10
3	7	_	NUM	NUM	NumType=Card	4	nummod	_	TokenRange=11:12
4	bombas	bomba	NOUN	NOUN	_	1	obj	_	TokenRange=13:19
5	de	de	ADP	ADP	_	6	case	_	TokenRange=20:22
6	delcidio	delcidio	NOUN	NOUN	_	4	nmod	_	TokenRange=23:31
7-8	do	_	_	_	_	_	_	_	TokenRange=32:34
7	de	de	ADP	ADP	_	9	case	_	_
8	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	9	det	_	_
9	amaral	amaral	NOUN	NOUN	_	6	nmod	_	TokenRange=35:41
10	que	_	PRON	PRON	_	12	nsubj	_	TokenRange=42:45
11	vao	ir	AUX	AUX	_	12	aux	_	TokenRange=46:49
12	estremecer	estremecer	VERB	VERB	_	4	acl:relcl	_	TokenRange=50:60
13	brasilia	brasilia	NOUN	NOUN	_	12	obj	_	TokenRange=61:69
14	1	_	NUM	NUM	NumType=Card	15	nummod	_	TokenRange=70:71
15	dilma	dilma	NOUN	NOUN	_	16	nsubj	_	TokenRange=72:77
16	atuou	atuar	VERB	VERB	_	1	conj	_	TokenRange=78:83
17	para	para	ADP	ADP	_	19	case	_	TokenRange=84:88
18	a	o	DET	DET	_	19	det	_	TokenRange=89:90
19	nomeacao	nomeacao	NOUN	NOUN	_	16	nmod	_	TokenRange=91:99
20	de	de	ADP	ADP	_	21	case	_	TokenRange=100:102
21	cervero	cervero	NOUN	NOUN	_	19	nmod	_	TokenRange=103:110
22-23	na	_	_	_	_	_	_	_	TokenRange=111:113
22	em	em	ADP	ADP	_	24	case	_	_
23	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	24	det	_	_
24	petrobras	petrobra	NOUN	NOUN	_	16	nmod	_	TokenRange=114:123
25	delcidio	delcidio	NOUN	NOUN	_	24	amod	_	TokenRange=124:132
26	diz	dizer	VERB	VERB	_	1	conj	_	TokenRange=133:136
27	que	que	CCONJ	CONJ	_	29	mark	_	TokenRange=137:140
28	dilma	_	NOUN	NOUN	_	29	nsubj	_	TokenRange=141:146
29	teve	ter	VERB	VERB	_	26	ccomp	_	TokenRange=147:151
30	participacao	participacao	NOUN	NOUN	_	29	obj	_	TokenRange=152:164
31	efetiva	efetivo	ADJ	ADJ	_	30	amod	_	TokenRange=165:172
32-33	na	_	_	_	_	_	_	_	TokenRange=173:175
32	em	em	ADP	ADP	_	34	case	_	_
33	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	34	det	_	_
34	nomeacao	nomeacao	NOUN	NOUN	_	30	nmod	_	TokenRange=176:184
35	de	de	ADP	ADP	_	36	case	_	TokenRange=185:187
36	nestor	nestor	NOUN	NOUN	_	34	nmod	_	TokenRange=188:194
37	cervero	cervero	NOUN	NOUN	_	36	flat	_	TokenRange=195:202
38	para	para	ADP	ADP	_	40	case	_	TokenRange=203:207
39	a	o	DET	DET	_	40	det	_	TokenRange=208:209
40	br	br	NOUN	NOUN	_	34	nmod	_	TokenRange=210:212
41	distribuidora	distribuidor	NOUN	NOUN	_	40	flat	_	TokenRange=213:226
42	isso	_	PRON	PRON	_	43	nsubj	_	TokenRange=227:231
43	contraria	contrariar	VERB	VERB	_	26	ccomp	_	TokenRange=232:241
44	o	_	PRON	PRON	_	43	obj	_	TokenRange=242:243
45	que	_	PRON	PRON	_	47	nsubj:pass	_	TokenRange=244:247
46	era	_	AUX	AUX	_	47	aux:pass	_	TokenRange=248:251
47	sabido	saber	VERB	VERB	_	44	acl:relcl	_	TokenRange=252:258
48	antes	antes	ADV	ADV	_	55	mark	_	TokenRange=259:264
49	que	_	CCONJ	CONJ	_	48	fixed	_	TokenRange=265:268
50	a	o	DET	DET	_	51	det	_	TokenRange=269:270
51	nomeacao	nomeacao	NOUN	NOUN	_	55	nsubj	_	TokenRange=271:279
52	de	de	ADP	ADP	_	53	case	_	TokenRange=280:282
