# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = conheca alguns sites que sao pagos para defender o pt eles sao sustentados com dinheiro publico a informacao foi divulgada ha exatos 12 meses pelo portal jusbrasil e pela folha/sp sites e publicacoes que adotam em linhas gerais uma posicao de defesa do governo tambem receberam recursos de publicidade das principais estatais brasileiras nos ultimos 14 anos essas publicacoes negam entretanto que tenham a sua linha editorial e seus posicionamentos influenciados pelo recebimento de recursos das estatais federais a carta capital a revista semanal de menor circulacao aparece como destinataria de r 44 3 milhoes a ja a revista caros amigos identificada com posicoes de esquerda recebeu r 4 7 milhoes na internet sites e empresas de jornalistas que se alinham do lado do governo na batalha virtual entre pt e psdb tambem foram destinatarios do dinheiro da publicidade estatal nesses 14 anos entre eles luis nassif r 5 7 milhoes e paulo henrique amorim r 2 6 milhoes um dos principais defensores do governo na internet o site brasil 247 recebeu r 1 7 milhao desde 2011 autodeclarado o portal de esquerda o carta maior recebeu r 9 1 milhoes de 2003 a 2013 o opera mundi e a revista forum tambem ligados ao campo da esquerda receberam r 2 milhoes e r 1 7 milhao respectivamente no mesmo periodo
1	conheca	conhecar	VERB	VERB	_	0	root	_	TokenRange=0:7
2	alguns	_	DET	DET	_	3	det	_	TokenRange=8:14
3	sites	site	NOUN	NOUN	_	1	obj	_	TokenRange=15:20
4	que	_	PRON	PRON	_	6	nsubj:pass	_	TokenRange=21:24
5	sao	_	AUX	AUX	_	6	aux:pass	_	TokenRange=25:28
6	pagos	pagar	VERB	VERB	_	3	acl:relcl	_	TokenRange=29:34
7	para	_	ADP	ADP	_	8	mark	_	TokenRange=35:39
8	defender	defender	VERB	VERB	_	6	advcl	_	TokenRange=40:48
9	o	o	DET	DET	_	10	det	_	TokenRange=49:50
10	pt	_	NOUN	NOUN	_	8	obj	_	TokenRange=51:53
11	eles	_	PRON	PRON	_	13	nsubj:pass	_	TokenRange=54:58
12	sao	_	AUX	AUX	_	13	aux:pass	_	TokenRange=59:62
13	sustentados	sustentar	VERB	VERB	_	3	acl:relcl	_	TokenRange=63:74
14	com	com	ADP	ADP	_	15	case	_	TokenRange=75:78
15	dinheiro	dinheiro	NOUN	NOUN	_	13	nmod	_	TokenRange=79:87
16	publico	publico	ADJ	ADJ	_	15	amod	_	TokenRange=88:95
17	a	o	DET	DET	_	18	det	_	TokenRange=96:97
18	informacao	informacao	NOUN	NOUN	_	20	nsubj:pass	_	TokenRange=98:108
19	foi	_	AUX	AUX	_	20	aux:pass	_	TokenRange=109:112
20	divulgada	divulgar	VERB	VERB	_	1	parataxis	_	TokenRange=113:122
