# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = ateu fotografa rosto de deus nas nuvens senti um arrepio e uma paz interior a imagem foi capturada em um condado no interior da inglaterra apos uma tempestade que durou horas uma imagem apareceu entre as nuvens e chamou a atencao de alguns moradores locais jeremy fletcher um operador financeiro de 56 anos e nao religioso percebeu imediatamente que nao se tratava de uma simples imagem era algo diferente e indescritivel imediatamente peguei meu celular e fotografei disse ele conta que sempre ouviu dizer que deus trabalha de maneiras misteriosas em nossas vidas mas nunca levou essas historias a serio as pessoas sempre tentavam me convencer que eu seria mais feliz se acreditasse em deus eu sempre respeitei a opiniao delas e nunca entrei no merito da questao contou depois de tirar varias fotografias jeremy relata que sentiu um arrepio na espinha seguido de uma imensa paz interior meu modo de encarar a vida mudou nao sei dizer exatamente o que estou sentindo mas sei que algo bom aconteceu comigo agora eu sinto que tenho paz declarou
1	ateu	ater	VERB	VERB	_	0	root	_	TokenRange=0:4
2	fotografa	fotografa	NOUN	NOUN	_	1	obj	_	TokenRange=5:14
3	rosto	rosto	NOUN	NOUN	_	9	nsubj	_	TokenRange=15:20
4	de	de	ADP	ADP	_	5	case	_	TokenRange=21:23
5	deus	deus	NOUN	NOUN	_	3	nmod	_	TokenRange=24:28
6-7	nas	_	_	_	_	_	_	_	TokenRange=29:32
6	em	em	ADP	ADP	_	8	case	_	_
7	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	8	det	_	_
8	nuvens	nuvem	NOUN	NOUN	_	3	nmod	_	TokenRange=33:39
9	senti	sentir	VERB	VERB	_	1	ccomp	_	TokenRange=40:45
10	um	um	DET	DET	_	11	det	_	TokenRange=46:48
11	arrepio	arrepio	NOUN	NOUN	_	9	obj	_	TokenRange=49:56
12	e	e	CCONJ	CONJ	_	14	cc	_	TokenRange=57:58
13	uma	um	DET	DET	_	14	det	_	TokenRange=59:62
14	paz	paz	NOUN	NOUN	_	11	conj	_	TokenRange=63:66
15	interior	interior	ADJ	ADJ	_	14	amod	_	TokenRange=67:75
16	a	o	DET	DET	_	17	det	_	TokenRange=76:77
17	imagem	imagem	NOUN	NOUN	_	19	nsubj:pass	_	TokenRange=78:84
18	foi	_	AUX	AUX	_	19	aux:pass	_	TokenRange=85:88
19	capturada	capturar	VERB	VERB	_	1	parataxis	_	TokenRange=89:98
20	em	em	ADP	ADP	_	22	case	_	TokenRange=99:101
21	um	um	DET	DET	_	22	det	_	TokenRange=102:104
22	condado	condado	NOUN	NOUN	_	19	nmod	_	TokenRange=105:112
23-24	no	_	_	_	_	_	_	_	TokenRange=113:115
23	em	em	ADP	ADP	_	25	case	_	_
24	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	25	det	_	_
25	interior	interior	NOUN	NOUN	_	19	nmod	_	TokenRange=116:124
26-27	da	_	_	_	_	_	_	_	TokenRange=125:127
26	de	de	ADP	ADP	_	28	case	_	_
27	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	28	det	_	_
28	inglaterra	inglaterra	NOUN	NOUN	_	25	nmod	_	TokenRange=128:138
29	apos	_	ADP	ADP	_	31	case	_	TokenRange=139:143
30	uma	um	DET	DET	_	31	det	_	TokenRange=144:147
31	tempestade	tempestade	NOUN	NOUN	_	19	nmod	_	TokenRange=148:158
32	que	_	PRON	PRON	_	33	nsubj	_	TokenRange=159:162
33	durou	durar	VERB	VERB	_	31	acl:relcl	_	TokenRange=163:168
34	horas	hora	NOUN	NOUN	_	33	nmod	_	TokenRange=169:174
35	uma	um	DET	DET	_	36	det	_	TokenRange=175:178
36	imagem	imagem	NOUN	NOUN	_	37	nsubj	_	TokenRange=179:185
37	apareceu	aparecer	VERB	VERB	_	1	parataxis	_	TokenRange=186:194
38	entre	_	ADP	ADP	_	40	case	_	TokenRange=195:200
39	as	o	DET	DET	_	40	det	_	TokenRange=201:203
40	nuvens	nuvem	NOUN	NOUN	_	37	nmod	_	TokenRange=204:210
41	e	e	CCONJ	CONJ	_	42	cc	_	TokenRange=211:212
42	chamou	chamar	VERB	VERB	_	19	conj	_	TokenRange=213:219
43	a	o	DET	DET	_	44	det	_	TokenRange=220:221
44	atencao	atencao	NOUN	NOUN	_	42	obj	_	TokenRange=222:229
45	de	de	ADP	ADP	_	47	case	_	TokenRange=230:232
46	alguns	_	DET	DET	_	47	det	_	TokenRange=233:239
47	moradores	morador	NOUN	NOUN	_	44	nmod	_	TokenRange=240:249
48	locais	local	ADJ	ADJ	_	47	amod	_	TokenRange=250:256
49	jeremy	jeremy	PROPN	PNOUN	_	121	nsubj	_	TokenRange=257:263
50	fletcher	fletcher	NOUN	NOUN	_	49	flat	_	TokenRange=264:272
51	um	um	DET	DET	_	52	det	_	TokenRange=273:275
52	operador	operador	NOUN	NOUN	_	49	appos	_	TokenRange=276:284
53	financeiro	financeiro	ADJ	ADJ	_	52	amod	_	TokenRange=285:295
54	de	de	ADP	ADP	_	56	case	_	TokenRange=296:298
55	56	_	NUM	NUM	NumType=Card	56	nummod	_	TokenRange=299:301
56	anos	ano	NOUN	NOUN	_	52	nmod	_	TokenRange=302:306
57	e	e	CCONJ	CONJ	_	59	cc	_	TokenRange=307:308
58	nao	nao	ADV	ADV	Polarity=Neg	59	advmod	_	TokenRange=309:312
59	religioso	religioso	ADJ	ADJ	_	56	conj	_	TokenRange=313:322
60	percebeu	perceber	VERB	VERB	_	19	conj	_	TokenRange=323:331
61	imediatamente	imediatamente	ADV	ADV	_	60	advmod	_	TokenRange=332:345
62	que	que	CCONJ	CONJ	_	143	mark	_	TokenRange=346:349
63	nao	nao	ADV	ADV	Polarity=Neg	65	advmod	_	TokenRange=350:353
64	se	_	PART	PRT	_	65	expl:pv	_	TokenRange=354:356
65	tratava	tratar	VERB	VERB	_	60	ccomp	_	TokenRange=357:364
66	de	de	ADP	ADP	_	69	case	_	TokenRange=365:367
67	uma	um	DET	DET	_	69	det	_	TokenRange=368:371
68	simples	simples	ADJ	ADJ	_	69	amod	_	TokenRange=372:379
69	imagem	imagem	NOUN	NOUN	_	65	nmod	_	TokenRange=380:386
70	era	_	AUX	AUX	_	71	cop	_	TokenRange=387:390
71	algo	_	PRON	PRON	_	141	ccomp	_	TokenRange=391:395
72	diferente	diferente	ADJ	ADJ	_	71	amod	_	TokenRange=396:405
73	e	e	CCONJ	CONJ	_	74	cc	_	TokenRange=406:407
74	indescritivel	indescritivel	ADJ	ADJ	_	72	conj	_	TokenRange=408:421
75	imediatamente	imediatamente	ADV	ADV	_	76	advmod	_	TokenRange=422:435
76	peguei	pegar	VERB	VERB	_	19	conj	_	TokenRange=436:442
77	meu	_	DET	DET	_	78	det:poss	_	TokenRange=443:446
78	celular	_	NOUN	NOUN	_	76	obj	_	TokenRange=447:454
79	e	e	CCONJ	CONJ	_	80	cc	_	TokenRange=455:456
80	fotografei	fotografar	VERB	VERB	_	76	conj	_	TokenRange=457:467
81	disse	dizer	VERB	VERB	_	80	conj	_	TokenRange=468:473
82	ele	_	PRON	PRON	_	83	nsubj	_	TokenRange=474:477
83	conta	contar	VERB	VERB	_	81	ccomp	_	TokenRange=478:483
84	que	que	CCONJ	CONJ	_	86	mark	_	TokenRange=484:487
85	sempre	sempre	ADV	ADV	_	86	advmod	_	TokenRange=488:494
86	ouviu	ouvir	VERB	VERB	_	83	ccomp	_	TokenRange=495:500
87	dizer	dizer	VERB	VERB	_	86	xcomp	_	TokenRange=501:506
88	que	que	CCONJ	CONJ	_	90	mark	_	TokenRange=507:510
89	deus	_	NOUN	NOUN	_	90	nsubj	_	TokenRange=511:515
90	trabalha	trabalhar	VERB	VERB	_	87	ccomp	_	TokenRange=516:524
91	de	de	ADP	ADP	_	92	case	_	TokenRange=525:527
92	maneiras	maneira	NOUN	NOUN	_	90	nmod	_	TokenRange=528:536
93	misteriosas	misterioso	ADJ	ADJ	_	92	amod	_	TokenRange=537:548
94	em	em	ADP	ADP	_	96	case	_	TokenRange=549:551
95	nossas	_	DET	DET	_	96	det:poss	_	TokenRange=552:558
96	vidas	vida	NOUN	NOUN	_	90	nmod	_	TokenRange=559:564
97	mas	mas	CCONJ	CONJ	_	99	cc	_	TokenRange=565:568
98	nunca	nunca	ADV	ADV	_	99	advmod	_	TokenRange=569:574
99	levou	levar	VERB	VERB	_	90	conj	_	TokenRange=575:580
100	essas	_	DET	DET	_	101	det	_	TokenRange=581:586
101	historias	historia	NOUN	NOUN	_	99	obj	_	TokenRange=587:596
102	a	_	ADP	ADP	_	103	case	_	TokenRange=597:598
103	serio	serio	NOUN	NOUN	_	99	nmod	_	TokenRange=599:604
104	as	o	DET	DET	_	105	det	_	TokenRange=605:607
105	pessoas	pessoa	NOUN	NOUN	_	107	nsubj	_	TokenRange=608:615
106	sempre	sempre	ADV	ADV	_	107	advmod	_	TokenRange=616:622
107	tentavam	tentar	VERB	VERB	_	171	ccomp	_	TokenRange=623:631
108	me	_	PRON	PRON	_	109	iobj	_	TokenRange=632:634
109	convencer	convencer	VERB	VERB	_	107	xcomp	_	TokenRange=635:644
110	que	que	CCONJ	CONJ	_	112	mark	_	TokenRange=645:648
111	eu	_	PRON	PRON	_	112	nsubj	_	TokenRange=649:651
112	seria	_	VERB	VERB	_	109	ccomp	_	TokenRange=652:657
113	mais	mais	ADV	ADV	_	114	advmod	_	TokenRange=658:662
114	feliz	feliz	ADJ	ADJ	_	112	xcomp	_	TokenRange=663:668
115	se	_	CCONJ	CONJ	_	116	mark	_	TokenRange=669:671
116	acreditasse	acreditar	VERB	VERB	_	112	advcl	_	TokenRange=672:683
117	em	em	ADP	ADP	_	118	case	_	TokenRange=684:686
118	deus	deu	NOUN	NOUN	_	116	nmod	_	TokenRange=687:691
119	eu	_	PRON	PRON	_	121	nsubj	_	TokenRange=692:694
120	sempre	sempre	ADV	ADV	_	121	advmod	_	TokenRange=695:701
121	respeitei	respeitar	VERB	VERB	_	141	ccomp	_	TokenRange=702:711
122	a	o	DET	DET	_	123	det	_	TokenRange=712:713
123	opiniao	opiniao	NOUN	NOUN	_	121	obj	_	TokenRange=714:721
124	delas	_	X	ADPPRON	_	123	det:poss	_	TokenRange=722:727
125	e	e	CCONJ	CONJ	_	127	cc	_	TokenRange=728:729
126	nunca	nunca	ADV	ADV	_	127	advmod	_	TokenRange=730:735
127	entrei	entrar	VERB	VERB	_	121	conj	_	TokenRange=736:742
128-129	no	_	_	_	_	_	_	_	TokenRange=743:745
128	em	em	ADP	ADP	_	130	case	_	_
129	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	130	det	_	_
130	merito	merito	NOUN	NOUN	_	127	nmod	_	TokenRange=746:752
131-132	da	_	_	_	_	_	_	_	TokenRange=753:755
131	de	de	ADP	ADP	_	133	case	_	_
132	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	133	det	_	_
133	questao	questao	NOUN	NOUN	_	130	nmod	_	TokenRange=756:763
134	contou	contar	VERB	VERB	_	19	conj	_	TokenRange=764:770
135	depois	depois	ADV	ADV	_	137	mark	_	TokenRange=771:777
136	de	_	ADP	ADP	_	135	fixed	_	TokenRange=778:780
137	tirar	tirar	VERB	VERB	_	134	advcl	_	TokenRange=781:786
138	varias	_	DET	DET	_	139	det	_	TokenRange=787:793
139	fotografias	fotografia	NOUN	NOUN	_	137	obj	_	TokenRange=794:805
140	jeremy	_	PROPN	PNOUN	_	139	appos	_	TokenRange=806:812
141	relata	relatar	VERB	VERB	_	60	ccomp	_	TokenRange=813:819
142	que	que	CCONJ	CONJ	_	143	mark	_	TokenRange=820:823
143	sentiu	sentir	VERB	VERB	_	141	ccomp	_	TokenRange=824:830
144	um	um	DET	DET	_	145	det	_	TokenRange=831:833
145	arrepio	arrepio	NOUN	NOUN	_	143	obj	_	TokenRange=834:841
146-147	na	_	_	_	_	_	_	_	TokenRange=842:844
146	em	em	ADP	ADP	_	148	case	_	_
147	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	148	det	_	_
148	espinha	_	NOUN	NOUN	_	145	nmod	_	TokenRange=845:852
149	seguido	seguir	VERB	VERB	_	143	acl	_	TokenRange=853:860
150	de	de	ADP	ADP	_	153	case	_	TokenRange=861:863
151	uma	um	DET	DET	_	153	det	_	TokenRange=864:867
152	imensa	imenso	ADJ	ADJ	_	153	amod	_	TokenRange=868:874
153	paz	paz	NOUN	NOUN	_	149	nmod	_	TokenRange=875:878
154	interior	interior	ADJ	ADJ	_	153	amod	_	TokenRange=879:887
155	meu	_	DET	DET	_	156	det:poss	_	TokenRange=888:891
156	modo	modo	NOUN	NOUN	_	163	nsubj	_	TokenRange=892:896
157	de	_	ADP	ADP	_	158	mark	_	TokenRange=897:899
158	encarar	encarar	VERB	VERB	_	156	nmod	_	TokenRange=900:907
159	a	o	DET	DET	_	160	det	_	TokenRange=908:909
160	vida	vida	NOUN	NOUN	_	158	obj	_	TokenRange=910:914
161	mudou	mudar	VERB	VERB	_	158	ccomp	_	TokenRange=915:920
162	nao	nao	ADV	ADV	Polarity=Neg	163	advmod	_	TokenRange=921:924
163	sei	saber	VERB	VERB	_	83	ccomp	_	TokenRange=925:928
164	dizer	dizer	VERB	VERB	_	163	xcomp	_	TokenRange=929:934
165	exatamente	exatamente	ADV	ADV	_	164	advmod	_	TokenRange=935:945
166	o	_	PRON	PRON	_	164	obj	_	TokenRange=946:947
167	que	_	PRON	PRON	_	169	obj	_	TokenRange=948:951
168	estou	estar	AUX	AUX	_	169	aux	_	TokenRange=952:957
169	sentindo	sentir	VERB	VERB	_	166	acl:relcl	_	TokenRange=958:966
170	mas	mas	CCONJ	CONJ	_	171	cc	_	TokenRange=967:970
171	sei	saber	VERB	VERB	_	163	conj	_	TokenRange=971:974
172	que	que	CCONJ	CONJ	_	175	mark	_	TokenRange=975:978
173	algo	_	PRON	PRON	_	175	nsubj	_	TokenRange=979:983
174	bom	bom	ADJ	ADJ	_	173	amod	_	TokenRange=984:987
175	aconteceu	acontecer	VERB	VERB	_	171	ccomp	_	TokenRange=988:997
176	comigo	_	X	ADPPRON	_	175	nmod	_	TokenRange=998:1004
177	agora	agora	ADV	ADV	_	112	advmod	_	TokenRange=1005:1010
178	eu	_	PRON	PRON	_	179	nsubj	_	TokenRange=1011:1013
179	sinto	sentir	VERB	VERB	_	171	ccomp	_	TokenRange=1014:1019
180	que	que	CCONJ	CONJ	_	181	mark	_	TokenRange=1020:1023
181	tenho	ter	VERB	VERB	_	179	ccomp	_	TokenRange=1024:1029
182	paz	paz	NOUN	NOUN	_	181	obj	_	TokenRange=1030:1033
183	declarou	declarar	VERB	VERB	_	109	ccomp	_	TokenRange=1034:1042

