# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = conheca toninho motoboy o bruce willis brasileiro que escapou ileso de um acidente cinematografico raramente alguem sairia ileso de um acidente com essas proporcoes toninho seguia normalmente com sua moto quando de repente um carro que estava estacionado decidiu sair da vaga o choque foi inevitavel ambos nao conseguiram evitar a colisao o motoboy foi arremessado a uma altura de quase 6 metros e rodopiou umas 3 vezes no ar mas espere nao foi so isso apos a batida toninho ainda foi lancado contra uma carreta e destruiu parte da carroceria do veiculo ja no hospital o motoboy era so sorrisos e impressionante confira as imagens de um circuito de cameras que captou o acidente em 2 angulos diferentes as imagens foram enviadas por um internauta nao sabemos onde mora o bruce willis brasileiro
1	conheca	conhecar	VERB	VERB	_	0	root	_	TokenRange=0:7
2	toninho	_	NOUN	NOUN	_	1	obj	_	TokenRange=8:15
3	motoboy	_	NOUN	NOUN	_	2	flat	_	TokenRange=16:23
4	o	o	DET	DET	_	6	det	_	TokenRange=24:25
5	bruce	bruce	NOUN	NOUN	_	6	amod	_	TokenRange=26:31
6	willis	_	NOUN	NOUN	_	2	appos	_	TokenRange=32:38
7	brasileiro	brasileiro	ADJ	ADJ	_	6	amod	_	TokenRange=39:49
8	que	_	PRON	PRON	_	9	nsubj	_	TokenRange=50:53
9	escapou	escapar	VERB	VERB	_	6	acl:relcl	_	TokenRange=54:61
10	ileso	ileso	ADJ	ADJ	_	9	xcomp	_	TokenRange=62:67
11	de	de	ADP	ADP	_	13	case	_	TokenRange=68:70
12	um	um	DET	DET	_	13	det	_	TokenRange=71:73
13	acidente	acidente	NOUN	NOUN	_	10	nmod	_	TokenRange=74:82
14	cinematografico	cinematografico	ADJ	ADJ	_	13	amod	_	TokenRange=83:98
15	raramente	raramente	ADV	ADV	_	17	advmod	_	TokenRange=99:108
16	alguem	_	PRON	PRON	_	17	nsubj	_	TokenRange=109:115
17	sairia	sair	VERB	VERB	_	1	parataxis	_	TokenRange=116:122
18	ileso	ileso	ADJ	ADJ	_	17	xcomp	_	TokenRange=123:128
19	de	de	ADP	ADP	_	21	case	_	TokenRange=129:131
20	um	um	DET	DET	_	21	det	_	TokenRange=132:134
21	acidente	acidente	NOUN	NOUN	_	18	nmod	_	TokenRange=135:143
22	com	com	ADP	ADP	_	24	case	_	TokenRange=144:147
23	essas	_	DET	DET	_	24	det	_	TokenRange=148:153
24	proporcoes	proporcoe	NOUN	NOUN	_	21	nmod	_	TokenRange=154:164
25	toninho	_	ADJ	ADJ	_	26	nsubj	_	TokenRange=165:172
26	seguia	seguir	VERB	VERB	_	17	conj	_	TokenRange=173:179
27	normalmente	normalmente	ADV	ADV	_	26	advmod	_	TokenRange=180:191
28	com	com	ADP	ADP	_	30	case	_	TokenRange=192:195
29	sua	_	DET	DET	_	30	det:poss	_	TokenRange=196:199
30	moto	moto	NOUN	NOUN	_	26	nmod	_	TokenRange=200:204
31	quando	_	CCONJ	CONJ	_	39	mark	_	TokenRange=205:211
32	de	_	ADP	ADP	_	33	case	_	TokenRange=212:214
33	repente	repente	NOUN	NOUN	_	39	nmod	_	TokenRange=215:222
34	um	um	DET	DET	_	35	det	_	TokenRange=223:225
35	carro	carro	NOUN	NOUN	_	39	nsubj	_	TokenRange=226:231
36	que	_	PRON	PRON	_	37	nsubj	_	TokenRange=232:235
37	estava	estar	VERB	VERB	_	35	acl:relcl	_	TokenRange=236:242
38	estacionado	estacionado	ADJ	ADJ	_	37	xcomp	_	TokenRange=243:254
39	decidiu	decidir	VERB	VERB	_	9	advcl	_	TokenRange=255:262
40	sair	sair	VERB	VERB	_	39	xcomp	_	TokenRange=263:267
41-42	da	_	_	_	_	_	_	_	TokenRange=268:270
41	de	de	ADP	ADP	_	43	case	_	_
42	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	43	det	_	_
43	vaga	vaga	NOUN	NOUN	_	40	nmod	_	TokenRange=271:275
44	o	o	DET	DET	_	45	det	_	TokenRange=276:277
45	choque	choque	NOUN	NOUN	_	46	nsubj	_	TokenRange=278:284
46	foi	_	VERB	VERB	_	17	conj	_	TokenRange=285:288
47	inevitavel	inevitavel	ADJ	ADJ	_	46	xcomp	_	TokenRange=289:299
48	ambos	_	PRON	PRON	_	50	nsubj	_	TokenRange=300:305
49	nao	nao	ADV	ADV	Polarity=Neg	50	advmod	_	TokenRange=306:309
50	conseguiram	conseguir	VERB	VERB	_	46	csubj	_	TokenRange=310:321
51	evitar	evitar	VERB	VERB	_	50	xcomp	_	TokenRange=322:328
52	a	o	DET	DET	_	53	det	_	TokenRange=329:330
53	colisao	colisao	NOUN	NOUN	_	51	obj	_	TokenRange=331:338
54	o	o	DET	DET	_	55	det	_	TokenRange=339:340
55	motoboy	motoboy	NOUN	NOUN	_	57	nsubj:pass	_	TokenRange=341:348
56	foi	_	AUX	AUX	_	57	aux:pass	_	TokenRange=349:352
57	arremessado	arremessar	VERB	VERB	_	46	parataxis	_	TokenRange=353:364
58	a	_	ADP	ADP	_	60	case	_	TokenRange=365:366
59	uma	um	DET	DET	_	60	det	_	TokenRange=367:370
60	altura	altura	NOUN	NOUN	_	57	nmod	_	TokenRange=371:377
61	de	de	ADP	ADP	_	64	case	_	TokenRange=378:380
62	quase	quase	ADV	ADV	_	63	advmod	_	TokenRange=381:386
63	6	_	NUM	NUM	NumType=Card	64	nummod	_	TokenRange=387:388
64	metros	metro	NOUN	NOUN	_	60	nmod	_	TokenRange=389:395
65	e	e	CCONJ	CONJ	_	66	cc	_	TokenRange=396:397
66	rodopiou	rodopiar	VERB	VERB	_	57	conj	_	TokenRange=398:406
67	umas	_	DET	DET	_	69	det	_	TokenRange=407:411
68	3	_	NUM	NUM	NumType=Card	69	nummod	_	TokenRange=412:413
69	vezes	vez	NOUN	NOUN	_	66	nmod	_	TokenRange=414:419
70-71	no	_	_	_	_	_	_	_	TokenRange=420:422
70	em	em	ADP	ADP	_	72	case	_	_
71	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	72	det	_	_
72	ar	ar	NOUN	NOUN	_	66	nmod	_	TokenRange=423:425
73	mas	mas	CCONJ	CONJ	_	74	cc	_	TokenRange=426:429
74	espere	esperar	VERB	VERB	_	57	conj	_	TokenRange=430:436
75	nao	nao	ADV	ADV	Polarity=Neg	76	advmod	_	TokenRange=437:440
76	foi	_	VERB	VERB	_	74	ccomp	_	TokenRange=441:444
77	so	_	ADV	ADV	_	78	advmod	_	TokenRange=445:447
78	isso	_	PRON	PRON	_	76	nsubj	_	TokenRange=448:452
79	apos	_	ADP	ADP	_	85	mark	_	TokenRange=453:457
80	a	o	DET	DET	_	81	det	_	TokenRange=458:459
81	batida	_	NOUN	NOUN	_	85	nsubj:pass	_	TokenRange=460:466
82	toninho	_	PROPN	PNOUN	_	85	nsubj:pass	_	TokenRange=467:474
83	ainda	ainda	ADV	ADV	_	85	advmod	_	TokenRange=475:480
84	foi	_	AUX	AUX	_	85	aux:pass	_	TokenRange=481:484
85	lancado	lancar	VERB	VERB	_	104	advcl	_	TokenRange=485:492
86	contra	_	ADP	ADP	_	88	case	_	TokenRange=493:499
87	uma	um	DET	DET	_	88	det	_	TokenRange=500:503
88	carreta	carreta	NOUN	NOUN	_	85	nmod	_	TokenRange=504:511
89	e	e	CCONJ	CONJ	_	90	cc	_	TokenRange=512:513
90	destruiu	destruir	VERB	VERB	_	85	conj	_	TokenRange=514:522
91	parte	parte	NOUN	NOUN	_	90	obj	_	TokenRange=523:528
92-93	da	_	_	_	_	_	_	_	TokenRange=529:531
92	de	de	ADP	ADP	_	94	case	_	_
93	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	94	det	_	_
94	carroceria	carroceria	NOUN	NOUN	_	91	nmod	_	TokenRange=532:542
95-96	do	_	_	_	_	_	_	_	TokenRange=543:545
95	de	de	ADP	ADP	_	97	case	_	_
