# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = conheca a versao feminina do juiz sergio moro o brasil pode se honrar de mais uma figura respeitavel no judiciario a juiza selma arruda vem sendo comparada ao juiz sergio moro e e aplaudida nas ruas pela sua coragem de investigar e mandar prender ladroes do dinheiro publico apelidada de lava jato pantaneira apura desvio em compras de terrenos fraude em licitacoes e propina para cobrir custos de campanha como sergio moro selma arruda e conhecida por ser dura e nao hesitar em manter prisoes preventivas a magistrada diz que e uma falacia que o brasil encarcera demais e contraria as audiencias de custodia um absurdo o cara entra numa porta e sai pela outra e nao entende nada que esta acontecendo e defende penas duras tambem como moro virou celebridade no estado e aplaudida na rua e reconhecida e apoiada por nove em dez cuiabanos com quem a reportagem conversou a juiza recebe cumprimentos ate mesmo de testemunhas durante audiencias que instrui terminado seu depoimento na quarta passada 22 um gerente de concessionaria levantouse e olhou para a magistrada no centro da mesa tenho orado por voce e sua familia o homem tinha acabado de depor em uma acao que apura desvios de r 60 milhoes do legislativo supostamente capitaneados por jose riva psd o exdeputado presidiu a assembleia matogrossense por duas decadas e carrega o epiteto de maior fichasuja do pais por responder a cem processos faroeste gaucha arruda se mudou para mato grosso gravida do primeiro de seus tres filhos e com o diploma de direito recemconquistado comecou a ser notada no estado quando decretou a prisao de riva em 2015 metade do mato grosso me odiou ele era muito popular conta a magistrada em seu gabinete entre outras coisas o exdeputado e suspeito de custear com recursos da assembleia diarias de hotel para quem ia a cuiaba em busca de tratamento medico isso fazia ele ser considerado simpatico diz ela comecou a magistratura enfrentando contrabandistas e narcotraficantes em regioes de conflito no estado passou cinco anos em caceres a 80 km da fronteira com a bolivia descreve a regiao como a boca grande de entrada de drogas no pais e o verdadeiro impulso da economia la percebia que quando prendia um grande traficante o comercio caia diz a juiza contraria a descriminalizacao das drogas seria o caos do caos ameacas ja eram parte de sua rotina nessa epoca sem seguranca propria recorria a um revolver para se proteger meu marido um policial rodoviario federal passava a noite trabalhando ja dormi sentada com a arma engatilhada no colo escondendo as tres criancas embaixo da cama eles telefonavam faziam o inferno principalmente quando prendia um policial a mulher mais temida do mato grosso como divulga a imprensa local diz que nao se assusta com as ameacas por outro lado se preocupa com o juiz de todos os juizes deus crista diz ter um medo danado de chegar la e ouvir dele que foi injusta ao longo da vida
1	conheca	conhecar	VERB	VERB	_	0	root	_	TokenRange=0:7
2	a	o	DET	DET	_	3	det	_	TokenRange=8:9
3	versao	versao	NOUN	NOUN	_	1	obj	_	TokenRange=10:16
4	feminina	feminino	ADJ	ADJ	_	3	amod	_	TokenRange=17:25
5-6	do	_	_	_	_	_	_	_	TokenRange=26:28
5	de	de	ADP	ADP	_	7	case	_	_
6	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	7	det	_	_
7	juiz	juiz	NOUN	NOUN	_	3	nmod	_	TokenRange=29:33
8	sergio	sergio	ADJ	ADJ	_	7	amod	_	TokenRange=34:40
9	moro	moro	NOUN	NOUN	_	7	flat	_	TokenRange=41:45
10	o	o	DET	DET	_	11	det	_	TokenRange=46:47
11	brasil	brasil	NOUN	NOUN	_	14	nsubj	_	TokenRange=48:54
12	pode	_	AUX	AUX	_	14	aux	_	TokenRange=55:59
13	se	_	PRON	PRON	_	14	expl:pv	_	TokenRange=60:62
14	honrar	honrar	VERB	VERB	_	1	parataxis	_	TokenRange=63:69
15	de	de	ADP	ADP	_	18	case	_	TokenRange=70:72
16	mais	mais	ADV	ADV	_	17	advmod	_	TokenRange=73:77
17	uma	_	NUM	NUM	NumType=Card	18	nummod	_	TokenRange=78:81
18	figura	figura	NOUN	NOUN	_	14	nmod	_	TokenRange=82:88
19	respeitavel	respeitavel	ADJ	ADJ	_	18	amod	_	TokenRange=89:100
20-21	no	_	_	_	_	_	_	_	TokenRange=101:103
20	em	em	ADP	ADP	_	22	case	_	_
21	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	22	det	_	_
22	judiciario	judiciario	NOUN	NOUN	_	14	nmod	_	TokenRange=104:114
23	a	o	DET	DET	_	24	det	_	TokenRange=115:116
24	juiza	_	NOUN	NOUN	_	29	nsubj:pass	_	TokenRange=117:122
25	selma	_	ADJ	ADJ	_	24	appos	_	TokenRange=123:128
26	arruda	arruda	ADJ	ADJ	_	25	flat	_	TokenRange=129:135
27	vem	vir	AUX	AUX	_	29	aux	_	TokenRange=136:139
28	sendo	ser	AUX	AUX	_	29	aux:pass	_	TokenRange=140:145
29	comparada	comparar	VERB	VERB	_	1	conj	_	TokenRange=146:155
30-31	ao	_	_	_	_	_	_	_	TokenRange=156:158
30	a	a	ADP	ADP	_	32	case	_	_
31	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	32	det	_	_
32	juiz	juiz	NOUN	NOUN	_	29	nmod	_	TokenRange=159:163
33	sergio	sergio	ADJ	ADJ	_	32	amod	_	TokenRange=164:170
34	moro	moro	NOUN	NOUN	_	32	appos	_	TokenRange=171:175
35	e	e	CCONJ	CONJ	_	37	cc	_	TokenRange=176:177
36	e	e	AUX	AUX	_	37	aux:pass	_	TokenRange=178:179
37	aplaudida	aplaudir	VERB	VERB	_	29	conj	_	TokenRange=180:189
38-39	nas	_	_	_	_	_	_	_	TokenRange=190:193
38	em	em	ADP	ADP	_	40	case	_	_
39	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	40	det	_	_
40	ruas	rua	NOUN	NOUN	_	37	nmod	_	TokenRange=194:198
41-42	pela	_	_	_	_	_	_	_	TokenRange=199:203
41	por	por	ADP	ADP	_	44	case	_	_
42	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	44	det	_	_
43	sua	_	DET	DET	_	44	det:poss	_	TokenRange=204:207
44	coragem	coragem	NOUN	NOUN	_	37	nmod	_	TokenRange=208:215
