# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = veja revolta internautas ao declarar que papa francisco acoberta a pedofilia desde o inicio deste ano a revista do grupo abril tem feito materias tendenciosas contra o deputado jair bolsonaro ate ai tudo bem eles escolheram defender o pt e assumiram um lado na politica nao satisfeita em queimar o lider das pesquisas presidenciais eles decidiram atacar o lider da igreja catolica ao ler a referida materia nos deparamos com o seguinte subtitulo a igreja catolica nao inventou a pedofilia mas detem os direitos autorais do acobertamento de criminosos que usam batina francisco nao debochou e nem tao pouco defendeu os sacerdotes que praticam a pedofilia o pontifice simplesmente declarou que para afastar ou punir algum membro da igreja catolica provas deveriam ser apresentadas e nao apenas acusacoes infundadas deu pra entender caro internauta os seguidores da revista no facebook ficaram revoltados e expressaram suas opinioes abaixo os principais comentarios
1	veja	ver	VERB	VERB	_	0	root	_	TokenRange=0:4
2	revolta	_	NOUN	NOUN	_	1	obj	_	TokenRange=5:12
3	internautas	internauta	NOUN	NOUN	_	2	amod	_	TokenRange=13:24
4-5	ao	_	_	_	_	_	_	_	TokenRange=25:27
4	a	a	ADP	ADP	_	6	case	_	_
5	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	6	det	_	_
6	declarar	declarar	VERB	VERB	_	1	advcl	_	TokenRange=28:36
7	que	que	CCONJ	CONJ	_	10	mark	_	TokenRange=37:40
8	papa	papa	NOUN	NOUN	_	10	nsubj	_	TokenRange=41:45
9	francisco	francisco	ADJ	ADJ	_	8	flat	_	TokenRange=46:55
10	acoberta	acobertar	VERB	VERB	_	6	ccomp	_	TokenRange=56:64
11	a	o	DET	DET	_	12	det	_	TokenRange=65:66
12	pedofilia	pedofilia	NOUN	NOUN	_	10	obj	_	TokenRange=67:76
13	desde	_	ADP	ADP	_	15	case	_	TokenRange=77:82
14	o	o	DET	DET	_	15	det	_	TokenRange=83:84
15	inicio	_	NOUN	NOUN	_	10	nmod	_	TokenRange=85:91
16	deste	_	ADP	ADP	_	17	case	_	TokenRange=92:97
17	ano	ano	NOUN	NOUN	_	15	nmod	_	TokenRange=98:101
18	a	o	DET	DET	_	19	det	_	TokenRange=102:103
19	revista	revista	NOUN	NOUN	_	25	nsubj	_	TokenRange=104:111
20-21	do	_	_	_	_	_	_	_	TokenRange=112:114
20	de	de	ADP	ADP	_	22	case	_	_
21	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	22	det	_	_
22	grupo	grupo	NOUN	NOUN	_	19	nmod	_	TokenRange=115:120
23	abril	_	PROPN	PNOUN	_	22	appos	_	TokenRange=121:126
24	tem	ter	AUX	AUX	_	25	aux	_	TokenRange=127:130
25	feito	_	VERB	VERB	_	6	ccomp	_	TokenRange=131:136
