# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = pirou de vez lula exige que sergio moro peca desculpas e chama pf e mpf de mentirosos mais uma vez ele se colocou como injusticado o pobre politico que foi vitima da justica brasileira eu sei que eu estou lascado todo dia tem um processo nao quero nem que o moro me absolva so quero que peca desculpas disse eles agem todo santo dia para me tirar da disputa juntam meia duzia de juiz e votam se eles acham que me tirando da disputa esta resolvido o problema deles facam e vamos ver o que acontece no pais eu nao posso aceitar as mentiras que a policia federal contou a meu respeito nao posso aceitar as mentiras que o mpf contou a meu respeito e nao posso aceitar que o juiz moro tenha aceitado essas mentiras
1	pirou	pirar	VERB	VERB	_	0	root	_	TokenRange=0:5
2	de	de	ADP	ADP	_	3	case	_	TokenRange=6:8
3	vez	vez	NOUN	NOUN	_	1	nmod	_	TokenRange=9:12
4	lula	_	NOUN	NOUN	_	1	nsubj	_	TokenRange=13:17
5	exige	exigir	VERB	VERB	_	1	ccomp	_	TokenRange=18:23
6	que	que	CCONJ	CONJ	_	9	mark	_	TokenRange=24:27
7	sergio	_	NOUN	NOUN	_	9	nsubj	_	TokenRange=28:34
8	moro	moro	NOUN	NOUN	_	7	flat	_	TokenRange=35:39
9	peca	pecar	VERB	VERB	_	5	ccomp	_	TokenRange=40:44
10	desculpas	desculpa	NOUN	NOUN	_	9	obj	_	TokenRange=45:54
11	e	e	CCONJ	CONJ	_	12	cc	_	TokenRange=55:56
12	chama	chamar	VERB	VERB	_	9	conj	_	TokenRange=57:62
13	pf	_	NOUN	NOUN	_	12	obj	_	TokenRange=63:65
14	e	e	CCONJ	CONJ	_	15	cc	_	TokenRange=66:67
15	mpf	mpf	NOUN	NOUN	_	13	conj	_	TokenRange=68:71
16	de	de	ADP	ADP	_	17	case	_	TokenRange=72:74
17	mentirosos	mentiroso	NOUN	NOUN	_	12	nmod	_	TokenRange=75:85
18	mais	mais	ADV	ADV	_	19	advmod	_	TokenRange=86:90
19	uma	_	NUM	NUM	NumType=Card	20	nummod	_	TokenRange=91:94
20	vez	vez	NOUN	NOUN	_	23	nmod	_	TokenRange=95:98
21	ele	_	PRON	PRON	_	23	nsubj	_	TokenRange=99:102
22	se	_	PRON	PRON	_	23	obj	_	TokenRange=103:105
23	colocou	colocar	VERB	VERB	_	37	conj	_	TokenRange=106:113
24	como	_	ADP	ADP	_	25	mark	_	TokenRange=114:118
25	injusticado	injusticado	ADJ	ADJ	_	23	nmod	_	TokenRange=119:130
26	o	o	DET	DET	_	28	det	_	TokenRange=131:132
27	pobre	pobre	ADJ	ADJ	_	28	amod	_	TokenRange=133:138
28	politico	_	NOUN	NOUN	_	23	obj	_	TokenRange=139:147
29	que	_	PRON	PRON	_	31	nsubj	_	TokenRange=148:151
30	foi	_	AUX	AUX	_	31	cop	_	TokenRange=152:155
31	vitima	vitima	NOUN	NOUN	_	28	acl:relcl	_	TokenRange=156:162
32-33	da	_	_	_	_	_	_	_	TokenRange=163:165
32	de	de	ADP	ADP	_	34	case	_	_
33	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	34	det	_	_
34	justica	_	NOUN	NOUN	_	31	nmod	_	TokenRange=166:173
35	brasileira	brasileiro	ADJ	ADJ	_	34	amod	_	TokenRange=174:184
36	eu	_	PRON	PRON	_	37	nsubj	_	TokenRange=185:187
37	sei	saber	VERB	VERB	_	5	ccomp	_	TokenRange=188:191
38	que	que	CCONJ	CONJ	_	40	mark	_	TokenRange=192:195
39	eu	_	PRON	PRON	_	40	nsubj	_	TokenRange=196:198
40	estou	estar	VERB	VERB	_	37	ccomp	_	TokenRange=199:204
41	lascado	lascado	ADJ	ADJ	_	40	xcomp	_	TokenRange=205:212
42	todo	_	DET	DET	_	43	det	_	TokenRange=213:217
43	dia	dia	NOUN	NOUN	_	40	nmod	_	TokenRange=218:221
44	tem	ter	VERB	VERB	_	37	ccomp	_	TokenRange=222:225
45	um	um	DET	DET	_	46	det	_	TokenRange=226:228
46	processo	processo	NOUN	NOUN	_	44	obj	_	TokenRange=229:237
47	nao	nao	ADV	ADV	Polarity=Neg	48	advmod	_	TokenRange=238:241
48	quero	querer	VERB	VERB	_	37	ccomp	_	TokenRange=242:247
49	nem	_	CCONJ	CONJ	_	54	cc	_	TokenRange=248:251
50	que	que	CCONJ	CONJ	_	54	mark	_	TokenRange=252:255
51	o	o	DET	DET	_	52	det	_	TokenRange=256:257
52	moro	moro	NOUN	NOUN	_	54	nsubj	_	TokenRange=258:262
53	me	_	PRON	PRON	_	54	obj	_	TokenRange=263:265
54	absolva	absolver	VERB	VERB	_	48	conj	_	TokenRange=266:273
55	so	so	ADV	ADV	_	56	advmod	_	TokenRange=274:276
56	quero	querer	VERB	VERB	_	37	conj	_	TokenRange=277:282
57	que	que	CCONJ	CONJ	_	60	mark	_	TokenRange=283:286
58	peca	peca	NOUN	NOUN	_	72	nsubj	_	TokenRange=287:291
59	desculpas	desculpa	NOUN	NOUN	_	58	flat	_	TokenRange=292:301
60	disse	dizer	VERB	VERB	_	56	ccomp	_	TokenRange=302:307
61	eles	_	PRON	PRON	_	62	nsubj	_	TokenRange=308:312
62	agem	agir	VERB	VERB	_	48	ccomp	_	TokenRange=313:317
63	todo	_	DET	DET	_	65	det	_	TokenRange=318:322
64	santo	santo	ADJ	ADJ	_	65	amod	_	TokenRange=323:328
65	dia	dia	NOUN	NOUN	_	62	nmod	_	TokenRange=329:332
66	para	_	ADP	ADP	_	68	mark	_	TokenRange=333:337
67	me	_	PRON	PRON	_	68	obj	_	TokenRange=338:340
68	tirar	tirar	VERB	VERB	_	62	advcl	_	TokenRange=341:346
69-70	da	_	_	_	_	_	_	_	TokenRange=347:349
69	de	de	ADP	ADP	_	71	case	_	_
70	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	71	det	_	_
71	disputa	disputa	NOUN	NOUN	_	68	nmod	_	TokenRange=350:357
72	juntam	juntar	VERB	VERB	_	56	ccomp	_	TokenRange=358:364
73	meia	_	NUM	NUM	_	74	nummod	_	TokenRange=365:369
74	duzia	_	NUM	NUM	NumType=Card	76	nummod	_	TokenRange=370:375
75	de	de	ADP	ADP	_	76	case	_	TokenRange=376:378
76	juiz	juiz	NOUN	NOUN	_	72	obj	_	TokenRange=379:383
77	e	e	CCONJ	CONJ	_	78	cc	_	TokenRange=384:385
78	votam	votar	VERB	VERB	_	72	conj	_	TokenRange=386:391
79	se	_	CCONJ	CONJ	_	81	mark	_	TokenRange=392:394
80	eles	_	PRON	PRON	_	81	nsubj	_	TokenRange=395:399
81	acham	achar	VERB	VERB	_	132	ccomp	_	TokenRange=400:405
82	que	que	CCONJ	CONJ	_	138	mark	_	TokenRange=406:409
83	me	_	PRON	PRON	_	84	obj	_	TokenRange=410:412
84	tirando	tirar	VERB	VERB	_	138	ccomp	_	TokenRange=413:420
85-86	da	_	_	_	_	_	_	_	TokenRange=421:423
85	de	de	ADP	ADP	_	87	case	_	_
86	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	87	det	_	_
87	disputa	disputa	NOUN	NOUN	_	84	nmod	_	TokenRange=424:431
88	esta	_	VERB	PRON	_	72	ccomp	_	TokenRange=432:436
89	resolvido	resolvido	ADJ	ADJ	_	88	xcomp	_	TokenRange=437:446
90	o	o	DET	DET	_	91	det	_	TokenRange=447:448
91	problema	problema	NOUN	NOUN	_	93	nsubj	_	TokenRange=449:457
92	deles	_	X	ADPPRON	_	91	det:poss	_	TokenRange=458:463
93	facam	facar	VERB	VERB	_	56	ccomp	_	TokenRange=464:469
94	e	e	CCONJ	CONJ	_	96	cc	_	TokenRange=470:471
95	vamos	ir	AUX	AUX	_	96	aux	_	TokenRange=472:477
96	ver	ver	VERB	VERB	_	93	conj	_	TokenRange=478:481
97	o	_	PRON	PRON	_	96	obj	_	TokenRange=482:483
98	que	_	PRON	PRON	_	99	nsubj	_	TokenRange=484:487
99	acontece	acontecer	VERB	VERB	_	97	acl:relcl	_	TokenRange=488:496
100-101	no	_	_	_	_	_	_	_	TokenRange=497:499
100	em	em	ADP	ADP	_	102	case	_	_
101	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	102	det	_	_
102	pais	_	NOUN	NOUN	_	99	nmod	_	TokenRange=500:504
103	eu	_	PRON	PRON	_	106	nsubj	_	TokenRange=505:507
104	nao	nao	ADV	ADV	Polarity=Neg	106	advmod	_	TokenRange=508:511
105	posso	_	AUX	AUX	_	106	aux	_	TokenRange=512:517
106	aceitar	aceitar	VERB	VERB	_	72	conj	_	TokenRange=518:525
107	as	o	DET	DET	_	108	det	_	TokenRange=526:528
108	mentiras	mentira	NOUN	NOUN	_	106	obj	_	TokenRange=529:537
109	que	_	PRON	PRON	_	113	obj	_	TokenRange=538:541
110	a	o	DET	DET	_	111	det	_	TokenRange=542:543
111	policia	policia	NOUN	NOUN	_	113	nsubj	_	TokenRange=544:551
112	federal	federal	ADJ	ADJ	_	111	amod	_	TokenRange=552:559
113	contou	contar	VERB	VERB	_	108	acl:relcl	_	TokenRange=560:566
114	a	_	ADP	ADP	_	116	case	_	TokenRange=567:568
115	meu	_	DET	DET	_	116	det:poss	_	TokenRange=569:572
116	respeito	respeito	NOUN	NOUN	_	99	nmod	_	TokenRange=573:581
117	nao	nao	ADV	ADV	Polarity=Neg	119	advmod	_	TokenRange=582:585
118	posso	_	AUX	AUX	_	119	aux	_	TokenRange=586:591
119	aceitar	aceitar	VERB	VERB	_	72	conj	_	TokenRange=592:599
120	as	o	DET	DET	_	121	det	_	TokenRange=600:602
121	mentiras	mentira	NOUN	NOUN	_	119	obj	_	TokenRange=603:611
122	que	_	PRON	PRON	_	125	obj	_	TokenRange=612:615
123	o	o	DET	DET	_	124	det	_	TokenRange=616:617
124	mpf	_	NOUN	NOUN	_	125	nsubj	_	TokenRange=618:621
125	contou	contar	VERB	VERB	_	121	acl:relcl	_	TokenRange=622:628
126	a	_	ADP	ADP	_	128	case	_	TokenRange=629:630
127	meu	_	DET	DET	_	128	det:poss	_	TokenRange=631:634
128	respeito	respeito	NOUN	NOUN	_	125	nmod	_	TokenRange=635:643
129	e	e	CCONJ	CONJ	_	132	cc	_	TokenRange=644:645
130	nao	nao	ADV	ADV	Polarity=Neg	132	advmod	_	TokenRange=646:649
131	posso	_	AUX	AUX	_	132	aux	_	TokenRange=650:655
132	aceitar	aceitar	VERB	VERB	_	72	conj	_	TokenRange=656:663
133	que	que	CCONJ	CONJ	_	138	mark	_	TokenRange=664:667
134	o	o	DET	DET	_	135	det	_	TokenRange=668:669
135	juiz	juiz	NOUN	NOUN	_	138	nsubj	_	TokenRange=670:674
136	moro	moro	ADJ	ADJ	_	135	amod	_	TokenRange=675:679
137	tenha	ter	AUX	AUX	_	138	aux	_	TokenRange=680:685
138	aceitado	aceitar	VERB	VERB	_	132	ccomp	_	TokenRange=686:694
139	essas	_	DET	DET	_	140	det	_	TokenRange=695:700
140	mentiras	mentira	NOUN	NOUN	_	138	obj	_	TokenRange=701:709

